?BODY NAME,SERVICE LABEL PORTFOLIO,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER CODE
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,ELECTRICITY,08/07/2011,193003,1572.31,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTES FEES,15/07/2011,193106,1563.07,GOODNIGHTS ENTERTAINMENT,101233
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PRINTING,29/07/2011,194255,1514.22,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,SUBSCRIPTIONS,15/07/2011,193195,1500,DERBYSHIRE COUNTY COUNCIL,101137
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,01/07/2011,192802,1450,P J LILLEY LTD,100418
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACTUAL SERVICES,15/07/2011,193373,1436.93,NEWARK AND SHERWOOD HOMES LTD,100366
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,22/07/2011,193897,1434,DOLPHIN MOBILITY EAST MIDLANDS LTD,100130
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED GRANTS,15/07/2011,193275,1423,CALANDINE LIFTS LTD,100068
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,CONTRACTUAL SERVICES,15/07/2011,193192,1381.2,REDACTED PERSONAL DATA,101221
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B994,REFUNDS,22/07/2011,193879,1375.38,REDACTED PERSONAL DATA,101244
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,MOBILE PHONE COSTS,01/07/2011,192698,1368.32,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,ELECTRICITY,22/07/2011,193913,1345.56,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,22/07/2011,193895,1328.57,WPD MIDLANDS NETWORKS SERVICES LTD,101259
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,MOBILE PHONE COSTS,22/07/2011,193777,1325.29,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,PREMISES REPAIRS & RENEWALS,15/07/2011,193368,1325,J T DECORATORS,100806
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,COMPUTER SOFTWARE,15/07/2011,193302,1320,REED BUSINESS INFORMATION LTD,100449
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,COMPUTER SOFTWARE,15/07/2011,193302,1320,REED BUSINESS INFORMATION LTD,100449
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,FILM HIRE CHARGES,15/07/2011,193409,1303,THE SWING COMMANDERS,101258
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,PRINTING,08/07/2011,192976,1300,HOWITT LTD,100216
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PLANNED MAINTENANCE - GROVE,15/07/2011,193430,1300,LANES GROUP PLC,101150
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,EQUIPMENT FOR RESALE,22/07/2011,193728,1274.2,SWIMMING TEACHERS ASSOCIATION,100530
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,15/07/2011,193267,1254.67,BAGGALEY & JENKINS (REMEDIALS) LTD,101126
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,01/07/2011,192689,1250.16,XEROX (UK) LTD,100612
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B992,REPAIRS AND MAINTENANCE,29/07/2011,194152,1234.91,FAUN ZOELLER (UK) LTD,101231
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,22/07/2011,193903,1209.77,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,CCTV OPERATION,22/07/2011,193944,1172.5,BRITISH TELECOMMUNICATIONS PLC,100057
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,REPAIRS AND MAINTENANCE,29/07/2011,194179,1140,MALCOLM LANE & SON LTD,101237
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,POSTAGES,08/07/2011,192958,1117.65,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,EQUIPMENT LEASING,01/08/2011,194495,1100,BNP PARIBAS LEASE GROUP (RENTALS),100052
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,EQUIPMENT LEASING,05/08/2011,194700,1100,BNP PARIBAS LEASE GROUP (RENTALS),100052
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,PUBLICATIONS,15/07/2011,193163,1077,LEXISNEXIS,100276
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,POSTAGES,08/07/2011,192957,1075.29,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,MOBILE PHONE COSTS,01/07/2011,192697,1062.26,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,29/07/2011,194272,1060.25,DOLPHIN MOBILITY EAST MIDLANDS LTD,100130
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,15/07/2011,193143,1050,NEWARK SECURITY SERVICES LTD,100371
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTES FEES,15/07/2011,193108,1048.5,REDACTED PERSONAL DATA,100301
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,15/07/2011,193240,1030.37,PARTIC MOTOR SPARES LTD,100421
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,ELECTRICITY,22/07/2011,193909,1000.2,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,01/07/2011,192800,1000,BLAND BROTHERS,101228
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,MOBILE PHONE COSTS,22/07/2011,193778,997.66,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CHAUFFEUR SERVICES,08/07/2011,192971,983.4,AURA JOURNEYS,101222
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,REPAIRS AND MAINTENANCE,15/07/2011,193402,980,REDACTED PERSONAL DATA,100476
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,08/07/2011,193002,962.88,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REPAIRS AND MAINTENANCE,29/07/2011,194379,946,PARKS AND PLAYGROUND SOLUTIONS LTD,101034
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B992,STATIONERY,08/07/2011,193010,928.29,IRONGATE GROUP LTD,100229
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ACTIVO ADVERTISING,29/07/2011,194249,928,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,REPAIRS AND MAINTENANCE,22/07/2011,193828,905,NEWARK & SHERWOOD LOCKSMITH,101029
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,PREMISES REPAIRS & RENEWALS,22/07/2011,193888,900,B P I  LTD,101125
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,22/07/2011,193766,897.36,REXCO UK LTD,101251
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,COMPUTER SOFTWARE MAINTENANCE,22/07/2011,193733,895,BARRON MCCANN PAYMENTS LTD,101076
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,GAS,15/07/2011,193329,888.07,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,15/07/2011,193444,875,NEOPOST LIMITED,100359
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,RENT,05/08/2011,194698,872,CROWN ESTATE COMMISSIONERS,100117
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,POOL CHEMICALS,01/07/2011,192743,862.03,UNIVAR LIMITED,100584
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,01/07/2011,192768,855.07,BULLOCK CONSTRUCTION LTD,100066
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTES FEES,22/07/2011,193799,848.67,REDACTED PERSONAL DATA,101227
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ADVERTISING,15/07/2011,193287,821.03,JOHNSTON PUBLISHING LTD,100249
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,15/07/2011,193134,816,HGR - MARIO STANKOVIC,100208
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B994,REFUNDS,15/07/2011,193339,814.71,REDACTED PERSONAL DATA,101241
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,INTERNAL TRAINING,15/07/2011,193300,796,NOTTINGHAM & DISTRICT PRE-RETIREMENT COUNCIL,100389
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,PREMISES REPAIRS & RENEWALS,15/07/2011,193369,790,WESTGATE PARTNERSHIP SHOPFITTING SERV LTD,100602
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,REPAIRS AND MAINTENANCE,29/07/2011,194182,780,WESTGATE PARTNERSHIP SHOPFITTING SERV LTD,100602
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,29/07/2011,194166,766.03,BARRETTINE ENVIRONMENTAL HEALTH,101224
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,15/07/2011,193147,760,FOREST FARM TREE SERVICES LLP,100170
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,08/07/2011,192970,757,HALFWAY HOME DOG RESCUE,101015
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,15/07/2011,193428,756.03,BULLOCK CONSTRUCTION LTD,100066
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PAYMENTS TO NOTTS COUNTY CNCL,08/07/2011,192956,753,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,22/07/2011,193891,751.74,G4S CASH SOLUTIONS (UK) LTD,100731
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REPAIRS AND MAINTENANCE,01/07/2011,192797,743.75,PARKS AND PLAYGROUND SOLUTIONS LTD,101034
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,POSTAGES,01/07/2011,192753,735.83,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,LEGAL FEES COURTS,29/07/2011,194228,732,HMCTS,101145
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,PRINTING,08/07/2011,192973,729,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,OTHER EQUIPMENT AND TOOLS,22/07/2011,193689,718.27,J P LENNARD LTD,100234
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,08/07/2011,192969,711.75,LINCOLNSHIRE RESCUE KENNELS,100282
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CAR PARK TICKETS,15/07/2011,193293,711.15,BROWN ADVERTISING & DESIGN,100061
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,CONTRACTUAL SERVICES,22/07/2011,193724,709.25,SAFETY MATTERS - CITY HYGIENE SERVICES LTD,100478
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,ELDERLY RESIDENTS ADAPTATIONS,01/07/2011,192771,705.6,BAGGALEY & JENKINS (REMEDIALS) LTD,101126
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B994,REFUNDS,22/07/2011,193858,693.4,REDACTED PERSONAL DATA,101240
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,29/07/2011,194174,690,RENTOKIL INITIAL UK LTD,100824
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B994,REFUNDS,15/07/2011,193335,680.55,REDACTED PERSONAL DATA,101242
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED GRANTS,15/07/2011,193392,676.26,N SHACKLOCK LTD,100349
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,22/07/2011,193742,654,OAKLEAF GRAPHICS LTD,101246
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,LICENCES & M.O.T.'S,05/07/2011,1107012,652.5,DVLA,300012
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,LICENCES & M.O.T.'S,05/07/2011,1107013,652.5,DVLA,300012
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,LICENCES & M.O.T.'S,05/07/2011,1107014,652.5,DVLA,300012
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,LICENCES & M.O.T.'S,05/07/2011,1107015,652.5,DVLA,300012
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,LICENCES & M.O.T.'S,05/07/2011,1107016,652.5,DVLA,300012
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTES FEES,01/07/2011,192718,649.65,BLUNDERBUS THEATRE COMPANY LTD,100051
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,08/07/2011,192974,640.12,SUPERCLEAN SERVICES WOTHORPE LTD,100527
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,01/07/2011,192803,639,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,22/07/2011,193931,634.35,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,15/07/2011,193136,633,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,ELECTRICITY,22/07/2011,193914,627.69,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,PREMISES REPAIRS & RENEWALS,29/07/2011,194180,623,MALCOLM LANE & SON LTD,101237
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,REPAIRS AND MAINTENANCE,15/07/2011,193386,620,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,22/07/2011,193763,618,INTEGRATED BUILDING MANAGEMENT SYSTEMS LTD,100227
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,15/07/2011,193180,611.64,JOHNSTON SWEEPERS LTD,100250
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,PROFESSIONAL SERVICES,22/07/2011,193700,605.77,WPD MIDLANDS NETWORKS SERVICES LTD,101259
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ADVERTISING,15/07/2011,193415,604.3,NEWARK ADVERTISER CO LTD,100363
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PREVENTION FUND,08/07/2011,192975,600,BROXTOWE BOROUGH COUNCIL,100063
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,PROFESSIONAL SERVICES,29/07/2011,194208,600,NEWARK & SHERWOOD PLAY SUPPORT GROUP,100362
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ADVERTISING,22/07/2011,193837,600,NEWARK ADVERTISER CO LTD,100363
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,15/07/2011,193137,600,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,CONTRACTUAL SERVICES,15/07/2011,193354,600,WESTGATE PARTNERSHIP SHOPFITTING SERV LTD,100602
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CPU DECRIM PAYMENTS,22/07/2011,193824,600,NCC - CPN,101245
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,01/07/2011,192690,595,GENUS,100182
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,22/07/2011,193825,594,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CLEANING MATERIALS,22/07/2011,193762,592.77,BLUE DIAMOND HYGIENE SUPPLIES,100047
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ACTIVO ADVERTISING,29/07/2011,194247,590,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,REPAIRS AND MAINTENANCE,15/07/2011,193401,588,REDACTED PERSONAL DATA,100772
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,22/07/2011,193822,582,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,15/07/2011,193256,568.79,C F PARKINSON LTD,100894
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B992,DEBTOR REFUNDS,01/07/2011,192776,563,REDACTED PERSONAL DATA,100490
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,29/07/2011,194209,561,REDACTED PERSONAL DATA,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,REPAIRS AND MAINTENANCE,01/07/2011,192741,560.82,STAR TRAC UK LTD,101256
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PRINTING,15/07/2011,193338,544,HAGUE COMPUTER SUPPLIES LTD,101234
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B998,PAYMENTS,15/07/2011,193214,544,HAGUE COMPUTER SUPPLIES LTD,101234
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EMPTY PAIL CLOSETS,15/07/2011,193274,540.19,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,AGENCY REPAYMENTS,22/07/2011,193954,537,CHAPTERHOUSE THEATRE COMPANY,100082
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,REPAIRS AND MAINTENANCE,05/08/2011,193685,525,FLOWSERVE PUMPS LIMITED,101232
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B994,REFUNDS,01/07/2011,192760,523.74,REDACTED PERSONAL DATA,101239
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,PUBLICATIONS,15/07/2011,193201,519.45,LEXISNEXIS,100276
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,CONTRACTUAL SERVICES,08/07/2011,192972,516.85,MILLWARD PARTNERSHIP,100311
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,08/07/2011,192950,512.5,SCOTT CHRISTIAN LIMITED T/A VISTA SIGNS,101253
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,15/07/2011,193139,500,NEWARK ALARM SYSTEMS,100364
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,15/07/2011,193269,500,WESTVILLE LTD,100604
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,PLANNING APPLICATION REFUNDS,08/07/2011,192939,500,REDACTED PERSONAL DATA,101243
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,REPAIRS AND MAINTENANCE,22/07/2011,193729,495,ACTIVE VISUAL SUPPLIES LTD,100940
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOUSING REVENUE ACCOUNT,B300,COURSE FEES,22/07/2011,193805,495,CIPFA BUSINESS LTD,100090
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,22/07/2011,193854,492.75,HEINEKEN UK,100205
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REFUSE BIN PURCHASES,29/07/2011,194138,490,PLASTIC OMNIUM URBAN SYSTEMS,101100
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,PROFESSIONAL SERVICES,15/07/2011,193373,478.97,NEWARK AND SHERWOOD HOMES LTD,100366
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,29/07/2011,194131,476,RENTOKIL INITIAL UK LTD,100824
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,22/07/2011,193891,469.3,G4S CASH SOLUTIONS (UK) LTD,100731
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,22/07/2011,193792,466.7,FAUN ZOELLER (UK) LTD,101231
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PETROL AND DIESEL,15/07/2011,193230,459.69,BRENNTAG UK LTD,100054
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,08/07/2011,192946,457.37,HEINEKEN UK,100205
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,FURNITURE AND FITTINGS,29/07/2011,194125,456.7,POSTURITE LTD,100819
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,EQUIPMENT FOR RESALE,22/07/2011,193727,455.49,SWIMRITE SUPPLIES LTD,100531
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,REPAIRS AND MAINTENANCE,15/07/2011,193435,453.9,J WILKINS LIMITED,100236
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,22/07/2011,193770,450,BRANT SCAFFOLDING LTD,101230
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ACTIVO ADVERTISING,29/07/2011,194251,443.78,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,VENDING MACHINE PROVISIONS,01/07/2011,192742,440.72,RICOH CAPITAL PLC,100456
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,15/07/2011,193176,438.44,MITCHELL POWERSYSTEMS,101238
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,EQUIPMENT FOR RESALE,22/07/2011,193726,430,GYMNASTICS ENTERPRISES LTD,101186
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,22/07/2011,193930,426.76,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,01/07/2011,192717,421.65,ROSSENDALES COLLECT LTD,100468
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,STALL CLEARANCE,15/07/2011,193142,417.6,NEWARK SECURITY SERVICES LTD,100371
