?BODY NAME,SERVICE LABEL PORTFOLIO,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER ID
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,20/07/2012,212492,2242,CALANDINE LIFTS LTD,100068
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,13/07/2012,212157,2256,EDWINSTOWE PARISH COUNCIL,100143
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,20/07/2012,212549,2388.42,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,06/07/2012,211763,2425.61,THE BLUES BAND,100543
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REFUSE BIN PURCHASES,06/07/2012,211857,2436,UK CONTAINER MAINTENANCE LTD,100578
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,ADVERTISING,20/07/2012,212641,2495.04,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212046,2507.9,RIXONWAY KITCHENS LTD,101367
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,NOTTS CC PRECEPT,20/07/2012,212897,2555,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,27/07/2012,212998,2575.8,RIXONWAY KITCHENS LTD,101367
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,13/07/2012,212107,2671.45,WALLACE FIFE LTD,101554
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EMPTY PAIL CLOSETS,20/07/2012,212567,2674.74,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,06/07/2012,211894,2760,NEWARK NORTHERN BOWLS CLUB,100369
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ELECTRICITY,06/07/2012,211884,2777.06,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,PREMISES REPAIRS & RENEWALS,13/07/2012,212114,2785.2,FIRST FLOORING SPECIALISTS LTD,101665
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,ADVERTISING,20/07/2012,212641,2881.67,TMP (UK) LTD,101175
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,13/07/2012,212160,3159,SOUTHWELL TOWN COUNCIL,100515
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,06/07/2012,211770,3175.01,VACU-LUG TRACTION TYRES LIMITED,100589
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,GAS,06/07/2012,211896,3270.68,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212031,3278.5,INVISIBLE SYSTEMS LTD,101642
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212053,3306.48,MANSELL CONSTRUCTION SERVICES,101448
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,NSDC VANS LEASE,27/07/2012,212916,3307.2,CHRYSTAL CONSULTING LTD,100088
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,20/07/2012,212639,3382.2,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211797,3410,NATIONWIDE WINDOWS LIMITED,101404
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PRINTING,06/07/2012,211779,3435,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,RENT,27/07/2012,212908,3500,EAST MIDLANDS TRAINS LTD,100140
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,20/07/2012,212552,3500,ROBERT WOODHEAD LTD,100461
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,27/07/2012,212962,3532,SALFORD CITY COUNCIL,101369
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ELECTRICITY,13/07/2012,212125,3606.01,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,06/07/2012,211866,3651.53,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,REPAIRS AND MAINTENANCE,13/07/2012,212032,3761,SUGG LIGHTING LTD,101682
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,27/07/2012,213000,3815,NATIONWIDE WINDOWS LIMITED,101404
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,EQUIPMENT LEASING,20/07/2012,212638,3876.2,BNP PARIBAS LEASE GROUP (RENTALS),100052
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,27/07/2012,212975,3953.05,BLAND BROTHERS,101228
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211799,4060,NATIONWIDE WINDOWS LIMITED,101404
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,13/07/2012,212100,4093.26,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,GAS,27/07/2012,212900,4278.21,NCC THE GROVE SCHOOL,100356
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,ARTISTS FEES,13/07/2012,212152,4413.02,PREMIER STAGE PRODUCTIONS LTD,101664
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,06/07/2012,211747,4467.09,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,DRAINAGE RATES,31/07/2012,1130432,4682,UPPER WITHAM IDB,400013
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212041,4691.97,RIXONWAY KITCHENS LTD,101367
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PROFESSIONAL SERVICES,27/07/2012,212914,5000,OLLERTON & DISTRICT CITIZENS ADVICE BUREAU,101655
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,AGENCY STAFF,06/07/2012,211865,5016.75,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,ELECTRICITY,13/07/2012,212121,5052.49,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211821,5093,RIXONWAY KITCHENS LTD,101367
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,20/07/2012,212634,5103.35,N SHACKLOCK LTD,100349
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,RENT,13/07/2012,212027,5199.92,BLUEPRINT (GENERAL PARTNER) LTD,101653
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,13/07/2012,212061,5216.33,MERTRUX LTD,100304
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,AGENCY REPAYMENTS,13/07/2012,212024,5430.5,REDACTED PERSONAL DATA,100083
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,20/07/2012,212483,5634,SALFORD CITY COUNCIL,101369
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,EQUIPMENT REPAIRS & RENEWALS,20/07/2012,212640,5800,OUTDOOR POWER TOOLS LTD,100766
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,13/07/2012,212029,5817.5,WSP ENVIRONMENTAL LTD,101678
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,06/07/2012,211800,5960.05,WALLACE FIFE LTD,101554
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,GAS,13/07/2012,212182,6549.33,NCC THE GROVE SCHOOL,100356
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,CONSULTANTS,06/07/2012,211778,6598,URBAN VISION PARTNERSHIP LTD,101634
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,BT LINES,20/07/2012,212510,6662,BRITISH TELECOMMUNICATIONS PLC,100057
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,"SWEEPER, TRACTOR & FLAIL",27/07/2012,212919,6862.28,SG EQUIPMENT FINANCE LIMITED,100489
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211781,7171.83,ROBERT WOODHEAD LTD,100461
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211823,7283.62,NATIONWIDE WINDOWS LIMITED,101404
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211822,7291.61,NATIONWIDE WINDOWS LIMITED,101404
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211913,7383.78,SWIRLFORCE LTD,101641
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,20/07/2012,212335,7522,NEWARK & SHERWOOD CVS,101027
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,20/07/2012,212593,7836.37,MANSELL CONSTRUCTION SERVICES,101448
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,GAS,13/07/2012,212183,7893.23,NCC THE GROVE SCHOOL,100356
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,BT LINES,06/07/2012,211838,8185.8,BRITISH TELECOMMUNICATIONS PLC,100057
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,20/07/2012,212583,8405.37,RIXONWAY KITCHENS LTD,101367
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,COMPUTER SOFTWARE MAINTENANCE,13/07/2012,212083,8682.5,VIRGIN MEDIA PAYMENTS LTD,100934
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,RENT,06/07/2012,211895,9364.1,WENDGREEN LIMITED,100599
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,STALL CLEARANCE,27/07/2012,212911,9493.33,ANDREW GEORGE HARRISON LTD,100012
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,REPAIRS AND MAINTENANCE,06/07/2012,211856,9579.5,QUADRANT SECURITY GROUP LTD,100438
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B700,PROFESSIONAL SERVICES,27/07/2012,212914,10000,OLLERTON & DISTRICT CITIZENS ADVICE BUREAU,101655
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,13/07/2012,212089,10530.36,SEEREY AND SMITH BUILDING SOLUTION,101646
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212197,10800,CALANDINE LIFTS LTD,100068
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212198,10800,CALANDINE LIFTS LTD,100068
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,RENT,13/07/2012,212028,11571.34,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE AND CULTURE,B600,PREMISES REPAIRS & RENEWALS,20/07/2012,212392,11615,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,REMPLOY 3RD PARTY AGENTS,06/07/2012,211853,11628,REMPLOY LIMITED,100451
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212038,12139.17,NATIONWIDE WINDOWS LIMITED,101404
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,27/07/2012,212999,12475.21,NATIONWIDE WINDOWS LIMITED,101404
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,POSTAGES,20/07/2012,212637,12588.75,PRINT IMAGE NETWORK LTD,100431
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,GROUNDS MAINTENANCE,20/07/2012,212475,13250,NEWARK AND SHERWOOD HOMES LTD,100366
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,COMPUTER SOFTWARE MAINTENANCE,13/07/2012,212176,13727.5,VIRGIN MEDIA PAYMENTS LTD,100934
NEWARK AND SHERWOOD DISTRICT COUNCIL,PEOPLE AND COMMUNITIES,B500,COMPUTER SOFTWARE MAINTENANCE,13/07/2012,212081,13783.91,VIRGIN MEDIA PAYMENTS LTD,100934
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212021,14740.53,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,DISABLED FACILITIES,27/07/2012,212995,15000,REDACTED PERSONAL DATA,101647
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212095,15233.6,DELTA GLOBAL DEVELOPMENTS LTD,101644
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212019,15517.61,IAN WILLIAMS LIMITED,100219
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212023,15583.71,MATTHEWS & TANNERT LTD,101312
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,20/07/2012,212581,19635.46,MATTHEWS & TANNERT LTD,101312
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211860,21494.79,IAN WILLIAMS LIMITED,100219
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,20/07/2012,212369,21710.34,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211912,21946.24,SWIRLFORCE LTD,101641
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211910,22116.68,HERBERT BAGGALEY CONSTRUCTION LTD,100735
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211846,27083.55,DEVLIN DECORATORS,100127
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212022,27089.95,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,27/07/2012,212985,27550,IAN WILLIAMS LIMITED,100219
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,27/07/2012,212964,27715.07,DEVLIN DECORATORS,100127
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,06/07/2012,211782,28000,ROBERT WOODHEAD LTD,100461
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,13/07/2012,212162,32939,NEWARK TOWN COUNCIL,100374
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,PROFESSIONAL SERVICES,13/07/2012,212030,35475,LINCOLNSHIRE COUNTY COUNCIL,101652
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,13/07/2012,212025,50434.48,MATTHEWS & TANNERT LTD,101312
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,TRADE WASTE,27/07/2012,212876,127721.4,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND PROSPERITY,B992,7 REFUSE VEHICLES 10/11,27/07/2012,212918,168460.68,SG EQUIPMENT FINANCE LIMITED,100489
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,FIRE PRECEPT,20/07/2012,212899,274397,NOTTINGHAMSHIRE FIRE AUTHORITY,101572
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOUSING REVENUE ACCOUNT,B300,NSH MANAGEMENT FEE,05/07/2012,1129192,618530,NEWARK AND SHERWOOD HOMES LTD,400001
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,POLICE PRECEPT,20/07/2012,212898,655222,NOTTINGHAMSHIRE POLICE,100397
NEWARK AND SHERWOOD DISTRICT COUNCIL,FINANCE AND PROPERTY,B400,NOTTS CC PRECEPT,20/07/2012,212897,4698023,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
