Date,Supplier Name,Transaction Amount
25/10/2013,VAA BSP UK,£661.67
25/10/2013,VAA BSP UK,£579.67
25/10/2013,VAA BSP UK,£579.67
25/10/2013,VAA BSP UK,£641.26
29/10/2013,VAA BSP UK,£718.66
30/10/2013,VAA BSP UK,£702.65
31/10/2013,VAA BSP UK,£768.65
03/10/2013,AIR CHINA,£773.30
02/10/2013,AIR FRANCE UK BSP GBP,"£1,403.14"
03/10/2013,AIR MALTA,£550.80
04/10/2013,AUSTRIAN AIRLINES,£527.40
01/10/2013,BRITISH AIRWAYS UK BSP,£815.45
01/10/2013,BRITISH AIRWAYS UK BSP,"£1,050.46"
01/10/2013,BRITISH AIRWAYS UK BSP,£746.75
01/10/2013,BRITISH AIRWAYS UK BSP,£855.95
01/10/2013,BRITISH AIRWAYS UK BSP,£805.36
01/10/2013,BRITISH AIRWAYS UK BSP,"£1,318.96"
02/10/2013,BRITISH AIRWAYS UK BSP,£770.56
02/10/2013,BRITISH AIRWAYS UK BSP,"£1,141.96"
02/10/2013,BRITISH AIRWAYS UK BSP,£525.95
02/10/2013,BRITISH AIRWAYS UK BSP,"£1,317.35"
02/10/2013,BRITISH AIRWAYS UK BSP,£500.56
02/10/2013,BRITISH AIRWAYS UK BSP,"£2,465.05"
02/10/2013,BRITISH AIRWAYS UK BSP,£770.56
02/10/2013,BRITISH AIRWAYS UK BSP,"£1,108.42"
02/10/2013,BRITISH AIRWAYS UK BSP,"£4,060.45"
03/10/2013,BRITISH AIRWAYS UK BSP,£784.64
03/10/2013,BRITISH AIRWAYS UK BSP,£842.98
03/10/2013,BRITISH AIRWAYS UK BSP,"£1,300.66"
03/10/2013,BRITISH AIRWAYS UK BSP,"£1,300.66"
03/10/2013,BRITISH AIRWAYS UK BSP,"£1,266.25"
03/10/2013,BRITISH AIRWAYS UK BSP,£784.64
03/10/2013,BRITISH AIRWAYS UK BSP,£784.64
03/10/2013,BRITISH AIRWAYS UK BSP,£678.65
03/10/2013,BRITISH AIRWAYS UK BSP,"£1,550.86"
03/10/2013,BRITISH AIRWAYS UK BSP,£842.98
04/10/2013,BRITISH AIRWAYS UK BSP,"£2,019.31"
04/10/2013,BRITISH AIRWAYS UK BSP,"£1,123.36"
04/10/2013,BRITISH AIRWAYS UK BSP,"£1,670.75"
04/10/2013,BRITISH AIRWAYS UK BSP,£871.60
04/10/2013,BRITISH AIRWAYS UK BSP,£963.58
04/10/2013,BRITISH AIRWAYS UK BSP,"£1,113.50"
04/10/2013,BRITISH AIRWAYS UK BSP,"£1,015.55"
04/10/2013,BRITISH AIRWAYS UK BSP,£730.14
04/10/2013,BRITISH AIRWAYS UK BSP,£697.14
01/10/2013,DEUTSCHE LUFTHANSA,"£1,920.50"
01/10/2013,EMIRATES,£924.40
02/10/2013,EMIRATES,"£1,687.80"
02/10/2013,EMIRATES,"£1,491.70"
03/10/2013,EMIRATES,£512.29
03/10/2013,EMIRATES,"£1,053.70"
03/10/2013,EMIRATES,£888.49
01/10/2013,ETHIOPIAN AIRLINES UK,£625.36
01/10/2013,ETHIOPIAN AIRLINES UK,"£1,085.35"
03/10/2013,ETHIOPIAN AIRLINES UK,£974.26
03/10/2013,ETHIOPIAN AIRLINES UK,£612.25
03/10/2013,ETHIOPIAN AIRLINES UK,"£2,909.50"
03/10/2013,ETHIOPIAN AIRLINES UK,"£2,909.50"
04/10/2013,ETHIOPIAN AIRLINES UK,"£1,976.60"
04/10/2013,ETHIOPIAN AIRLINES UK,"£1,574.50"
04/10/2013,ETHIOPIAN AIRLINES UK,"£1,574.50"
04/10/2013,ETHIOPIAN AIRLINES UK,"£1,976.60"
01/10/2013,HRG UK,"£1,130.64"
01/10/2013,HRG UK,£675.12
01/10/2013,HRG UK,£832.15
02/10/2013,HRG UK,"£1,544.21"
02/10/2013,HRG UK,£643.14
02/10/2013,HRG UK,£875.12
03/10/2013,HRG UK,£533.74
03/10/2013,HRG UK,£559.82
03/10/2013,HRG UK,£586.32
03/10/2013,HRG UK,£604.68
03/10/2013,HRG UK,£877.44
03/10/2013,HRG UK,"£1,214.20"
03/10/2013,HRG UK,£561.68
03/10/2013,HRG UK,£809.20
03/10/2013,HRG UK,£604.68
03/10/2013,HRG UK,£604.68
04/10/2013,HRG UK,£524.50
04/10/2013,HRG UK,"£1,106.51"
04/10/2013,HRG UK,£561.58
04/10/2013,HRG UK,£506.70
04/10/2013,HRG UK,£539.46
04/10/2013,HRG UK,£983.69
01/10/2013,KENYA AIRWAYS,£806.26
01/10/2013,KENYA AIRWAYS,£808.15
01/10/2013,KENYA AIRWAYS,£808.15
02/10/2013,ROYAL AIR MAROC - BSP,£783.50
03/10/2013,SOUTH AFRICAN AIRWAYS BSP SALES,£664.40
03/10/2013,SOUTH AFRICAN AIRWAYS BSP SALES,£664.40
04/10/2013,SOUTH AFRICAN AIRWAYS BSP SALES,£532.70
04/10/2013,SOUTH AFRICAN AIRWAYS BSP SALES,£532.70
01/10/2013,SWISS INT. AIR LINES AG,£576.30
03/10/2013,TURKISH AIRLINES - BSP UK,£923.10
04/10/2013,TURKISH AIRLINES - BSP UK,£789.60
02/10/2013,UNITED AIRLINES,"£1,165.30"
03/10/2013,UNITED AIRLINES,"£1,136.00"
01/10/2013,VAA BSP UK,"£2,255.45"
