objectid,par16cd,par16nm,par16nmw,lad16cd,lad16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
227,E04000262,Stainton and Thornton, ,E06000002,Middlesbrough,447549,514078,-1.26696002,54.51979828,4599315.03056951,12369.8615542067
228,E04000263,Guisborough, ,E06000003,Redcar and Cleveland,458740,516005,-1.09371996,54.53590012,66684008.9012647,47027.1608857671
229,E04000264,Lockwood, ,E06000003,Redcar and Cleveland,467599,514508,-0.95718002,54.52140045,39498131.0720371,33347.3770827995
230,E04000265,Loftus, ,E06000003,Redcar and Cleveland,473929,515577,-0.85913998,54.53010178,41525320.3726763,40312.4590774638
231,E04000266,"Saltburn, Marske and New Marske", ,E06000003,Redcar and Cleveland,464282,521438,-1.00689995,54.58409882,14677511.7174044,25923.4542940933
232,E04000267,Skelton and Brotton, ,E06000003,Redcar and Cleveland,466041,518946,-0.98025,54.56150055,21631920.9950982,26895.5766528342
233,E04000268,Aislaby, ,E06000004,Stockton-on-Tees,440189,512333,-1.38089001,54.50469971,7426961.50302486,13512.060149479
234,E04000269,Carlton, ,E06000004,Stockton-on-Tees,439830,522003,-1.38513005,54.59170151,5069398.791626,11634.7940139243
235,E04000272,Elton, ,E06000004,Stockton-on-Tees,440238,517276,-1.37945998,54.54909897,7525843.18248012,13617.3041904059
236,E04000273,Grindon, ,E06000004,Stockton-on-Tees,441261,525112,-1.36255002,54.61949921,25851527.0447813,26741.3724301435
237,E04000275,Ingleby Barwick, ,E06000004,Stockton-on-Tees,444129,514009,-1.31980002,54.51950073,6291816.44120346,13173.3513945069
238,E04000277,Longnewton, ,E06000004,Stockton-on-Tees,438140,515943,-1.41207004,54.53730011,15395357.3712314,18211.9576894305
239,E04000279,Newsham, ,E06000004,Stockton-on-Tees,437726,511361,-1.41904998,54.49620056,6340282.6484949,13050.7919159949
240,E04000283,Thornaby, ,E06000004,Stockton-on-Tees,445691,516466,-1.29530001,54.54140091,9990290.74460019,18289.8161742733
241,E04000284,Wolviston, ,E06000004,Stockton-on-Tees,444904,525673,-1.30605996,54.62419891,1568580.71326925,5542.74989013065
242,E04000286,Billingham, ,E06000004,Stockton-on-Tees,449100,523138,-1.24150002,54.60110092,39180612.2233925,45549.482799643
243,E04000288,Barmpton, ,E06000005,Darlington,431919,518636,-1.50791001,54.56200027,7190199.18549273,12866.5157100264
244,E04000289,Bishopton, ,E06000005,Darlington,436340,520585,-1.43930995,54.57920074,8794343.21004016,16335.4518829969
245,E04000290,Brafferton, ,E06000005,Darlington,430825,520649,-1.52462006,54.58010101,9816837.72407313,15904.6670592184
246,E04000291,Coatham Mundeville, ,E06000005,Darlington,427148,520173,-1.58155,54.57600021,7035988.16708993,14783.8834739074
247,E04000292,Denton, ,E06000005,Darlington,421725,519146,-1.66551995,54.56710052,3984265.65160753,9345.65217412856
248,E04000293,East and West Newbiggin, ,E06000005,Darlington,435933,518805,-1.44581997,54.5632019,3446654.70479737,11114.0864653932
249,E04000294,Great Burdon, ,E06000005,Darlington,432033,516345,-1.50639999,54.54140091,2442952.62692806,8890.61396524018
250,E04000295,Great Stainton, ,E06000005,Darlington,433770,521850,-1.47891998,54.59069824,5078478.37397865,11372.239631006
251,E04000296,Heighington, ,E06000005,Darlington,424127,522597,-1.62808001,54.59799957,17504476.6434396,22878.1181261948
252,E04000297,High Coniscliffe, ,E06000005,Darlington,423042,516263,-1.64537001,54.54109955,8648592.88184918,15637.5132702517
253,E04000298,Houghton le Side, ,E06000005,Darlington,422026,521881,-1.66066003,54.59159851,4293659.35285022,9678.77188366777
254,E04000300,Killerby, ,E06000005,Darlington,419609,519874,-1.69818997,54.57369995,2557106.16322797,7886.75416544701
255,E04000301,Little Stainton, ,E06000005,Darlington,434264,520138,-1.47148001,54.57529831,4622994.46826496,11353.6866854497
256,E04000302,Low Coniscliffe and Merrybent, ,E06000005,Darlington,424802,514609,-1.61830997,54.52619934,4180790.59860745,10816.4458232795
257,E04000305,Morton Palms, ,E06000005,Darlington,432808,515115,-1.49456,54.53030014,5485620.98161033,14849.2086552631
258,E04000307,Piercebridge, ,E06000005,Darlington,420249,516719,-1.68850994,54.54529953,3938706.16843557,9095.72773607154
259,E04000308,Sadberge, ,E06000005,Darlington,434507,516403,-1.46816003,54.54169846,8455915.41454482,14137.6048701418
260,E04000310,Summerhouse, ,E06000005,Darlington,420062,518710,-1.69126999,54.5632019,3373391.00645305,10632.3759533153
261,E04000311,Walworth, ,E06000005,Darlington,423580,519043,-1.63682997,54.56610107,8727098.56210304,14016.4310484927
262,E04000312,Whessoe, ,E06000005,Darlington,428141,518653,-1.56632996,54.56230164,5663364.0927534,14021.8039166289
263,E04000313,Daresbury, ,E06000006,Halton,358505,382013,-2.62456012,53.33340073,7826677.16772147,16794.2522272397
264,E04000314,Hale, ,E06000006,Halton,346361,382362,-2.80696011,53.33539963,5783161.53206338,12600.24263154
265,E04000315,Moore, ,E06000006,Halton,356986,384322,-2.64769006,53.35400009,3202731.0067452,8047.57564420063
266,E04000316,Preston Brook, ,E06000006,Halton,357476,380146,-2.63976002,53.31650162,4243104.50579546,10088.1566523939
267,E04000317,Halebank, ,E06000006,Halton,347808,383518,-2.78542995,53.34600067,4994562.53522633,11353.4638427433
268,E04000318,Sandymoor, ,E06000006,Halton,355601,383677,-2.66840005,53.34809875,3820707.12899478,9953.40662467586
269,E04000319,Appleton, ,E06000007,Warrington,363052,384162,-2.55654001,53.35309982,13340510.4610299,20491.0927418644
270,E04000320,Birchwood, ,E06000007,Warrington,365403,392002,-2.52207994,53.42369843,8111340.68725825,12514.2746721246
271,E04000321,Burtonwood and Westbrook, ,E06000007,Warrington,357262,392252,-2.64461994,53.4253006,15349022.0451319,22267.9957619551
272,E04000322,Croft, ,E06000007,Warrington,364407,394252,-2.5373199,53.44380188,12984819.3990082,16788.0853789191
273,E04000323,Cuerdley, ,E06000007,Warrington,354672,386383,-2.68273997,53.37239838,6718850.7323201,16257.7329678261
274,E04000324,Culcheth and Glazebury, ,E06000007,Warrington,365836,395659,-2.51595998,53.45660019,13538262.4472353,17529.0169315653
275,E04000325,Grappenhall and Thelwall, ,E06000007,Warrington,364261,386236,-2.53860998,53.37179947,9125894.89400727,13717.0986105893
276,E04000326,Great Sankey, ,E06000007,Warrington,357091,388924,-2.64672995,53.395401,8385036.82516968,13980.2658450185
277,E04000327,Hatton, ,E06000007,Warrington,360174,382264,-2.59952998,53.33580017,4212930.99081201,10860.7696673251
278,E04000328,Lymm, ,E06000007,Warrington,368933,386666,-2.46844006,53.37590027,16862113.9898596,21057.0701065773
279,E04000329,Penketh, ,E06000007,Warrington,356407,387181,-2.65678,53.37969971,6778164.81440268,18522.2873513545
280,E04000330,Poulton-with-Fearnhead, ,E06000007,Warrington,363335,390425,-2.55302,53.40940094,5223265.25860074,11820.8135301294
281,E04000331,Rixton-with-Glazebrook, ,E06000007,Warrington,368220,390871,-2.47957993,53.4137001,11350990.6817496,13343.6161837875
282,E04000332,Stockton Heath, ,E06000007,Warrington,361672,386154,-2.57751012,53.3708992,1450098.0661577,8424.25168931524
283,E04000333,Stretton, ,E06000007,Warrington,362772,382143,-2.56050992,53.3348999,4633522.76788615,10291.3706721873
284,E04000334,Walton, ,E06000007,Warrington,359555,384797,-2.60914993,53.35850143,4858806.19878315,11169.6375367909
285,E04000335,Winwick, ,E06000007,Warrington,360528,392927,-2.59555006,53.43159866,10122249.8516642,16644.916895899
286,E04000336,Woolston, ,E06000007,Warrington,365120,389505,-2.5260601,53.40119934,9080272.46476256,15496.5893671056
287,E04000337,Eccleshill, ,E06000008,Blackburn with Darwen,370584,423467,-2.44708991,53.70679855,2587640.76427501,7995.37164954271
288,E04000338,Livesey, ,E06000008,Blackburn with Darwen,365444,425537,-2.52519011,53.72510147,4339148.55239027,10102.8891101773
289,E04000339,North Turton, ,E06000008,Blackburn with Darwen,370630,417867,-2.44585991,53.65650177,53854008.1382865,45976.6350484758
290,E04000340,Pleasington, ,E06000008,Blackburn with Darwen,364219,427380,-2.54397011,53.74160004,6889495.79997415,12550.884201365
291,E04000341,Tockholes, ,E06000008,Blackburn with Darwen,365987,423068,-2.51669002,53.70289993,9190392.05220909,16194.6158500279
292,E04000342,Yate and Pickup Bank, ,E06000008,Blackburn with Darwen,371690,423618,-2.43035007,53.70819855,5000386.64697002,13148.2201615109
293,E04000343,Airmyn, ,E06000011,East Riding of Yorkshire,471725,423497,-0.91500002,53.70299911,11139702.8290096,23964.7235186792
294,E04000344,Aldbrough, ,E06000011,East Riding of Yorkshire,523603,438408,-0.12356,53.82730103,21450389.6561775,25044.4457920973
295,E04000345,Allerthorpe, ,E06000011,East Riding of Yorkshire,477576,447193,-0.82042998,53.9151001,9693887.78021614,13605.4975619528
296,E04000346,Asselby, ,E06000011,East Riding of Yorkshire,472192,427889,-0.90689999,53.74240112,6082961.93452206,12131.7702006216
297,E04000347,Atwick, ,E06000011,East Riding of Yorkshire,518875,450676,-0.19061001,53.93859863,8746355.51845209,18429.7333878241
298,E04000348,Bainton, ,E06000011,East Riding of Yorkshire,496577,452547,-0.52955002,53.95999908,16074838.3529869,18932.0393480236
299,E04000349,Barmby Moor, ,E06000011,East Riding of Yorkshire,477080,449050,-0.82751,53.93190002,10199082.9773575,15687.1501309103
300,E04000350,Barmby on the Marsh, ,E06000011,East Riding of Yorkshire,469613,428405,-0.94588,53.74739838,5492449.34483248,11099.6702316394
301,E04000351,Barmston, ,E06000011,East Riding of Yorkshire,515159,461279,-0.24318001,54.03469849,16692455.5177507,18268.490464096
302,E04000352,Beeford, ,E06000011,East Riding of Yorkshire,512728,454333,-0.28285,53.97280121,15173820.6621792,18515.5968881099
303,E04000353,Bielby, ,E06000011,East Riding of Yorkshire,479339,444211,-0.79437,53.88800049,6924551.51462809,16035.024550106
304,E04000354,Bempton, ,E06000011,East Riding of Yorkshire,518533,472471,-0.18731999,54.13439941,18680386.8208619,17992.445051236
305,E04000355,Beswick, ,E06000011,East Riding of Yorkshire,501665,448577,-0.45335999,53.92340088,15040822.9711147,24543.5040352919
306,E04000356,Bewholme, ,E06000011,East Riding of Yorkshire,515681,451346,-0.23898,53.94530106,16201756.3598712,19901.6779144522
307,E04000357,Bilton, ,E06000011,East Riding of Yorkshire,516416,433291,-0.23463,53.78300095,8772718.29105946,17537.8506576306
308,E04000358,Bishop Burton, ,E06000011,East Riding of Yorkshire,497870,439380,-0.51406002,53.84149933,17193152.2233628,19304.2507625578
309,E04000359,Bishop Wilton, ,E06000011,East Riding of Yorkshire,477660,454703,-0.81724,53.98260117,22248345.559166,27476.6411632577
310,E04000360,Blacktoft, ,E06000011,East Riding of Yorkshire,484316,426057,-0.72363001,53.72409821,23011727.014791,20789.9653030654
311,E04000361,Boynton, ,E06000011,East Riding of Yorkshire,514011,468604,-0.25795001,54.10070038,13547765.6346779,16939.2400163478
312,E04000362,Brandesburton, ,E06000011,East Riding of Yorkshire,510499,448492,-0.31893,53.92079926,24953212.4647573,25420.5874183029
313,E04000363,Brantingham, ,E06000011,East Riding of Yorkshire,493714,428123,-0.58060998,53.74110031,7110927.03592497,16077.6501963011
314,E04000364,Broomfleet, ,E06000011,East Riding of Yorkshire,488100,427581,-0.66586,53.73720169,7826601.23610618,15952.4094802907
315,E04000365,Bubwith, ,E06000011,East Riding of Yorkshire,472530,435383,-0.90002,53.80970001,16888735.8791196,21043.1638031689
316,E04000366,Bugthorpe, ,E06000011,East Riding of Yorkshire,477544,457772,-0.81822997,54.0102005,7738182.76843391,15376.1951824035
317,E04000367,Burstwick, ,E06000011,East Riding of Yorkshire,522771,429392,-0.13978,53.74649811,17658340.3878909,24683.9238127524
318,E04000368,Burton Agnes, ,E06000011,East Riding of Yorkshire,511337,463745,-0.30061001,54.05770111,20465668.5312629,24278.4256082383
319,E04000369,Burton Constable, ,E06000011,East Riding of Yorkshire,519107,437602,-0.19215,53.82109833,12045895.993596,19954.0961280443
320,E04000370,Burton Fleming, ,E06000011,East Riding of Yorkshire,508582,472032,-0.33971,54.13270187,15825373.6478131,16899.5334724103
321,E04000371,Burton Pidsea, ,E06000011,East Riding of Yorkshire,525208,430433,-0.10243,53.75519943,9340229.88804546,14526.8730623577
322,E04000372,Carnaby, ,E06000011,East Riding of Yorkshire,514537,464663,-0.25139999,54.06520081,14503136.5266505,20123.7020031133
323,E04000373,Catton, ,E06000011,East Riding of Yorkshire,472559,452629,-0.89551002,53.96469879,12331759.0183115,21130.7129478135
324,E04000374,Catwick, ,E06000011,East Riding of Yorkshire,513303,445242,-0.27745,53.89099884,6364111.75765617,12077.4191870822
325,E04000375,Cherry Burton, ,E06000011,East Riding of Yorkshire,497383,441690,-0.52072001,53.86230087,14041061.1893908,21591.7798341352
326,E04000376,Coniston, ,E06000011,East Riding of Yorkshire,516430,435374,-0.23363,53.80170059,5404738.76904267,11443.3415139599
327,E04000377,Cottam, ,E06000011,East Riding of Yorkshire,497865,464979,-0.50594002,54.07149887,18754634.3386192,20008.9259801627
328,E04000378,Cottingwith, ,E06000011,East Riding of Yorkshire,471315,443093,-0.91667998,53.87919998,10034782.752165,16482.5175110944
329,E04000379,Dalton Holme, ,E06000011,East Riding of Yorkshire,494747,445827,-0.55952001,53.90000153,13582618.7965785,17902.4747826935
330,E04000380,Driffield, ,E06000011,East Riding of Yorkshire,502382,458290,-0.43919,54.01050186,10010249.7043411,15508.9973336464
331,E04000381,Easington, ,E06000011,East Riding of Yorkshire,539777,418765,0.113121,53.64670181,13547390.3555528,33083.9938839493
332,E04000382,East Garton, ,E06000011,East Riding of Yorkshire,526420,435061,-0.08216,53.79650116,13152654.8830625,15894.9532259127
333,E04000383,Eastrington, ,E06000011,East Riding of Yorkshire,478480,430853,-0.81083,53.76810074,21963300.2210239,22398.0839103877
334,E04000384,Ellerby, ,E06000011,East Riding of Yorkshire,515845,438082,-0.24149001,53.8260994,9264002.62722003,18115.0280464187
335,E04000385,Ellerker, ,E06000011,East Riding of Yorkshire,492037,429109,-0.60574001,53.75030136,8040768.08186195,23515.4518656999
336,E04000386,Ellerton, ,E06000011,East Riding of Yorkshire,471657,439712,-0.91227001,53.84870148,18240323.3823179,20593.0302533008
337,E04000387,Elloughton-cum-Brough, ,E06000011,East Riding of Yorkshire,494952,427039,-0.56217998,53.73109818,6598750.51419607,13511.5310633161
338,E04000388,Elstronwick, ,E06000011,East Riding of Yorkshire,522722,431757,-0.13959,53.7677002,10912849.7505266,17658.6369557722
339,E04000389,Etton, ,E06000011,East Riding of Yorkshire,495790,443308,-0.54443002,53.87720108,15096690.5423294,21158.5363815507
340,E04000390,Everingham, ,E06000011,East Riding of Yorkshire,481593,442135,-0.76063001,53.86899948,16611849.9799724,17842.6595922593
341,E04000391,Fangfoss, ,E06000011,East Riding of Yorkshire,476167,452633,-0.84052002,53.96419907,8996278.5725606,15971.3338884426
342,E04000392,Fimber, ,E06000011,East Riding of Yorkshire,489960,461805,-0.62764001,54.04439926,14718889.9356683,19664.2359949507
343,E04000393,Flamborough, ,E06000011,East Riding of Yorkshire,523334,471211,-0.11439,54.12200165,12378626.9146363,17437.2688389195
344,E04000394,Foggathorpe, ,E06000011,East Riding of Yorkshire,475378,437991,-0.85614002,53.83269882,17824965.6290013,23749.5945180257
345,E04000395,Foston, ,E06000011,East Riding of Yorkshire,509393,455914,-0.33311,53.98770142,15200735.6729838,24975.6367338087
346,E04000396,Fridaythorpe, ,E06000011,East Riding of Yorkshire,487863,459360,-0.66035998,54.02280045,7762258.42203572,13006.0580615443
347,E04000397,Full Sutton, ,E06000011,East Riding of Yorkshire,474470,455417,-0.86570001,53.98949814,3624951.82016082,10417.1493744398
348,E04000398,Garton, ,E06000011,East Riding of Yorkshire,497883,459681,-0.50737,54.02389908,22694724.5707938,21983.2071105131
349,E04000399,Gilberdyke, ,E06000011,East Riding of Yorkshire,482859,430140,-0.74461001,53.76110077,13318306.1293117,21460.8106803912
350,E04000400,Goodmanham, ,E06000011,East Riding of Yorkshire,490427,444318,-0.62568998,53.8871994,12244213.9278573,15180.4237957721
351,E04000401,Goole, ,E06000011,East Riding of Yorkshire,473724,423806,-0.88464999,53.70550156,8052531.03964816,20745.8429226597
352,E04000402,Goole Fields, ,E06000011,East Riding of Yorkshire,474249,419397,-0.87774998,53.66579819,19743974.419607,19340.458827463
353,E04000403,Gowdall, ,E06000011,East Riding of Yorkshire,461975,422349,-1.06289005,53.69390106,4864046.18721219,9812.36848337036
354,E04000404,Grindale, ,E06000011,East Riding of Yorkshire,513547,471480,-0.26396,54.12670135,12102928.1160497,16442.5319217898
355,E04000405,Halsham, ,E06000011,East Riding of Yorkshire,527967,427767,-0.06171,53.73059845,11766470.0830092,15798.6254933422
356,E04000406,Harpham, ,E06000011,East Riding of Yorkshire,508488,460679,-0.3452,54.03070068,21049046.9130293,32491.0409883204
357,E04000407,Hatfield, ,E06000011,East Riding of Yorkshire,518348,443493,-0.2014,53.87419891,13380125.4071668,16825.6429038464
358,E04000408,Hayton, ,E06000011,East Riding of Yorkshire,483323,445666,-0.73337001,53.90050125,17289933.4782175,21827.381850571
359,E04000409,Hedon, ,E06000011,East Riding of Yorkshire,519201,428634,-0.19418,53.7405014,2605211.94235252,7479.63039409164
360,E04000410,Hessle, ,E06000011,East Riding of Yorkshire,502860,426490,-0.44253999,53.72470093,5724989.33602304,11211.2886235876
361,E04000411,Hollym, ,E06000011,East Riding of Yorkshire,534426,424976,0.034913,53.70389938,9362875.47322839,13234.9506948491
362,E04000412,Holme upon Spalding Moor, ,E06000011,East Riding of Yorkshire,481416,436449,-0.76482999,53.81800079,46576994.7202134,31633.9055651287
363,E04000413,Holmpton, ,E06000011,East Riding of Yorkshire,536316,422911,0.062617,53.68489838,7274642.85021472,13426.3368124686
364,E04000414,Hook, ,E06000011,East Riding of Yorkshire,475208,425623,-0.86172998,53.72159958,2138014.28793208,8267.79536165368
365,E04000415,Hornsea, ,E06000011,East Riding of Yorkshire,519506,447503,-0.18223999,53.90990067,13061064.8535885,15198.6999945715
366,E04000416,Hotham, ,E06000011,East Riding of Yorkshire,488729,434470,-0.65434998,53.79899979,11314278.9564313,19891.8768130489
367,E04000417,Howden, ,E06000011,East Riding of Yorkshire,474611,428376,-0.87011999,53.74639893,10298460.3759727,18364.193253127
368,E04000418,Huggate, ,E06000011,East Riding of Yorkshire,489447,456159,-0.63713002,53.99380112,28357681.2230639,29312.1236182293
369,E04000419,Humbleton, ,E06000011,East Riding of Yorkshire,521927,434995,-0.15036,53.79700089,11661058.326994,15967.7370315961
