objectid,par16cd,par16nm,par16nmw,lad16cd,lad16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
3023,E04004069,Tolleshunt Major, ,E07000074,Maldon,590104,211247,0.75370502,51.76760101,9145982.11657167,25731.3171871705
3024,E04004070,Ulting, ,E07000074,Maldon,580660,209225,0.61594498,51.75260162,4193972.80221246,17194.7585670904
3025,E04004071,Wickham Bishops, ,E07000074,Maldon,583365,211836,0.65646601,51.77519989,7601344.56888562,13210.3194272746
3026,E04004072,Woodham Mortimer, ,E07000074,Maldon,581865,204839,0.63109398,51.71279907,5597947.86117877,10785.7354489773
3027,E04004073,Woodham Walter, ,E07000074,Maldon,581008,207476,0.62007201,51.73680115,10599309.5033169,16318.863145073
3028,E04004074,Ashingdon, ,E07000075,Rochford,585899,194560,0.68395299,51.61920166,10168261.1718953,18177.8224032582
3029,E04004075,Barling Magna, ,E07000075,Rochford,592629,189523,0.77828598,51.57170105,13889040.5131668,36124.3357762227
3030,E04004076,Canewdon, ,E07000075,Rochford,592730,194566,0.78250998,51.6169014,27485177.1580845,36200.1039119342
3031,E04004077,Foulness, ,E07000075,Rochford,599576,191760,0.87966901,51.58929825,29273541.8961026,34865.749697764
3032,E04004078,Great Wakering, ,E07000075,Rochford,595423,187426,0.81738698,51.55189896,10217675.0951625,24263.17988968
3033,E04004079,Hawkwell, ,E07000075,Rochford,585454,192159,0.67626399,51.59769821,5481260.06083629,13825.6988900455
3034,E04004080,Hockley, ,E07000075,Rochford,583474,193176,0.64823997,51.60749817,6959036.86683256,13344.2375688063
3035,E04004081,Hullbridge, ,E07000075,Rochford,582111,194369,0.62919801,51.61869812,7850211.16386473,16845.0540200477
3036,E04004082,Paglesham, ,E07000075,Rochford,593114,192729,0.78703803,51.60029984,7617656.37621679,15153.8203300926
3037,E04004083,Rochford, ,E07000075,Rochford,585668,190708,0.67858303,51.58459854,12233800.6810335,20319.92678858
3038,E04004084,Stambridge, ,E07000075,Rochford,590410,191574,0.74741602,51.59080124,8881611.05225483,18036.9610097302
3039,E04004085,Sutton, ,E07000075,Rochford,589578,189142,0.73410797,51.56930161,6200012.27595074,11539.3931844366
3040,E04004086,Rawreth, ,E07000075,Rochford,578633,192951,0.57829201,51.60710144,11136168.9821433,18451.1532781577
3041,E04004087,Rayleigh, ,E07000075,Rochford,580625,191791,0.60642898,51.59600067,11988397.0456093,20952.0508215054
3042,E04004088,Alresford, ,E07000076,Tendring,606498,221167,0.996867,51.85089874,6830429.98910911,13565.8173212303
3043,E04004089,Ardleigh, ,E07000076,Tendring,604605,228310,0.97365397,51.91569901,20389290.3386688,20894.1403499367
3044,E04004090,Beaumont-cum-Moze, ,E07000076,Tendring,618141,225380,1.16831005,51.88430023,10785185.2702788,30034.6206795746
3045,E04004091,Bradfield, ,E07000076,Tendring,614258,230159,1.11494005,51.92869949,8662929.27473821,14596.4783622395
3046,E04004092,Brightlingsea, ,E07000076,Tendring,607992,217882,1.01654994,51.82080078,11407214.841642,18799.4505553958
3047,E04004093,Elmstead, ,E07000076,Tendring,605661,224786,0.98688501,51.88370132,14611589.2139728,22886.6693019697
3048,E04004094,Frating, ,E07000076,Tendring,608777,222706,1.03084004,51.86389923,4803883.85266275,10248.4950008613
3049,E04004095,Frinton and Walton, ,E07000076,Tendring,623112,220664,1.23737001,51.84000015,24944168.0047813,44503.9924550849
3050,E04004096,Great Bentley, ,E07000076,Tendring,611539,220743,1.06968999,51.84519958,13083206.4328397,20185.6108602434
3051,E04004097,Great Bromley, ,E07000076,Tendring,608908,226067,1.03477001,51.89400101,12125403.2916446,16570.1117690859
3052,E04004098,Great Oakley, ,E07000076,Tendring,620314,227514,1.20118999,51.90259933,13410256.9382082,38277.7045314776
3053,E04004099,Harwich, ,E07000076,Tendring,624431,230995,1.26320004,51.93220139,6501132.75022035,17861.5087238403
3054,E04004100,Lawford, ,E07000076,Tendring,608632,231127,1.03383005,51.9394989,10994742.53484,16331.0018378259
3055,E04004101,Little Bentley, ,E07000076,Tendring,611781,225305,1.07598996,51.88610077,8480942.69981496,15947.555258698
3056,E04004102,Little Bromley, ,E07000076,Tendring,609378,228590,1.04312003,51.91650009,7481334.3316323,15604.0092677877
3057,E04004103,Little Clacton, ,E07000076,Tendring,617630,219530,1.15720999,51.83200073,8996223.86457888,13842.1716063194
3058,E04004104,Little Oakley, ,E07000076,Tendring,622281,228706,1.23049998,51.91249847,4897427.15788996,14967.4036808766
3059,E04004105,Manningtree, ,E07000076,Tendring,610615,231900,1.06309998,51.9457016,198312.31874305,2276.35483288592
3060,E04004106,Mistley, ,E07000076,Tendring,611685,229683,1.07729006,51.92539978,8573786.61814583,16448.532610725
3061,E04004107,Ramsey and Parkeston, ,E07000076,Tendring,619893,230299,1.19685996,51.92779922,16021641.277528,35250.7814171252
3062,E04004108,St. Osyth, ,E07000076,Tendring,612014,215769,1.07352996,51.80039978,32239246.1301798,39543.1447174969
3063,E04004109,Tendring, ,E07000076,Tendring,614244,225090,1.11159003,51.8832016,11628090.5062073,19896.785289527
3064,E04004110,Thorpe-le-Soken, ,E07000076,Tendring,618621,222372,1.17337,51.85710144,21267507.1140103,42665.962365643
3065,E04004111,Thorrington, ,E07000076,Tendring,609430,219929,1.03863001,51.83869934,8306836.8863122,15857.060329426
3066,E04004112,Weeley, ,E07000076,Tendring,615196,221670,1.12327003,51.85210037,8043799.62664737,14970.2696502696
3067,E04004113,Wix, ,E07000076,Tendring,615789,228733,1.13627994,51.91529846,12637252.5502516,21647.7018542847
3068,E04004114,Wrabness, ,E07000076,Tendring,617330,231180,1.1602,51.93669891,4456721.48631734,9467.7616404547
3069,E04004115,Arkesden, ,E07000077,Uttlesford,547666,235320,0.149496,51.99670029,8819511.69154421,14583.4953766499
3070,E04004116,Ashdon, ,E07000077,Uttlesford,559152,241606,0.319581,52.04999924,19951601.4408307,20801.7976794672
3071,E04004117,Aythorpe Roding, ,E07000077,Uttlesford,559116,215046,0.30678299,51.81140137,5918096.54456676,14355.0373686717
3072,E04004118,Barnston, ,E07000077,Uttlesford,564315,218863,0.38394201,51.84420013,6923174.8834005,14686.6127694817
3073,E04004119,Berden, ,E07000077,Uttlesford,547550,229284,0.145218,51.94250107,7282580.01600657,14272.2175677134
3074,E04004121,Broxted, ,E07000077,Uttlesford,557847,225925,0.29335701,51.90950012,11186593.6143775,23092.8203269038
3075,E04004122,Chickney, ,E07000077,Uttlesford,556915,228691,0.28107801,51.93460083,2890023.71708483,7709.88392571127
3076,E04004123,Chrishall, ,E07000077,Uttlesford,544376,238555,0.102973,52.02659988,9926277.50608211,19133.3378493218
3077,E04004124,Clavering, ,E07000077,Uttlesford,547031,232635,0.13910501,51.97280121,15467674.665584,17733.6506304533
3078,E04004125,Debden, ,E07000077,Uttlesford,556690,232509,0.27954799,51.96900177,16444591.1876481,25280.1594075763
3079,E04004126,Elmdon, ,E07000077,Uttlesford,546952,239655,0.140964,52.03580093,13830102.1529743,25454.475238955
3080,E04004127,Elsenham, ,E07000077,Uttlesford,554618,225148,0.246105,51.90340042,8614335.40741537,13616.6970767693
3081,E04004128,Farnham, ,E07000077,Uttlesford,548070,224444,0.15069801,51.89889908,8597981.55618609,14649.2497426856
3082,E04004129,Felsted, ,E07000077,Uttlesford,570032,220150,0.46748599,51.85400009,24009713.3611238,22815.2162109892
3083,E04004130,Great Canfield, ,E07000077,Uttlesford,558834,218767,0.30440199,51.84489822,10217294.5549158,18579.6373866457
3084,E04004131,Great Chesterford, ,E07000077,Uttlesford,552390,244039,0.22213399,52.07379913,11435046.6094456,16367.3911641127
3085,E04004132,Great Dunmow, ,E07000077,Uttlesford,562822,222276,0.36389601,51.87530136,23339547.7257408,24479.5401487801
3086,E04004133,Great Easton, ,E07000077,Uttlesford,561135,226182,0.34123501,51.91090012,10365397.6224937,17556.6209901765
3087,E04004134,Great Hallingbury, ,E07000077,Uttlesford,551415,219636,0.19716901,51.85480118,10793928.0194887,16133.8083504446
3088,E04004135,Great Sampford, ,E07000077,Uttlesford,563576,235796,0.381264,51.99649811,7047550.71025399,20589.2004595293
3089,E04004136,Hadstock, ,E07000077,Uttlesford,556142,244608,0.27709401,52.07780075,6849697.86286568,11126.4383798863
3090,E04004137,Hatfield Broad Oak, ,E07000077,Uttlesford,555326,218117,0.25322801,51.84009933,24187425.3952652,25047.6225178959
3091,E04004138,Hatfield Heath, ,E07000077,Uttlesford,553028,215333,0.218669,51.81570053,10869186.5934378,18802.8224956585
3092,E04004139,Hempstead, ,E07000077,Uttlesford,564618,238352,0.397654,52.01919937,14584846.1529838,20108.1140791204
3093,E04004140,Henham, ,E07000077,Uttlesford,554452,228496,0.245194,51.93360138,11607369.0855298,15687.0979856604
3094,E04004141,High Easter, ,E07000077,Uttlesford,563069,215055,0.36407799,51.81029892,20948085.265075,28433.440205169
3095,E04004142,High Roothing, ,E07000077,Uttlesford,560449,216944,0.32698199,51.8280983,7957188.76184547,16118.1937945145
3096,E04004143,Langley, ,E07000077,Uttlesford,544029,234708,0.096304,51.99219894,7369364.72612573,14863.3805128812
3097,E04004144,Leaden Roding, ,E07000077,Uttlesford,558984,213435,0.30413201,51.79700089,4222070.52866518,10510.4759726474
3098,E04004145,Lindsell, ,E07000077,Uttlesford,564507,227403,0.39079499,51.92079926,8008899.71229011,13899.9862828078
3099,E04004146,Little Bardfield, ,E07000077,Uttlesford,565329,231004,0.40446699,51.95299911,8697635.9153126,16690.6700718284
3100,E04004147,Little Canfield, ,E07000077,Uttlesford,558890,221087,0.30627999,51.86569977,6920453.96644388,13577.9947233827
3101,E04004148,Little Chesterford, ,E07000077,Uttlesford,552365,241954,0.22084001,52.05500031,6095822.7283517,11098.7115537817
3102,E04004150,Little Easton, ,E07000077,Uttlesford,560066,223581,0.32450101,51.88779831,7187572.1408238,12542.5576150987
3103,E04004151,Little Hallingbury, ,E07000077,Uttlesford,550560,217399,0.183791,51.8348999,7310627.41275122,13353.8878966795
3104,E04004152,Little Sampford, ,E07000077,Uttlesford,563865,233528,0.384386,51.97610092,13414874.1957256,23180.2460844543
3105,E04004153,Littlebury, ,E07000077,Uttlesford,550001,239695,0.185397,52.03540039,13927105.2748703,19800.1303185779
3106,E04004154,Manuden, ,E07000077,Uttlesford,547925,227330,0.14983,51.92490005,10156417.5832611,17103.3284701468
3107,E04004155,Margaret Roding, ,E07000077,Uttlesford,559879,211488,0.316203,51.77920151,5184304.33729263,12654.0694334738
3108,E04004156,Newport, ,E07000077,Uttlesford,551769,234008,0.20863201,51.98379898,8731280.93958177,16248.5615015731
3109,E04004157,Quendon and Rickling, ,E07000077,Uttlesford,550898,230559,0.194445,51.9530983,8291838.4742022,13361.3317730246
3110,E04004158,Radwinter, ,E07000077,Uttlesford,560851,238032,0.34265599,52.01739883,15302369.684099,22597.083267284
3111,E04004159,Saffron Walden, ,E07000077,Uttlesford,554442,239999,0.25022399,52.03689957,24985181.4728886,29854.3947663399
3112,E04004161,Stebbing, ,E07000077,Uttlesford,567165,225285,0.42838201,51.90100098,17727068.7753555,20399.2894160969
3113,E04004162,Strethall, ,E07000077,Uttlesford,549019,240800,0.171574,52.04560089,2538314.68375558,8628.1387121743
3114,E04004163,Takeley, ,E07000077,Uttlesford,556541,222800,0.27296901,51.88180161,13427293.8444997,17832.6674278138
3115,E04004164,Thaxted, ,E07000077,Uttlesford,561295,230780,0.34571299,51.95209885,25375184.4263106,23246.0243524524
3116,E04004165,Tilty, ,E07000077,Uttlesford,559248,226962,0.31418499,51.91839981,4818445.95340789,11183.113605212
3117,E04004166,Ugley, ,E07000077,Uttlesford,552094,228859,0.21108399,51.9375,8668436.81135513,19362.7583420657
3118,E04004167,Wenden Lofts, ,E07000077,Uttlesford,545759,238081,0.122914,52.02199936,3083225.46188914,11184.1713026997
3119,E04004168,Wendens Ambo, ,E07000077,Uttlesford,550674,236277,0.19369601,52.00450134,6276457.1976195,13628.3639335691
3120,E04004169,White Roothing, ,E07000077,Uttlesford,556048,213870,0.261787,51.80170059,9744647.91827057,14080.9031890455
3121,E04004170,Wicken Bonhunt, ,E07000077,Uttlesford,550499,233656,0.189999,51.98099899,3451669.94860853,9702.88920879148
3122,E04004171,Widdington, ,E07000077,Uttlesford,553857,231977,0.238103,51.96500015,8707972.92719506,16670.7933625065
3123,E04004172,Wimbish, ,E07000077,Uttlesford,558286,235333,0.30406299,51.9939003,19883749.5516759,23851.5847406425
3124,E04004173,Sewards End, ,E07000077,Uttlesford,557148,238727,0.289058,52.02470016,4909678.25445647,12133.042263241
3125,E04004174,Leckhampton, ,E07000078,Cheltenham,393899,219876,-2.09001994,51.87739944,1876078.40979317,11595.1978512671
3126,E04004175,Prestbury, ,E07000078,Cheltenham,395669,224441,-2.06436992,51.91849899,4476136.22618996,12673.8119743879
3127,E04004176,Swindon, ,E07000078,Cheltenham,394121,225135,-2.08688998,51.92470169,4557585.13096034,11547.0522173637
3128,E04004177,Up Hatherley, ,E07000078,Cheltenham,391962,220689,-2.11818004,51.88470078,1284056.18487352,6347.52410149055
3129,E04004178,Charlton Kings, ,E07000078,Cheltenham,397407,220036,-2.03906012,51.87889862,11359661.3795431,16195.7835701519
3130,E04004179,Adlestrop, ,E07000079,Cotswold,424673,226950,-1.64248002,51.94049835,8000765.01836047,13014.5228017106
3131,E04004180,Aldsworth, ,E07000079,Cotswold,415386,209975,-1.77831995,51.78820038,13514705.2123481,20701.1140345943
3132,E04004181,Ampney Crucis, ,E07000079,Cotswold,406990,204183,-1.90015996,51.73630142,13116693.7576825,23439.5988480323
3133,E04004182,Ampney St. Mary, ,E07000079,Cotswold,408796,202655,-1.87405002,51.72249985,6434623.19296722,18675.8680605039
3134,E04004183,Ampney St. Peter, ,E07000079,Cotswold,408808,200518,-1.87392998,51.70330048,2481305.97425184,10357.4536717583
3135,E04004184,Andoversford, ,E07000079,Cotswold,401979,219315,-1.97265005,51.87239838,3005867.17708507,9040.59306530888
3136,E04004185,Ashley, ,E07000079,Cotswold,393084,194739,-2.10135007,51.65140152,7455788.90523581,14022.4196080011
3137,E04004186,Aston Subedge, ,E07000079,Cotswold,413711,241885,-1.80135,52.07519913,2956987.68161395,8156.73363541617
3138,E04004187,Avening, ,E07000079,Cotswold,387781,197471,-2.17810011,51.67589951,10371059.379268,17588.0580623223
3139,E04004188,Bagendon, ,E07000079,Cotswold,400683,206958,-1.99149001,51.76129913,4595057.77940803,12252.9076714246
3140,E04004189,Barnsley, ,E07000079,Cotswold,407530,206001,-1.89230001,51.75270081,8760614.06180768,15505.7005526631
3141,E04004190,Barrington, ,E07000079,Cotswold,420244,211480,-1.70781004,51.80160141,17189471.3728819,26319.3844530444
3142,E04004191,Batsford, ,E07000079,Cotswold,420150,233453,-1.70789003,51.99919891,6900110.03592414,16066.2541807105
3143,E04004192,Baunton, ,E07000079,Cotswold,403001,204879,-1.95791996,51.74259949,6958193.79034935,16115.7453225585
3144,E04004193,Beverston, ,E07000079,Cotswold,385781,193875,-2.20688009,51.64350128,10846537.6684286,14847.710000274
3145,E04004194,Bibury, ,E07000079,Cotswold,411895,207677,-1.82901001,51.7677002,21010596.0548473,21913.2946578922
3146,E04004195,Bledington, ,E07000079,Cotswold,423854,223513,-1.65462995,51.9095993,6231097.63734803,12752.5135802423
3147,E04004196,Blockley, ,E07000079,Cotswold,417879,236032,-1.74083996,52.0223999,30516015.7951706,32382.108366994
3148,E04004197,Bourton-on-the-Hill, ,E07000079,Cotswold,416536,232433,-1.76057994,51.99010086,12019770.8293928,19416.82551942
3149,E04004198,Bourton-on-the-Water, ,E07000079,Cotswold,416526,219756,-1.76133001,51.87609863,9983475.23183231,18783.624453511
3150,E04004199,Boxwell with Leighterton, ,E07000079,Cotswold,382480,191676,-2.25447011,51.62360001,9373476.58193791,14796.8446767921
3151,E04004200,Brimpsfield, ,E07000079,Cotswold,393263,212373,-2.09910989,51.81000137,10529580.4997479,15248.9143412305
3152,E04004201,Broadwell, ,E07000079,Cotswold,420961,227723,-1.69642997,51.94760132,7222810.61914197,13232.7899023311
3153,E04004202,Chedworth, ,E07000079,Cotswold,405486,211811,-1.92182004,51.80490112,19165731.2224002,25245.8263876423
3154,E04004203,Cherington, ,E07000079,Cotswold,391578,198198,-2.12319994,51.68249893,13822791.327909,19378.8305153942
3155,E04004204,Chipping Campden, ,E07000079,Cotswold,414771,237142,-1.78608,52.03250122,22015553.226771,23966.6476161055
3156,E04004206,Clapton, ,E07000079,Cotswold,416460,217987,-1.76238,51.86019897,3319899.12023737,10303.5627550829
3157,E04004209,Cold Aston, ,E07000079,Cotswold,413845,220137,-1.80025995,51.87960052,9618754.18470377,15853.7596196372
3158,E04004211,Coln St. Aldwyns, ,E07000079,Cotswold,415403,207125,-1.77820003,51.76259995,13868319.9230982,17569.6459525314
3159,E04004212,Coln St. Dennis, ,E07000079,Cotswold,408740,210121,-1.87467003,51.78969955,13615011.3145132,24584.7007147927
3160,E04004213,Compton Abdale, ,E07000079,Cotswold,406209,216207,-1.91126001,51.8443985,8837785.50034025,13508.7938604377
3161,E04004214,Condicote, ,E07000079,Cotswold,414921,229087,-1.78425002,51.96009827,5039872.00503999,11946.3237101557
3162,E04004216,Cutsdean, ,E07000079,Cotswold,411633,231330,-1.83202004,51.9803009,10889412.7493266,18483.34664207
3163,E04004217,Daglingworth, ,E07000079,Cotswold,398790,205057,-2.01890993,51.74420166,8751845.30353042,18750.0698037997
3164,E04004218,Didmarton, ,E07000079,Cotswold,382201,188615,-2.25833988,51.59609985,11890847.4145939,17476.4505322404
3165,E04004219,Donnington, ,E07000079,Cotswold,419115,228298,-1.72325003,51.95289993,4087171.28127859,19091.2570440147
3166,E04004220,Dowdeswell, ,E07000079,Cotswold,399515,219088,-2.00844002,51.87039948,8031081.58519796,13674.4246402498
3167,E04004221,Down Ampney, ,E07000079,Cotswold,410762,197306,-1.84574997,51.67440033,11216171.2339847,15431.7321417163
3168,E04004222,Driffield, ,E07000079,Cotswold,407271,199454,-1.89619005,51.69380188,7647984.85009755,13864.7465149685
3169,E04004223,Duntisbourne Abbots, ,E07000079,Cotswold,396690,207935,-2.04936004,51.77009964,9429810.2403009,16162.8294915704
3170,E04004224,Duntisbourne Rouse, ,E07000079,Cotswold,396029,205764,-2.05890989,51.75059891,9119925.6691975,23848.8517155381
3171,E04004225,Eastleach, ,E07000079,Cotswold,419504,206632,-1.71880996,51.75799942,18255891.6491279,21978.5370987704
3172,E04004226,Ebrington, ,E07000079,Cotswold,419049,239961,-1.72356999,52.05770111,14500123.6490862,23066.8590034732
3173,E04004227,Edgeworth, ,E07000079,Cotswold,394066,206315,-2.08735991,51.75550079,6398029.4941032,12603.0904534079
3174,E04004229,Evenlode, ,E07000079,Cotswold,422712,229665,-1.67083001,51.96500015,6550698.91004291,14080.0021661747
3175,E04004231,Farmington, ,E07000079,Cotswold,413995,214984,-1.79829001,51.83330154,9143506.31885745,17443.215928067
3176,E04004232,Great Rissington, ,E07000079,Cotswold,420114,217260,-1.70936,51.85359955,10079160.3707033,15944.8922886668
3177,E04004233,Guiting Power, ,E07000079,Cotswold,409315,224704,-1.86594999,51.92079926,8872867.65599802,16912.6477189315
3178,E04004234,Hampnett, ,E07000079,Cotswold,409836,215238,-1.85863996,51.83570099,5773133.00569007,12087.1080214733
3179,E04004235,Hatherop, ,E07000079,Cotswold,416731,205014,-1.75906003,51.74359894,5510881.86135625,14412.7462903956
3180,E04004236,Hazleton, ,E07000079,Cotswold,408089,219250,-1.88390005,51.87179947,12011731.8362358,17756.1332222367
3181,E04004237,Icomb, ,E07000079,Cotswold,421375,222611,-1.69071996,51.90159988,4773410.16083146,10231.4453549827
3182,E04004238,Kemble, ,E07000079,Cotswold,398936,197668,-2.01676989,51.67779922,14242644.2237387,17920.4067905492
3183,E04004240,Kingscote, ,E07000079,Cotswold,382486,195578,-2.25458002,51.65869904,15737309.4403754,26373.8556915809
3184,E04004241,Lechlade, ,E07000079,Cotswold,420554,200297,-1.70396996,51.70100021,16219535.4269506,25079.9482472399
3185,E04004242,Little Rissington, ,E07000079,Cotswold,419164,219478,-1.72302997,51.87360001,4280826.38685289,10821.4787856904
3186,E04004243,Longborough, ,E07000079,Cotswold,418171,229569,-1.73692,51.96429825,12248351.0883632,18481.1114973394
3187,E04004244,Long Newnton, ,E07000079,Cotswold,390995,193107,-2.13150001,51.63669968,8855027.66638185,15473.3717405881
3188,E04004245,Lower Slaughter, ,E07000079,Cotswold,416519,222244,-1.76131999,51.89849854,3949432.960674,10398.6840867694
3189,E04004246,Maiseyhampton, ,E07000079,Cotswold,411856,200841,-1.82981002,51.70619965,8227734.40254389,18220.2714305783
3190,E04004247,Maugersbury, ,E07000079,Cotswold,419502,223963,-1.71787,51.91389847,7067655.15387007,14288.267654166
3191,E04004248,Mickleton, ,E07000079,Cotswold,416087,243137,-1.76662004,52.08639908,10511346.4463162,17874.4036454737
3192,E04004249,Moreton-in-Marsh, ,E07000079,Cotswold,421337,232140,-1.69068003,51.98730087,6087659.8226669,12120.8998453082
3193,E04004250,Naunton, ,E07000079,Cotswold,412442,223298,-1.82053006,51.90810013,13496288.3092345,21230.1936328466
3194,E04004251,North Cerney, ,E07000079,Cotswold,403321,208404,-1.95325994,51.77429962,16837788.5652214,26089.313447412
3195,E04004252,Northleach with Eastington, ,E07000079,Cotswold,411959,213358,-1.82789004,51.81869888,16164331.6900474,20029.0729242527
3196,E04004253,Notgrove, ,E07000079,Cotswold,410795,220043,-1.84457004,51.87879944,6971865.01423431,13749.4691577805
3197,E04004254,Oddington, ,E07000079,Cotswold,422724,225159,-1.67095006,51.92449951,7347112.67149983,13371.3237168353
3198,E04004255,Ozleworth, ,E07000079,Cotswold,379268,193749,-2.3009901,51.64220047,4488647.16954456,14033.8455749288
3199,E04004257,Poulton, ,E07000079,Cotswold,410331,201513,-1.85186005,51.71229935,6603663.17635157,13972.8218439234
3200,E04004259,Quenington, ,E07000079,Cotswold,413581,203928,-1.80473006,51.73389816,8661659.75139414,16091.6344721888
3201,E04004260,Rendcomb, ,E07000079,Cotswold,402035,210728,-1.97187996,51.79520035,10672494.85869,16334.7939704159
3202,E04004262,Saintbury, ,E07000079,Cotswold,411341,240539,-1.83597004,52.06309891,5597547.26541875,13539.9178174815
3203,E04004263,Sapperton, ,E07000079,Cotswold,393595,201904,-2.0941,51.71580124,15832340.1308864,20219.1935742949
3204,E04004264,Sevenhampton, ,E07000079,Cotswold,402397,222099,-1.96656001,51.8973999,11611409.5673536,19966.3177854672
3205,E04004265,Sezincote, ,E07000079,Cotswold,417140,230826,-1.75187004,51.97570038,5814588.19110516,14818.5341098248
3206,E04004266,Sherborne, ,E07000079,Cotswold,416844,214925,-1.75695002,51.83269882,18481543.8242627,20931.6561411194
3207,E04004267,Shipton, ,E07000079,Cotswold,404953,218669,-1.92946005,51.86660004,10940972.4261836,16637.1212143833
3208,E04004268,Shipton Moyne, ,E07000079,Cotswold,388831,189891,-2.1626699,51.60770035,9478155.31727622,14438.4297201537
3209,E04004271,South Cerney, ,E07000079,Cotswold,406274,197013,-1.91066003,51.67179871,12445753.7600232,17720.6481614929
3210,E04004272,Southrop, ,E07000079,Cotswold,419333,203109,-1.72148001,51.72639847,6397135.96600068,14175.1412916014
3211,E04004273,Stow-on-the-Wold, ,E07000079,Cotswold,419424,225891,-1.71888995,51.93119812,1496273.80898392,6379.8755035371
3212,E04004274,Swell, ,E07000079,Cotswold,415828,226273,-1.77118003,51.93470001,14506990.8263438,21457.9661302903
3213,E04004275,Syde, ,E07000079,Cotswold,395568,211258,-2.06566,51.79990005,2545833.04381029,6581.76157487696
3214,E04004276,Temple Guiting, ,E07000079,Cotswold,409001,227694,-1.87044001,51.9477005,33972458.7368995,32143.817993553
3215,E04004279,Todenham, ,E07000079,Cotswold,424172,235837,-1.64914,52.020401,10045641.4749029,17315.5320259121
3216,E04004280,Turkdean, ,E07000079,Cotswold,411552,217663,-1.83364999,51.85739899,8808525.00289436,16016.756734348
3217,E04004281,Upper Slaughter, ,E07000079,Cotswold,415907,223615,-1.77014995,51.91090012,12281727.3783031,19276.5923084975
3218,E04004282,Westcote, ,E07000079,Cotswold,421974,220540,-1.68215001,51.88299942,6270860.19798112,12715.2241476068
3219,E04004283,Westonbirt with Lasborough, ,E07000079,Cotswold,384680,190050,-2.22262001,51.60910034,10430443.0528586,22827.1065723051
3220,E04004284,Weston Subedge, ,E07000079,Cotswold,413273,239791,-1.80781996,52.0564003,10083757.913946,26130.4880731543
3221,E04004285,Whittington, ,E07000079,Cotswold,401298,221055,-1.98253,51.88809967,5803589.95416171,14414.6520429111
3222,E04004286,Wick Rissington, ,E07000079,Cotswold,418920,221939,-1.72643995,51.89569855,5119927.0888702,10622.8270174425
3223,E04004287,Willersey, ,E07000079,Cotswold,410499,239824,-1.84827995,52.05670166,5082823.73472587,15485.5113523581
3224,E04004288,Windrush, ,E07000079,Cotswold,418798,212378,-1.72872996,51.80970001,7426914.14794261,14287.7279057555
3225,E04004289,Winson, ,E07000079,Cotswold,408567,207766,-1.87723994,51.76850128,4916277.30677767,9148.58969486161
3226,E04004290,Winstone, ,E07000079,Cotswold,395952,209384,-2.06007004,51.78310013,6024906.52506484,13070.1711059216
3227,E04004291,Withington, ,E07000079,Cotswold,401356,216116,-1.98170996,51.84370041,23934086.830383,25535.0261136466
3228,E04004292,Yanworth, ,E07000079,Cotswold,408333,213426,-1.88049996,51.81940079,8571911.75147072,14858.6253148261
3229,E04004293,Upper Rissington, ,E07000079,Cotswold,420919,219846,-1.69751,51.87680054,1674010.75513776,6412.78641297139
3230,E04004294,Alvington, ,E07000080,Forest of Dean,359532,201588,-2.58710003,51.71160126,6594538.97904534,13302.1378030852
3231,E04004295,Awre, ,E07000080,Forest of Dean,367732,207269,-2.46895003,51.76319885,20399984.459858,23426.5351625302
3232,E04004296,Aylburton, ,E07000080,Forest of Dean,361389,202020,-2.56028008,51.71559906,7657366.96096254,21325.148001861
3233,E04004297,Blaisdon, ,E07000080,Forest of Dean,369074,216431,-2.45033002,51.84560013,8015190.62000652,16201.4098812365
3234,E04004298,Bromesberrow, ,E07000080,Forest of Dean,374673,234215,-2.37036991,52.00579834,8126199.38892234,13671.3398339204
3235,E04004299,Churcham, ,E07000080,Forest of Dean,375374,219050,-2.35907006,51.86949921,13113286.1189333,17661.0090053098
3236,E04004300,Cinderford, ,E07000080,Forest of Dean,363915,214264,-2.52499008,51.82580185,15897600.9110182,18478.4666210922
3237,E04004301,Coleford, ,E07000080,Forest of Dean,357454,210760,-2.61829996,51.79389954,10228506.6825543,16805.922340412
3238,E04004302,Corse, ,E07000080,Forest of Dean,379671,228045,-2.29718995,51.95050049,8945538.2743391,14821.8870539633
3239,E04004303,Drybrook, ,E07000080,Forest of Dean,364577,216936,-2.51566005,51.84989929,8012331.06610578,16986.4330117444
3240,E04004304,Dymock, ,E07000080,Forest of Dean,371497,232284,-2.41647005,51.98830032,31612426.7966351,33351.6011611397
3241,E04004305,English Bicknor, ,E07000080,Forest of Dean,357695,215044,-2.61532998,51.83240128,11961186.8838312,16788.2567917761
3242,E04004306,Hartpury, ,E07000080,Forest of Dean,378557,223790,-2.3131299,51.91220093,14846567.1594003,20010.2285980019
3243,E04004307,Hewelsfield and Brockweir, ,E07000080,Forest of Dean,355768,201609,-2.6415801,51.71149826,8002984.50406556,18908.2887171952
3244,E04004308,Huntley, ,E07000080,Forest of Dean,371818,219572,-2.41075993,51.87400055,5769861.02331675,9887.32978316197
3245,E04004309,Kempley, ,E07000080,Forest of Dean,366917,230504,-2.48300004,51.97200012,6821354.47539825,14299.4187381795
3246,E04004310,Littledean, ,E07000080,Forest of Dean,367430,214570,-2.47402,51.8288002,6447657.55826894,15944.9760137692
