Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Corporate and Support Services,Central Services to the public,TFGM METROLINK,Travelling Expenses,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000165,3.00
Stockport MBC,Corporate and Support Services,Central Services to the public,METROLINK TVM,Travelling Expenses,Human Resources Travel & Subsistence ,12.11.2015,16.12.2015,GPC11150000166,3.00
Stockport MBC,Corporate and Support Services,Central Services to the public,METROLINK TVM,Travelling Expenses,Human Resources Travel & Subsistence ,19.11.2015,16.12.2015,GPC11150000167,3.80
Stockport MBC,Corporate and Support Services,Central Services to the public,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000168,169.32
Stockport MBC,Corporate and Support Services,Central Services to the public,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.11.2015,16.12.2015,GPC11150000169,264.18
Stockport MBC,Corporate and Support Services,Central Support Costs,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000170,5.90
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,11.11.2015,16.12.2015,GPC11150000171,323.85
Stockport MBC,Corporate and Support Services,Central Support Costs,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,17.11.2015,16.12.2015,GPC11150000172,29.50
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,05.11.2015,16.12.2015,GPC11150000173,20.00
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,20.11.2015,16.12.2015,GPC11150000174,40.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,02.11.2015,16.12.2015,GPC11150000175,6.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,02.11.2015,16.12.2015,GPC11150000176,78.32
Stockport MBC,Services to People,Childrens & Educational Services,SAINSBURYS S/MKTS,Catering Supplies,Catering Food & Beverages ,03.11.2015,16.12.2015,GPC11150000177,13.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,03.11.2015,16.12.2015,GPC11150000178,5.42
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,05.11.2015,16.12.2015,GPC11150000179,54.33
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,05.11.2015,16.12.2015,GPC11150000180,-0.02
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,09.11.2015,16.12.2015,GPC11150000181,73.36
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,16.11.2015,16.12.2015,GPC11150000182,48.01
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,16.11.2015,16.12.2015,GPC11150000183,16.40
Stockport MBC,Services to People,Childrens & Educational Services,IKEA SACAT,Furniture and Equipment,Furniture & Soft Furnishings  ,17.11.2015,16.12.2015,GPC11150000184,10.00
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Furniture and Equipment,Environmental Services Technical Equipment ,19.11.2015,16.12.2015,GPC11150000185,53.99
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,23.11.2015,16.12.2015,GPC11150000186,71.12
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,23.11.2015,16.12.2015,GPC11150000187,82.92
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,25.11.2015,16.12.2015,GPC11150000188,29.05
Stockport MBC,Services to People,Childrens & Educational Services,COSTCO WHOLESALE U,Catering Supplies,Catering Food & Beverages ,30.11.2015,16.12.2015,GPC11150000189,27.72
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,30.11.2015,16.12.2015,GPC11150000190,91.73
Stockport MBC,Services to People,Childrens & Educational Services,HALFORDS ON LINE,Care Payments,Social Community Care Supplies & Services  ,16.11.2015,16.12.2015,GPC11150000191,99.98
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM   2674067991292,Care Payments,Social Community Care Supplies & Services  ,18.11.2015,16.12.2015,GPC11150000192,134.49
Stockport MBC,Services to People,Childrens & Educational Services,WWW.FLYBE.COAYNJR2,Care Payments,Social Community Care Supplies & Services  ,19.11.2015,16.12.2015,GPC11150000193,40.00
Stockport MBC,Services to People,Childrens & Educational Services,TVLICENSING.CO.UK,Care Payments,Social Community Care Supplies & Services  ,19.11.2015,16.12.2015,GPC11150000194,145.50
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000195,98.97
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000196,408.94
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,24.11.2015,16.12.2015,GPC11150000197,10.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,24.11.2015,16.12.2015,GPC11150000198,113.32
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,24.11.2015,16.12.2015,GPC11150000199,71.76
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Care Payments,Social Community Care Supplies & Services  ,26.11.2015,16.12.2015,GPC11150000200,53.97
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Care Payments,Social Community Care Supplies & Services  ,26.11.2015,16.12.2015,GPC11150000201,336.48
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS DIRECT,Care Payments,Social Community Care Supplies & Services  ,28.11.2015,16.12.2015,GPC11150000202,-39.99
Stockport MBC,Services to Place,Planning Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,11.11.2015,16.12.2015,GPC11150000203,220.00
Stockport MBC,Services to Place,Housing (General Fund) Services,CIEH LIMITED,Staff Training,Human Resources  ,16.11.2015,16.12.2015,GPC11150000204,120.00
Stockport MBC,Services to Place,Environmental & Regulatory Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,20.11.2015,16.12.2015,GPC11150000205,124.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.11.2015,16.12.2015,GPC11150000206,79.05
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,23.11.2015,16.12.2015,GPC11150000207,39.47
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,02.11.2015,16.12.2015,GPC11150000208,18.31
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Office Expenses,Facilities & Management Services  ,04.11.2015,16.12.2015,GPC11150000209,9.68
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,04.11.2015,16.12.2015,GPC11150000210,576.56
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,04.11.2015,16.12.2015,GPC11150000211,72.88
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,04.11.2015,16.12.2015,GPC11150000212,75.38
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,04.11.2015,16.12.2015,GPC11150000213,82.72
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,04.11.2015,16.12.2015,GPC11150000214,38.45
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,04.11.2015,16.12.2015,GPC11150000215,39.78
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521425,Care Payments,Social Community Care Supplies & Services  ,04.11.2015,16.12.2015,GPC11150000216,84.75
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Office Expenses,Facilities & Management Services  ,07.11.2015,16.12.2015,GPC11150000217,47.15
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Office Expenses,Facilities & Management Services  ,07.11.2015,16.12.2015,GPC11150000218,47.15
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Office Expenses,Facilities & Management Services  ,07.11.2015,16.12.2015,GPC11150000219,47.15
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Office Expenses,Facilities & Management Services  ,07.11.2015,16.12.2015,GPC11150000220,47.15
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Office Expenses,Facilities & Management Services  ,07.11.2015,16.12.2015,GPC11150000221,47.15
Stockport MBC,Services to People,Childrens & Educational Services,MOTHERCARE DIRECT-E-CO,Care Payments,Social Community Care Supplies & Services  ,05.11.2015,16.12.2015,GPC11150000222,79.98
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,06.11.2015,16.12.2015,GPC11150000223,18.31
Stockport MBC,Services to People,Childrens & Educational Services,NW ESSCONT INS,Care Payments,Social Community Care Supplies & Services  ,09.11.2015,16.12.2015,GPC11150000224,146.74
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,09.11.2015,16.12.2015,GPC11150000225,38.45
Stockport MBC,Services to People,Childrens & Educational Services,AO RETAIL LIMITED,Care Payments,Social Community Care Supplies & Services  ,10.11.2015,16.12.2015,GPC11150000226,399.00
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,09.11.2015,16.12.2015,GPC11150000227,51.92
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,09.11.2015,16.12.2015,GPC11150000228,531.91
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521725,Care Payments,Social Community Care Supplies & Services  ,09.11.2015,16.12.2015,GPC11150000229,93.00
Stockport MBC,Services to People,Childrens & Educational Services,DAVENPORT PARK HOTEL,Care Payments,Social Community Care Supplies & Services  ,10.11.2015,16.12.2015,GPC11150000230,35.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,11.11.2015,16.12.2015,GPC11150000231,38.45
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,13.11.2015,16.12.2015,GPC11150000232,9.25
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,13.11.2015,16.12.2015,GPC11150000233,117.30
Stockport MBC,Services to People,Childrens & Educational Services,HOMEFAIR (NORTH WEST),Care Payments,Social Community Care Supplies & Services  ,16.11.2015,16.12.2015,GPC11150000234,118.80
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,17.11.2015,16.12.2015,GPC11150000235,9.25
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,17.11.2015,16.12.2015,GPC11150000236,79.05
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,17.11.2015,16.12.2015,GPC11150000237,75.38
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.11.2015,16.12.2015,GPC11150000238,38.45
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.11.2015,16.12.2015,GPC11150000239,-69.60
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Care Payments,Social Community Care Supplies & Services  ,18.11.2015,16.12.2015,GPC11150000240,90.00
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000241,19.99
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,24.11.2015,16.12.2015,GPC11150000242,13.48
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,24.11.2015,16.12.2015,GPC11150000243,83.94
Stockport MBC,Services to People,Childrens & Educational Services,THE GIFT DEN,Care Payments,Social Community Care Supplies & Services  ,24.11.2015,16.12.2015,GPC11150000244,68.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,25.11.2015,16.12.2015,GPC11150000245,71.40
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,26.11.2015,16.12.2015,GPC11150000246,179.21
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,26.11.2015,16.12.2015,GPC11150000247,172.47
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,28.11.2015,16.12.2015,GPC11150000248,-77.50
Stockport MBC,Services to People,Childrens & Educational Services,RGN FLOORING SUPPLIES LIM,Care Payments,Social Community Care Supplies & Services  ,30.11.2015,16.12.2015,GPC11150000249,124.20
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,24.11.2015,16.12.2015,GPC11150000250,54.67
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Catering Supplies,Catering Food & Beverages ,02.11.2015,16.12.2015,GPC11150000251,9.41
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Catering Supplies,Catering Food & Beverages ,04.11.2015,16.12.2015,GPC11150000252,8.64
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,05.11.2015,16.12.2015,GPC11150000253,11.35
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,06.11.2015,16.12.2015,GPC11150000254,90.26
Stockport MBC,Services to People,Childrens & Educational Services,ASDA SUPERSTORE,Catering Supplies,Catering Food & Beverages ,12.11.2015,16.12.2015,GPC11150000255,5.55
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,13.11.2015,16.12.2015,GPC11150000256,69.38
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,18.11.2015,16.12.2015,GPC11150000257,11.10
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,20.11.2015,16.12.2015,GPC11150000258,81.89
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISON FOOD.COM,Catering Supplies,Catering Food & Beverages ,01.12.2015,16.12.2015,GPC11150000259,83.17
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.11.2015,16.12.2015,GPC11150000260,420.24
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.11.2015,16.12.2015,GPC11150000261,177.99
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,18.11.2015,16.12.2015,GPC11150000262,8.11
Stockport MBC,Services to Place,Central Support Costs,HEATON CHAPEL STN TO,Travelling Expenses,Human Resources Travel & Subsistence ,20.11.2015,16.12.2015,GPC11150000263,2.50
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,24.11.2015,16.12.2015,GPC11150000264,3.40
Stockport MBC,Services to Place,Central Support Costs,HEATON CHAPEL STN TO,Travelling Expenses,Human Resources Travel & Subsistence ,26.11.2015,16.12.2015,GPC11150000265,3.40
Stockport MBC,Services to People,Childrens & Educational Services,GRAFFCITY,Furniture and Equipment,Furniture & Soft Furnishings  ,03.11.2015,16.12.2015,GPC11150000266,11.37
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,03.11.2015,16.12.2015,GPC11150000267,8.34
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ICO.GOV.UK,Furniture and Equipment,Furniture & Soft Furnishings  ,04.11.2015,16.12.2015,GPC11150000268,35.00
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Furniture & Soft Furnishings  ,05.11.2015,16.12.2015,GPC11150000269,7.56
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Furniture & Soft Furnishings  ,13.11.2015,16.12.2015,GPC11150000270,10.60
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Furniture and Equipment,Furniture & Soft Furnishings  ,25.11.2015,16.12.2015,GPC11150000271,1.67
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Furniture and Equipment,Furniture & Soft Furnishings  ,10.11.2015,16.12.2015,GPC11150000272,29.87
Stockport MBC,Services to People,Childrens & Educational Services,OXFORDUNIVERSITYPR,Furniture and Equipment,Furniture & Soft Furnishings  ,11.11.2015,16.12.2015,GPC11150000273,137.86
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Library Equipment,Education Library Books ,04.11.2015,16.12.2015,GPC11150000274,10.00
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,12.11.2015,16.12.2015,GPC11150000275,19.90
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,23.11.2015,16.12.2015,GPC11150000276,29.41
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Library Equipment,Education Library Books ,25.11.2015,16.12.2015,GPC11150000277,16.99
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Library Equipment,Education Library Books ,26.11.2015,16.12.2015,GPC11150000278,11.99
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000279,58.65
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000280,58.65
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Furniture and Equipment,Furniture & Soft Furnishings  ,13.11.2015,16.12.2015,GPC11150000281,7.49
Stockport MBC,Services to People,Childrens & Educational Services,SAINSBURYS S/MKTS,Expenses and Allowances,Catering  ,23.11.2015,16.12.2015,GPC11150000282,16.00
Stockport MBC,Services to People,Childrens & Educational Services,TURPIN44(0)01767604800,Library Equipment,Education Library Books ,25.11.2015,16.12.2015,GPC11150000283,227.70
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000284,83.13
Stockport MBC,Corporate and Support Services,Adult Social Care,WWW.SKYPARKSECURE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,12.11.2015,16.12.2015,GPC11150000285,37.72
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,02.11.2015,16.12.2015,GPC11150000286,129.40
Stockport MBC,Services to People,Adult Social Care,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000287,3.40
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000288,246.20
Stockport MBC,Services to People,Adult Social Care,WWW.CITYMARQUE.COM,Expenses and Allowances,Human Resources Training & Conferences ,11.11.2015,16.12.2015,GPC11150000289,223.77
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,13.11.2015,16.12.2015,GPC11150000290,-57.10
Stockport MBC,Services to People,Adult Social Care,WWW.CITYMARQUE.COM,Expenses and Allowances,Human Resources Training & Conferences ,18.11.2015,16.12.2015,GPC11150000291,223.77
Stockport MBC,Services to People,Adult Social Care,EASTMIDLANDSTRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,21.11.2015,16.12.2015,GPC11150000292,226.00
Stockport MBC,Services to People,Adult Social Care,EASTMIDLANDSTRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,23.11.2015,16.12.2015,GPC11150000293,-216.00
Stockport MBC,Services to People,Adult Social Care,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.11.2015,16.12.2015,GPC11150000294,122.20
Stockport MBC,Services to People,Adult Social Care,DOLPHIN HOUSE,Expenses and Allowances,Human Resources Training & Conferences ,25.11.2015,16.12.2015,GPC11150000295,164.00
Stockport MBC,Services to People,Adult Social Care,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,26.11.2015,16.12.2015,GPC11150000296,3.40
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,27.11.2015,16.12.2015,GPC11150000297,61.40
Stockport MBC,Services to Place,Planning Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.11.2015,16.12.2015,GPC11150000298,66.40
Stockport MBC,Services to Place,Planning Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000299,64.77
Stockport MBC,Services to Place,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,13.11.2015,16.12.2015,GPC11150000300,71.09
,,,,,,,,,
,,,,,,,,,
