Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      168474                                  ,             718.6600,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Victoria & Albert Museum                          ,PINV      168497                                  ,              45.9800,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Est Water/Sewage                            ,Estates Utilities & Rents                         ,Thames Water Utilities Ltd                        ,PINV      168483                                  ,             719.7900,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Est Water/Sewage                            ,Estates Utilities & Rents                         ,Thames Water Utilities Ltd                        ,PINV      168492                                  ,           12175.6800,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - General Running Costs                       ,Botany Research                                   ,The Oxford Trust                                  ,PINV      168504                                  ,            2000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,DCS Finance                                       ,Farrer &Co                                        ,PINV      168461                                  ,            4023.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,Estates Buildings                                 ,Farrer &Co                                        ,PINV      168462                                  ,               5.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,DCS Human Resources Operations                    ,Farrer &Co                                        ,PINV      168462                                  ,               8.9500,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,DCS Finance                                       ,Farrer &Co                                        ,PINV      168462                                  ,              29.4500,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,DCS Human Resources Operations                    ,Farrer &Co                                        ,PINV      168462                                  ,             420.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,Estates Buildings                                 ,Farrer &Co                                        ,PINV      168462                                  ,             891.5800,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,DCS Human Resources Operations                    ,Farrer &Co                                        ,PINV      168462                                  ,            1641.5200,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,Estates Buildings                                 ,Farrer &Co                                        ,PINV      168462                                  ,            2186.9200,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Legal Fees                                  ,DCS Human Resources Operations                    ,Farrer &Co                                        ,PINV      168462                                  ,            2656.7300,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Members Magazine Costs                      ,Commerce Memberships                              ,Science Photo Library                             ,PINV      168478                                  ,             490.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Security                                    ,Tring Administration                              ,G4S Cash Services (UK) Ltd                        ,PINV      168473                                  ,             212.3100,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L - Security                                    ,VE VLE Welcome&Information                        ,G4S Cash Services (UK) Ltd                        ,PINV      168473                                  ,            1322.5500,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,Lewisham College                                  ,PINV      168404                                  ,            2100.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,P/L Membs Welcome Mats                            ,Commerce Memberships                              ,Custom Card Services Int Ltd                      ,PINV      168477                                  ,            1590.2200,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,Printing & stationery                             ,Science Administration Team                       ,CF Asset Finance                                  ,PINV      168499                                  ,              33.7600,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,Printing & stationery                             ,Science Administration Team                       ,CF Asset Finance                                  ,PINV      168499                                  ,             123.7500,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,Printing & stationery                             ,Science Administration Team                       ,CF Asset Finance                                  ,PINV      168499                                  ,             162.9600,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,Printing & stationery                             ,Science Administration Team                       ,CF Asset Finance                                  ,PINV      168499                                  ,             269.4000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Equipment (Plant & Machinery)               ,Mineralogy Facility                               ,QMX LABORATORIES LIMITED                          ,PGPC        5297                                  ,            5480.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,Estates Buildings                                 ,BELL CONTAINER TRADING                            ,PGPC        5194                                  ,             789.4800,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,Cleaning Consumables                              ,Tring Administration                              ,WWW.PAYPHS.COM                                    ,PGPC        5223                                  ,              13.5900,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,Cleaning Consumables                              ,Tring Administration                              ,WWW.PAYPHS.COM                                    ,PGPC        5223                                  ,             566.4300,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,Conference (delegate) Fees                        ,DCS HR Organisational Development                 ,ACT SPNHC 2012                                    ,PGPC        5267                                  ,             254.1700,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,Conference (delegate) Fees                        ,PEG Interactive Media CLOSED                      ,Amiando UK  MUSEUMNEXT 2                          ,PGPC        5163                                  ,             426.5900,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Grasslands Ltd                                    ,PINV      168185                                  ,            5739.7500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      168171                                  ,             137.3100,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,Dannatt Johnson Architects                        ,PINV      168035                                  ,              34.8900,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,ISG Interior Services Group Plc                   ,PINV      168043                                  ,              99.8500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,ISG Interior Services Group Plc                   ,PINV      168044                                  ,             588.3000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      168364                                  ,             137.3100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      168364                                  ,             167.1600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      168365                                  ,             307.4600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              40.3700,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              41.3400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             146.3600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             257.9800,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,CF Asset Finance                                  ,PINV      168499                                  ,             299.3400,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,CF Asset Finance                                  ,PINV      168499                                  ,             399.1300,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Farrer &Co                                        ,PINV      168462                                  ,              24.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Farrer &Co                                        ,PINV      168462                                  ,              28.0300,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Farrer &Co                                        ,PINV      168462                                  ,             308.2800,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S - Euro Currency Float                         ,B/S - Euro Currency Float                         ,TTT Moneycorp                                     ,PINV      168505                                  ,            4032.2600,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S - US$ Currency Float                          ,B/S - US$ Currency Float                          ,TTT Moneycorp                                     ,PINV      168505                                  ,            3217.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-31 00:00:00.000,B/S-Current Liabs - M/Accs ACLS Misc              ,B/S-Current Liabs - M/Accs ACLS Misc              ,What on Earth Publishing Ltd.                     ,PINV      168496                                  ,            4526.2800,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,B/S - C/A - Child Care Vouchers                   ,B/S - C/A - Child Care Vouchers                   ,Childcare Vouchers Lrtd                           ,PINV      168524                                  ,            4532.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-01 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,BarclayCard GPC                                   ,PGPC        5181                                  ,           10882.2800,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX1127                                      ,PGPC        5247                                  ,            6648.7300,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX1614                                      ,PGPC        5230                                  ,            5555.7100,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX1936                                      ,PGPC        5184                                  ,           -1640.6000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,EXF - Travel                                      ,PEG - Development                                 ,Key Travel                                        ,PINV      168541                                  ,             875.2900,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,EXF - Travel                                      ,Entomology Research                               ,Key Travel                                        ,PINV      168543                                  ,            1797.6700,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,Britannia Monitoring Systems Ltd                  ,PINV      168507                                  ,              64.7500,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Certes Computing Ltd                              ,PINV      168551                                  ,              20.5400,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Certes Computing Ltd                              ,PINV      168553                                  ,              23.8500,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Certes Computing Ltd                              ,PINV      168556                                  ,              17.0300,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Certes Computing Ltd                              ,PINV      168558                                  ,              22.9000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Certes Computing Ltd                              ,PINV      168560                                  ,              17.8200,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Childcare Vouchers Lrtd                           ,PINV      168524                                  ,               1.7300,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,Clarke Rubicon Ltd                                ,PINV      168537                                  ,              47.1300,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      168572                                  ,               9.0800,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,Harry Spurr t/a Stephenson Blake                  ,PINV      168529                                  ,              53.8100,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,LexisNexis                                        ,PINV      168538                                  ,               2.7400,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      168513                                  ,               3.2800,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      168546                                  ,               3.2000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      168549                                  ,               4.3900,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Systems Accountants Limited                       ,PINV      168566                                  ,              27.0300,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Systems Accountants Limited                       ,PINV      168569                                  ,               3.1800,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,MF - General Running Costs                        ,DCS Human Resources Operations                    ,Childcare Vouchers Lrtd                           ,PINV      168524                                  ,             271.9200,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,MF - General Running Costs                        ,Science Directorate                               ,Hamptons International                            ,PINV      168518                                  ,            1733.3300,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,MF - Travel Costs                                 ,Botany Research                                   ,Key Travel                                        ,PINV      168539                                  ,            1007.7900,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Advertising Costs                           ,PEG Marketing                                     ,Finger on the Button Ltd                          ,PINV      168557                                  ,            1200.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Agency Staff Costs                          ,Botany Research                                   ,Spring Personnel                                  ,PINV      168509                                  ,             147.3000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Agency Staff Costs                          ,Botany Research                                   ,Spring Personnel                                  ,PINV      168509                                  ,             736.5000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Agency Staff Costs                          ,Botany Research                                   ,Spring Personnel                                  ,PINV      168510                                  ,             151.2300,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Agency Staff Costs                          ,Botany Research                                   ,Spring Personnel                                  ,PINV      168510                                  ,             756.1400,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Agency Staff Costs                          ,Botany Research                                   ,Spring Personnel                                  ,PINV      168512                                  ,             125.7000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Agency Staff Costs                          ,Botany Research                                   ,Spring Personnel                                  ,PINV      168512                                  ,             628.4800,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Equipment & Related Costs                   ,Combined Heat & Power unit                        ,Vital Energi                                      ,PINV      168522                                  ,           60555.5500,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Allstar Business Solutions Ltd                    ,PINV      168520                                  ,               2.8300,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,PINV      168508                                  ,             978.4900,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Entomology Curation                               ,Clarke Rubicon Ltd                                ,PINV      168537                                  ,             575.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Entomology Curation                               ,Harry Spurr t/a Stephenson Blake                  ,PINV      168529                                  ,             656.5200,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Tring Administration                              ,Teco Interiors Limited                            ,PINV      168531                                  ,            5712.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-06 00:00:00.000,P/L - Members Magazine Costs                      ,Commerce Memberships                              ,Witherbys Lithoflow                               ,PINV      168521                                  ,             598.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX2013                                      ,PGPC        5300                                  ,            1160.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX4060                                      ,PGPC        5292                                  ,            4571.4900,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,RYANAIR     22400000NLE73                         ,PGPC        5245                                  ,              53.9800,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,WIZZ AIR HUN920WZZYCBVCC_                         ,PGPC        5245                                  ,              72.5500,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,EXPRESS BY HI                                     ,PGPC        5245                                  ,              53.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,HMV                                               ,PGPC        5293                                  ,             399.9900,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,HOTEL BARCELO BRNO                                ,PGPC        5245                                  ,             236.9100,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,NATURAL HISTORY MUSEUM                            ,PGPC        5267                                  ,              73.5000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,OPODO ID 0014639352                               ,PGPC        5245                                  ,              20.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,RADISSON SAS HOTEL                                ,PGPC        5245                                  ,              76.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,BOC TEL ORDER                                     ,PGPC        5287                                  ,              23.9500,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,CEPIC CENTRE OF THE PICTU                         ,PGPC        5226                                  ,             740.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,DHL INTERNATIONAL (UK)                            ,PGPC        5304                                  ,              85.3900,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,PROQUESTEBS 7349974150                            ,PGPC        5198                                  ,              23.6600,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,SOC OF ECONOMIC GEOL                              ,PGPC        5199                                  ,            3800.9000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WWW.GEOLSOC.ORG.UK                                ,PGPC        5198                                  ,              29.5000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX7632                                      ,PGPC        5249                                  ,             627.0000,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX7940                                      ,PGPC        5248                                  ,            1052.3500,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX8801                                      ,PGPC        5299                                  ,             917.3600,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX9905                                      ,PGPC        5293                                  ,            1066.3300,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Amazon EU                                         ,PGPC        5198                                  ,              93.9800,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,BOC TEL ORDER                                     ,PGPC        5287                                  ,              20.8300,                                                  
DCMS                                              ,NHM                                               ,2012-06-07 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,4715XXXX4878                                      ,PGPC        5252                                  ,             830.3800,                                                  
