Feb-16,Arrest/Detention > Assault,Arrest/Detention > Assault with Weapon,Arrest/Detention > Child Pornography,Arrest/Detention > Child Sex,Arrest/Detention > Drugs,Arrest/Detention > Fraud,Arrest/Detention > General,Arrest/Detention > Immigration,Arrest/Detention > Missing,Arrest/Detention > Modern Slavery / Human Trafficking,Arrest/Detention > Murder / Manslaughter,Arrest/Detention > None,Arrest/Detention > Sex (not Child),Arrest/Detention > Terrorism,Arrest/Detention > Theft,Child Welfare > Child Abandonment,Child Welfare > Child Custody,Child Welfare > Child Safeguarding,Child Welfare > Missing,Child Welfare > None,Child Welfare > Parental Child Abduction,Commercial Dispute,Coroner Request,Death > Accidental,Death > Drowning,Death > Execution,Death > Hospital Death,Death > Missing,Death > Murder or Manslaughter,Death > Natural Death,Death > None,Death > RTA,Death > Suicide,Death > Unknown,Death in Custody > Missing,Death in Custody > Natural Death,Death in Custody > Suicide,Death in Custody > Unknown,Diplomatic Claim,Female Genital Mutilation,Forced Marriage,Forced Marriage - Reluctant Sponsor,Hospitalisation > Dementia,Hospitalisation > Disability,Hospitalisation > Mental Health,Hospitalisation > Missing,Hospitalisation > None,Hospitalisation > Physical Health,Missing Persons,Missing Persons > None,Property > Fraud,Property > Government,Property > Missing,Property > None,Property > Other,Travel Ban,Travel Documents > Lost/Stolen Passport,Travel Documents > Recovered Passport,Victim of Crime > Assault,Victim of Crime > Domestic Abuse,Victim of Crime > Held Against Will,Victim of Crime > Missing,Victim of Crime > Modern Slavery/Human Trafficking,Victim of Crime > None,Victim of Crime > Rape & Sexual Assault,Victim of Crime > Theft,Welfare,Whereabouts,Accident/Emergency > Air Incident,Accident/Emergency > Coach Crash,Accident/Emergency > Missing,Accident/Emergency > Natural Disaster,Accident/Emergency > None,Accident/Emergency > Not Set,Accident/Emergency > Road Traffic Accident,Accident/Emergency > Terrorist Incident,ETDs,Complaints,Compliments,Consular enquiries,Fee bearing services
Kabul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
Kaduna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kampala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,8,<=5,0,45,8
Karachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,43,<=5
Kathmandu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15
Khartoum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,33,17
Kigali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,9,0
Kingston,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,9,0,0,144,10
Kingstown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinshasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,11,6
Kolkata (Calcutta),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,17,<=5
Kos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,13,0,<=5,269,42
Kuwait,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,121,14
Kyiv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,74,<=5
La Paz,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,10,16
Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,7,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,28,<=5,<=5,170,29
Lanzarote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0
Las Palmas,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,<=5,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,6,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,17,<=5,<=5,100,17
Liege,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilongwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,14,<=5
Lima,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,58,16
Lisbon,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,<=5,<=5,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,<=5,<=5,0,0,0,0,0,0,25,39,<=5,<=5,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,0,0,0,11,0,0,237,27
Ljubljana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Los Angeles,0,0,0,<=5,<=5,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,32,0,<=5,227,40
Luanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8
Lugano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lusaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,20,7
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,40,20
Luxor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,0,0,0,0,<=5,<=5,8,0,0,0,<=5,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,33,28,0,0,0,0,0,0,<=5,0,7,0,0,0,0,0,0,0,0,0,38,<=5,<=5,537,153
Malaga,<=5,0,0,0,<=5,0,14,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,8,0,0,<=5,6,0,0,0,0,0,0,0,0,0,0,<=5,0,0,9,<=5,<=5,0,0,0,0,0,0,20,30,<=5,0,0,0,0,0,0,0,10,<=5,0,0,0,0,0,0,0,0,50,<=5,0,349,54
Managua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,0,#N/A
Manila,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,<=5,<=5,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,10,0,0,333,140
Maputo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Marmaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Marrakech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,6,<=5
Marseille,<=5,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,<=5,<=5,0,0,0,0,0,0,9,<=5,0,0,0,0,0,0,0,7,<=5,<=5,0,0,0,0,0,0,0,0,19,0,<=5,205,19
Maseru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medellin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melbourne,0,0,0,0,<=5,0,0,<=5,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,49,0,0,288,67
Menorca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico City,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,103,11
Miami,<=5,0,0,<=5,0,0,9,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,<=5,230,12
Milan,0,0,0,0,<=5,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,26,0,<=5,284,27
Minsk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Mogadishu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mombasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monrovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0
Montevideo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Moscow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,<=5,<=5,183,26
Mumbai (Bombay),0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,<=5,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,149,14
Munich,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,15,<=5,0,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,24,<=5,<=5,97,25
Murcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muscat,<=5,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,68,8
Nagoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nairobi,<=5,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,0,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,0,13,0,0,98,17
Naples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nassau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Delhi,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,<=5,0,0,0,0,0,<=5,<=5,0,<=5,0,0,0,0,0,0,11,0,<=5,288,13
New York,0,0,0,0,<=5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,<=5,<=5,0,0,0,0,0,0,0,0,<=5,<=5,0,<=5,0,0,0,0,<=5,0,<=5,<=5,0,0,0,0,0,0,0,0,56,0,<=5,644,57
Nicosia,0,0,0,<=5,<=5,0,<=5,0,0,0,0,0,0,0,<=5,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,<=5,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,7,0,0,<=5,0,0,0,0,0,<=5,<=5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,210,9
Nouakchott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuku'alofa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oporto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Osaka,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,24,0
Oslo,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,11,0,<=5,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,<=5,0,0,0,0,0,0,0,0,0,12,0,0,193,24
