Newcastle City Council Invoices over £500 paid in April 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Grand Total,"Capital/
Revenue"
Environment & Regeneration,Highways                               ,01/04/10,TARMAC NORTHERN LTD,4608035,1412.82,Revenue
Environment & Regeneration,Highways                               ,01/04/10,TARMAC NORTHERN LTD,4608036,1456.00,Revenue
Environment & Regeneration,Highways                               ,01/04/10,TARMAC NORTHERN LTD,4608533,831.17,Revenue
Environment & Regeneration,Highways                               ,06/04/10,TARMAC NORTHERN LTD,4605259,623.17,Revenue
Environment & Regeneration,Highways                               ,06/04/10,TARMAC NORTHERN LTD,4605260,630.66,Revenue
Environment & Regeneration,Highways                               ,06/04/10,TARMAC NORTHERN LTD,4605436,575.74,Revenue
Environment & Regeneration,Highways                               ,06/04/10,TARMAC NORTHERN LTD,4605437,822.02,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4605254,1097.13,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4605255,826.18,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4608532,1412.82,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4608536,915.53,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4608537,825.34,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4616560,1662.34,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4616562,1033.35,Revenue
Environment & Regeneration,Highways                               ,08/04/10,TARMAC NORTHERN LTD,4616563,603.68,Revenue
Environment & Regeneration,Highways                               ,13/04/10,TARMAC NORTHERN LTD,4606240,606.97,Revenue
Environment & Regeneration,Highways                               ,13/04/10,TARMAC NORTHERN LTD,4614618,1530.56,Revenue
Environment & Regeneration,Highways                               ,13/04/10,TARMAC NORTHERN LTD,4623600,1237.18,Revenue
Environment & Regeneration,Highways                               ,13/04/10,TARMAC NORTHERN LTD,4627066,838.66,Revenue
Environment & Regeneration,Highways                               ,14/04/10,TARMAC NORTHERN LTD,4591759,1253.83,Revenue
Environment & Regeneration,Highways                               ,14/04/10,TARMAC NORTHERN LTD,4591776,2849.43,Revenue
Environment & Regeneration,Highways                               ,15/04/10,TARMAC NORTHERN LTD,4614619,614.44,Revenue
Environment & Regeneration,Highways                               ,15/04/10,TARMAC NORTHERN LTD,4627061,904.70,Revenue
Environment & Regeneration,Highways                               ,15/04/10,TARMAC NORTHERN LTD,4627067,2795.59,Revenue
Environment & Regeneration,Highways                               ,15/04/10,TARMAC NORTHERN LTD,4627233,986.79,Revenue
Environment & Regeneration,Highways                               ,20/04/10,TARMAC NORTHERN LTD,4627062,1296.86,Revenue
Environment & Regeneration,Highways                               ,20/04/10,TARMAC NORTHERN LTD,4627063,1412.82,Revenue
Environment & Regeneration,Highways                               ,22/04/10,TARMAC NORTHERN LTD,4625844,903.79,Revenue
Environment & Regeneration,Highways                               ,22/04/10,TARMAC NORTHERN LTD,4627522,772.46,Revenue
Environment & Regeneration,Highways                               ,22/04/10,TARMAC NORTHERN LTD,4627523,683.09,Revenue
Environment & Regeneration,Highways                               ,22/04/10,TARMAC NORTHERN LTD,4627541,671.23,Revenue
Environment & Regeneration,Highways                               ,22/04/10,TARMAC NORTHERN LTD,4627543,1664.00,Revenue
Environment & Regeneration,Highways                               ,25/04/10,TARMAC NORTHERN LTD,4638933,1711.42,Revenue
Environment & Regeneration,Highways                               ,26/04/10,TARMAC NORTHERN LTD,4584707,918.39,Revenue
Environment & Regeneration,Highways                               ,27/04/10,TARMAC NORTHERN LTD,4627545,1936.17,Revenue
Environment & Regeneration,Highways                               ,29/04/10,TARMAC NORTHERN LTD,4627544,609.96,Revenue
Environment & Regeneration,Highways                               ,29/04/10,TARMAC NORTHERN LTD,4638914,611.45,Revenue
Environment & Regeneration,Highways                               ,29/04/10,TARMAC NORTHERN LTD,4638932,672.14,Revenue
Environment & Regeneration,Highways                               ,29/04/10,TARMAC NORTHERN LTD,4638934,1609.05,Revenue
Environment & Regeneration,Highways                               ,25/04/10,TOWNSCAPE PRODUCTS LTD,4638893,1116.62,Revenue
Environment & Regeneration,Highways                               ,15/04/10,TRAFFIC MANAGEMENT PRODUCTS LTD,4601512,5600.00,Revenue
Environment & Regeneration,Highways                               ,01/04/10,W&M THOMPSON (EARTHWORKS) LTD,4592632,1039.04,Revenue
Environment & Regeneration,Highways                               ,12/04/10,W&M THOMPSON (EARTHWORKS) LTD,4623613,685.43,Revenue
Environment & Regeneration,Highways                               ,18/04/10,W&M THOMPSON (EARTHWORKS) LTD,4624766,1037.99,Revenue
Environment & Regeneration,Highways                               ,18/04/10,W&M THOMPSON (EARTHWORKS) LTD,4624768,934.64,Revenue
Environment & Regeneration,Highways                               ,01/04/10,WOLSELEY UK LTD,4587090,718.92,Revenue
Environment & Regeneration,Highways                               ,01/04/10,WOLSELEY UK LTD,4591773,506.25,Revenue
Environment & Regeneration,Highways                               ,01/04/10,WOLSELEY UK LTD,4591778,814.16,Revenue
Environment & Regeneration,Highways                               ,07/04/10,WOLSELEY UK LTD,4592587,607.58,Revenue
Environment & Regeneration,Highways                               ,14/04/10,WOLSELEY UK LTD,4559721,553.65,Revenue
Environment & Regeneration,Highways                               ,14/04/10,WOLSELEY UK LTD,4578177,878.10,Revenue
Environment & Regeneration,Highways                               ,14/04/10,WOLSELEY UK LTD,4600125,636.35,Revenue
Environment & Regeneration,Highways                               ,15/04/10,WOLSELEY UK LTD,4559717,958.40,Revenue
Environment & Regeneration,Highways                               ,15/04/10,WOLSELEY UK LTD,4566149,897.00,Revenue
Environment & Regeneration,Highways                               ,15/04/10,WOLSELEY UK LTD,4606495,1046.44,Revenue
Environment & Regeneration,Highways                               ,18/04/10,WOLSELEY UK LTD,4632041,897.00,Revenue
Environment & Regeneration,Highways                               ,20/04/10,WOLSELEY UK LTD,4618599,556.40,Revenue
Environment & Regeneration,Highways                               ,20/04/10,WOLSELEY UK LTD,4618600,3660.76,Revenue
Environment & Regeneration,Highways                               ,20/04/10,WOLSELEY UK LTD,4632040,958.40,Revenue
Environment & Regeneration,Highways                               ,21/04/10,WOLSELEY UK LTD,4618603,615.57,Revenue
Environment & Regeneration,Highways                               ,29/04/10,WOLSELEY UK LTD,4623231,861.92,Revenue
Environment & Regeneration,Highways                               ,08/04/10,WT BURDEN LTD,4620679,691.20,Revenue
Environment & Regeneration,Highways                               ,12/04/10,WT BURDEN LTD,4623949,541.35,Revenue
Environment & Regeneration,Highways                               ,18/04/10,WT BURDEN LTD,4631819,3142.26,Revenue
Environment & Regeneration,Highways                               ,18/04/10,WT BURDEN LTD,4631820,3308.25,Revenue
Environment & Regeneration,Highways                               ,21/04/10,WT BURDEN LTD,4635477,516.00,Revenue
Environment & Regeneration,Highways                               ,25/04/10,WT BURDEN LTD,4639621,597.60,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,AUBREY CORNFOOT LTD,4629983,2318.40,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,AUBREY CORNFOOT LTD,4629984,2161.87,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,AUBREY CORNFOOT LTD,4629985,1566.10,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,AUBREY CORNFOOT LTD,4629986,2073.41,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,AUBREY CORNFOOT LTD,4629987,2653.32,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641704,670.34,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641705,1526.57,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641706,3764.80,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641707,2260.51,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641708,1897.01,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641709,2454.32,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641710,1721.49,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641711,1239.67,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641713,1503.62,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641714,2757.29,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,AUBREY CORNFOOT LTD,4641715,2636.29,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,08/04/10,EAGA HOME SERVICES LTD,4621764,21519.59,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,HEATLINE NORTH EAST LTD,4629992,2983.55,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,HEATLINE NORTH EAST LTD,4629993,607.66,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,HEATLINE NORTH EAST LTD,4629994,1607.88,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,HEATLINE NORTH EAST LTD,4629995,2337.92,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,HEATLINE NORTH EAST LTD,4629997,2955.68,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641727,2701.32,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641728,2644.08,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641729,761.55,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641730,1722.59,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641731,3302.03,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641732,3584.55,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641733,2223.02,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,HEATLINE NORTH EAST LTD,4641734,1672.57,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,13/04/10,JPS INSULATION,4627306,66299.08,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,JPS INSULATION,4629991,1988.97,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,08/04/10,KNW LTD,4621765,43798.92,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,KNW LTD,4629988,1722.06,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,KNW LTD,4629989,1614.57,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,15/04/10,KNW LTD,4629990,2108.47,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,KNW LTD,4641718,1313.96,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,KNW LTD,4641719,2223.56,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,KNW LTD,4641720,2904.91,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,KNW LTD,4641722,1846.27,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,KNW LTD,4641723,1722.37,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,KNW LTD,4641724,2011.66,Revenue
Environment & Regeneration,Newcastle Warm Zone                    ,26/04/10,KNW LTD,4641725,2502.40,Revenue
Environment & Regeneration,NS Localised Services      ,08/04/10,AMENITY & HORTICULTURAL SERVICES LTD,4620807,1449.00,Revenue
Environment & Regeneration,NS Localised Services      ,01/04/10,BINGBANGBONG,4584950,810.00,Revenue
Environment & Regeneration,NS Localised Services      ,01/04/10,BLUE KANGAROO,4615425,2491.30,Revenue
Environment & Regeneration,NS Localised Services      ,20/04/10,CED LTD,4632039,1258.28,Revenue
Environment & Regeneration,NS Localised Services      ,29/04/10,CED LTD,4632496,1274.17,Revenue
Environment & Regeneration,NS Localised Services      ,28/04/10,COXHOE SERVICE & SUPPLY,4645729,900.00,Revenue
Environment & Regeneration,NS Localised Services      ,18/04/10,INTERSERVE INDUSTRIAL SERVICES LTD,4632037,546.00,Revenue
Environment & Regeneration,NS Localised Services      ,29/04/10,KILLGERM CHEMICALS LTD,4646356,2779.62,Revenue
Environment & Regeneration,NS Localised Services      ,19/04/10,NEWCASTLE COLLEGE,3263225,1000.00,Revenue
Environment & Regeneration,NS Localised Services      ,06/04/10,PLAYDALE PLAYGROUNDS LTD,4618754,4893.00,Revenue
Environment & Regeneration,NS Localised Services      ,08/04/10,ROPNER STONES AND SCULPTURE,4599853,4835.00,Revenue
Environment & Regeneration,NS Localised Services      ,25/04/10,WEST END TRAINING & EMPLOYMENT INITIATIV,4639532,1762.95,Revenue
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,ABLE CONSTRUCTION (NORTHERN) LTD,4620804,29795.34,Capital
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD,4601141,38231.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,APR SERVICES LTD,4578704,990.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,APR SERVICES LTD,4606407,4460.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,ATKINS LTD,4583241,6023.33,Revenue
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,ATKINS LTD,4603747,2399.60,Revenue
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,ATKINS LTD,4603748,3345.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,ATKINS LTD,4614475,2300.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,ATKINS LTD,4614477,791.38,Capital
Environment & Regeneration,NS: Admin & Finance        ,20/04/10,ATKINS LTD,4614448,1752.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,20/04/10,ATKINS LTD,4614476,2300.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,ATKINS LTD,4634034,5428.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,20/04/10,AURA NEWCASTLE LTD,4629858,267919.98,Capital
Environment & Regeneration,NS: Admin & Finance        ,20/04/10,BRAMBLEDOWN LANDSCAPE SERVICES LTD,4614474,2932.37,Revenue
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,CHEVIOT TREES LTD,4601994,1592.50,Revenue
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,CLEAR CHANNEL UK LTD,4627734,586.16,Revenue
Environment & Regeneration,NS: Admin & Finance        ,21/04/10,CLEAR CHANNEL UK LTD,4636625,13799.88,Capital
Environment & Regeneration,NS: Admin & Finance        ,21/04/10,CLEAR CHANNEL UK LTD,4636684,7124.50,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,CLEAR CHANNEL UK LTD,4638350,5428.13,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,CYCLE EXPERIENCE,4599694,4165.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,28/04/10,CYCLE EXPERIENCE,4645321,24794.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,DBDA,4627737,1057.50,Revenue
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,EASIBATHE,4596748,3120.49,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,EASIBATHE,4596749,3845.38,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,EASIBATHE,4596750,4102.20,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,EASIBATHE,4596751,2603.18,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,EASIBATHE,4596752,3062.80,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,EASIBATHE,4601130,2956.71,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,EASIBATHE,4601131,3050.80,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,EASIBATHE,4601132,2460.23,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,EASIBATHE,4601133,3051.52,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,EASIBATHE,4601134,2979.42,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,EASIBATHE,4601145,3345.95,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,EASIBATHE,4601146,3584.54,Capital
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,EASIBATHE,4627594,3416.37,Capital
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,EASIBATHE,4627595,1343.20,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,EASIBATHE,4608556,759.21,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,EASIBATHE,4627596,2612.97,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,EASIBATHE,4627604,3737.88,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,EASIBATHE,4627605,3090.96,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,EASIBATHE,4627606,3120.41,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,EASIBATHE,4627619,3566.35,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627597,3323.87,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627598,2729.48,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627599,2026.64,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627600,3268.92,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627601,3606.82,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627602,3076.21,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627603,3324.87,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627620,3880.03,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627621,3120.75,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627622,3187.06,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4627623,3764.65,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,EASIBATHE,4638086,2061.55,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627607,3051.17,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627608,2357.38,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627609,2501.96,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627610,3349.11,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627611,3271.89,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627612,3245.04,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627616,2269.86,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627617,2979.42,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4627618,3027.88,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4638087,3712.89,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4638088,1752.43,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,EASIBATHE,4646786,3390.06,Capital
Environment & Regeneration,NS: Admin & Finance        ,28/04/10,GATESHEAD MBC,4645312,6338.60,Revenue
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,HALCROW GROUP LTD,4606408,15239.77,Revenue
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,HASTIE D BURTON LTD,4647052,66111.42,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,KOMPAN  LTD,4608694,6292.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,LUDUS LEISURE LTD,4604482,2973.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,11/04/10,NORTH OF ENGLAND CIVIC TRUST,4622580,4750.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,08/04/10,PCC SYSTEMS,4620927,1250.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,PCC SYSTEMS,4646335,1195.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,PCC SYSTEMS,4646336,1516.25,Revenue
Environment & Regeneration,NS: Admin & Finance        ,20/04/10,PF BURRIDGE & SONS LTD,4634996,17954.01,Capital
Environment & Regeneration,NS: Admin & Finance        ,21/04/10,PF BURRIDGE & SONS LTD,4636562,2972.00,Revenue
Environment & Regeneration,NS: Admin & Finance        ,19/04/10,REXEL UK LIMITED,3434808,939.90,Capital
Environment & Regeneration,NS: Admin & Finance        ,20/04/10,ROK,4634995,50000.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,21/04/10,ST ASTIER LTD,4636166,3921.25,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,STANNAH LIFTS LTD,4591960,4240.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,01/04/10,STANNAH LIFTS LTD,4601148,2335.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,STANNAH LIFTS LTD,4627627,2483.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,STANNAH LIFTS LTD,4627628,2853.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,13/04/10,STANNAH LIFTS LTD,4627629,2335.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,STANNAH LIFTS LTD,4627625,2795.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,STANNAH LIFTS LTD,4627630,2483.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,15/04/10,STANNAH LIFTS LTD,4629001,2976.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,STANNAH LIFTS LTD,4628998,2765.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,STANNAH LIFTS LTD,4638077,2865.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,STANNAH LIFTS LTD,4638078,725.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,22/04/10,STANNAH LIFTS LTD,4638079,2626.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,28/04/10,STANNAH LIFTS LTD,4638076,2675.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,STANNAH LIFTS LTD,4646785,4590.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,18/04/10,STRAIGHTLINE CONSTRUCTION CO LTD,4625583,72500.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,21/04/10,WYG ENGINEERING LTD,4636563,1782.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,21/04/10,WYG ENGINEERING LTD,4636564,1089.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,27/04/10,WYG ENGINEERING LTD,4644319,711.00,Capital
Environment & Regeneration,NS: Admin & Finance        ,29/04/10,WYG ENGINEERING LTD,4647056,3506.90,Capital
Environment & Regeneration,NS: Asset Man              ,29/04/10,ADT FIRE & SECURITY,4644333,791.31,Revenue
Environment & Regeneration,NS: Asset Man              ,29/04/10,ADT FIRE & SECURITY,4644336,852.88,Revenue
Environment & Regeneration,NS: Asset Man              ,29/04/10,ADT FIRE & SECURITY,4644338,624.42,Revenue
Environment & Regeneration,NS: Asset Man              ,08/04/10,ATKINS LTD,4601671,1561.20,Capital
Environment & Regeneration,NS: Asset Man              ,21/04/10,BRITISH FLOORING CONTRACT SERVICES LTD,4636537,16250.00,Revenue
Environment & Regeneration,NS: Asset Man              ,27/04/10,BROOKLYN SOUND SYSTEMS,4643887,1069.02,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,CHUBB FIRE LTD,4645296,650.00,Revenue
Environment & Regeneration,NS: Asset Man              ,29/04/10,CLASSIC MASONRY LTD,4646311,5080.56,Revenue
Environment & Regeneration,NS: Asset Man              ,13/04/10,CONNAUGHT COMPLIANCE LTD,4627743,548.98,Revenue
Environment & Regeneration,NS: Asset Man              ,15/04/10,CONVEY BROTHERS,4628271,918.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,CORMETON ELECTRONICS,4645292,549.02,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,GS TRANSPORT,4636606,2236.17,Capital
Environment & Regeneration,NS: Asset Man              ,28/04/10,H2O SERVICING LTD,4645291,1178.50,Revenue
Environment & Regeneration,NS: Asset Man              ,13/04/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4627752,967.61,Revenue
Environment & Regeneration,NS: Asset Man              ,27/04/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4644330,2150.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4645307,3360.00,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,JOHN DODDS LTD,4636618,3015.00,Revenue
Environment & Regeneration,NS: Asset Man              ,08/04/10,LIFE FITNESS [UK] LTD,4609216,1775.82,Revenue
Environment & Regeneration,NS: Asset Man              ,29/04/10,LLOYDS BRITISH TESTING CO LTD,4646313,560.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,MATTHEW CHARLTON & SONS (SLATERS) LTD,4645319,906.00,Revenue
Environment & Regeneration,NS: Asset Man              ,14/04/10,MENERGA LTD,4628272,3400.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,MGM LTD,4599922,638.00,Revenue
Environment & Regeneration,NS: Asset Man              ,07/04/10,MIS ENVIROMENTAL LTD,4601632,660.00,Capital
Environment & Regeneration,NS: Asset Man              ,15/04/10,MIS ENVIROMENTAL LTD,4627754,1120.00,Revenue
Environment & Regeneration,NS: Asset Man              ,20/04/10,MIS ENVIROMENTAL LTD,4634256,615.00,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,MIS ENVIROMENTAL LTD,4627755,1400.00,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,MIS ENVIROMENTAL LTD,4627756,710.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,MIS ENVIROMENTAL LTD,4645306,704.00,Revenue
Environment & Regeneration,NS: Asset Man              ,29/04/10,MIS ENVIROMENTAL LTD,4646312,615.00,Revenue
Environment & Regeneration,NS: Asset Man              ,14/04/10,NEWLIFE CLEANING SYSTEMS LTD,4628264,585.00,Capital
Environment & Regeneration,NS: Asset Man              ,13/04/10,NISBETS,4579819,529.99,Revenue
Environment & Regeneration,NS: Asset Man              ,20/04/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4628275,1038.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,PF BURRIDGE & SONS LTD,4645318,2031.00,Revenue
Environment & Regeneration,NS: Asset Man              ,20/04/10,PYEROY LTD,4634266,950.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,RENTOKIL INITIAL,4644848,556.57,Revenue
