OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Name1,Name2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 16/17,MIN Date SBRR,MAX Date SBDR,SBRR Relief,Lower Multiplier,Trans Relief,Mandatory%,Mand Relief,Discretionary%,Disc Relief,Retail Relief 15/16,ReOcc Relief,MIN Date From Relief,MAX Date To Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK,,,,T-MOBILE CELL 99918 ROOF OCEAN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HW,0005069C99918B,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,23/09/2009,,,,,11000,4800,COMMUNICATION STATION AND PREMISES,5324,5324,,,0,SBRR Multiplier Used in Calculation,-1036.05,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,K2 ALUMINIUM SYSTEMS LTD,,,,2 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,0005069D000207,2 SOVEREIGN WAY ,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,01/03/2006,,,,,25000,25000,WAREHOUSE AND PREMISES,12425,12425,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,K2 ALUMINIUM SYSTEMS LTD,,,,5 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,0005069D000508,2 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,,CH41 1DL,01/10/2015,,,,,16750,16750,WORKSHOP AND PREMISES,8107,8107,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WILHELMSEN SHIPS SERVICE LTD,,,,6 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,0005069D000601,3A NEWTON COURT,DARTFORD,KENT,,DA2 6QL,01/04/2004,,,,,23750,22750,WORKSHOP AND PREMISES,11803,11803.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORGANICA UK LTD,,,,8 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,0005069D000809,,,,,,03/08/2011,,,,,11500,10000,WAREHOUSE AND PREMISES,5566,5566,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORGANICA UK LTD,,,,9 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,0005069D000DA9,,,,,,28/08/2009,,,,,23250,23000,WAREHOUSE AND PREMISES,11555,11555.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORGANICA UK LTD,,,,"3 - 4, SOVEREIGN WAY",DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,0005069D004J6,4 SOVEREIGN WAY,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,01/04/2010,,,,,34000,,WAREHOUSE AND PREMISES,16898,16898,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PHONE MASTERS LTD,,,,UNIT A (1) PHASE 2 MARITIME PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1AQ,0005069E0001A1,46 WINCHESTER DRIVE,WALLASEY,,,CH44 2AZ,20/04/2015,,,,,18250,18250,WORKSHOP AND PREMISES,9070,9070.25,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WELL POLISHED ( FRANCHISING) LTD,,,,HOLISTIC EDUCATION FOUNDATION LTD,PT 1ST FLR MARITIME HOUSE,"DOCK ROAD, BIRKENHEAD",MERSEYSIDE,CH41 1DG,0005069E0002D7,FAO MRS SANDRA VENABLES (DIRECTOR),PART 1ST FLOOR MARITIME HOUSE,MARITIME PARK,"DOCK ROAD, BIRKENHEAD",CH41 1DG,01/06/2014,,,,,10750,,OFFICES AND PREMISES,5203,4119.56,01/06/2014,,-878.14,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STEELFORCE SECURITY UK LTD,,,,GND FLR MARITIME HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DG,0005069E0002F6,GROUND FLOOR,MARITIME HOUSE,DOCK ROAD,BIRKENHEAD,CH41 1AQ,20/09/2013,,,,,18250,,OFFICES AND PREMISES,9070,9070.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARITIME PARK DEVELOPMENTS LTD,IN LIQUIDATION,,,VACANT OFFICES PT 1ST FLR,"MARITIME HOUSE, DOCK ROAD",BIRKENHEAD,MERSEYSIDE,CH41 1DG,0005069E0002GB,THE OFFICIAL RECEIVER,"2ND FLOOR,ROSEBRAE COURT",WOODSIDE FERRY APPROACH,BIRKENHEAD,CH41 6DU,20/09/2013,Y,20/09/2013,Liquidator,,8200,,OFFICES AND PREMISES,4075,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARITIME PARK DEVELOPMENTS LTD,,,,UNIT C (3) PHASE 2 MARITIME PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1AQ,0005069E0003C3,NORTH HOUSE,17 NORTH JOHN STREET,LIVERPOOL,,L2 5EA,01/10/2015,Y,01/10/2015,,Industrial Premises,14000,13250,WORKSHOP AND PREMISES,6958,6958,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL COMMUNITY TRUST,,,,COMMUNITY HEALTH CENTRE,FIELD ROAD,WALLASEY,MERSEYSIDE,CH45 5BG,000507900025B6,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE,01/04/2014,,,,,12500,11000,HEALTH CENTRE AND PREMISES,6050,6050,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,ORANGE TELECOMMUNICATIONS SITE,(MER 108)GORSEHILL WATER TOWER,GORSEHILL ROAD,WALLASEY,MERSEYSIDE,,CH45 9JA,000508800001AB,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9AR,26/11/2013,,,,,10500,6800,COMMUNICATION STATION AND PREMISES,5082,5082,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,L ROWLAND & CO (RETAIL) LTD,,,,62 GROVE ROAD,WALLASEY,MERSEYSIDE,,CH45 3HW,000509300062AB,RIVINGTON ROAD,WHITEHOUSE IND ESTATE,RUNCORN,CHESHIRE,WA7 3DJ,01/09/2003,,,,,1800,1625,SHOP AND PREMISES,871,871.2,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GRAYSONS INSURANCE CONSULTANTS,,,,66 GROVE ROAD,WALLASEY,MERSEYSIDE,,CH45 3HW,0005093000660B,63-65,LISCARD VILLAGE,WALLASEY,MERSEYSIDE,CH45 4JL,01/04/2000,Y,14/08/2006,,,1000,920,SHOP AND PREMISES,497,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WINDSORS WALLASEY LTD,,WINDSORS WALLASEY LTD,,EX PETROL STATION HARRISON DRIVE,WALLASEY,MERSEYSIDE,,CH45 3HL,000510000036A3,WINDSORS WALLASEY LTD,EX PETROL STATION HARRISON DRIVE,WALLASEY,MERSEYSIDE,CH45 3HL,01/04/2000,,,,,104000,100000,"SHOWROOMS,PETROL FILLING STATION AND PRE",51688,51688,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WINDSORS WALLASEY LTD,,WINDSORS WALLASEY LTD SHOWROOM,,HARRISON DRIVE,WALLASEY,MERSEYSIDE,,CH45 3HL,000510000036B8,WINDSORS WALLASEY LTD SHOWROOM,HARRISON DRIVE,WALLASEY,MERSEYSIDE,CH45 3HP,01/04/2000,,,,,64000,59000,CAR SHOWROOM AND PREMISES,31808,31808,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TELEFONICA UK LIMITED,,,,02 (18045) ADJ WINDSORS SHOWROOM,HARRISON DRIVE,WALLASEY,MERSEYSIDE,CH45 3HL,000510000036C7,C/O CLUTTONS LLP ,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,25/09/2009,,,,,7500,4500,Communication Station and Premises,3630,3630,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DARCY PRODUCTS LTD,,,,1 HICKMANS ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JH,0005102B000103,BROOK HOUSE,LARKFIELD TRADING ESTATE,NEW HYTHE LANE,KENT,ME20 6GN,01/06/2011,,,,,85000,93000,FACTORY AND PREMISES,42245,42245,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DELF (UK) LIMITED,,,,UNIT 2 HICKMANS ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JH,0005102B0002A4,,,,,,06/05/2010,,,,,92000,,Warehouse and Premises,39263,39263,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HYDROKEM LTD,,,,UNIT 3 HICKMANS ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JH,0005102B000404,UNIT 3,HICKMANS ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JH,01/04/2000,,,,,106000,118000,FACTORY AND PREMISES,52682,52682,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HYDROKEM LTD,,,,"UNIT 4, HICKMANS ROAD",BIRKENHEAD,MERSEYSIDE,,CH41 1JH,0005102B0004A9,"UNIT 3, HICKMANS ROAD",BIRKENHEAD,MERSEYSIDE,,CH41 1JH,01/07/2013,,,,,51000,,FACTORY AND PREMISES,25347,25347,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DARCY PRODUCTS LTD,,,,UNIT 1 MILLBROOK ROAD,WALLASEY,WIRRAL,,CH41 1FL,0005102B0009A7,BROOK HOUSE,LARKFIELD TRADING ESTATE,NEW HYTHE LANE,KENT,ME20 6GN,12/08/2013,,,,,14500,15750,WAREHOUSE AND PREMISES,7018,7018,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"PARADISO MUSIC LIMITED,",,,,UNIT 2 MILLBROOK ROAD,WALLASEY,WIRRAL,,CH41 1FL,0005102B0009B1,,,,,,31/01/2013,,,,,12000,18750,WORKSHOP AND PREMISES,5808,5808,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,A C FLYNN REFRIDGERATION LTD,,,,UNIT 7 MILLBROOK ROAD,WALLASEY,MERSEYSIDE,,CH41 1FL,0005102B0009DB,,,,,,28/10/2009,,,,,28750,32500,"WORKSHOP, OFFICE AND PREMISES",14288,14288.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE DALE ESTATES LTD,,,,UNIT 8 MILLBROOK ROAD,WALLASEY,MERSEYSIDE,,CH41 1FL,0005102B0009F7,C/O SMITH NICHOLAS,2 FRIARSGATE,GROSVENOR STREET,CHESTER,CH1 1XG,14/04/2016,Y,14/04/2016,,Industrial Premises,31000,29500,WORKSHOP AND PREMISES,6541,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CULL PAPERLESS SOLUTIONS LTD,,,,UNIT 5 MILLBROOK ROAD,WALLASEY,MERSEYSIDE,,CH41 1FL,0005102B0009G4,,,,,,28/01/2013,,,,,21750,24500,WORKSHOP AND PREMISES,10809,10809.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PICKLED WALNUT GROUP LTD,,,,UNIT 3 MILLBROOK ROAD,WALLASEY,MERSEYSIDE,,CH41 1FL,0005102B0009H3,,,,,,13/05/2015,,,,,14500,16250,WAREHOUSE AND PREMISES,7018,7018,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ST ALBANS OPERATING COMPANY LTD,,,,MURCO SERVICE STATION ADJ,37 LEASOWE ROAD,WALLASEY,MERSEYSIDE,CH45 8NY,000512000005B9,C/O TURNER MORUM LLP,32-33 COWCROSS STREET,LONDON,,EC1M 6DF,01/10/2014,,,,,85500,31000,PETROL FILLING STSTION AND PREMISES,42493,42493.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ST ALBANS OPERATING COMPANY LTD,,,,ATM AT MURCO SERVICE STATION ADJ 37,LEASOWE ROAD,WALLASEY,MERSEYSIDE,CH45 8NY,000512000005C8,C/O TURNER MORUM LLP,32-33 COWCROSS STREET,LONDON,,EC1M 6DF,01/10/2014,,,,,11250,,Site of Automatic Teller Machine and Premises,5445,5445,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEST WALLASEY CAR HIRE LTD,,,,75-79 LEASOWE ROAD,WALLASEY,MERSEYSIDE,,CH45 8NZ,000512000075A3,40,CROSS LANE ,WALLASEY,MERSEYSIDE,CH45 8RH,01/04/2000,,,,,22750,25250,GARAGE AND PREMISES,12549,12549.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LIDL UK GMBH,,,,189 LEASOWE ROAD,WALLASEY,MERSEYSIDE,,CH45 8LN,000512000183A8,19 WORPLE ROAD,WIMBLEDON,LONDON,,SW19 4JS,14/09/2006,,,,,209000,134000,SHOP AND PREMISES,103873,103873,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE SAFETY CENTRE LTD,,,,1 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C0001B4,,,,,,26/10/2015,,,,,2950,2300,WAREHOUSE AND PREMISES,813,0,26/10/2015,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PROCLEANSE LTD,,,,2 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C000202,,,,,,14/03/2016,,,,,2950,2300,STORE AND PREMISES,1427,0,14/03/2016,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,KITARA LTD,,,,4-6 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C0004A4,34 EARLE DRIVE,PARKGATE,CHESHIRE,,CH64 6RZ,07/07/2014,,,,,5900,,WAREHOUSE AND PREMISES,2855,0,07/07/2014,,-2040.4,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NIDUS CONSULTING LIMITED,,,,7 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C000709,15 HOWBECK ROAD,PRENTON,WIRRAL,,CH43 6TD,03/12/2009,,,,,2950,2300,WAREHOUSE AND PREMISES,1427,0,03/12/2009,,-1389.45,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NORTHERN TRUST COMPANY LTD,,,,10 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C001008,C/O JONES LANG LASALLE,ONE PICCADILY GARDENS,MANCHESTER,,M1 1RG,19/05/2016,Y,19/05/2016,,Industrial Premises,2950,2300,WORKSHOP AND PREMISES,739,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL INSTALLATIONS LTD,,,,12 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C001205,,,,,,01/06/2010,,,,,2950,2300,WORKSHOP AND PREMISES,1427,0,01/06/2010,,-1389.45,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,KPW DEVELOPMENTS LTD,,,,14 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C001402,,,,,,15/09/2015,,,,,6100,4800,WORKSHOP AND PREMISES,2952,49.21,15/09/2015,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JEM JOINERY NORTH WEST LTD,,,,16 LOGAN ROAD,BIRKENHEAD,WIRRAL,,CH41 1JJ,0005124C0016A2,,,,,,11/05/2016,,,,,5700,12000,WORKSHOP AND PREMISES,2456,0,11/05/2016,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DUROSE PIPEWORK ENGINEERING LTD,,,,20 LOGAN ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1JJ,0005124C0020A4,61 BROADWAY AVENUE,WALLASEY,MERSEYSIDE,,CH45 6TB,23/07/2007,,,,,5700,4150,WORKSHOP AND PREMISES,2758,0,01/04/2008,,-2684.7,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ENERGETICS GAS LTD,,,,INDEPENDENT GAS TRANSPORTER,LOVE LANE,WALLASEY,MERSEYSIDE,CH44 5SB,000512700001G1,INTERNATIONAL HOUSE,STANLEY BOULEVARD,HAMILTON INTERNATIONAL TECH PARK,GLASGOW,G72 0BN,01/04/2013,,,,,340,,Independent Gas Transporter,164,164.56,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,M & M HAIR GROUP LTD,T/A SALON M,,,141 MOUNT ROAD,WALLASEY,MERSEYSIDE,,CH45 9SJ,000515300141B8,141 MOUNT ROAD,WALLASEY,,,CH45 9SJ,28/07/2015,,,,,2600,,SHOP AND PREMISES,1258,0,28/07/2015,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DIMPU LIMITED,,,,34 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EW,000515400034A7,34 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EW,12/12/2004,,,,,2075,2075,SHOP AND PREMISES,1004,0,01/04/2005,,-977.33,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ELERBANKS LTD,,,,R/O 53-57 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EN,000515400053A8,53-57 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EN,01/04/2009,Y,01/04/2009,,,6000,4800,WAREHOUSE AND PREMISES,2982,2982,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STEWART ROBERTS ASSOC LT,,,,54 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EW,000515400054A2,54 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EW,01/04/2000,,,,,1575,1575,SHOP AND PREMISES,762,0,01/04/2005,,-741.83,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,,,T-MOBILE(56311) AT,POULTON VICTORIA AFC,CLAYTON LANE,WALLASEY,CH44 5TB,0005173056311A,GVA RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2010,,,,,5300,,Communication Station and Premises,2565,2565.2,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"THE RAF ASSOCIATION,WALLASEY",BRANCH,,,41 ST GEORGES ROAD,WALLASEY,MERSEYSIDE,,CH45 3NF,000519300041A7,C/O M EBEJER (SEC) ROCKLANDS,41 ST GEORGES ROAD,WALLASEY,MERSEYSIDE,CH45 3NF,01/04/2000,,,,,3950,4000,CLUB AND PREMISES,1911,0,01/04/2010,,-1860.45,SBRR Multiplier Used in Calculation,0,0,0,1,0,,,01/04/2000,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WALLASEY G H PEERS CLUB,,,,WALLASEY G H PEERS CLUB,ST GEORGES ROAD,WALLASEY,MERSEYSIDE,CH45 6TU,000519300069B6,WALLASEY G H PEERS CLUB,69 ST GEORGES ROAD,WALLASEY,MERSEYSIDE,CH45 6TU,01/04/2000,,,,,2900,2450,CLUB AND PREMISES,1441,0,,,0,,0,0.8,-1118.24,0.2,-279.56,,,01/04/2006,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CRANE WHARF ESTATES LTD,,,,2A ST JOHNS ROAD,WALLASEY,MERSEYSIDE,,CH45 3LU,000519700002C8,19 SHAWS DRIVE,MEOLS,WIRRAL,,CH47 5AP,06/01/2016,,,,,3350,2650,SHOP AND PREMISES,1621,0,06/01/2016,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BALTIC STORE LTD,,,,1 SHERLOCK LANE,WALLASEY,MERSEYSIDE,,CH44 4ER,0005215000010B,34 CHESTER ROAD WEST,SHOTTON,DEESIDE,CLWYD,CH5 1BY,02/10/2015,,,,,5000,5000,SHOP AND PREMISES,2420,2420,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,J STUART & CO (GARAGES) LTD,,,,SECOND FLOOR,15-17 WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NL,000525500015A8,MANOR HILL GARAGE,19 MANOR HILL,BIRKENHEAD,,CH43 1UG,01/01/2015,,,,,5600,4600,OFFICES AND PREMISES,2710,0,01/01/2015,,-650.37,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ZEST SERVICES LTD,,,,FIRST FLOOR,15-17 WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NL,000525500015B2,31 ENNERDALE ROAD,WALLASEY,,,CH45 0LX,01/09/2014,,,,,7800,5800,OFFICES AND PREMISES,3775,1132.67,01/09/2014,,-1493.61,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHERRY TREE TRUSTEE 1&2 LTD,C/O LPA RCVR D NEWALL/R PHILLIPS,,,21-23 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NL,000525500021A3,C/O GVA GRIMLEY LLP,CHERRY TREE SHOPPING CENTRE,8A CHERRY SQUARE,WALLASEY MERSEYSIDE,CH44 5XU,01/11/2010,Y,01/11/2010,,,11750,18000,SHOP AND PREMISES,5839,5839.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FREDERICK HOWARD OPTICIANS,(WALLASEY) LTD,,,40 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,000525500040C7,40 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,01/07/2004,,,,,11250,10500,SHOP AND PREMISES,5445,4763.78,01/04/2007,,-662.92,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DISTRICT & URBAN NORTHWEST LTD,,,,42 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,0005255000420B,C/O MASON OWEN GLADSTONE HOUSE,11 UNION COURT,LIVERPOOL MERSEYSIDE,,L2 4UQ,27/05/2016,Y,27/05/2016,,,13000,12000,SHOP AND PREMISES,1628,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,"WIFI SITE AT 42,",WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NW,000525500042A5,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,"WIFI SITE AT, 44",WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NW,000525500044A2,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,"WIFI SITE AT, 50",WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NW,000525500050AB,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,Q21 PJ LTD,,,,52 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,000525500052A8,,,,,,13/06/2016,,,,,13500,12500,SHOP AND PREMISES,5227,5227.2,,,,,,,,,,,,,
