OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Name1,Name2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 16/17,MIN Date SBRR,MAX Date SBDR,SBRR Relief,Lower Multiplier,Trans Relief,Mandatory%,Mand Relief,Discretionary%,Disc Relief,Retail Relief 15/16,ReOcc Relief,MIN Date From Relief,MAX Date To Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GLASS HAUS MERSEYSIDE LTD,,,,UNIT 27 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B002603,UNIT 27 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,11/05/2016,,,,,3200,3000,WORKSHOP AND PREMISES,1379,1379.07,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"LAW, HR & ASSET MANAGEMENT",,,,UNIT 26 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0026A8,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,CH41 6BU,23/03/2015,Y,23/03/2015,,Industrial Premises,3200,3000,WAREHOUSE AND PREMISES,1590,1590.4,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"LAW, HR & ASSET MANAGEMENT",,,,UNIT 28 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B00280B,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,CH41 6BU,15/07/2015,Y,15/07/2015,,,2550,2125,OFFICES AND PREMISES,1267,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"LAW, HR & ASSET MANAGEMENT",,,,UNIT 29 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B002904,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,CH41 6BU,01/04/2012,Y,01/04/2012,,,2950,2450,OFFICES AND PREMISES,1466,1466.15,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VIRIDIAN SYSTEMS LTD,,,,UNIT 30 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0030B3,UNIT 39 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,01/09/2005,,,,,3250,3050,WORKSHOP,1573,1573,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VIRIDIAN SYSTEMS LTD,,,,UNIT 31 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B003108,UNIT 39 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,01/06/2006,,,,,3600,3000,OFFICES AND PREMISES,1742,1742.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CORPORATE SERVICES,,,,UNIT 32 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0032DA,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/08/2009,Y,01/08/2009,,,2550,2150,OFFICES AND PREMISES,1267,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,INFORMATION SYSTEMS HYGIENE,NORTH WEST LTD,,,UNIT 36 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0034B8,,,,,,01/03/2016,,,,,2475,1850,OFFICES AND PREMISES,1197,0,01/03/2016,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LAW HR & ASSET MANAGEMENT,,,,UNIT 34B WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0034GB,ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2004,,,,,790,590,OFFICES AND PREMISES,382,382.36,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"LAW, HR & ASSET MANAGEMENT",,,,UNITS 34A&35 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B003502,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,CH41 6BU,31/10/2012,Y,31/10/2012,,,3000,1125,OFFICES AND PREMISES,1491,1491,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LAW HR & ASSET MANAGEMENT,,,,UNIT 38 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0037A4,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2006,,,,,1850,1550,CONFERENCE CENTRE,895,895.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"LAW, HR & ASSET MANAGEMENT",,,,"UNIT 37, WIRRAL BUSINESS CENTRE",DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0037C3,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,CH41 6BU,01/04/2011,,,,,1275,470,OFFICE AND PREMISES,617,617.1,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VIRIDIAN SYSTEMS LTD,,,,UNIT 39 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B003907,UNIT 39 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,12/12/2001,,,,,1600,1200,OFFICES,774,774.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VIRIDIAN SYSTEMS LTD,,,,UNIT 40 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B004007,UNIT 39 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,01/10/2003,,,,,1400,1050,OFFICES,677,677.6,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CORPORATE SERVICES,,,,UNIT 41 WIRRAL BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1JW,0005068B0041A5,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2008,Y,01/04/2008,,,1525,1150,OFFICES AND PREMISES,757,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,D B E ELECTRICAL SERVICES LTD,,,,1 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,000506900001K5,1 KELVIN PARK ,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,01/04/2000,,,,,12250,12250,WORKSHOP AND PREMISES,5929,5929,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ASHLAND SPECIALITIES UK LTD,,,,VALVOLINE OIL CO LTD,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DR,000506900011A8,VALE INDUSTRIAL ESTATE,STOURPORT ROAD,KIDDERMINSTER,,DY11 7QU,01/04/2004,,,,,52000,54000,WORKSHOP AND PREMISES,25844,25844,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LANGHAM IND.DP PLAN & J WILSON,,,,ADJ STONE MANGANESE MARINE LTD,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900013A5,C/O MASON OWEN,GLADSTONE HOUSE,11 UNION STREET,LIVERPOOL,L2 4UQ,20/01/2016,Y,20/01/2016,,Industrial Premises,43000,72000,WORKS AND PREMISES,6440,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STONE MARINE PROPULSION LTD,,,,PT GND FLR EAST WING AT,STONE MANGANESE OFFICE BLOCK,DOCK ROAD,BIRKENHEAD,CH41 1DT,000506900013L3,LANGHAM INDUSTRIES LTD,BINGHAMS MELCOMBE,DORCHESTER,DOREST,DT2 7PZ,01/04/2012,,,,,7700,,Offices and Premises,3726,3726.8,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LANGHAM INDUSTRIES DP PLAN &,BARCLAY CURLE LTD,,,GRAHAM & WOOLNOUGH @ OFFICE BLOCK,AT STONE MANGANESE MARINE,"DOCK ROAD, BIRKENHEAD",MERSEYSIDE,CH41 1DT,000506900013M4,C/O MASON OWEN,GLADSTONE HOUSE,11 UNION STREET,LIVERPOOL,L2 4UQ,01/06/2015,Y,01/06/2015,,,2200,1600,Offices and Premises,1093,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STONE MARINE SHIPCARE LTD,,,,STONE MAGANESE LTD PT 1ST FLR,EAST WING OFFICE BLOCK,DOCK ROAD,"BIRKENHEAD, MERSEYSIDE",CH41 1DT,000506900013M8,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1DT,01/04/2010,,,,,7100,,Offices and Premises,3436,3436.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LANGHAM INDUSTRIES DP PLAN &,BARCLAY CURLE LTD,,,VACANT OFFICE AT STONE MANGANESE,"MARINE LTD, DOCK ROAD",BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900014A2,C/O MASON OWEN,GLADSTONE HOUSE,11 UNION STREET,LIVERPOOL,L2 4UQ,01/09/2011,Y,01/09/2011,,,8000,,OFFICES AND PREMISES,3976,3976,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ALLIANCE FACILITIES MANAGEMENT,LTD,,,S MCLOUGHLIN AT STONE MANGANESE,"MARINE LTD, DOCK ROAD",BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900014B1,,,,,,01/09/2011,,,,,4600,,OFFICES AND PREMISES,2226,0,01/09/2011,,-2166.6,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NEIL HAYES PAINTING & DECORATING,LTD,,,NEIL HAYES AT,STONE MANGANESE MARINE LTD,DOCK ROAD,"BIRKENHEAD, MERSEYSIDE",CH41 1DT,000506900015B1,19 BENTY CLOSE,BEBINGTON,WIRRAL,,CH63 2PQ,01/11/2013,,,,,1375,,OFFICES AND PREMISES,665,0,01/11/2013,,-647.63,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,K SEAL GLASS LTD,,,,2ND FLR MCKENNA BUILDINGS,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DQ,000506900015B9,UNIT 3,WEST FLOAT,DOCK ROAD,BIRKENHEAD,CH41 1AE,12/11/2013,Y,12/11/2013,,,4600,4000,Offices and Premises,2286,2286.2,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,K SEAL GLASS LTD,,,,2ND FLR MCKENNA BUILDINGS,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DQ,000506900015B9,UNIT 3,WEST FLOAT,DOCK ROAD,BIRKENHEAD,CH41 1AE,12/11/2013,Y,12/11/2013,,,4600,4000,Offices and Premises,2286,2286.2,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,K SEAL GLASS LTD,,,,"BASEMENT, MCKENNA BUILDINGS",DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DQ,000506900015G2,UNIT 3,WEST FLOAT,DOCK ROAD,BIRKENHEAD,CH41 1AE,12/11/2013,Y,12/11/2013,,Industrial Premises,3650,,STORES,1814,1814.05,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GLASSROOMS (ARCHITECTURAL,GLAZING) LIMITED,,,GROUND FLOOR LEFT,"MCKENNA BUILDINGS, DOCK ROAD",BIRKENHEAD,MERSEYSIDE,CH41 1DQ,000506900015H7,GROUND FLOOR MCKENNA BUILDING,DOCK ROAD,BIRKENHEAD,,CH41 1DQ,01/12/2013,,,,,11500,,OFFICES AND PREMISES,5566,5566,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAX WEB SOLUTIONS LIMITED,,,,FIRST FLOOR MCKENNAS BUILDINGS,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DQ,000506900015J6,FIRST FLOOR MCKENNA BUILDING,DOCK ROAD,BIRKENHEAD,,CH41 1DQ,01/11/2014,,,,,8400,,OFFICES AND PREMISES,4065,1626.24,01/11/2014,,-982.06,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ULTRA PROPERTY CO LTD,,,,UNIT 18 CASHEL ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1DY,0005069000220A,,,,,,08/01/2016,,,,,12500,12000,WORKSHOP AND PREMISES,6050,6050,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,UNITED MOLASSES GROUP LIMITED,C/O MUA PROPERTY SERVICES LTD,,,UNITED MOLASSES CO LTD,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,000506900029AA,WARLIES PARK HOUSE,HORSESHOE HILL,UPSHIRE,ESSEX,EN9 3SL,03/12/2010,,,,,287500,203000,STORAGE DEPOT AND PREMISES,142887,142887.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL TIMBER SYSTEMS UK LTD,,,,SPILLERS MILLING,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HW,000506900031A3,,,,,,01/04/2016,,,,,20750,19500,WORKSHOP AND PREMISES,10312,10312.75,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GAP GROUP LTD,,,,HENDERSON PLANT CO LTD,CASHEL ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DY,000506900034A4,CARRICK HOUSE,40 CARRICK STREET,GLASGOW,,J2 8DA,01/04/2000,,,,,13750,13000,WORKSHOP AND PREMISES,6655,6655,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STONE MARINE  SHIPCARE LIMITED,,,,UNIT 1 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040A2,UNIT 1 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,19/04/2006,,,,,24500,21000,WORKSHOP AND PREMISES,12176,12176.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LANGHAM IND.DP PLAN & J WILSON,,,,UNIT 2 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040B7,C/O MASON OWEN,GLADSTONE HOUSE,11 UNION STREET,LIVERPOOL,L2 4UQ,21/01/2016,Y,10/06/2015,,Industrial Premises,14500,13000,WORKSHOP AND PREMISES,2191,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LANGHAM INDUSTRIES DP PLAN &,BARCLAY CURLE LTD,,,UNIT 3 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040C1,C/O MASON OWEN,GLADSTONE HOUSE,11 UNION STREET,LIVERPOOL,L2 4UQ,21/01/2016,Y,10/06/2015,,Industrial Premises,12250,20000,WORKSHOP AND PREMISES,1851,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TRUE POINT (UK) LTD,,,,UNIT 5 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040EB,C/O MRS G MELLING,3 ST MARGARETS ROAD,WIRRAL,MERSEYSIDE,CH47 1HX,01/05/2007,,,,,5500,4250,WAREHOUSE AND PREMISES,2662,0,01/05/2007,,-2590.5,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LANGHAM INDUSTRIES DP PLAN &,BARCLAY CURLE LTD,,,UNIT 7 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040GA,C/O MASON OWEN,GLADSTONE HOUSE,11 UNION STREET,LIVERPOOL,L2 4UQ,21/01/2016,Y,10/06/2015,,Industrial Premises,7400,6600,WORKSHOP AND PREMISES,1118,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MANGANESE MOTORS LIMITED,,,,UNIT 8 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040H4,UNIT 8 SMM BUSINESS PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,25/07/2001,,,,,5100,4600,WORKSHOP AND PREMISES,2468,0,01/04/2007,,-2402.1,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST IN LIQ,,,WIFI SITE AT UNIT 2 SMM BUSINESS PK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040J3,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,WIFI SITE AT UNIT 3 SMM BUSINESS PK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040K8,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,WFI SITE AT UNIT 7 SMM BUSINESS PK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DT,000506900040PB,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLEAR CHANNEL UK LTD NNDR DEPT,,,,AD RT MAURICE STAM JUNCTION,DOCK ROAD/DUKE STREET,BIRKENHEAD,MERSEYSIDE,CH41 1DL,000506900MS10B,ORION GATE,GUILDFORD ROAD,WOKING,,GU22 7NJ,01/04/2004,,,,,7500,7500,ADVERTISING RIGHT AND PREMISES,3630,3630,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JOHNSON CARS LTD,,,,EVANS HALSHAW (THE WIRRAL) LTD,DOCKS LINK ROAD,WALLASEY,MERSEYSIDE,CH44 3EQ,0005069A000109,PREVIOUSLY EVANS HALSHAW,DOCKS LINK ROAD,WALLASEY,MERSEYSIDE,CH44 3EQ,24/06/2000,,,,,96000,79000,CAR SHOWROOM AND PREMISES,47712,47712,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ATLAS FIRE & SECURITY LTD.,,,,UNIT 2 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,0005069B00020B,,,,,,01/07/2013,Y,01/06/2013,,,18750,18750,"WORKSHOP, OFFICES AND PREMISES",9318,9318.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BROOKTHERM REFRIGERATION LIMITED,,,,UNIT 3 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,0005069B000304,UNIT 3 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,14/01/2002,,,,,20000,20000,WORKSHOP AND PREMISES,10312,10312.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ADVENT AIR SYSTEMS LTD,,,,UNIT 5 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,0005069B000501,UNIT 5 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,01/04/2000,,,,,15750,15000,FACTORY AND PREMISES,7623,7623,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GREYHOUND CHROMATOGRAPHY AND,ALLIED CHEMICALS LTD,,,UNIT 6 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,0005069B000605,UNIT 6 KELVIN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1LT,14/01/2005,,,,,25750,25750,"WORKSHOP, OFFICES AND PREMISES",12797,12797.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FINSA UK LTD,,,,OFFICES PT 1ST FLOOR ADJ UNIT 1,"OCEAN PARK, DOCK ROAD",BIRKENHEAD,MERSEYSIDE,CH41 1HW,0005069C0001LB,VITTORIA COMPLEX,"VITTORIA DOCK, DUKE STREET",BIRKENHEAD,MERSEYSIDE,CH41 1EY,02/01/2013,,,,,7000,,OFFICES AND PREMISES,3388,3388,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JENKINS SHIPPING GB LTD,,,,UNITS 7-11 & 14 & GND FLR OFFICES,OCEAN PARK DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HW,0005069C0001M5,2 MILEWATER ROAD,BELFAST HARBOUR ESTATE,BELFAST,,BT3 9AS,03/06/2013,,,,,246000,,WORKSHOP AND PREMISES,122262,122262,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FINSA UK LTD,,,,UNIT 1 OCEAN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HW,0005069C0001NA,15 OCEAN PARK,DOCK ROAD,BIRKENHEAD,,CH41 1HW,03/06/2013,,,,,31750,,WORKSHOP AND PREMISES,15779,15779.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DIAMOND SV LTD,,,,"UNIT 2, OCEAN PARK",DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HW,0005069C0002B8,C/O CBRE LTD,ST MARTINS COURT,10 PATERNOSTER ROW,LONDON,EC4M 7HP,08/01/2016,Y,08/01/2016,,Industrial Premises,35500,,WAREHOUSE AND PREMISES,4737,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JENKINS SHIPPING (GB) LTD,,,,UNITS 3-4 OCEAN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HW,0005069C000302,2 MILEWATER ROAD,BELFAST HARBOUR ESTATE,BELFAST,,BT3 9AS,11/08/2015,,,,,57000,,WAREHOUSE AND PREMISES,28329,28329,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,QUICKHIRE EVENTS LTD,,,,UNIT 5 OCEAN PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HW,0005069C00050A,UNIT 8 PEMWAY HOUSE,CARR LANE,HOYKAKE,WIRRAL,CH47 4AZ,03/05/2016,,,,,26250,23000,WORKSHOP AND PREMISES,11902,11902.47,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORANGE PCS LTD,,,,ORANGE (MER 257) ROOFTOP AT,TRANSLAND INTERNATIONAL,"OCEAN PARK, DOCK ROAD","BIRKENHEAD, MERSEYSIDE",CH41 1HW,0005069C00257A,C/O GVA (BUSINESS RATES TM),PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,B2 2UY,01/04/2010,Y,03/01/2013,,Telecommunication Masts,10500,,Communication Station and Premises,5218,0,,,0,,0,,0,,0,,,,
