BODY NAME,SERVICE LABEL COMMITTEE,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER  ID,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261990,549.99,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,CONTRACTUAL SERVICES,27/03/2015,262595,547.23,HI-SPEC FACILITIES SUPPORT CO PLC,101303,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262673,546.4,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,06/03/2015,261224,542,REDACTED PERSONAL DATA,101779,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,19/03/2015,3985,540,BRITISH GAS BUSINESS- PAYMENTS,104867,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,RECHARGE TP TECHNICAL,20/03/2015,261422,540,DRN PRODUCTIONS,104875,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262243,539.56,YORK ARCHAEOLOGICAL TRUST,104944,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261960,535.87,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261951,534.4,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261945,534.22,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262012,533.72,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,REPAIRS AND MAINTENANCE,27/03/2015,262534,533,JCP POWER & DATA CONTRACTORS LTD,100243,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,CONTRACTUAL SERVICES,06/03/2015,261150,532.89,MILLWARD PARTNERSHIP,100311,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,HARDWARE MAINTENANCE,20/03/2015,262210,531,STORM TECHNOLOGIES,101697,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261972,529.52,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EQUIPMENT BADGES,13/03/2015,261445,528.39,GYMNASTICS ENTERPRISES LTD,101186,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,GAS,20/03/2015,262126,527.97,CORONA ENERGY,100113,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261987,526,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261978,525.74,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,OTHER EQUIPMENT AND TOOLS,27/03/2015,262496,525,ESPO,100154,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,GAS,20/03/2015,262125,522.64,CORONA ENERGY,100113,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PLANNED MAINTENANCE - GROVE,27/03/2015,262552,521.3,PROSPEC LIMITED,104930,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262004,518.33,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261995,517.32,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261952,517.23,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262670,511.98,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G995,CONTRACTUAL SERVICES,20/03/2015,262070,507,REDACTED PERSONAL DATA,102215,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262030,504.18,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,27/03/2015,262694,503.5,OLD HALL NURSERIES LTD,100405,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ITEMS FOR RESALE,20/03/2015,262208,502.5,DONATIONBOXES.CO.UK LTD,104835,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261949,500.73,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,27/03/2015,262451,500,REDACTED PERSONAL DATA,104861,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,06/03/2015,261251,500,COOPER PLUMBING,100110,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PARISH CNCLS AND VOL BODIES,27/03/2015,262512,500,CRAFT CENTRE ACCOUNT,103737,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,06/03/2015,261107,500,HIGH CAPTURE LTD,104768,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,REPAIRS AND MAINTENANCE,27/03/2015,262589,500,JGS BUILDING SERVICES,104887,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,20/03/2015,261937,500,LET'S BUILD,100274,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,13/03/2015,261518,500,NEWARK & SHERWOOD PLAY SUPPORT GROUP,100362,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,13/03/2015,261423,500,NEWARK ADVERTISER CO LTD,100363,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,27/03/2015,261933,500,NOTTINGHAM CITY COUNCIL,100390,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,27/03/2015,262745,500,NOTTINGHAMSHIRE COUNTY COUNCIL,100393,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,06/03/2015,261172,500,REDACTED PERSONAL DATA,103496,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,27/03/2015,262452,500,REDACTED PERSONAL DATA,104924,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,OFFICE EQUIPMENT PURCHASE,13/03/2015,261637,500,SELBYS OFFICE SUPPLIES LTD,103456,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,13/03/2015,261663,500,SWIMMING TEACHERS ASSOCIATION,100530,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PROMOTION OF EVENTS,20/03/2015,262228,500,USE LOCALLY,103600,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,FLEXIBLE RESOURCES,13/03/2015,261376,500,WYG ENVIRONMENT PLANNING TRANSPORT LTD,101795,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,COMPUTER EQUIPMENT PURCHASE,13/03/2015,261477,500,XN LEISURE SYSTEMS LTD,100616,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,TELEPHONES,27/03/2015,262617,500,XN LEISURE SYSTEMS LTD,100616,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,ELECTRICITY,20/03/2015,262160,499.91,BRITISH GAS BUSINESS,100840,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,REPAIRS AND MAINTENANCE,27/03/2015,262519,493.82,JCP POWER & DATA CONTRACTORS LTD,100243,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,13/03/2015,261602,490,BAGGALEY & JENKINS (REMEDIALS) LTD,101126,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262684,487.1,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262668,483.75,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261967,477.51,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,PREMISES SECURITY,13/03/2015,261504,475.94,TOTAL INTEGRATED SOLUTIONS LTD,104742,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,20/03/2015,262076,473.13,NOTTS FIRE & RESCUE SERVICE (TRADING) LTD,101365,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261977,460.91,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261997,459.67,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262655,458.5,ELECTRICAL SAFETY SYSTEMS LTD,100147,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,20/03/2015,262046,450,COMMUNICORP UK LTD,104871,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,20/03/2015,261911,450,NEWARK ADVERTISER CO LTD,100363,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,EMPLOYMENT & SKILLS,20/03/2015,262036,450,NEWARK ADVERTISER CO LTD,100363,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,REPAIRS AND MAINTENANCE,06/03/2015,261117,450,WESTGATE PARTNERSHIP SHOPFITTING SERV LTD,100602,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262025,448.56,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ITEMS FOR RESALE,20/03/2015,261968,446,TWO COCKS FARM & BREWERY,104939,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262020,442.68,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,HACKNEY LICENCE COSTS,06/03/2015,261221,441.5,PREMIER GRAPHICS,101731,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,PROFESSIONAL SERVICES,27/03/2015,262753,436.72,ADVANCED BUSINESS SOLUTIONS,100887,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262031,435.34,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,13/03/2015,261401,430,LGG LIMITED,102790,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,PRINTING,20/03/2015,261916,430,PRINT IMAGE NETWORK LTD,100431,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,PROFESSIONAL SERVICES,06/03/2015,261102,425,SELIMA LTD,101818,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,STALL CLEARANCE,20/03/2015,262006,422.4,NEWARK SECURITY SERVICES LTD,100371,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,COMPUTER EQUIPMENT PURCHASE,20/03/2015,262204,422.14,INSIGHT DIRECT (UK) LTD,100226,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,06/03/2015,261123,420,B P I  LTD,101125,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PROMOTION OF EVENTS,27/03/2015,262695,420,BAZZOO LIMITED,101372,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,STAFFING COSTS RECOVERED,13/03/2015,261550,-518.24,VAMPIRES ROCK LTD,101920,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,TECHNICAL COSTS RECOVERED,13/03/2015,261552,-1057.26,TOOT HILL HIGH SCHOOL,104935,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,HIRE OF THEATRE,13/03/2015,261565,-1100,NEWARK MUSIC CLUB,104927,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,HIRE OF THEATRE,25/03/2015,262578,-1150.62,NEW YOUTH THEATRE,100360,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,HIRE OF THEATRE,13/03/2015,261552,-1400,TOOT HILL HIGH SCHOOL,104935,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,STAFFING COSTS RECOVERED,13/03/2015,261552,-1623.76,TOOT HILL HIGH SCHOOL,104935,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,GAS,20/03/2015,262139,-8616.05,CORONA ENERGY,100113,,,
