Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,749.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,1887.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,4720.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198973,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198975,7220.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198975,772.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198975,275.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198975,278.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198975,119.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198975,1725.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,209.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,52.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,39.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,52.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,52.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,39.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,104.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,629.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,314.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000198977,419.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198978,780.81
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198978,429.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198978,2194.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198978,126.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198978,76.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198979,7880.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198979,3440.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198982,2516.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000199091,1479.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000199091,2015.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000199092,1018.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,CHARLTON DRAINAGE LIMITED,0000199271,2100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2013,M/W CONTRCTR OPRNTL MTHLY MAIN,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000199274,1381.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,M/W COST BENEFIT ANALYSIS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,RISK & POLICY ANALYSTS LT,0000199301,12275.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LAND AGENTS (AQUISITIONS),ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000198409,136.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LAND AGENTS (AQUISITIONS),ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000198413,522.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000198405,91.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000198406,243.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000198408,328.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER-ENVIRONMENTAL SRVICES,JMC ENGINEERING (UK) LTD,0000198410,740.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000198415,34.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000198416,114.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2013,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000198379,2830.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/03/2013,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,J N BENTLEY LIMITED,0000198704,1432.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000199009,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2013,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000199320,75.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2013,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,ATKINS LIMITED,0000199338,3060.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/12/2012,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NATIONAL COAL MINING MUSE,0000198200,-8906.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NATIONAL COAL MINING MUSE,0000198206,20063.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/01/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NATIONAL COAL MINING MUSE,0000198207,19331.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/12/2012,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NATIONAL COAL MINING MUSE,0000198208,12730.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000198512,12.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198539,1688.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198540,1241.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198541,439.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198542,358.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198543,941.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198544,361.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198545,2548.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198546,2251.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198547,2440.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198548,388.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198549,1010.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198550,382.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198551,6028.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198552,570.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198553,818.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198554,1434.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198555,1203.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198556,92.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198557,375.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198558,748.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENTAL PERMIT FOR,0000198595,885.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/03/2013,M/W POWER COSTS,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000198666,14.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/03/2013,M/W POWER COSTS,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000198667,12.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/03/2013,M/W POWER COSTS,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000198668,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000198676,53.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198709,1191.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198715,68.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198716,461.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198717,819.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,4746.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,1959.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,371.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,15939.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,2137.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,11404.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,M/W POWER COSTS,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,10233.40
