Wakefield Council Purchase Card Spend for Quarter 1st January 2017 to 31st March 2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,Transaction No.,Seq No.,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160907,390,28/03/2017,87.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160907,391,28/03/2017,87.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160907,392,28/03/2017,87.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160907,393,28/03/2017,87.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160907,394,28/03/2017,87.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160910,278,31/03/2017,87.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160910,279,31/03/2017,87.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160910,280,31/03/2017,367.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160910,281,31/03/2017,348.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,THE CARPET LOFT,Furniture,Revenue,160910,298,31/03/2017,348.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,UK HEALTHCARE CHAIRS,Furniture,Revenue,160901,317,07/03/2017,2365.00,Nil,EQUIP FURNITURE HOME FURNSHNGS STRS (EXCPT APPL),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,BRITISH GAS TRADING,Gas,Revenue,160911,21,03/04/2017,15.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,BRITISH GAS TRADING,Gas,Revenue,160911,202,03/04/2017,15.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,BRITISH GAS TRADING,Gas,Revenue,160903,123,14/03/2017,15.00,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,SPARK ENERGY,Gas,Revenue,160911,18,03/04/2017,187.17,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,SPARK ENERGY,Gas,Revenue,160911,72,03/04/2017,-187.17,Nil,UTLTS-ELCTRC GAS HEATING OIL SANITARY WATER,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,UTILITA,Gas,Revenue,160911,1,03/04/2017,15.15,Nil,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,UTILITA,Gas,Revenue,160895,73,14/02/2017,10.10,Nil,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,UTILITA,Gas,Revenue,160903,25,14/03/2017,15.15,Nil,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,AMAZON,General Office Expenses,Revenue,160908,32,29/03/2017,4.40,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,AMAZON,General Office Expenses,Revenue,160885,200,10/01/2017,53.45,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,AMAZON,General Office Expenses,Revenue,160911,136,03/04/2017,-15.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,General Office Expenses,Revenue,160900,87,28/02/2017,13.99,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,B & Q,General Office Expenses,Revenue,160890,138,26/01/2017,117.90,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CALDER SECURITY,General Office Expenses,Revenue,160893,95,07/02/2017,31.62,Nil,HARDWARE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,CALDER SECURITY,General Office Expenses,Revenue,160908,50,29/03/2017,5.94,Nil,HARDWARE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,CLINTONS,General Office Expenses,Revenue,160911,23,03/04/2017,7.44,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,POUNDWORLD RETAIL,General Office Expenses,Revenue,160900,147,28/02/2017,3.33,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,RAPID RACKING LTD,General Office Expenses,Revenue,160902,226,10/03/2017,195.00,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,SHREDALL,General Office Expenses,Revenue,160901,403,07/03/2017,21.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,SUPERDRUG STORES PLC,General Office Expenses,Revenue,160902,251,10/03/2017,3.60,Nil,DRUG STORES PHARMACIES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,N,Planning Services,THE POST OFFICE,General Office Expenses,Revenue,160897,120,24/02/2017,64.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TIMPSON LTD,General Office Expenses,Revenue,160905,207,21/03/2017,15.00,Nil,HAT CLEANING SHOPS SHOE REPAIR SHOPS SHOE SHINE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,YORKSHIRE PURCHASING ORGANISATION,General Office Expenses,Revenue,160902,188,10/03/2017,21.60,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,JOB EARNSHAW & BROS LTD,Grounds Maintenance - Non Contract,Revenue,160889,191,24/01/2017,14.50,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TESCO,Grounds Maintenance - Non Contract,Revenue,160911,269,03/04/2017,8.33,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,VICTORIA,Grounds Maintenance - Non Contract,Revenue,160885,305,10/01/2017,33.32,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,VICTORIA,Grounds Maintenance - Non Contract,Revenue,160892,272,03/02/2017,16.66,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,VICTORIA,Grounds Maintenance - Non Contract,Revenue,160892,273,03/02/2017,9.16,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,AMAZON,Health Promotion,Revenue,160902,342,10/03/2017,52.12,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,APPLE,Health Promotion,Revenue,160908,61,29/03/2017,895.00,Nil,ELECTRONIC SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,ASDA STORES,Health Promotion,Revenue,160902,311,10/03/2017,22.92,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,B & Q,Health Promotion,Revenue,160906,121,24/03/2017,105.57,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,B & Q,Health Promotion,Revenue,160906,58,24/03/2017,27.69,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,CARD FACTORY,Health Promotion,Revenue,160888,31,20/01/2017,6.23,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,CARD FACTORY,Health Promotion,Revenue,160902,64,10/03/2017,27.87,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,CHOREOGRAPHY TO GO,Health Promotion,Revenue,160906,12,24/03/2017,116.40,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,CHOREOGRAPHY TO GO,Health Promotion,Revenue,160906,13,24/03/2017,116.40,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,CO-OP GROUP,Health Promotion,Revenue,160906,185,24/03/2017,5.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,COUNTRY BASKETS,Health Promotion,Revenue,160902,66,10/03/2017,14.57,Nil,FLORIST SUPPLIESNURSERY STOCK & FLOWERS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,HAMPSONS PLANTWORLD LIMITED,Health Promotion,Revenue,160906,15,24/03/2017,94.29,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,JOHN LEWIS,Health Promotion,Revenue,160908,62,29/03/2017,74.75,Nil,DEPARTMENT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,MAPLIN,Health Promotion,Revenue,160906,34,24/03/2017,44.99,Nil,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,MUSGROVE WILLOWS,Health Promotion,Revenue,160906,69,24/03/2017,41.67,Nil,ARTIST SUPPLY STORES CRAFT SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,SCREWFIX,Health Promotion,Revenue,160906,53,24/03/2017,165.64,Nil,BUILDING MATERIALS LUMBER STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,THE POST OFFICE,Health Promotion,Revenue,160888,25,20/01/2017,130.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,THE POST OFFICE,Health Promotion,Revenue,160902,60,10/03/2017,60.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,THE POST OFFICE,Health Promotion,Revenue,160902,61,10/03/2017,60.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,THE POST OFFICE,Health Promotion,Revenue,160902,319,10/03/2017,400.00,Nil,POSTAL SERVICES-GOVERNMENT ONLY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,TIMPSON LTD,Health Promotion,Revenue,160902,317,10/03/2017,4.00,Nil,HAT CLEANING SHOPS SHOE REPAIR SHOPS SHOE SHINE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,TRAINLINE,Health Promotion,Revenue,160906,197,24/03/2017,156.06,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,UNDERSEA ADVENTURES,Health Promotion,Revenue,160908,55,29/03/2017,66.62,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,WILKO RETAIL LIMITED,Health Promotion,Revenue,160902,12,10/03/2017,40.00,Nil,HOUSEHOLD APPLIANCE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,WILKO RETAIL LIMITED,Health Promotion,Revenue,160902,31,10/03/2017,3.75,Nil,HOUSEHOLD APPLIANCE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,WILKO RETAIL LIMITED,Health Promotion,Revenue,160902,281,10/03/2017,28.21,Nil,HOUSEHOLD APPLIANCE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,WILKO RETAIL LIMITED,Health Promotion,Revenue,160902,282,10/03/2017,40.08,Nil,HOUSEHOLD APPLIANCE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,P,Public Health,WILKO RETAIL LIMITED,Health Promotion,Revenue,160902,315,10/03/2017,4.75,Nil,HOUSEHOLD APPLIANCE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BP ,Hired Vehicles,Revenue,160885,27,10/01/2017,30.22,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ESSO,Hired Vehicles,Revenue,160885,25,10/01/2017,15.03,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,M6 TOLL,Hired Vehicles,Revenue,160885,24,10/01/2017,5.50,Nil,BRIDGE AND ROAD FEES TOLLS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,M6 TOLL,Hired Vehicles,Revenue,160885,26,10/01/2017,4.00,Nil,BRIDGE AND ROAD FEES TOLLS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,RENTAL CARS,Hired Vehicles,Revenue,160894,247,10/02/2017,40.56,Nil,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,TRAINLINE,Hired Vehicles,Revenue,160903,67,14/03/2017,31.15,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,28703,Holidays & Outings,Revenue,160900,26,28/02/2017,2.65,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ALDI,Holidays & Outings,Revenue,160893,262,07/02/2017,2.42,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ALDI,Holidays & Outings,Revenue,160893,47,07/02/2017,2.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ALDI,Holidays & Outings,Revenue,160912,40,04/04/2017,5.90,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160892,182,03/02/2017,2.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160910,156,31/03/2017,19.69,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160912,6,04/04/2017,0.95,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160900,110,28/02/2017,4.97,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160900,111,28/02/2017,5.91,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160912,21,04/04/2017,5.32,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160913,17,05/04/2017,3.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160913,18,05/04/2017,0.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160913,6,05/04/2017,6.42,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160900,84,28/02/2017,3.17,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Holidays & Outings,Revenue,160900,85,28/02/2017,2.29,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160900,15,28/02/2017,3.60,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160900,23,28/02/2017,5.20,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160912,26,04/04/2017,4.50,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160912,44,04/04/2017,5.20,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160912,45,04/04/2017,3.70,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY BOWL LTD,Holidays & Outings,Revenue,160912,47,04/04/2017,4.55,Nil,BOWLING ALLEYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY PREMIER LEISURE,Holidays & Outings,Revenue,160913,14,05/04/2017,5.30,Nil,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY PREMIER LEISURE,Holidays & Outings,Revenue,160906,102,24/03/2017,38.70,Nil,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BIRCHWOOD FARM,Holidays & Outings,Revenue,160910,248,31/03/2017,29.27,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BURGER KING,Holidays & Outings,Revenue,160908,169,29/03/2017,10.47,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BURGER KING,Holidays & Outings,Revenue,160886,418,13/01/2017,24.54,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CAFFE RITAZZA,Holidays & Outings,Revenue,160900,63,28/02/2017,2.57,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160892,396,03/02/2017,9.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160892,584,03/02/2017,6.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160900,237,28/02/2017,15.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160912,12,04/04/2017,3.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160912,39,04/04/2017,6.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160912,35,04/04/2017,6.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CHRYSALIS YOUTH AND CO,Holidays & Outings,Revenue,160912,43,04/04/2017,6.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160893,93,07/02/2017,19.00,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160905,158,21/03/2017,20.25,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160905,188,21/03/2017,23.42,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160906,101,24/03/2017,14.40,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160912,46,04/04/2017,8.00,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160890,216,26/01/2017,9.80,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160912,55,04/04/2017,17.50,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160906,109,24/03/2017,10.00,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CINEWORLD,Holidays & Outings,Revenue,160912,77,04/04/2017,16.45,Nil,THEATRICAL PRODUCERS(EXCL MOTION PIX)TICKET AGNCY,GPC,Not Yet Available
