Supplier,Payment Date,Amount
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1801.5
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1801.5
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1766.19
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1766.19
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1819.5
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1801.5
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1766.19
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,2203.8
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1970.74
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,2201.65
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1970.74
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1970.74
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1819.5
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,719.24
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1970.74
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1970.74
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,2105.57
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),25/09/2012,1819.5
FOUR SEASONS HEALTHCARE(BARLEYCOMBE),28/09/2012,1512.13
FREEMAN OLIVER LTD,18/09/2012,17568.66
FREETIME LEISURE (WATERSPORTS) LTD,04/09/2012,1380
FREETIME LEISURE (WATERSPORTS) LTD,04/09/2012,2760
FRESH ACRES NURSERIES LTD,03/09/2012,21664.28
FRIENDS OF BARNFIELD RESIDENTS COMMITTEE,20/09/2012,2450
GAD PA AGENCY,03/09/2012,1776.6
GAD PA AGENCY,03/09/2012,507.66
GAD PA AGENCY,03/09/2012,951.75
GAD PA AGENCY,28/09/2012,2985.32
GAD PA AGENCY,28/09/2012,1421.28
GAD PA AGENCY,28/09/2012,1167.49
GAD PA AGENCY,28/09/2012,1431.86
GAD PA AGENCY,28/09/2012,2725.19
GAD PA AGENCY,28/09/2012,1040.59
GAD PA AGENCY,28/09/2012,707.47
GAD PA AGENCY,28/09/2012,983.49
GAD PA AGENCY,28/09/2012,590.09
GAD PA AGENCY,28/09/2012,677.25
GAD PA AGENCY,28/09/2012,740.5
GAD PA AGENCY,28/09/2012,797.5
GAD PA AGENCY,28/09/2012,3189.75
GALLIONS HOUSING ASSOCIATION,11/09/2012,1840.34
GAMMA BUSINESS COMMUNICATIONS LTD,17/09/2012,13514.11
GAS & ENVIRONMENTAL SERVICES LTD,07/09/2012,735
GAS & ENVIRONMENTAL SERVICES LTD,07/09/2012,636.6
GAS & ENVIRONMENTAL SERVICES LTD,10/09/2012,1338.6
GAS & ENVIRONMENTAL SERVICES LTD,10/09/2012,517.2
GATENBY SANDERSON LIMITED,05/09/2012,27000
GATENBY SANDERSON LIMITED,12/09/2012,15180
GATENBY SANDERSON LIMITED,17/09/2012,13248
GCH (KENT) LTD,10/09/2012,5755.23
GENER8 FINANCE LTD,25/09/2012,2075.24
GENER8 FINANCE LTD,25/09/2012,585.6
GENER8 FINANCE LTD,25/09/2012,585.6
GENER8 FINANCE LTD,25/09/2012,585.6
GENER8 FINANCE LTD,25/09/2012,585.6
GEORGE BROWNS,24/09/2012,1668.42
GHANSHYAM BRAHMBHATT,06/09/2012,990
GIFTFINDER & COMPANY,06/09/2012,1428
GIFTFINDER & COMPANY,14/09/2012,6000
GLASSFIBRE FLAGPOLES LTD,24/09/2012,1205.76
GLEDSDALE ASSOCIATES LTD,13/09/2012,4230
GLENNY LLP,28/09/2012,750
GLIX CATERING,12/09/2012,505.5
GLOBAL SOLUTION SERVICES (UK) LTD,14/09/2012,3000
GLOBAL SOLUTION SERVICES (UK) LTD,14/09/2012,600
GLOBAL SOLUTION SERVICES (UK) LTD,14/09/2012,1200
GM SUPPLIES & MARKETING,24/09/2012,988.86
GO OUTDOORS LTD,24/09/2012,615
GOODWILLIE & CORCORAN,17/09/2012,911.7
GOODWILLIE & CORCORAN,17/09/2012,1758.24
GORVINS SOLICITORS,07/09/2012,14500
GRACE EDUCATION LTD,28/09/2012,1320
GREATBATCH LIMITED,06/09/2012,7256.4
GREATBATCH LIMITED,17/09/2012,8567.1
GREATBATCH LIMITED,17/09/2012,7292.7
GREEN SPHERE LTD,11/09/2012,29563.92
GREENER SOLUTIONS LIMITED,19/09/2012,767.76
GREENER SOLUTIONS LIMITED,21/09/2012,684
GREENHAM TRADING LIMITED,10/09/2012,632.4
GREENHAM TRADING LIMITED,11/09/2012,1635.82
GREENHAM TRADING LIMITED,19/09/2012,2909.13
GREENWICH & LEWISHAM YOUNG PEOPLES THEATRE,10/09/2012,1284
GREENWICH BSF SPV LIMITED,20/09/2012,738731.3
GREENWICH BSF SPV LIMITED,19/09/2012,740095.28
GREENWICH CARERS CENTRE,04/09/2012,2212
GREENWICH CARERS CENTRE,05/09/2012,2982
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,13/09/2012,1939.2
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,13/09/2012,3216.62
GREENWICH LEISURE LIMITED,05/09/2012,4080
GREENWICH MIND,25/09/2012,1000
GREENWICH SERVICE PLUS LIMITED,04/09/2012,500
GREENWICH SERVICE PLUS LIMITED,04/09/2012,673373.65
GREENWICH SERVICE PLUS LIMITED,05/09/2012,344330.16
GREENWICH SERVICE PLUS LIMITED,04/09/2012,802.58
GREENWICH SERVICE PLUS LIMITED,04/09/2012,1058.98
GREENWICH SERVICE PLUS LIMITED,04/09/2012,640
GREENWICH SERVICE PLUS LIMITED,04/09/2012,1536.29
GREENWICH SERVICE PLUS LIMITED,04/09/2012,640.12
GREENWICH SERVICE PLUS LIMITED,04/09/2012,4319.77
GREENWICH SERVICE PLUS LIMITED,05/09/2012,9588.77
GREENWICH SERVICE PLUS LIMITED,05/09/2012,623.45
GREENWICH SERVICE PLUS LIMITED,06/09/2012,960
GREENWICH SERVICE PLUS LIMITED,11/09/2012,793.99
GREENWICH SERVICE PLUS LIMITED,10/09/2012,1921
GREENWICH SERVICE PLUS LIMITED,10/09/2012,1921
GREENWICH SERVICE PLUS LIMITED,10/09/2012,2376
GREENWICH SERVICE PLUS LIMITED,10/09/2012,897.5
GREENWICH SERVICE PLUS LIMITED,10/09/2012,897.5
GREENWICH SERVICE PLUS LIMITED,10/09/2012,650
GREENWICH SERVICE PLUS LIMITED,12/09/2012,710.32
GREENWICH SERVICE PLUS LIMITED,13/09/2012,800
GREENWICH SERVICE PLUS LIMITED,13/09/2012,1601
GREENWICH SERVICE PLUS LIMITED,13/09/2012,800
GREENWICH SERVICE PLUS LIMITED,13/09/2012,640.12
GREENWICH SERVICE PLUS LIMITED,13/09/2012,1761
GREENWICH SERVICE PLUS LIMITED,13/09/2012,1440
GREENWICH SERVICE PLUS LIMITED,13/09/2012,576
GREENWICH SERVICE PLUS LIMITED,14/09/2012,1537
GREENWICH SERVICE PLUS LIMITED,14/09/2012,1537
GREENWICH SERVICE PLUS LIMITED,14/09/2012,5598
GREENWICH SERVICE PLUS LIMITED,14/09/2012,5259.6
GREENWICH SERVICE PLUS LIMITED,17/09/2012,955.2
GREENWICH SERVICE PLUS LIMITED,17/09/2012,6759.65
GREENWICH SERVICE PLUS LIMITED,17/09/2012,816
GREENWICH SERVICE PLUS LIMITED,18/09/2012,710.32
GREENWICH SERVICE PLUS LIMITED,19/09/2012,526.56
GREENWICH SERVICE PLUS LIMITED,24/09/2012,5395.27
GREENWICH SERVICE PLUS LIMITED,24/09/2012,769.15
GREENWICH SERVICE PLUS LIMITED,24/09/2012,2029.54
GREENWICH SERVICE PLUS LIMITED,24/09/2012,562.14
GREENWICH SERVICE PLUS LIMITED,24/09/2012,927.73
GREENWICH SERVICE PLUS LIMITED,20/09/2012,1537
GREENWICH SERVICE PLUS LIMITED,20/09/2012,1058.66
GREENWICH SERVICE PLUS LIMITED,20/09/2012,2543.04
GREENWICH SERVICE PLUS LIMITED,20/09/2012,1252.42
GREENWICH SERVICE PLUS LIMITED,20/09/2012,2881
GREENWICH SERVICE PLUS LIMITED,20/09/2012,20780.68
GREENWICH SERVICE PLUS LIMITED,20/09/2012,5756.16
GREENWICH SERVICE PLUS LIMITED,20/09/2012,1272
GREENWICH SERVICE PLUS LIMITED,20/09/2012,1020
GREENWICH SERVICE PLUS LIMITED,20/09/2012,1058.66
GREENWICH SERVICE PLUS LIMITED,20/09/2012,2249.65
GREENWICH SERVICE PLUS LIMITED,20/09/2012,2249.65
GREENWICH SERVICE PLUS LIMITED,20/09/2012,16390
GREENWICH SERVICE PLUS LIMITED,20/09/2012,16390
GREENWICH SERVICE PLUS LIMITED,20/09/2012,16390
GREENWICH SERVICE PLUS LIMITED,21/09/2012,3814.64
GREENWICH SERVICE PLUS LIMITED,24/09/2012,595
GREENWICH SERVICE PLUS LIMITED,24/09/2012,36517.08
GREENWICH SERVICE PLUS LIMITED,24/09/2012,5787.28
GREENWICH SERVICE PLUS LIMITED,24/09/2012,2325.5
GREENWICH SERVICE PLUS LIMITED,24/09/2012,901.75
GREENWICH SERVICE PLUS LIMITED,24/09/2012,995.5
GREENWICH SERVICE PLUS LIMITED,24/09/2012,780
GREENWICH SERVICE PLUS LIMITED,24/09/2012,12340.98
GREENWICH SERVICE PLUS LIMITED,24/09/2012,16390
GREENWICH SERVICE PLUS LIMITED,24/09/2012,16390
GREENWICH SERVICE PLUS LIMITED,25/09/2012,658.2
GREENWICH SERVICE PLUS LIMITED,26/09/2012,2486.98
GREENWICH SERVICE PLUS LIMITED,26/09/2012,9682.02
GREENWICH SERVICE PLUS LIMITED,26/09/2012,11778.68
GREENWICH SERVICE PLUS LIMITED,26/09/2012,11000.24
GREENWICH SERVICE PLUS LIMITED,28/09/2012,34650
GREENWICH SERVICE PLUS LIMITED,28/09/2012,1197.86
GREENWICH SERVICE PLUS LIMITED,28/09/2012,77054.44
GREENWICH SERVICE PLUS LIMITED,28/09/2012,4637
GREENWICH SERVICE PLUS LIMITED,28/09/2012,1264
GREENWICH SPORTS ACADEMY,04/09/2012,500
GUNNER LTD,28/09/2012,11615.22
H & P PROPERTY MANAGEMENT SERVICES LTD,28/09/2012,1845
HADLOW COLLEGE,04/09/2012,12500
HANCOCK & SONS LTD,07/09/2012,38050.6
HANCOCK & SONS LTD,24/09/2012,10956.88
HANCOCK & SONS LTD,24/09/2012,113296.81
HANSON DIRECT MAIL,26/09/2012,854.04
HARBOUR & JONES LIMITED,12/09/2012,2247.07
HAREFIELD HOLIDAY APPARTMENTS,11/09/2012,614
HARMONY HOME AID SERVICES,03/09/2012,975
HARMONY HOME AID SERVICES,04/09/2012,600
HARMONY HOME AID SERVICES,04/09/2012,600
HARMONY HOME AID SERVICES,04/09/2012,600
HARMONY HOME AID SERVICES,04/09/2012,545.67
HARMONY HOME AID SERVICES,04/09/2012,558.36
HARMONY HOME AID SERVICES,04/09/2012,843.61
HARMONY HOME AID SERVICES,10/09/2012,969.64
HARMONY HOME AID SERVICES,12/09/2012,588
HARMONY HOME AID SERVICES,12/09/2012,1837
HARMONY HOME AID SERVICES,12/09/2012,584.6
HARMONY HOME AID SERVICES,12/09/2012,748.72
HARMONY HOME AID SERVICES,12/09/2012,742.36
HARMONY HOME AID SERVICES,12/09/2012,685.28
HARMONY HOME AID SERVICES,12/09/2012,599.4
HARMONY HOME AID SERVICES,13/09/2012,634
HARMONY HOME AID SERVICES,13/09/2012,2436.52
HARMONY HOME AID SERVICES,14/09/2012,858
HARMONY HOME AID SERVICES,14/09/2012,598
HARMONY HOME AID SERVICES,14/09/2012,920
HARMONY HOME AID SERVICES,14/09/2012,865
HARMONY HOME AID SERVICES,14/09/2012,1224
HARMONY HOME AID SERVICES,14/09/2012,797
HARMONY HOME AID SERVICES,14/09/2012,1867
HARMONY HOME AID SERVICES,14/09/2012,3126
HARMONY HOME AID SERVICES,14/09/2012,1184
HARMONY HOME AID SERVICES,14/09/2012,516
HARMONY HOME AID SERVICES,14/09/2012,1700
HARMONY HOME AID SERVICES,14/09/2012,1276
HARMONY HOME AID SERVICES,14/09/2012,1867
HARMONY HOME AID SERVICES,14/09/2012,1700
HARMONY HOME AID SERVICES,14/09/2012,507.6
HARMONY HOME AID SERVICES,14/09/2012,1700
HARMONY HOME AID SERVICES,14/09/2012,508.6
HARMONY HOME AID SERVICES,17/09/2012,776.64
HARMONY HOME AID SERVICES,17/09/2012,508.6
HARMONY HOME AID SERVICES,17/09/2012,2436.52
HARMONY HOME AID SERVICES,17/09/2012,1199
HARMONY HOME AID SERVICES,17/09/2012,776.64
HARMONY HOME AID SERVICES,20/09/2012,1140
HARMONY HOME AID SERVICES,20/09/2012,600
HARRIS CUFFARO & NICHOLS,05/09/2012,611.14
HARRIS CUFFARO & NICHOLS,05/09/2012,3096
HARRIS CUFFARO & NICHOLS,05/09/2012,9895.28
HARRIS CUFFARO & NICHOLS,12/09/2012,512.28
HARRIS CUFFARO & NICHOLS,21/09/2012,558
HASTINGS PRINTING COMPANY LTD,11/09/2012,680.4
HAVERSTOCK ASSOCIATES,19/09/2012,735.6
HAVERSTOCK ASSOCIATES,19/09/2012,1978.8
HAVERSTOCK ASSOCIATES,19/09/2012,6783.6
HC-ONE LTD (ADELAIDE CARE CENTRE),04/09/2012,2029.08
HC-ONE LTD (ADELAIDE CARE CENTRE),04/09/2012,2160
HC-ONE LTD (ADELAIDE CARE CENTRE),04/09/2012,2162.04
HC-ONE LTD (ADELAIDE CARE CENTRE),04/09/2012,965.71
HC-ONE LTD (ADELAIDE CARE CENTRE),04/09/2012,1738.29
HC-ONE LTD (ADELAIDE CARE CENTRE),28/09/2012,2162.04
HC-ONE LTD (ADELAIDE CARE CENTRE),28/09/2012,2160
HC-ONE LTD (ADELAIDE CARE CENTRE),28/09/2012,2029.08
HC-ONE LTD (ADELAIDE CARE CENTRE),28/09/2012,2704
HC-ONE LTD (ALEXANDER CARE CENTRE),04/09/2012,1876.04
HC-ONE LTD (ALEXANDER CARE CENTRE),28/09/2012,1876.04
HC-ONE LTD (TOWER BRIDGE),07/09/2012,3039.04
HC-ONE LTD (TOWER BRIDGE),07/09/2012,1662.6
HC-ONE LTD (TOWER BRIDGE),07/09/2012,2894.8
HC-ONE LTD (TOWER BRIDGE),07/09/2012,3186.12
HEALTH MANAGEMENT  LTD,14/09/2012,21891.6
HEALTH MANAGEMENT  LTD,25/09/2012,8870.75
HEYWOOD LIMITED,13/09/2012,4126.49
HIGHWAY CARE LTD,19/09/2012,2777.52
HIGHWAY CARE LTD,21/09/2012,3617.04
HITACHI CAPITAL INVOICE FINANCE,06/09/2012,9600
HMRC PAYE & SELF ASSESSMENTS,06/09/2012,27572.84
HORN PARK COMMUNITY ASSOCIATION,20/09/2012,643.5
HOW SCAFFOLDING,07/09/2012,15048
HOW SCAFFOLDING,07/09/2012,14820
HOW SCAFFOLDING,07/09/2012,1480.2
HOW SCAFFOLDING,07/09/2012,44942.54
HOW SCAFFOLDING,27/09/2012,921.6
HOWARTH SCOTT,04/09/2012,6000
HOWDENS JOINERY LTD,24/09/2012,506.64
HSBC INVOICE FINANCE,04/09/2012,3541.75
HSBC INVOICE FINANCE,04/09/2012,3541.75
HSBC INVOICE FINANCE,04/09/2012,3541.75
HSBC INVOICE FINANCE,11/09/2012,2315.4
HYDE HOUSING ASSOCIATION LTD,24/09/2012,1249.02
HYDE HOUSING ASSOCIATION LTD,24/09/2012,2303.58
HYDE HOUSING ASSOCIATION LTD,24/09/2012,589.6
HYDER CONSULTING (UK) LTD,05/09/2012,3480
HYDER CONSULTING (UK) LTD,05/09/2012,13639.8
HYDER CONSULTING (UK) LTD,05/09/2012,11138.4
HYDRO-CLEANSING LTD,24/09/2012,1254
HYDROTECH SERVICES LTD,18/09/2012,4343.12
HYTYME LTD,27/09/2012,967.2
IBM UNITED KINGDOM LIMITED,04/09/2012,245835.3
IBM UNITED KINGDOM LIMITED,05/09/2012,2778.47
IBM UNITED KINGDOM LIMITED,11/09/2012,7147.31
IBM UNITED KINGDOM LIMITED,24/09/2012,19929.6
IBM UNITED KINGDOM LIMITED,25/09/2012,20044.8
IBM UNITED KINGDOM LIMITED,26/09/2012,7073.2
IBM UNITED KINGDOM LIMITED,26/09/2012,1413.52
IBM UNITED KINGDOM LIMITED,26/09/2012,1413.52
ICON DISPLAYS LIMITED,26/09/2012,2258.4
IDOX  SOFTWARE LIMITED,04/09/2012,4123.84
IDOX  SOFTWARE LIMITED,04/09/2012,16513.44
IFG NETWORK UK LIMITED,10/09/2012,2600
IFG NETWORK UK LIMITED,10/09/2012,2400
IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,14/09/2012,936
IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,19/09/2012,9071.11
INCLUSIVE CREATIVE LEARNING,26/09/2012,3900
INDEPENDANT REVIEWS LTD,27/09/2012,1000
INDIGENOUS PEOPLE,07/09/2012,1900
INITIAL WASHROOM SOLUTIONS,03/09/2012,679.8
INSTITUTE OF EDUCATION UNIVERSITY OF LONDON,24/09/2012,7938
INTECHNOLOGY PLC,28/09/2012,3650.4
J B INDUSTRIAL DOORS LIMITED,25/09/2012,1080
J B INDUSTRIAL DOORS LIMITED,25/09/2012,864
J B INDUSTRIAL DOORS LIMITED,25/09/2012,1512
J B RINEY & CO LTD,05/09/2012,210582.55
J B RINEY & CO LTD,05/09/2012,112907.42
J B RINEY & CO LTD,05/09/2012,34530.72
J B RINEY & CO LTD,19/09/2012,67899.17
J B RINEY & CO LTD,19/09/2012,219889.85
J B RINEY & CO LTD,24/09/2012,88874.4
J BROWNE CONSTRUCTION CO LTD,04/09/2012,5707.2
J BROWNE CONSTRUCTION CO LTD,07/09/2012,9082.8
JAPANESE KNOTWEED LTD,19/09/2012,540
JAPANESE KNOTWEED LTD,19/09/2012,900
JB SCHOOL IMPROVEMENT SERVICES LTD,24/09/2012,4500
JB SCHOOL IMPROVEMENT SERVICES LTD,24/09/2012,4500
JM SUPPLIES LTD,07/09/2012,1343.32
JONES LANG LA SALLE,28/09/2012,260789.1
JONES LANG LASALLE LIMITED,18/09/2012,56250
K & T HEATING SERVICES LTD,21/09/2012,498204.02
KAFEVEND GROUP LIMITED,05/09/2012,703.51
KCA (UK),12/09/2012,77996.05
KELTIC,05/09/2012,9076.98
KELTIC,05/09/2012,8627.7
KENT COUNTY COUNCIL,21/09/2012,2940
KENT COUNTY COUNCIL (KCS),05/09/2012,527.52
KENT COUNTY COUNCIL (KCS),19/09/2012,115158.02
KENT COUNTY COUNCIL (KCS),19/09/2012,192539.59
KENT COUNTY COUNCIL (KCS),28/09/2012,3380.23
KERRY S C S LIMITED,18/09/2012,679.32
KEYRING LIVING SUPPORT NETWORKS,14/09/2012,4501.08
LAKEDALE POWER TOOLS,05/09/2012,1635.6
LAKEDALE POWER TOOLS,21/09/2012,1365.6
LAKEDALE POWER TOOLS,21/09/2012,1627.2
LAKEHOUSE CONTRACTS LTD,04/09/2012,198712.63
LAKEHOUSE CONTRACTS LTD,04/09/2012,89735.1
LAKEHOUSE CONTRACTS LTD,05/09/2012,97490.19
LAKEHOUSE CONTRACTS LTD,07/09/2012,603468.12
LAKEHOUSE CONTRACTS LTD,10/09/2012,156072.68
LAKEHOUSE CONTRACTS LTD,24/09/2012,93212.4
LAKEHOUSE CONTRACTS LTD,28/09/2012,93079.39
LANDSCAPE SUPPLY CO,05/09/2012,2397.46
LAWSON LETS LTD,03/09/2012,11789.25
LAWSON LETS LTD,17/09/2012,14176.5
LAWSON LETS LTD,25/09/2012,11860.25
LAWSON VILLAS LTD,06/09/2012,898.5
LAWSON VILLAS LTD,19/09/2012,753.75
LAWSON VILLAS LTD,27/09/2012,787.5
LEANNTA EDUCATION ASSOCIATES LIMITED,24/09/2012,3816
LEAP CONFRONTING CONFLICT,04/09/2012,2195
LEEC LIMITED,05/09/2012,1225.98
LEEC LIMITED,07/09/2012,2724
LEIGH DAY & CO SOLICITORS,13/09/2012,9347.2
LEIGHAM LODGE LTD,24/09/2012,5708.57
LEVENES SOLICITORS,19/09/2012,20000
LEWISHAM PARK HOUSING ASSOCIATION LTD,24/09/2012,635.2
LEXISNEXIS,05/09/2012,784
LIBERATA UK LTD,11/09/2012,51487.8
LIFE STYLE CARE (2011) PLC,28/09/2012,2679.73
LIFE STYLE CARE (2011) PLC,28/09/2012,2457.47
LIFE STYLE CARE (2011) PLC,28/09/2012,3859.67
LIFE STYLE CARE (2011) PLC,28/09/2012,2679.73
LIFE STYLE CARE (2011) PLC,28/09/2012,2457.47
LIFE STYLE CARE (2011) PLC,28/09/2012,2679.73
LIFE STYLE CARE (2011) PLC,28/09/2012,2571.43
LIFE STYLE CARE (2011) PLC,28/09/2012,2571.43
LIFE STYLE CARE (2011) PLC,28/09/2012,5142.86
LIFE STYLE CARE (2011) PLC,28/09/2012,5142.86
LIFE STYLE CARE (2011) PLC,28/09/2012,2571.43
LIFE STYLE CARE (2011) PLC,28/09/2012,5142.86
LIFE STYLE CARE (2011) PLC,28/09/2012,4833.86
LIFE STYLE CARE (2011) PLC,28/09/2012,2571.43
LIFE STYLE CARE (2011) PLC,28/09/2012,2571.43
LIFE STYLE CARE (2011) PLC,28/09/2012,2571.43
LIFE STYLE CARE (2011) PLC,28/09/2012,1928.57
LIFE STYLE CARE (2011) PLC,28/09/2012,2679.73
LIFE STYLE CARE (2011) PLC,28/09/2012,2679.73
LIFE STYLE CARE (2011) PLC,28/09/2012,2571.43
LIFE STYLE CARE (2011) PLC,28/09/2012,4856.66
LIFE STYLE CARE (2011) PLC,28/09/2012,5142.86
LIFE STYLE CARE (2011) PLC,28/09/2012,1887.86
LIFE STYLE CARE (2011) PLC,28/09/2012,10285.72
LIFE STYLE CARE (2011) PLC,28/09/2012,4178.57
LINCOLN ANALYTICAL SERVICES LTD,05/09/2012,2030
LINCOLN ANALYTICAL SERVICES LTD,05/09/2012,600
LINCOLN ANALYTICAL SERVICES LTD,06/09/2012,600
LINDFIELD ELECTRICAL SERVICES,24/09/2012,3492
LISTER WILDER LTD,24/09/2012,3780
LLOYDS TSB COMMERCIAL FINANCE LTD,10/09/2012,3232.17
LLOYDS TSB COMMERCIAL FINANCE LTD,14/09/2012,1500
LLOYDS TSB COMMERCIAL FINANCE LTD,14/09/2012,576
LLOYDS TSB COMMERCIAL FINANCE LTD,26/09/2012,1500
LLOYDS TSB COMMERCIAL FINANCE LTD,26/09/2012,1500
LLOYDS TSB COMMERCIAL FINANCE LTD,26/09/2012,1500
LOANGUARD LIMITED T/A SE CONTROLS,26/09/2012,828
LOGICALIS UK LIMITED,03/09/2012,19169.35
LOGICALIS UK LIMITED,03/09/2012,1104.7
LOGICALIS UK LIMITED,03/09/2012,2100
LOGICALIS UK LIMITED,04/09/2012,121501.52
LOGICALIS UK LIMITED,19/09/2012,840
LOGICALIS UK LIMITED,19/09/2012,840
LOGICALIS UK LIMITED,19/09/2012,4452
LOGICALIS UK LIMITED,21/09/2012,1554
LOGICALIS UK LIMITED,21/09/2012,840
LOGICALIS UK LIMITED,24/09/2012,1954.37
LOGICALIS UK LIMITED,25/09/2012,625.5
LOGICALIS UK LIMITED,25/09/2012,9801.97
LOGICALIS UK LIMITED,27/09/2012,1680
LOGICALIS UK LIMITED,27/09/2012,14404
LOGOTECH SYSTEMS,19/09/2012,2851.68
LONDON AND PARTNERS,05/09/2012,2112
LONDON BOROUGH OF BROMLEY,26/09/2012,3205.44
LONDON BOROUGH OF CAMDEN,04/09/2012,2214.04
LONDON BOROUGH OF MERTON,04/09/2012,9634
LONDON BOROUGH OF MERTON,10/09/2012,551.25
LONDON BOROUGH OF SOUTHWARK,04/09/2012,19592.9
LONDON BOROUGH OF SOUTHWARK,04/09/2012,32426.68
LONDON BOROUGH OF SOUTHWARK,04/09/2012,65732.81
LONDON COMMUNITY HOMECARE LTD,04/09/2012,507.75
LONDON COMMUNITY HOMECARE LTD,04/09/2012,671.07
LONDON COMMUNITY HOMECARE LTD,04/09/2012,600.96
LONDON COMMUNITY HOMECARE LTD,04/09/2012,564.83
LONDON COMMUNITY HOMECARE LTD,04/09/2012,620.57
LONDON COMMUNITY HOMECARE LTD,05/09/2012,616.76
LONDON COMMUNITY HOMECARE LTD,21/09/2012,1505.04
LONDON COMMUNITY HOMECARE LTD,21/09/2012,504
LONDON COMMUNITY HOMECARE LTD,21/09/2012,724.69
LONDON COMMUNITY HOMECARE LTD,21/09/2012,643.09
LONDON COMMUNITY HOMECARE LTD,21/09/2012,500.18
LONDON COMMUNITY HOMECARE LTD,21/09/2012,847.17
LONDON COMMUNITY HOMECARE LTD,21/09/2012,611.08
LONDON COMMUNITY HOMECARE LTD,21/09/2012,700.78
LONDON COMMUNITY HOMECARE LTD,21/09/2012,764.58
LONDON COMMUNITY HOMECARE LTD,21/09/2012,2373.5
LONDON COMMUNITY HOMECARE LTD,21/09/2012,578.85
LONDON COMMUNITY HOMECARE LTD,24/09/2012,668
LONDON HOUSING SOLUTIONS LIMITED,05/09/2012,800
LOOK AHEAD,17/09/2012,10750
LPFA,10/09/2012,972
LUSEPH LTD,04/09/2012,2075
MAGNET LIMITED,24/09/2012,704.29
MAIL SOLUTIONS UK LTD T/A CROSSWAYS ENVELOPES,10/09/2012,599.4
MANON HOUSE,28/09/2012,5571.42
MANOR CREATIVE,26/09/2012,998
MANPOWER UK LTD,06/09/2012,12804.8
MANPOWER UK LTD,12/09/2012,705778.09
MANPOWER UK LTD,13/09/2012,587267.46
MANSE MASTERDOR LTD,07/09/2012,2607.18
MANSELL CONSTRUCTION SERVICES LIMITED,13/09/2012,667252.52
MARTIN VITERA LTD,14/09/2012,783.91
MATTHEW BARTLETT T/A ELECTRATEC,25/09/2012,17284.99
MAYDAY CARS,07/09/2012,1027.2
MAYDAY CARS,07/09/2012,1094.4
MAYDAY CARS,07/09/2012,756
MAYDAY CARS,12/09/2012,1120.8
MAYDAY CARS,13/09/2012,1036.8
MAYDAY HEALTHCARE PLC,12/09/2012,8886.98
MAYOR`S OFFICE FOR POLICING AND CRIME,10/09/2012,15680.75
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,04/09/2012,1065.56
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,19/09/2012,189911.15
MEDLOCK ELECTRIC LIMITED,10/09/2012,526.8
MEDWAY COUNCIL,20/09/2012,35066.22
METHODIST HOMES,24/09/2012,1573.52
MIDCOUNTIES CO-OPERATIVE SOCIETY LTD,13/09/2012,2700
MIDDLE PARK COMMUNITY CENTRE,17/09/2012,845.86
MIDDLEMARCH ENVIROMENTAL LTD,05/09/2012,2712
MIDDLEMARCH ENVIROMENTAL LTD,07/09/2012,1080
MIDDLEMARCH ENVIROMENTAL LTD,07/09/2012,1650
MIDLAND HR,13/09/2012,6814.79
MIDLAND HR,13/09/2012,4768.2
MIDOS MANAGEMENT CO LTD,28/09/2012,2118
MIDWAY MODERNISATION LTD,28/09/2012,2550
MILLENNIUM GROUP T/A MILLENNIUM CASH & CARRY LTD,17/09/2012,765.62
MINISTRY OF JUSTICE,26/09/2012,3612.39
MINISTRY OF JUSTICE,26/09/2012,63588.38
MINISTRY OF JUSTICE,26/09/2012,3387.29
MINISTRY OF JUSTICE,26/09/2012,3496.27
MITIE TECHNICAL FACILITIES MANAGEMENT,07/09/2012,4560
MORGAN LAW PARTNERS LLP,04/09/2012,1200
