Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2011/12,October 2011,Northern,Antrim Area,Type 1,"4,094.00","1,579.00",252.00,"5,925.00"
2011/12,October 2011,Northern,Causeway,Type 1,"2,818.00",620.00,57.00,"3,495.00"
2011/12,October 2011,Northern,Mid-Ulster,Type 3,510.00,0.00,0.00,510.00
2011/12,October 2011,Northern,Whiteabbey,Type 3,710.00,0.00,0.00,710.00
2011/12,October 2011,South Eastern,Ards MIU,Type 3,754.00,0.00,0.00,754.00
2011/12,October 2011,South Eastern,Bangor MIU,Type 3,989.00,0.00,0.00,989.00
2011/12,October 2011,South Eastern,Downe,Type 2,"1,507.00",166.00,8.00,"1,681.00"
2011/12,October 2011,South Eastern,Lagan Valley,Type 2,"1,834.00",121.00,3.00,"1,958.00"
2011/12,October 2011,South Eastern,Ulster,Type 1,"4,700.00","1,291.00",369.00,"6,360.00"
2011/12,October 2011,Southern,Armagh Community,Type 3,619.00,0.00,0.00,619.00
2011/12,October 2011,Southern,Craigavon Area,Type 1,"4,573.00","1,520.00",0.00,"6,093.00"
2011/12,October 2011,Southern,Daisy Hill,Type 1,"2,933.00",138.00,0.00,"3,071.00"
2011/12,October 2011,Southern,South Tyrone,Type 3,"1,551.00",0.00,0.00,"1,551.00"
2011/12,October 2011,Western,Altnagelvin Area,Type 1,"3,173.00","1,200.00",7.00,"4,380.00"
2011/12,October 2011,Western,South West Acute,Type 1,"2,052.00",88.00,0.00,"2,140.00"
2011/12,October 2011,Western,Tyrone County,Type 3,"1,213.00",1.00,0.00,"1,214.00"
2011/12,November 2011,Belfast,Belfast City,Type 1,22.00,56.00,0.00,78.00
2011/12,November 2011,Belfast,Mater,Type 1,"2,589.00",871.00,34.00,"3,494.00"
2011/12,November 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,503.00","2,008.00",29.00,"7,540.00"
2011/12,November 2011,Belfast,RBHSC,Type 1,"2,244.00",329.00,1.00,"2,574.00"
2011/12,November 2011,Northern,Antrim Area,Type 1,"4,009.00","1,463.00",164.00,"5,636.00"
2011/12,November 2011,Northern,Causeway,Type 1,"2,590.00",512.00,106.00,"3,208.00"
2011/12,November 2011,Northern,Mid-Ulster,Type 3,506.00,0.00,0.00,506.00
2011/12,November 2011,Northern,Whiteabbey,Type 3,678.00,1.00,0.00,679.00
2011/12,November 2011,South Eastern,Ards MIU,Type 3,803.00,0.00,0.00,803.00
2011/12,November 2011,South Eastern,Bangor MIU,Type 3,913.00,0.00,0.00,913.00
2011/12,November 2011,South Eastern,Downe,Type 2,"1,350.00",190.00,4.00,"1,544.00"
2011/12,November 2011,South Eastern,Lagan Valley,Type 2,"1,768.00",92.00,1.00,"1,861.00"
2011/12,November 2011,South Eastern,Ulster,Type 1,"4,767.00","1,359.00",223.00,"6,349.00"
2011/12,November 2011,Southern,Armagh Community,Type 3,566.00,0.00,0.00,566.00
2011/12,November 2011,Southern,Craigavon Area,Type 1,"4,216.00","1,194.00",2.00,"5,412.00"
2011/12,November 2011,Southern,Daisy Hill,Type 1,"2,784.00",69.00,0.00,"2,853.00"
2011/12,November 2011,Southern,South Tyrone,Type 3,"1,418.00",0.00,0.00,"1,418.00"
2011/12,November 2011,Western,Altnagelvin Area,Type 1,"3,200.00","1,054.00",0.00,"4,254.00"
2011/12,November 2011,Western,South West Acute,Type 1,"2,010.00",122.00,0.00,"2,132.00"
2011/12,November 2011,Western,Tyrone County,Type 3,"1,092.00",1.00,0.00,"1,093.00"
2011/12,December 2011,Belfast,Mater,Type 1,"2,518.00","1,033.00",42.00,"3,593.00"
2011/12,December 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,838.00","2,676.00",170.00,"7,684.00"
2011/12,December 2011,Belfast,RBHSC,Type 1,"2,141.00",507.00,0.00,"2,648.00"
2011/12,December 2011,Northern,Antrim Area,Type 1,"3,756.00","1,471.00",394.00,"5,621.00"
2011/12,December 2011,Northern,Causeway,Type 1,"2,574.00",507.00,134.00,"3,215.00"
2011/12,December 2011,Northern,Mid-Ulster,Type 3,397.00,0.00,0.00,397.00
2011/12,December 2011,Northern,Whiteabbey,Type 3,588.00,0.00,0.00,588.00
2011/12,December 2011,South Eastern,Ards MIU,Type 3,622.00,0.00,0.00,622.00
2011/12,December 2011,South Eastern,Bangor MIU,Type 3,883.00,0.00,0.00,883.00
2011/12,December 2011,South Eastern,Downe,Type 2,"1,277.00",156.00,6.00,"1,439.00"
2011/12,December 2011,South Eastern,Lagan Valley,Type 2,"1,759.00",119.00,0.00,"1,878.00"
2011/12,December 2011,South Eastern,Ulster,Type 1,"4,584.00","1,627.00",239.00,"6,450.00"
2011/12,December 2011,Southern,Armagh Community,Type 3,530.00,0.00,0.00,530.00
2011/12,December 2011,Southern,Craigavon Area,Type 1,"4,261.00","1,414.00",0.00,"5,675.00"
2011/12,December 2011,Southern,Daisy Hill,Type 1,"2,693.00",184.00,0.00,"2,877.00"
2011/12,December 2011,Southern,South Tyrone,Type 3,"1,276.00",0.00,0.00,"1,276.00"
2011/12,December 2011,Western,Altnagelvin Area,Type 1,"3,079.00",997.00,6.00,"4,082.00"
2011/12,December 2011,Western,South West Acute,Type 1,"1,998.00",93.00,2.00,"2,093.00"
2011/12,December 2011,Western,Tyrone County,Type 3,"1,100.00",1.00,0.00,"1,101.00"
2011/12,January 2012,Belfast,Mater,Type 1,"2,567.00","1,096.00",66.00,"3,729.00"
2011/12,January 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,033.00","2,272.00",348.00,"7,653.00"
2011/12,January 2012,Belfast,RBHSC,Type 1,"2,083.00",711.00,2.00,"2,796.00"
2011/12,January 2012,Northern,Antrim Area,Type 1,"3,496.00","1,599.00",446.00,"5,541.00"
2011/12,January 2012,Northern,Causeway,Type 1,"2,538.00",540.00,120.00,"3,198.00"
2011/12,January 2012,Northern,Mid-Ulster,Type 3,455.00,0.00,0.00,455.00
2011/12,January 2012,Northern,Whiteabbey,Type 3,659.00,0.00,0.00,659.00
2011/12,January 2012,South Eastern,Ards MIU,Type 3,721.00,0.00,0.00,721.00
2011/12,January 2012,South Eastern,Bangor MIU,Type 3,892.00,0.00,0.00,892.00
2011/12,January 2012,South Eastern,Downe,Type 2,"1,314.00",178.00,15.00,"1,507.00"
2011/12,January 2012,South Eastern,Lagan Valley,Type 2,"1,891.00",174.00,19.00,"2,084.00"
2011/12,January 2012,South Eastern,Ulster,Type 1,"4,473.00","1,513.00",483.00,"6,469.00"
2011/12,January 2012,Southern,Armagh Community,Type 3,561.00,0.00,0.00,561.00
2011/12,January 2012,Southern,Craigavon Area,Type 1,"4,068.00","1,729.00",0.00,"5,797.00"
2011/12,January 2012,Southern,Daisy Hill,Type 1,"2,606.00",198.00,1.00,"2,805.00"
2011/12,January 2012,Southern,South Tyrone,Type 3,"1,384.00",0.00,0.00,"1,384.00"
2011/12,January 2012,Western,Altnagelvin Area,Type 1,"3,268.00",900.00,2.00,"4,170.00"
2011/12,January 2012,Western,South West Acute,Type 1,"1,940.00",130.00,0.00,"2,070.00"
2011/12,January 2012,Western,Tyrone County,Type 3,"1,158.00",1.00,0.00,"1,159.00"
2011/12,February 2012,Belfast,Mater,Type 1,"2,060.00","1,301.00",219.00,"3,580.00"
2011/12,February 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,771.00","2,305.00",399.00,"7,475.00"
2011/12,February 2012,Belfast,RBHSC,Type 1,"2,065.00",981.00,3.00,"3,049.00"
2011/12,February 2012,Northern,Antrim Area,Type 1,"3,314.00","2,187.00",181.00,"5,682.00"
2011/12,February 2012,Northern,Causeway,Type 1,"2,549.00",594.00,149.00,"3,292.00"
2011/12,February 2012,Northern,Mid-Ulster,Type 3,518.00,0.00,0.00,518.00
2011/12,February 2012,Northern,Whiteabbey,Type 3,669.00,0.00,0.00,669.00
2011/12,February 2012,South Eastern,Ards MIU,Type 3,626.00,0.00,0.00,626.00
2011/12,February 2012,South Eastern,Bangor MIU,Type 3,"1,022.00",0.00,0.00,"1,022.00"
2011/12,February 2012,South Eastern,Downe,Type 2,"1,294.00",239.00,15.00,"1,548.00"
2011/12,February 2012,South Eastern,Lagan Valley,Type 2,"1,745.00",245.00,72.00,"2,062.00"
2011/12,February 2012,South Eastern,Ulster,Type 1,"4,303.00","1,552.00",477.00,"6,332.00"
2011/12,February 2012,Southern,Armagh Community,Type 3,664.00,0.00,0.00,664.00
2011/12,February 2012,Southern,Craigavon Area,Type 1,"3,826.00","2,064.00",4.00,"5,894.00"
2011/12,February 2012,Southern,Daisy Hill,Type 1,"2,705.00",337.00,2.00,"3,044.00"
2011/12,February 2012,Southern,South Tyrone,Type 3,"1,470.00",1.00,0.00,"1,471.00"
2011/12,February 2012,Western,Altnagelvin Area,Type 1,"3,145.00","1,100.00",7.00,"4,252.00"
2011/12,February 2012,Western,South West Acute,Type 1,"2,070.00",168.00,0.00,"2,238.00"
2011/12,February 2012,Western,Tyrone County,Type 3,"1,173.00",2.00,0.00,"1,175.00"
2011/12,March 2012,Belfast,Mater,Type 1,"2,520.00","1,226.00",83.00,"3,829.00"
2011/12,March 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,205.00","2,365.00",242.00,"7,812.00"
2011/12,March 2012,Belfast,RBHSC,Type 1,"2,224.00","1,073.00",1.00,"3,298.00"
2011/12,March 2012,Northern,Antrim Area,Type 1,"3,890.00","2,179.00",109.00,"6,178.00"
2011/12,March 2012,Northern,Causeway,Type 1,"2,868.00",681.00,151.00,"3,700.00"
2011/12,March 2012,Northern,Mid-Ulster,Type 3,601.00,0.00,0.00,601.00
2011/12,March 2012,Northern,Whiteabbey,Type 3,761.00,1.00,0.00,762.00
2011/12,March 2012,South Eastern,Ards MIU,Type 3,723.00,0.00,0.00,723.00
2011/12,March 2012,South Eastern,Bangor MIU,Type 3,"1,099.00",0.00,0.00,"1,099.00"
2011/12,March 2012,South Eastern,Downe,Type 2,"1,562.00",272.00,2.00,"1,836.00"
2011/12,March 2012,South Eastern,Lagan Valley,Type 2,"2,027.00",221.00,16.00,"2,264.00"
2011/12,March 2012,South Eastern,Ulster,Type 1,"5,002.00","1,648.00",377.00,"7,027.00"
2011/12,March 2012,Southern,Armagh Community,Type 3,705.00,0.00,0.00,705.00
2011/12,March 2012,Southern,Craigavon Area,Type 1,"4,434.00","1,965.00",1.00,"6,400.00"
2011/12,March 2012,Southern,Daisy Hill,Type 1,"3,000.00",349.00,0.00,"3,349.00"
2011/12,March 2012,Southern,South Tyrone,Type 3,"1,721.00",0.00,0.00,"1,721.00"
2011/12,March 2012,Western,Altnagelvin Area,Type 1,"3,483.00","1,228.00",5.00,"4,716.00"
2011/12,March 2012,Western,South West Acute,Type 1,"2,255.00",186.00,0.00,"2,441.00"
2011/12,March 2012,Western,Tyrone County,Type 3,"1,508.00",0.00,0.00,"1,508.00"
2012/13,April 2012,Belfast,Mater,Type 1,"2,387.00","1,160.00",63.00,"3,610.00"
2012/13,April 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,256.00","2,196.00",102.00,"7,554.00"
2012/13,April 2012,Belfast,RBHSC,Type 1,"2,107.00",678.00,0.00,"2,785.00"
2012/13,April 2012,Northern,Antrim Area,Type 1,"3,951.00","1,863.00",78.00,"5,892.00"
2012/13,April 2012,Northern,Causeway,Type 1,"2,736.00",694.00,115.00,"3,545.00"
2012/13,April 2012,Northern,Mid-Ulster,Type 3,501.00,0.00,0.00,501.00
2012/13,April 2012,Northern,Whiteabbey,Type 3,639.00,0.00,0.00,639.00
2012/13,April 2012,South Eastern,Ards MIU,Type 3,765.00,0.00,0.00,765.00
2012/13,April 2012,South Eastern,Bangor MIU,Type 3,931.00,0.00,0.00,931.00
2012/13,April 2012,South Eastern,Downe,Type 2,"1,478.00",281.00,13.00,"1,772.00"
2012/13,April 2012,South Eastern,Lagan Valley,Type 2,"1,917.00",258.00,35.00,"2,210.00"
2012/13,April 2012,South Eastern,Ulster,Type 1,"4,981.00","1,361.00",274.00,"6,616.00"
2012/13,April 2012,Southern,Armagh Community,Type 3,696.00,1.00,0.00,697.00
2012/13,April 2012,Southern,Craigavon Area,Type 1,"4,511.00","1,227.00",0.00,"5,738.00"
2012/13,April 2012,Southern,Daisy Hill,Type 1,"3,070.00",175.00,0.00,"3,245.00"
2012/13,April 2012,Southern,South Tyrone,Type 3,"1,618.00",1.00,0.00,"1,619.00"
2012/13,April 2012,Western,Altnagelvin Area,Type 1,"3,255.00","1,238.00",1.00,"4,494.00"
2012/13,April 2012,Western,South West Acute,Type 1,"2,233.00",136.00,0.00,"2,369.00"
2012/13,April 2012,Western,Tyrone County,Type 3,"1,356.00",1.00,0.00,"1,357.00"
2012/13,May 2012,Belfast,Mater,Type 1,"2,632.00","1,153.00",45.00,"3,830.00"
2012/13,May 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,883.00","2,132.00",100.00,"8,115.00"
2012/13,May 2012,Belfast,RBHSC,Type 1,"2,262.00",966.00,12.00,"3,240.00"
2012/13,May 2012,Northern,Antrim Area,Type 1,"3,723.00","2,303.00",199.00,"6,225.00"
2012/13,May 2012,Northern,Causeway,Type 1,"3,073.00",531.00,41.00,"3,645.00"
2012/13,May 2012,Northern,Mid-Ulster,Type 3,736.00,0.00,0.00,736.00
2012/13,May 2012,Northern,Whiteabbey,Type 3,856.00,1.00,0.00,857.00
2012/13,May 2012,South Eastern,Ards MIU,Type 3,844.00,0.00,0.00,844.00
2012/13,May 2012,South Eastern,Bangor MIU,Type 3,"1,060.00",0.00,0.00,"1,060.00"
2012/13,May 2012,South Eastern,Downe,Type 2,"1,572.00",286.00,10.00,"1,868.00"
2012/13,May 2012,South Eastern,Lagan Valley,Type 2,"2,226.00",172.00,3.00,"2,401.00"
2012/13,May 2012,South Eastern,Ulster,Type 1,"5,460.00","1,552.00",57.00,"7,069.00"
2012/13,May 2012,Southern,Armagh Community,Type 3,821.00,0.00,0.00,821.00
2012/13,May 2012,Southern,Craigavon Area,Type 1,"4,670.00","1,707.00",0.00,"6,377.00"
2012/13,May 2012,Southern,Daisy Hill,Type 1,"3,191.00",296.00,0.00,"3,487.00"
2012/13,May 2012,Southern,South Tyrone,Type 3,"1,888.00",0.00,0.00,"1,888.00"
2012/13,May 2012,Western,Altnagelvin Area,Type 1,"3,588.00","1,253.00",2.00,"4,843.00"
2012/13,May 2012,Western,South West Acute,Type 1,"2,419.00",172.00,0.00,"2,591.00"
2012/13,May 2012,Western,Tyrone County,Type 3,"1,594.00",4.00,0.00,"1,598.00"
2012/13,June 2012,Belfast,Mater,Type 1,"2,669.00",979.00,28.00,"3,676.00"
2012/13,June 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,614.00","2,011.00",15.00,"7,640.00"
2012/13,June 2012,Belfast,RBHSC,Type 1,"2,254.00",464.00,0.00,"2,718.00"
2012/13,June 2012,Northern,Antrim Area,Type 1,"3,946.00","1,863.00",93.00,"5,902.00"
2012/13,June 2012,Northern,Causeway,Type 1,"2,885.00",659.00,57.00,"3,601.00"
2012/13,June 2012,Northern,Mid-Ulster,Type 3,558.00,0.00,0.00,558.00
2012/13,June 2012,Northern,Whiteabbey,Type 3,657.00,0.00,0.00,657.00
2012/13,June 2012,South Eastern,Ards MIU,Type 3,752.00,0.00,0.00,752.00
2012/13,June 2012,South Eastern,Bangor MIU,Type 3,847.00,0.00,0.00,847.00
2012/13,June 2012,South Eastern,Downe,Type 2,"1,507.00",194.00,2.00,"1,703.00"
2012/13,June 2012,South Eastern,Lagan Valley,Type 2,"2,123.00",114.00,0.00,"2,237.00"
2012/13,June 2012,South Eastern,Ulster,Type 1,"5,240.00","1,603.00",58.00,"6,901.00"
2012/13,June 2012,Southern,Armagh Community,Type 3,683.00,0.00,0.00,683.00
2012/13,June 2012,Southern,Craigavon Area,Type 1,"4,833.00","1,126.00",0.00,"5,959.00"
2012/13,June 2012,Southern,Daisy Hill,Type 1,"3,074.00",147.00,0.00,"3,221.00"
2012/13,June 2012,Southern,South Tyrone,Type 3,"1,766.00",1.00,0.00,"1,767.00"
2012/13,June 2012,Western,Altnagelvin Area,Type 1,"3,236.00","1,316.00",1.00,"4,553.00"
2012/13,June 2012,Western,South West Acute,Type 1,"2,209.00",236.00,1.00,"2,446.00"
2012/13,June 2012,Western,Tyrone County,Type 3,"1,395.00",3.00,0.00,"1,398.00"
2012/13,July 2012,Belfast,Mater,Type 1,"2,570.00",945.00,0.00,"3,515.00"
2012/13,July 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,838.00","1,874.00",3.00,"7,715.00"
2012/13,July 2012,Belfast,RBHSC,Type 1,"2,097.00",262.00,0.00,"2,359.00"
2012/13,July 2012,Northern,Antrim Area,Type 1,"3,896.00","1,786.00",66.00,"5,748.00"
2012/13,July 2012,Northern,Causeway,Type 1,"3,330.00",673.00,48.00,"4,051.00"
2012/13,July 2012,Northern,Mid-Ulster,Type 3,603.00,0.00,0.00,603.00
2012/13,July 2012,Northern,Whiteabbey,Type 3,660.00,0.00,0.00,660.00
2012/13,July 2012,South Eastern,Ards MIU,Type 3,747.00,0.00,0.00,747.00
2012/13,July 2012,South Eastern,Bangor MIU,Type 3,838.00,0.00,0.00,838.00
2012/13,July 2012,South Eastern,Downe,Type 2,"1,561.00",157.00,3.00,"1,721.00"
2012/13,July 2012,South Eastern,Lagan Valley,Type 2,"1,970.00",117.00,2.00,"2,089.00"
2012/13,July 2012,South Eastern,Ulster,Type 1,"5,253.00","1,556.00",11.00,"6,820.00"
2012/13,July 2012,Southern,Armagh Community,Type 3,660.00,0.00,0.00,660.00
2012/13,July 2012,Southern,Craigavon Area,Type 1,"4,745.00",965.00,1.00,"5,711.00"
2012/13,July 2012,Southern,Daisy Hill,Type 1,"3,300.00",165.00,0.00,"3,465.00"
2012/13,July 2012,Southern,South Tyrone,Type 3,"1,788.00",0.00,0.00,"1,788.00"
2012/13,July 2012,Western,Altnagelvin Area,Type 1,"3,209.00","1,267.00",2.00,"4,478.00"
2012/13,July 2012,Western,South West Acute,Type 1,"2,277.00",206.00,0.00,"2,483.00"
2012/13,July 2012,Western,Tyrone County,Type 3,"1,369.00",3.00,0.00,"1,372.00"
2012/13,August 2012,Belfast,Mater,Type 1,"2,720.00","1,101.00",2.00,"3,823.00"
2012/13,August 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,540.00","2,389.00",3.00,"7,932.00"
2012/13,August 2012,Belfast,RBHSC,Type 1,"2,123.00",251.00,0.00,"2,374.00"
2012/13,August 2012,Northern,Antrim Area,Type 1,"4,177.00","1,989.00",58.00,"6,224.00"
2012/13,August 2012,Northern,Causeway,Type 1,"3,335.00",792.00,26.00,"4,153.00"
2012/13,August 2012,Northern,Mid-Ulster,Type 3,598.00,0.00,0.00,598.00
2012/13,August 2012,Northern,Whiteabbey,Type 3,801.00,0.00,0.00,801.00
2012/13,August 2012,South Eastern,Ards MIU,Type 3,804.00,0.00,0.00,804.00
2012/13,August 2012,South Eastern,Bangor MIU,Type 3,950.00,0.00,0.00,950.00
2012/13,August 2012,South Eastern,Downe,Type 2,"1,726.00",155.00,1.00,"1,882.00"
2012/13,August 2012,South Eastern,Lagan Valley,Type 2,"2,115.00",78.00,0.00,"2,193.00"
2012/13,August 2012,South Eastern,Ulster,Type 1,"5,508.00","1,522.00",7.00,"7,037.00"
2012/13,August 2012,Southern,Armagh Community,Type 3,735.00,1.00,0.00,736.00
2012/13,August 2012,Southern,Craigavon Area,Type 1,"5,107.00",879.00,0.00,"5,986.00"
2012/13,August 2012,Southern,Daisy Hill,Type 1,"3,219.00",190.00,0.00,"3,409.00"
2012/13,August 2012,Southern,South Tyrone,Type 3,"1,897.00",1.00,0.00,"1,898.00"
2012/13,August 2012,Western,Altnagelvin Area,Type 1,"3,850.00",765.00,0.00,"4,615.00"
2012/13,August 2012,Western,South West Acute,Type 1,"2,339.00",121.00,0.00,"2,460.00"
2012/13,August 2012,Western,Tyrone County,Type 3,"1,408.00",1.00,0.00,"1,409.00"
2012/13,September 2012,Belfast,Mater,Type 1,"2,433.00","1,085.00",2.00,"3,520.00"
2012/13,September 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,473.00","2,271.00",1.00,"7,745.00"
2012/13,September 2012,Belfast,RBHSC,Type 1,"2,290.00",388.00,0.00,"2,678.00"
2012/13,September 2012,Northern,Antrim Area,Type 1,"4,075.00","1,811.00",66.00,"5,952.00"
2012/13,September 2012,Northern,Causeway,Type 1,"3,062.00",492.00,43.00,"3,597.00"
2012/13,September 2012,Northern,Mid-Ulster,Type 3,587.00,0.00,0.00,587.00
2012/13,September 2012,Northern,Whiteabbey,Type 3,689.00,1.00,0.00,690.00
2012/13,September 2012,South Eastern,Ards MIU,Type 3,783.00,0.00,0.00,783.00
2012/13,September 2012,South Eastern,Bangor MIU,Type 3,833.00,0.00,0.00,833.00
2012/13,September 2012,South Eastern,Downe,Type 2,"1,667.00",166.00,0.00,"1,833.00"
2012/13,September 2012,South Eastern,Lagan Valley,Type 2,"2,191.00",96.00,0.00,"2,287.00"
2012/13,September 2012,South Eastern,Ulster,Type 1,"5,318.00","1,715.00",182.00,"7,215.00"
2012/13,September 2012,Southern,Armagh Community,Type 3,601.00,0.00,0.00,601.00
2012/13,September 2012,Southern,Craigavon Area,Type 1,"4,896.00","1,033.00",0.00,"5,929.00"
2012/13,September 2012,Southern,Daisy Hill,Type 1,"3,064.00",226.00,0.00,"3,290.00"
2012/13,September 2012,Southern,South Tyrone,Type 3,"1,848.00",3.00,0.00,"1,851.00"
2012/13,September 2012,Western,Altnagelvin Area,Type 1,"3,603.00",818.00,0.00,"4,421.00"
2012/13,September 2012,Western,South West Acute,Type 1,"2,174.00",128.00,0.00,"2,302.00"
2012/13,September 2012,Western,Tyrone County,Type 3,"1,378.00",1.00,0.00,"1,379.00"
2012/13,October 2012,Belfast,Mater,Type 1,"2,604.00","1,070.00",1.00,"3,675.00"
2012/13,October 2012,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,608.00","2,464.00",1.00,"8,073.00"
2012/13,October 2012,Belfast,RBHSC,Type 1,"2,204.00",352.00,0.00,"2,556.00"
2012/13,October 2012,Northern,Antrim Area,Type 1,"4,098.00","1,886.00",122.00,"6,106.00"
2012/13,October 2012,Northern,Causeway,Type 1,"2,941.00",600.00,32.00,"3,573.00"
2012/13,October 2012,Northern,Mid-Ulster,Type 3,684.00,0.00,0.00,684.00
2012/13,October 2012,Northern,Whiteabbey,Type 3,807.00,1.00,0.00,808.00
2012/13,October 2012,South Eastern,Ards MIU,Type 3,855.00,0.00,0.00,855.00
2012/13,October 2012,South Eastern,Bangor MIU,Type 3,876.00,0.00,0.00,876.00
2012/13,October 2012,South Eastern,Downe,Type 2,"1,573.00",181.00,8.00,"1,762.00"
2012/13,October 2012,South Eastern,Lagan Valley,Type 2,"2,224.00",78.00,0.00,"2,302.00"
2012/13,October 2012,South Eastern,Ulster,Type 1,"5,240.00","1,640.00",135.00,"7,015.00"
2012/13,October 2012,Southern,Armagh Community,Type 3,649.00,0.00,0.00,649.00
2012/13,October 2012,Southern,Craigavon Area,Type 1,"4,749.00","1,331.00",0.00,"6,080.00"
2012/13,October 2012,Southern,Daisy Hill,Type 1,"3,120.00",155.00,0.00,"3,275.00"
2012/13,October 2012,Southern,South Tyrone,Type 3,"1,829.00",0.00,0.00,"1,829.00"
2012/13,October 2012,Western,Altnagelvin Area,Type 1,"3,509.00",961.00,0.00,"4,470.00"
2012/13,October 2012,Western,South West Acute,Type 1,"2,049.00",170.00,0.00,"2,219.00"
2012/13,October 2012,Western,Tyrone County,Type 3,"1,298.00",3.00,0.00,"1,301.00"
2012/13,November 2012,Belfast,Mater,Type 1,"2,275.00","1,157.00",1.00,"3,433.00"
2012/13,November 2012,Belfast,Royal Victoria,Type 1,"3,870.00","2,549.00",5.00,"6,424.00"
2012/13,November 2012,Belfast,Royal Victoria (ENT & RAES),Type 2,"1,192.00",0.00,0.00,"1,192.00"
2012/13,November 2012,Belfast,RBHSC,Type 1,"2,435.00",548.00,0.00,"2,983.00"
2012/13,November 2012,Northern,Antrim Area,Type 1,"3,692.00","1,901.00",183.00,"5,776.00"
2012/13,November 2012,Northern,Causeway,Type 1,"2,603.00",686.00,38.00,"3,327.00"
2012/13,November 2012,Northern,Mid-Ulster,Type 3,608.00,0.00,0.00,608.00
2012/13,November 2012,Northern,Whiteabbey,Type 3,757.00,0.00,0.00,757.00
2012/13,November 2012,South Eastern,Ards MIU,Type 3,779.00,0.00,0.00,779.00
2012/13,November 2012,South Eastern,Bangor MIU,Type 3,796.00,0.00,0.00,796.00
2012/13,November 2012,South Eastern,Downe,Type 2,"1,360.00",160.00,12.00,"1,532.00"
2012/13,November 2012,South Eastern,Lagan Valley,Type 2,"1,822.00",204.00,23.00,"2,049.00"
2012/13,November 2012,South Eastern,Ulster,Type 1,"4,953.00","1,809.00",133.00,"6,895.00"
2012/13,November 2012,Southern,Armagh Community,Type 3,581.00,0.00,0.00,581.00
2012/13,November 2012,Southern,Craigavon Area,Type 1,"4,535.00","1,460.00",1.00,"5,996.00"
2012/13,November 2012,Southern,Daisy Hill,Type 1,"2,904.00",216.00,0.00,"3,120.00"
2012/13,November 2012,Southern,South Tyrone,Type 3,"1,478.00",2.00,0.00,"1,480.00"
2012/13,November 2012,Western,Altnagelvin Area,Type 1,"3,483.00",809.00,1.00,"4,293.00"
2012/13,November 2012,Western,South West Acute,Type 1,"1,998.00",148.00,0.00,"2,146.00"
2012/13,November 2012,Western,Tyrone County,Type 3,"1,041.00",3.00,0.00,"1,044.00"
2012/13,December 2012,Belfast,Mater,Type 1,"2,231.00","1,151.00",1.00,"3,383.00"
2012/13,December 2012,Belfast,Royal Victoria,Type 1,"3,778.00","2,508.00",0.00,"6,286.00"
2012/13,December 2012,Belfast,Royal Victoria (ENT & RAES),Type 2,"1,049.00",0.00,0.00,"1,049.00"
2012/13,December 2012,Belfast,RBHSC,Type 1,"2,435.00",708.00,0.00,"3,143.00"
2012/13,December 2012,Northern,Antrim Area,Type 1,"3,533.00","2,006.00",191.00,"5,730.00"
2012/13,December 2012,Northern,Causeway,Type 1,"2,389.00",910.00,61.00,"3,360.00"
2012/13,December 2012,Northern,Mid-Ulster,Type 3,432.00,0.00,0.00,432.00
2012/13,December 2012,Northern,Whiteabbey,Type 3,504.00,0.00,0.00,504.00
2012/13,December 2012,South Eastern,Ards MIU,Type 3,611.00,0.00,0.00,611.00
2012/13,December 2012,South Eastern,Bangor MIU,Type 3,605.00,0.00,0.00,605.00
2012/13,December 2012,South Eastern,Downe,Type 2,"1,397.00",170.00,18.00,"1,585.00"
2012/13,December 2012,South Eastern,Lagan Valley,Type 2,"1,855.00",205.00,20.00,"2,080.00"
2012/13,December 2012,South Eastern,Ulster,Type 1,"4,809.00","1,897.00",286.00,"6,992.00"
2012/13,December 2012,Southern,Armagh Community,Type 3,411.00,0.00,0.00,411.00
2012/13,December 2012,Southern,Craigavon Area,Type 1,"4,373.00","1,760.00",0.00,"6,133.00"
2012/13,December 2012,Southern,Daisy Hill,Type 1,"2,975.00",300.00,0.00,"3,275.00"
2012/13,December 2012,Southern,South Tyrone,Type 3,"1,313.00",1.00,0.00,"1,314.00"
2012/13,December 2012,Western,Altnagelvin Area,Type 1,"3,311.00","1,036.00",2.00,"4,349.00"
2012/13,December 2012,Western,South West Acute,Type 1,"2,092.00",206.00,0.00,"2,298.00"
