Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2009/10,June 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,013.00","1,185.00",6.00,"5,204.00"
2009/10,June 2009,Belfast,RBHSC,Type 1,"2,161.00",250.00,0.00,"2,411.00"
2009/10,June 2009,Northern,Antrim Area,Type 1,"4,640.00",982.00,1.00,"5,623.00"
2009/10,June 2009,Northern,Causeway,Type 1,"3,256.00",329.00,0.00,"3,585.00"
2009/10,June 2009,Northern,Mid-Ulster,Type 2,"1,686.00",38.00,0.00,"1,724.00"
2009/10,June 2009,Northern,Whiteabbey,Type 2,"1,767.00",14.00,0.00,"1,781.00"
2009/10,June 2009,South Eastern,Ards MIU,Type 3,969.00,0.00,0.00,969.00
2009/10,June 2009,South Eastern,Bangor MIU,Type 3,"1,080.00",0.00,0.00,"1,080.00"
2009/10,June 2009,South Eastern,Downe,Type 2,"2,083.00",96.00,0.00,"2,179.00"
2009/10,June 2009,South Eastern,Lagan Valley,Type 2,"2,775.00",170.00,1.00,"2,946.00"
2009/10,June 2009,South Eastern,Ulster,Type 1,"5,290.00",988.00,9.00,"6,287.00"
2009/10,June 2009,Southern,Armagh Community,Type 3,766.00,0.00,0.00,766.00
2009/10,June 2009,Southern,Craigavon Area,Type 1,"5,969.00",266.00,0.00,"6,235.00"
2009/10,June 2009,Southern,Daisy Hill,Type 1,"2,924.00",186.00,0.00,"3,110.00"
2009/10,June 2009,Southern,South Tyrone,Type 3,"1,575.00",0.00,0.00,"1,575.00"
2009/10,June 2009,Western,Altnagelvin Area,Type 1,"3,865.00",988.00,6.00,"4,859.00"
2009/10,June 2009,Western,South West Acute,Type 1,"2,310.00",186.00,0.00,"2,496.00"
2009/10,June 2009,Western,Tyrone County,Type 3,"1,254.00",0.00,0.00,"1,254.00"
2009/10,July 2009,Belfast,Belfast City,Type 1,"3,049.00",491.00,0.00,"3,540.00"
2009/10,July 2009,Belfast,Mater,Type 1,"2,757.00",540.00,0.00,"3,297.00"
2009/10,July 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,136.00","1,196.00",1.00,"5,333.00"
2009/10,July 2009,Belfast,RBHSC,Type 1,"2,119.00",176.00,0.00,"2,295.00"
2009/10,July 2009,Northern,Antrim Area,Type 1,"4,440.00","1,058.00",0.00,"5,498.00"
2009/10,July 2009,Northern,Causeway,Type 1,"3,449.00",462.00,0.00,"3,911.00"
2009/10,July 2009,Northern,Mid-Ulster,Type 2,"1,575.00",22.00,0.00,"1,597.00"
2009/10,July 2009,Northern,Whiteabbey,Type 2,"1,641.00",11.00,0.00,"1,652.00"
2009/10,July 2009,South Eastern,Ards MIU,Type 3,841.00,0.00,0.00,841.00
2009/10,July 2009,South Eastern,Bangor MIU,Type 3,970.00,0.00,0.00,970.00
2009/10,July 2009,South Eastern,Downe,Type 2,"1,957.00",134.00,0.00,"2,091.00"
2009/10,July 2009,South Eastern,Lagan Valley,Type 2,"2,622.00",138.00,1.00,"2,761.00"
2009/10,July 2009,South Eastern,Ulster,Type 1,"4,986.00",981.00,20.00,"5,987.00"
2009/10,July 2009,Southern,Armagh Community,Type 3,664.00,1.00,0.00,665.00
2009/10,July 2009,Southern,Craigavon Area,Type 1,"5,584.00",262.00,0.00,"5,846.00"
2009/10,July 2009,Southern,Daisy Hill,Type 1,"2,705.00",196.00,0.00,"2,901.00"
2009/10,July 2009,Southern,South Tyrone,Type 3,"1,346.00",0.00,0.00,"1,346.00"
2009/10,July 2009,Western,Altnagelvin Area,Type 1,"3,839.00",724.00,1.00,"4,564.00"
2009/10,July 2009,Western,South West Acute,Type 1,"2,203.00",110.00,0.00,"2,313.00"
2009/10,July 2009,Western,Tyrone County,Type 3,"1,095.00",2.00,0.00,"1,097.00"
2009/10,August 2009,Belfast,Belfast City,Type 1,"2,540.00",748.00,0.00,"3,288.00"
2009/10,August 2009,Belfast,Mater,Type 1,"2,693.00",676.00,4.00,"3,373.00"
2009/10,August 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,195.00",766.00,0.00,"4,961.00"
2009/10,August 2009,Belfast,RBHSC,Type 1,"1,863.00",130.00,0.00,"1,993.00"
2009/10,August 2009,Northern,Antrim Area,Type 1,"4,073.00","1,110.00",0.00,"5,183.00"
2009/10,August 2009,Northern,Causeway,Type 1,"3,350.00",420.00,0.00,"3,770.00"
2009/10,August 2009,Northern,Mid-Ulster,Type 2,"1,471.00",20.00,0.00,"1,491.00"
2009/10,August 2009,Northern,Whiteabbey,Type 2,"1,652.00",14.00,0.00,"1,666.00"
2009/10,August 2009,South Eastern,Ards MIU,Type 3,821.00,0.00,0.00,821.00
2009/10,August 2009,South Eastern,Bangor MIU,Type 3,958.00,0.00,0.00,958.00
2009/10,August 2009,South Eastern,Downe,Type 2,"1,969.00",138.00,0.00,"2,107.00"
2009/10,August 2009,South Eastern,Lagan Valley,Type 2,"2,397.00",194.00,0.00,"2,591.00"
2009/10,August 2009,South Eastern,Ulster,Type 1,"4,938.00","1,029.00",14.00,"5,981.00"
2009/10,August 2009,Southern,Armagh Community,Type 3,620.00,0.00,0.00,620.00
2009/10,August 2009,Southern,Craigavon Area,Type 1,"5,535.00",363.00,0.00,"5,898.00"
2009/10,August 2009,Southern,Daisy Hill,Type 1,"2,703.00",73.00,0.00,"2,776.00"
2009/10,August 2009,Southern,South Tyrone,Type 3,"1,325.00",0.00,0.00,"1,325.00"
2009/10,August 2009,Western,Altnagelvin Area,Type 1,"3,553.00","1,013.00",2.00,"4,568.00"
2009/10,August 2009,Western,South West Acute,Type 1,"2,204.00",143.00,0.00,"2,347.00"
2009/10,August 2009,Western,Tyrone County,Type 3,986.00,1.00,0.00,987.00
2009/10,September 2009,Belfast,Belfast City,Type 1,"2,466.00","1,019.00",14.00,"3,499.00"
2009/10,September 2009,Belfast,Mater,Type 1,"2,675.00",581.00,3.00,"3,259.00"
2009/10,September 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,977.00",921.00,0.00,"5,898.00"
2009/10,September 2009,Belfast,RBHSC,Type 1,"2,154.00",329.00,0.00,"2,483.00"
2009/10,September 2009,Northern,Antrim Area,Type 1,"4,456.00","1,163.00",0.00,"5,619.00"
2009/10,September 2009,Northern,Causeway,Type 1,"3,053.00",272.00,0.00,"3,325.00"
2009/10,September 2009,Northern,Mid-Ulster,Type 2,"1,457.00",58.00,0.00,"1,515.00"
2009/10,September 2009,Northern,Whiteabbey,Type 2,"1,624.00",20.00,0.00,"1,644.00"
2009/10,September 2009,South Eastern,Ards MIU,Type 3,829.00,0.00,0.00,829.00
2009/10,September 2009,South Eastern,Bangor MIU,Type 3,"1,103.00",0.00,0.00,"1,103.00"
2009/10,September 2009,South Eastern,Downe,Type 2,"1,890.00",65.00,0.00,"1,955.00"
2009/10,September 2009,South Eastern,Lagan Valley,Type 2,"2,416.00",294.00,3.00,"2,713.00"
2009/10,September 2009,South Eastern,Ulster,Type 1,"5,017.00","1,049.00",20.00,"6,086.00"
2009/10,September 2009,Southern,Armagh Community,Type 3,660.00,0.00,0.00,660.00
2009/10,September 2009,Southern,Craigavon Area,Type 1,"5,568.00",440.00,0.00,"6,008.00"
2009/10,September 2009,Southern,Daisy Hill,Type 1,"2,752.00",76.00,0.00,"2,828.00"
2009/10,September 2009,Southern,South Tyrone,Type 3,"1,378.00",0.00,0.00,"1,378.00"
2009/10,September 2009,Western,Altnagelvin Area,Type 1,"3,359.00","1,056.00",8.00,"4,423.00"
2009/10,September 2009,Western,South West Acute,Type 1,"1,951.00",163.00,0.00,"2,114.00"
2009/10,September 2009,Western,Tyrone County,Type 3,"1,075.00",0.00,0.00,"1,075.00"
2009/10,October 2009,Belfast,Belfast City,Type 1,"2,733.00",933.00,0.00,"3,666.00"
2009/10,October 2009,Belfast,Mater,Type 1,"2,724.00",622.00,3.00,"3,349.00"
2009/10,October 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,721.00",764.00,4.00,"5,489.00"
2009/10,October 2009,Belfast,RBHSC,Type 1,"2,324.00",190.00,0.00,"2,514.00"
2009/10,October 2009,Northern,Antrim Area,Type 1,"4,092.00","1,595.00",0.00,"5,687.00"
2009/10,October 2009,Northern,Causeway,Type 1,"3,189.00",258.00,3.00,"3,450.00"
2009/10,October 2009,Northern,Mid-Ulster,Type 2,"1,404.00",22.00,0.00,"1,426.00"
2009/10,October 2009,Northern,Whiteabbey,Type 2,"1,549.00",21.00,0.00,"1,570.00"
2009/10,October 2009,South Eastern,Ards MIU,Type 3,714.00,0.00,0.00,714.00
2009/10,October 2009,South Eastern,Bangor MIU,Type 3,989.00,1.00,0.00,990.00
2009/10,October 2009,South Eastern,Downe,Type 2,"1,811.00",109.00,0.00,"1,920.00"
2009/10,October 2009,South Eastern,Lagan Valley,Type 2,"2,462.00",284.00,5.00,"2,751.00"
2009/10,October 2009,South Eastern,Ulster,Type 1,"4,674.00","1,471.00",23.00,"6,168.00"
2009/10,October 2009,Southern,Armagh Community,Type 3,661.00,0.00,0.00,661.00
2009/10,October 2009,Southern,Craigavon Area,Type 1,"5,294.00",707.00,0.00,"6,001.00"
2009/10,October 2009,Southern,Daisy Hill,Type 1,"2,655.00",146.00,0.00,"2,801.00"
2009/10,October 2009,Southern,South Tyrone,Type 3,"1,239.00",0.00,0.00,"1,239.00"
2009/10,October 2009,Western,Altnagelvin Area,Type 1,"3,269.00","1,285.00",8.00,"4,562.00"
2009/10,October 2009,Western,South West Acute,Type 1,"1,980.00",195.00,0.00,"2,175.00"
2009/10,October 2009,Western,Tyrone County,Type 3,"1,049.00",0.00,0.00,"1,049.00"
2009/10,November 2009,Belfast,Belfast City,Type 1,"2,601.00",970.00,9.00,"3,580.00"
2009/10,November 2009,Belfast,Mater,Type 1,"2,565.00",612.00,10.00,"3,187.00"
2009/10,November 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,521.00","1,172.00",17.00,"5,710.00"
2009/10,November 2009,Belfast,RBHSC,Type 1,"2,116.00",485.00,1.00,"2,602.00"
2009/10,November 2009,Northern,Antrim Area,Type 1,"3,419.00","1,813.00",44.00,"5,276.00"
2009/10,November 2009,Northern,Causeway,Type 1,"2,881.00",268.00,9.00,"3,158.00"
2009/10,November 2009,Northern,Mid-Ulster,Type 2,"1,258.00",27.00,0.00,"1,285.00"
2009/10,November 2009,Northern,Whiteabbey,Type 2,"1,411.00",14.00,0.00,"1,425.00"
2009/10,November 2009,South Eastern,Ards MIU,Type 3,655.00,0.00,0.00,655.00
2009/10,November 2009,South Eastern,Bangor MIU,Type 3,910.00,0.00,0.00,910.00
2009/10,November 2009,South Eastern,Downe,Type 2,"1,725.00",96.00,0.00,"1,821.00"
2009/10,November 2009,South Eastern,Lagan Valley,Type 2,"2,258.00",294.00,7.00,"2,559.00"
2009/10,November 2009,South Eastern,Ulster,Type 1,"4,459.00","1,279.00",117.00,"5,855.00"
2009/10,November 2009,Southern,Armagh Community,Type 3,514.00,0.00,0.00,514.00
2009/10,November 2009,Southern,Craigavon Area,Type 1,"5,093.00",618.00,0.00,"5,711.00"
2009/10,November 2009,Southern,Daisy Hill,Type 1,"2,564.00",84.00,0.00,"2,648.00"
2009/10,November 2009,Southern,South Tyrone,Type 3,"1,141.00",0.00,0.00,"1,141.00"
2009/10,November 2009,Western,Altnagelvin Area,Type 1,"3,132.00","1,028.00",22.00,"4,182.00"
2009/10,November 2009,Western,South West Acute,Type 1,"1,888.00",152.00,0.00,"2,040.00"
2009/10,November 2009,Western,Tyrone County,Type 3,"1,033.00",0.00,0.00,"1,033.00"
2009/10,December 2009,Belfast,Belfast City,Type 1,"2,165.00","1,320.00",12.00,"3,497.00"
2009/10,December 2009,Belfast,Mater,Type 1,"2,398.00",872.00,46.00,"3,316.00"
2009/10,December 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,419.00","1,235.00",10.00,"5,664.00"
2009/10,December 2009,Belfast,RBHSC,Type 1,"2,329.00",635.00,0.00,"2,964.00"
2009/10,December 2009,Northern,Antrim Area,Type 1,"3,696.00","1,744.00",55.00,"5,495.00"
2009/10,December 2009,Northern,Causeway,Type 1,"2,834.00",488.00,16.00,"3,338.00"
2009/10,December 2009,Northern,Mid-Ulster,Type 2,"1,158.00",28.00,0.00,"1,186.00"
2009/10,December 2009,Northern,Whiteabbey,Type 2,"1,375.00",27.00,0.00,"1,402.00"
2009/10,December 2009,South Eastern,Ards MIU,Type 3,593.00,0.00,0.00,593.00
2009/10,December 2009,South Eastern,Bangor MIU,Type 3,837.00,0.00,0.00,837.00
2009/10,December 2009,South Eastern,Downe,Type 2,"1,609.00",116.00,1.00,"1,726.00"
2009/10,December 2009,South Eastern,Lagan Valley,Type 2,"2,205.00",320.00,23.00,"2,548.00"
2009/10,December 2009,South Eastern,Ulster,Type 1,"4,158.00","1,555.00",230.00,"5,943.00"
2009/10,December 2009,Southern,Armagh Community,Type 3,530.00,0.00,0.00,530.00
2009/10,December 2009,Southern,Craigavon Area,Type 1,"4,986.00",762.00,0.00,"5,748.00"
2009/10,December 2009,Southern,Daisy Hill,Type 1,"2,645.00",137.00,0.00,"2,782.00"
2009/10,December 2009,Southern,South Tyrone,Type 3,"1,061.00",0.00,0.00,"1,061.00"
2009/10,December 2009,Western,Altnagelvin Area,Type 1,"3,222.00",954.00,6.00,"4,182.00"
2009/10,December 2009,Western,South West Acute,Type 1,"1,893.00",191.00,0.00,"2,084.00"
2009/10,December 2009,Western,Tyrone County,Type 3,983.00,3.00,0.00,986.00
2009/10,January 2010,Belfast,Belfast City,Type 1,"2,127.00","1,252.00",77.00,"3,456.00"
2009/10,January 2010,Belfast,Mater,Type 1,"2,385.00",676.00,87.00,"3,148.00"
2009/10,January 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,117.00","1,383.00",146.00,"5,646.00"
2009/10,January 2010,Belfast,RBHSC,Type 1,"1,816.00",476.00,0.00,"2,292.00"
2009/10,January 2010,Northern,Antrim Area,Type 1,"3,642.00","1,654.00",132.00,"5,428.00"
2009/10,January 2010,Northern,Causeway,Type 1,"2,818.00",445.00,35.00,"3,298.00"
2009/10,January 2010,Northern,Mid-Ulster,Type 2,"1,142.00",36.00,0.00,"1,178.00"
2009/10,January 2010,Northern,Whiteabbey,Type 2,"1,421.00",29.00,0.00,"1,450.00"
2009/10,January 2010,South Eastern,Ards MIU,Type 3,597.00,0.00,0.00,597.00
2009/10,January 2010,South Eastern,Bangor MIU,Type 3,844.00,0.00,0.00,844.00
2009/10,January 2010,South Eastern,Downe,Type 2,"1,632.00",157.00,18.00,"1,807.00"
2009/10,January 2010,South Eastern,Lagan Valley,Type 2,"2,094.00",387.00,59.00,"2,540.00"
2009/10,January 2010,South Eastern,Ulster,Type 1,"4,219.00","1,344.00",265.00,"5,828.00"
2009/10,January 2010,Southern,Armagh Community,Type 3,540.00,0.00,0.00,540.00
2009/10,January 2010,Southern,Craigavon Area,Type 1,"4,811.00",808.00,0.00,"5,619.00"
2009/10,January 2010,Southern,Daisy Hill,Type 1,"2,709.00",131.00,0.00,"2,840.00"
2009/10,January 2010,Southern,South Tyrone,Type 3,"1,124.00",0.00,0.00,"1,124.00"
2009/10,January 2010,Western,Altnagelvin Area,Type 1,"3,293.00","1,007.00",4.00,"4,304.00"
2009/10,January 2010,Western,South West Acute,Type 1,"1,952.00",164.00,0.00,"2,116.00"
2009/10,January 2010,Western,Tyrone County,Type 3,976.00,0.00,0.00,976.00
2009/10,February 2010,Belfast,Belfast City,Type 1,"2,163.00",989.00,58.00,"3,210.00"
2009/10,February 2010,Belfast,Mater,Type 1,"2,132.00",611.00,97.00,"2,840.00"
2009/10,February 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,024.00","1,312.00",98.00,"5,434.00"
2009/10,February 2010,Belfast,RBHSC,Type 1,"1,996.00",394.00,0.00,"2,390.00"
2009/10,February 2010,Northern,Antrim Area,Type 1,"3,474.00","1,266.00",129.00,"4,869.00"
2009/10,February 2010,Northern,Causeway,Type 1,"2,638.00",300.00,4.00,"2,942.00"
2009/10,February 2010,Northern,Mid-Ulster,Type 2,"1,146.00",41.00,0.00,"1,187.00"
2009/10,February 2010,Northern,Whiteabbey,Type 2,"1,351.00",24.00,0.00,"1,375.00"
2009/10,February 2010,South Eastern,Ards MIU,Type 3,649.00,0.00,0.00,649.00
2009/10,February 2010,South Eastern,Bangor MIU,Type 3,859.00,0.00,0.00,859.00
2009/10,February 2010,South Eastern,Downe,Type 2,"1,458.00",119.00,6.00,"1,583.00"
2009/10,February 2010,South Eastern,Lagan Valley,Type 2,"1,860.00",424.00,46.00,"2,330.00"
2009/10,February 2010,South Eastern,Ulster,Type 1,"3,907.00","1,387.00",99.00,"5,393.00"
2009/10,February 2010,Southern,Armagh Community,Type 3,563.00,0.00,0.00,563.00
2009/10,February 2010,Southern,Craigavon Area,Type 1,"4,601.00",670.00,0.00,"5,271.00"
2009/10,February 2010,Southern,Daisy Hill,Type 1,"2,350.00",201.00,0.00,"2,551.00"
2009/10,February 2010,Southern,South Tyrone,Type 3,"1,090.00",0.00,0.00,"1,090.00"
2009/10,February 2010,Western,Altnagelvin Area,Type 1,"3,216.00",723.00,1.00,"3,940.00"
2009/10,February 2010,Western,South West Acute,Type 1,"1,616.00",134.00,0.00,"1,750.00"
2009/10,February 2010,Western,Tyrone County,Type 3,906.00,0.00,0.00,906.00
2009/10,March 2010,Belfast,Belfast City,Type 1,"2,218.00","1,309.00",113.00,"3,640.00"
2009/10,March 2010,Belfast,Mater,Type 1,"2,554.00",609.00,143.00,"3,306.00"
2009/10,March 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,796.00","1,204.00",259.00,"6,259.00"
2009/10,March 2010,Belfast,RBHSC,Type 1,"2,388.00",688.00,1.00,"3,077.00"
2009/10,March 2010,Northern,Antrim Area,Type 1,"3,509.00","1,951.00",342.00,"5,802.00"
2009/10,March 2010,Northern,Causeway,Type 1,"3,019.00",403.00,30.00,"3,452.00"
2009/10,March 2010,Northern,Mid-Ulster,Type 2,"1,422.00",43.00,0.00,"1,465.00"
2009/10,March 2010,Northern,Whiteabbey,Type 2,"1,566.00",23.00,0.00,"1,589.00"
2009/10,March 2010,South Eastern,Ards MIU,Type 3,797.00,0.00,0.00,797.00
2009/10,March 2010,South Eastern,Bangor MIU,Type 3,"1,012.00",0.00,0.00,"1,012.00"
2009/10,March 2010,South Eastern,Downe,Type 2,"1,802.00",187.00,3.00,"1,992.00"
2009/10,March 2010,South Eastern,Lagan Valley,Type 2,"2,043.00",680.00,90.00,"2,813.00"
2009/10,March 2010,South Eastern,Ulster,Type 1,"4,489.00","1,424.00",250.00,"6,163.00"
2009/10,March 2010,Southern,Armagh Community,Type 3,663.00,0.00,0.00,663.00
2009/10,March 2010,Southern,Craigavon Area,Type 1,"5,485.00","1,029.00",1.00,"6,515.00"
2009/10,March 2010,Southern,Daisy Hill,Type 1,"2,878.00",229.00,0.00,"3,107.00"
2009/10,March 2010,Southern,South Tyrone,Type 3,"1,400.00",0.00,0.00,"1,400.00"
2009/10,March 2010,Western,Altnagelvin Area,Type 1,"3,509.00","1,149.00",7.00,"4,665.00"
2009/10,March 2010,Western,South West Acute,Type 1,"2,072.00",141.00,0.00,"2,213.00"
2009/10,March 2010,Western,Tyrone County,Type 3,"1,107.00",1.00,0.00,"1,108.00"
2010/11,April 2010,Belfast,Belfast City,Type 1,"2,587.00","1,074.00",36.00,"3,697.00"
2010/11,April 2010,Belfast,Mater,Type 1,"2,542.00",752.00,98.00,"3,392.00"
2010/11,April 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,996.00","1,301.00",89.00,"6,386.00"
2010/11,April 2010,Belfast,RBHSC,Type 1,"2,360.00",542.00,0.00,"2,902.00"
2010/11,April 2010,Northern,Antrim Area,Type 1,"3,386.00","1,867.00",301.00,"5,554.00"
2010/11,April 2010,Northern,Causeway,Type 1,"3,286.00",409.00,34.00,"3,729.00"
2010/11,April 2010,Northern,Mid-Ulster,Type 2,"1,385.00",55.00,0.00,"1,440.00"
2010/11,April 2010,Northern,Whiteabbey,Type 2,"1,617.00",34.00,0.00,"1,651.00"
2010/11,April 2010,South Eastern,Ards MIU,Type 3,835.00,0.00,0.00,835.00
2010/11,April 2010,South Eastern,Bangor MIU,Type 3,"1,051.00",0.00,0.00,"1,051.00"
2010/11,April 2010,South Eastern,Downe,Type 2,"1,876.00",135.00,0.00,"2,011.00"
2010/11,April 2010,South Eastern,Lagan Valley,Type 2,"2,368.00",340.00,33.00,"2,741.00"
2010/11,April 2010,South Eastern,Ulster,Type 1,"5,024.00","1,128.00",39.00,"6,191.00"
2010/11,April 2010,Southern,Armagh Community,Type 3,717.00,0.00,0.00,717.00
2010/11,April 2010,Southern,Craigavon Area,Type 1,"5,334.00",920.00,0.00,"6,254.00"
2010/11,April 2010,Southern,Daisy Hill,Type 1,"2,896.00",236.00,0.00,"3,132.00"
2010/11,April 2010,Southern,South Tyrone,Type 3,"1,534.00",0.00,0.00,"1,534.00"
2010/11,April 2010,Western,Altnagelvin Area,Type 1,"3,519.00","1,167.00",5.00,"4,691.00"
2010/11,April 2010,Western,South West Acute,Type 1,"2,177.00",145.00,0.00,"2,322.00"
2010/11,April 2010,Western,Tyrone County,Type 3,"1,237.00",4.00,0.00,"1,241.00"
2010/11,May 2010,Belfast,Belfast City,Type 1,"2,620.00","1,054.00",72.00,"3,746.00"
2010/11,May 2010,Belfast,Mater,Type 1,"2,623.00",950.00,115.00,"3,688.00"
2010/11,May 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,928.00","1,220.00",176.00,"6,324.00"
2010/11,May 2010,Belfast,RBHSC,Type 1,"2,495.00",360.00,0.00,"2,855.00"
2010/11,May 2010,Northern,Antrim Area,Type 1,"3,743.00","2,069.00",240.00,"6,052.00"
2010/11,May 2010,Northern,Causeway,Type 1,"3,516.00",363.00,13.00,"3,892.00"
2010/11,May 2010,Northern,Mid-Ulster,Type 2,986.00,43.00,0.00,"1,029.00"
2010/11,May 2010,Northern,Mid-Ulster,Type 3,105.00,0.00,0.00,105.00
2010/11,May 2010,Northern,Whiteabbey,Type 2,"1,079.00",18.00,0.00,"1,097.00"
2010/11,May 2010,Northern,Whiteabbey,Type 3,159.00,0.00,0.00,159.00
2010/11,May 2010,South Eastern,Ards MIU,Type 3,849.00,0.00,0.00,849.00
2010/11,May 2010,South Eastern,Bangor MIU,Type 3,"1,135.00",0.00,0.00,"1,135.00"
2010/11,May 2010,South Eastern,Downe,Type 2,"1,999.00",130.00,0.00,"2,129.00"
2010/11,May 2010,South Eastern,Lagan Valley,Type 2,"2,520.00",382.00,4.00,"2,906.00"
2010/11,May 2010,South Eastern,Ulster,Type 1,"5,212.00","1,398.00",37.00,"6,647.00"
2010/11,May 2010,Southern,Armagh Community,Type 3,736.00,0.00,0.00,736.00
2010/11,May 2010,Southern,Craigavon Area,Type 1,"5,528.00",898.00,1.00,"6,427.00"
2010/11,May 2010,Southern,Daisy Hill,Type 1,"3,206.00",185.00,0.00,"3,391.00"
2010/11,May 2010,Southern,South Tyrone,Type 3,"1,675.00",0.00,0.00,"1,675.00"
2010/11,May 2010,Western,Altnagelvin Area,Type 1,"3,883.00",953.00,3.00,"4,839.00"
2010/11,May 2010,Western,South West Acute,Type 1,"2,205.00",251.00,0.00,"2,456.00"
2010/11,May 2010,Western,Tyrone County,Type 3,"1,341.00",0.00,0.00,"1,341.00"
2010/11,June 2010,Belfast,Belfast City,Type 1,"2,783.00",880.00,33.00,"3,696.00"
2010/11,June 2010,Belfast,Mater,Type 1,"2,517.00","1,019.00",113.00,"3,649.00"
2010/11,June 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,843.00","1,316.00",52.00,"6,211.00"
2010/11,June 2010,Belfast,RBHSC,Type 1,"2,425.00",226.00,0.00,"2,651.00"
2010/11,June 2010,Northern,Antrim Area,Type 1,"5,153.00","1,075.00",0.00,"6,228.00"
2010/11,June 2010,Northern,Causeway,Type 1,"3,589.00",292.00,1.00,"3,882.00"
2010/11,June 2010,Northern,Mid-Ulster,Type 3,552.00,0.00,0.00,552.00
2010/11,June 2010,Northern,Whiteabbey,Type 3,743.00,0.00,0.00,743.00
2010/11,June 2010,South Eastern,Ards MIU,Type 3,848.00,0.00,0.00,848.00
2010/11,June 2010,South Eastern,Bangor MIU,Type 3,"1,099.00",0.00,0.00,"1,099.00"
2010/11,June 2010,South Eastern,Downe,Type 2,"1,904.00",92.00,0.00,"1,996.00"
2010/11,June 2010,South Eastern,Lagan Valley,Type 2,"2,628.00",234.00,4.00,"2,866.00"
2010/11,June 2010,South Eastern,Ulster,Type 1,"5,267.00","1,029.00",1.00,"6,297.00"
2010/11,June 2010,Southern,Armagh Community,Type 3,773.00,0.00,0.00,773.00
2010/11,June 2010,Southern,Craigavon Area,Type 1,"5,391.00",857.00,0.00,"6,248.00"
2010/11,June 2010,Southern,Daisy Hill,Type 1,"3,142.00",110.00,0.00,"3,252.00"
2010/11,June 2010,Southern,South Tyrone,Type 3,"1,638.00",0.00,0.00,"1,638.00"
2010/11,June 2010,Western,Altnagelvin Area,Type 1,"3,553.00","1,173.00",5.00,"4,731.00"
2010/11,June 2010,Western,South West Acute,Type 1,"2,034.00",251.00,0.00,"2,285.00"
2010/11,June 2010,Western,Tyrone County,Type 3,"1,312.00",0.00,0.00,"1,312.00"
2010/11,July 2010,Belfast,Belfast City,Type 1,"2,839.00",734.00,5.00,"3,578.00"
2010/11,July 2010,Belfast,Mater,Type 1,"2,503.00","1,107.00",35.00,"3,645.00"
2010/11,July 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,987.00","1,040.00",41.00,"6,068.00"
2010/11,July 2010,Belfast,RBHSC,Type 1,"1,985.00",136.00,0.00,"2,121.00"
2010/11,July 2010,Northern,Antrim Area,Type 1,"4,643.00","1,518.00",24.00,"6,185.00"
2010/11,July 2010,Northern,Causeway,Type 1,"3,641.00",400.00,2.00,"4,043.00"
2010/11,July 2010,Northern,Mid-Ulster,Type 3,514.00,0.00,0.00,514.00
2010/11,July 2010,Northern,Whiteabbey,Type 3,591.00,0.00,0.00,591.00
2010/11,July 2010,South Eastern,Ards MIU,Type 3,730.00,0.00,0.00,730.00
2010/11,July 2010,South Eastern,Bangor MIU,Type 3,994.00,0.00,0.00,994.00
2010/11,July 2010,South Eastern,Downe,Type 2,"1,859.00",88.00,9.00,"1,956.00"
2010/11,July 2010,South Eastern,Lagan Valley,Type 2,"2,510.00",194.00,3.00,"2,707.00"
2010/11,July 2010,South Eastern,Ulster,Type 1,"5,119.00",840.00,0.00,"5,959.00"
2010/11,July 2010,Southern,Armagh Community,Type 3,622.00,0.00,0.00,622.00
2010/11,July 2010,Southern,Craigavon Area,Type 1,"5,079.00",649.00,0.00,"5,728.00"
2010/11,July 2010,Southern,Daisy Hill,Type 1,"3,082.00",173.00,0.00,"3,255.00"
2010/11,July 2010,Southern,South Tyrone,Type 3,"1,499.00",0.00,0.00,"1,499.00"
2010/11,July 2010,Western,Altnagelvin Area,Type 1,"3,681.00",923.00,5.00,"4,609.00"
2010/11,July 2010,Western,South West Acute,Type 1,"2,117.00",211.00,0.00,"2,328.00"
2010/11,July 2010,Western,Tyrone County,Type 3,"1,231.00",4.00,0.00,"1,235.00"
2010/11,August 2010,Belfast,Belfast City,Type 1,"2,908.00",776.00,0.00,"3,684.00"
