Unique Reference Number,Date,Merchant Category Code,Location,Merchant Category Group,Amount,Supplier,Comment
FCOGPC130600796,06/06/2013,Computer Program/Sys Design,United Kingdom,Services,593.93,XMA LTD,
FCOGPC130600797,06/06/2013,Computer Program/Sys Design,United Kingdom,Services,596.81,XMA LTD,
FCOGPC130600798,06/06/2013,Computer Program/Sys Design,United Kingdom,Services,864.26,XMA LTD,
FCOGPC130600799,06/06/2013,Computer Program/Sys Design,United Kingdom,Services,596.81,XMA LTD,
FCOGPC130600800,06/06/2013,Computer Program/Sys Design,United Kingdom,Services,596.81,XMA LTD,
FCOGPC130600801,07/06/2013,Gov'T Serv - Default,United Kingdom,Services,1412.47,CAPITA BUS SVS-MOTO,
FCOGPC130600802,10/06/2013,Business Services - Default,United States,Services,1787.78,DOW JONES MEDIA SCVS,
FCOGPC130600803,10/06/2013,Computer Program/Sys Design,United Kingdom,Services,683.42,XMA LTD,
FCOGPC130600804,10/06/2013,Computer Program/Sys Design,United Kingdom,Services,646.1,XMA LTD,
FCOGPC130600805,10/06/2013,Computer Program/Sys Design,United Kingdom,Services,646.1,XMA LTD,
FCOGPC130600806,10/06/2013,Computer Program/Sys Design,United Kingdom,Services,646.1,XMA LTD,
FCOGPC130600807,10/06/2013,Computer Program/Sys Design,United Kingdom,Services,662.27,XMA LTD,
FCOGPC130600808,11/06/2013,Information Retrieval Services,United Kingdom,Services,540,COMMUNICAID GROUP,
FCOGPC130600809,11/06/2013,Misc Publishing & Printing,United Kingdom,Services,1472.97,WP-JAPANCONSUMING,
FCOGPC130600810,12/06/2013,Quick Copy/Repro Services,Australia,Services,671.39,CITYWIDE PRINT,
FCOGPC130600811,12/06/2013,Equip/Furn Rent/Lease Serv,Paraguay,Services,1101.36,REGUS PARAGUAY,
FCOGPC130600812,12/06/2013,Gov'T Serv - Default,United Kingdom,Services,612,WP-UK TRADE & INVESTME,
FCOGPC130600813,12/06/2013,Computer Program/Sys Design,United Kingdom,Services,970.49,XMA LTD,
FCOGPC130600814,12/06/2013,Computer Program/Sys Design,United Kingdom,Services,970.49,XMA LTD,
FCOGPC130600815,13/06/2013,Mgmt/Consult/Public Rel Ser,Australia,Services,741.48,ASSOCIATION & COMMUN,
FCOGPC130600816,13/06/2013,Computer Program/Sys Design,United Kingdom,Services,949.97,XMA LTD,
FCOGPC130600817,13/06/2013,Computer Program/Sys Design,United Kingdom,Services,621.57,XMA LTD,
FCOGPC130600818,14/06/2013,Gov'T Serv - Default,United Kingdom,Services,1428,WP-UK TRADE & INVESTME,
FCOGPC130600819,14/06/2013,Member Organizations - Def,United States,Services,818.05,WWW.LINKEDIN.COM,
FCOGPC130600820,17/06/2013,Misc Repair Services,Uruguay,Services,1329.22,CERRAJERIA ABELENDA HN,
FCOGPC130600821,17/06/2013,Misc Repair Services,Uruguay,Services,1176.1,CERRAJERIA ABELENDA HN,
FCOGPC130600822,17/06/2013,Charitable/Soc Service Orgs,United Kingdom,Services,570,R INST OF INTL AFFAIRS,
FCOGPC130600823,18/06/2013,Business Services - Default,Hong Kong,Services,522.99,REVIEWPURCHASE.COM,
FCOGPC130600824,18/06/2013,Computer Program/Sys Design,United Kingdom,Services,966.8,XMA LTD,
FCOGPC130600825,19/06/2013,Schools - Default,Australia,Services,1516.09,NEW HORIZONS SYDNEY,
FCOGPC130600826,19/06/2013,Business Services - Default,United Kingdom,Services,1228.59,PERSONAL STRENGTHS (UK,
FCOGPC130600827,19/06/2013,Business Services - Default,United Kingdom,Services,1228.59,PERSONAL STRENGTHS (UK,
FCOGPC130600828,19/06/2013,Business Services - Default,Hong Kong,Services,524.42,REVIEWPURCHASE.COM,
FCOGPC130600829,19/06/2013,Computer Program/Sys Design,United Kingdom,Services,947.29,XMA LTD,
FCOGPC130600830,19/06/2013,Computer Program/Sys Design,United Kingdom,Services,799.34,XMA LTD,
FCOGPC130600831,19/06/2013,Computer Program/Sys Design,United Kingdom,Services,616.99,XMA LTD,
FCOGPC130600832,20/06/2013,Misc Repair Services,Uruguay,Services,627.7,CERRAJERIA ABELENDA HN,
FCOGPC130600833,20/06/2013,Computer Program/Sys Design,United Kingdom,Services,989.18,XMA LTD,
FCOGPC130600834,21/06/2013,Computer Program/Sys Design,United Kingdom,Services,969.15,XMA LTD,
FCOGPC130600835,24/06/2013,Professional Services - Def,United Kingdom,Services,799.2,CIVIL SERVICE LEARNING,
FCOGPC130600836,24/06/2013,Professional Services - Def,United Kingdom,Services,799.2,CIVIL SERVICE LEARNING,
FCOGPC130600837,24/06/2013,Professional Services - Def,United Kingdom,Services,799.2,CIVIL SERVICE LEARNING,
FCOGPC130600838,24/06/2013,Business/Secretarial School,United Kingdom,Services,948,EINTEGRITYE,
FCOGPC130600839,24/06/2013,Colleges/Univ/Jc/Profession,United Kingdom,Services,594,TILLS,
FCOGPC130600840,25/06/2013,Professional Services - Def,United Kingdom,Services,654,CIPD ENTERPRISES,
FCOGPC130600841,25/06/2013,Professional Services - Def,United Kingdom,Services,799.2,CIVIL SERVICE LEARNING,
FCOGPC130600842,25/06/2013,Professional Services - Def,United Kingdom,Services,799.2,CIVIL SERVICE LEARNING,
FCOGPC130600843,25/06/2013,Computer Program/Sys Design,United Kingdom,Services,911.23,XMA LTD,
FCOGPC130600844,26/06/2013,Telecommunication Services,Iceland,Services,803.26,Vodafone/verslanirGrei,
FCOGPC130600845,27/06/2013,Professional Services - Def,United Kingdom,Services,1389.5,PENNA PLC,
FCOGPC130600846,27/06/2013,Professional Services - Def,United Kingdom,Services,1389.5,PENNA PLC,
FCOGPC130600847,28/06/2013,Professional Services - Def,United Kingdom,Services,600,CIVIL SERVICE LEARNING,
FCOGPC130600848,28/06/2013,Information Retrieval Services,United Kingdom,Services,748.2,COMMUNICAID GROUP,
FCOGPC130600849,28/06/2013,Computer Program/Sys Design,United Kingdom,Services,820.1,XMA LTD,
FCOGPC130600850,28/06/2013,Computer Program/Sys Design,United Kingdom,Services,753.09,XMA LTD,
FCOGPC130600851,04/06/2013,Grocery Stores/Supermarkets,Trinidad & Tobago,Supermarkets,1051.93,A S BRYDEN & SONS LTD,
FCOGPC130600852,04/06/2013,Grocery Stores/Supermarkets,Trinidad & Tobago,Supermarkets,971.47,A S BRYDEN & SONS LTD,
FCOGPC130600853,25/06/2013,Grocery Stores/Supermarkets,Brunei Darussalam,Supermarkets,1405.12,SMART (B) SDN BHD,
FCOGPC130600854,25/06/2013,Grocery Stores/Supermarkets,Brunei Darussalam,Supermarkets,882.8,SMART (B) SDN BHD,
FCOGPC130600855,03/06/2013,Travel Agencies,Singapore,Travel Agencies,766.26,AVESON TRAVEL-TANGLIN,
FCOGPC130600856,03/06/2013,Travel Agencies,Vietnam,Travel Agencies,2063.46,HANOI TOSERCO-MOTO,
FCOGPC130600857,03/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3489.36,HRG UK       ,
FCOGPC130600858,03/06/2013,Travel Agencies,United Kingdom,Travel Agencies,704.69,HRG UK       ,
FCOGPC130600859,03/06/2013,Travel Agencies,United Kingdom,Travel Agencies,591.67,HRG UK       ,
FCOGPC130600860,03/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1260.06,HRG UK       ,
FCOGPC130600861,03/06/2013,Travel Agencies,United Kingdom,Travel Agencies,629.91,HRG UK       ,
FCOGPC130600862,03/06/2013,Travel Agencies,United Kingdom,Travel Agencies,4303.12,HRG UK       ,
FCOGPC130600863,03/06/2013,Travel Agencies,Japan,Travel Agencies,647.69,JTBGMT,
FCOGPC130600864,04/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2135.72,HRG UK       ,
FCOGPC130600865,04/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1397.88,HRG UK       ,
FCOGPC130600866,04/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1397.88,HRG UK       ,
FCOGPC130600867,04/06/2013,Travel Agencies,United Kingdom,Travel Agencies,770.69,HRG UK       ,
FCOGPC130600868,04/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1226.77,HRG UK       ,
FCOGPC130600869,04/06/2013,Travel Agencies,United Kingdom,Travel Agencies,984.97,HRG UK       ,
FCOGPC130600870,04/06/2013,Travel Agencies,Chile,Travel Agencies,2673.71,MERIDIAN,
FCOGPC130600871,05/06/2013,Travel Agencies,Australia,Travel Agencies,1909.28,FREEDMAN&TURNER,
FCOGPC130600872,05/06/2013,Travel Agencies,United Kingdom,Travel Agencies,-1008.08,HRG UK       ,
FCOGPC130600873,05/06/2013,Travel Agencies,United Kingdom,Travel Agencies,613.31,HRG UK       ,
FCOGPC130600874,05/06/2013,Travel Agencies,United Kingdom,Travel Agencies,763.61,HRG UK       ,
FCOGPC130600875,05/06/2013,Travel Agencies,United Kingdom,Travel Agencies,757.61,HRG UK       ,
FCOGPC130600876,05/06/2013,Travel Agencies,United Kingdom,Travel Agencies,850.87,HRG UK       ,
FCOGPC130600877,05/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1849.47,HRG UK       ,
FCOGPC130600878,05/06/2013,Travel Agencies,Pakistan,Travel Agencies,2133.5,LORDS TRAVEL INTERNA,
FCOGPC130600879,05/06/2013,Travel Agencies,Thailand,Travel Agencies,511.18,VARIETY INTERNATIONAL,
FCOGPC130600880,06/06/2013,Travel Agencies,Singapore,Travel Agencies,505.47,AVESON TRAVEL-TANGLIN,
FCOGPC130600881,06/06/2013,Travel Agencies,ROM,Travel Agencies,1063.81,DK TRAVEL FLY RON,
FCOGPC130600882,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,-565.72,HRG UK       ,
FCOGPC130600883,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,565.72,HRG UK       ,
FCOGPC130600884,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1132.11,HRG UK       ,
FCOGPC130600885,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,840.72,HRG UK       ,
FCOGPC130600886,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2095.18,HRG UK       ,
FCOGPC130600887,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,619.79,HRG UK       ,
FCOGPC130600888,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,590.88,HRG UK       ,
FCOGPC130600889,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1165.8,HRG UK       ,
FCOGPC130600890,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,732.36,HRG UK       ,
FCOGPC130600891,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,676.02,HRG UK       ,
FCOGPC130600892,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3605.99,HRG UK       ,
FCOGPC130600893,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1094.88,HRG UK       ,
FCOGPC130600894,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,584.33,HRG UK       ,
FCOGPC130600895,07/06/2013,Travel Agencies,Chile,Travel Agencies,725.14,MERIDIAN,
FCOGPC130600896,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2139.85,TAAG-ANGOLA ,
FCOGPC130600897,07/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2139.85,TAAG-ANGOLA ,
FCOGPC130600898,07/06/2013,Travel Agencies,Thailand,Travel Agencies,846.86,VARIETY INTERNATIONAL,
FCOGPC130600899,10/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1501.2,HRG UK       ,
FCOGPC130600900,10/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1501.2,HRG UK       ,
FCOGPC130600901,10/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1094.31,HRG UK       ,
FCOGPC130600902,10/06/2013,Travel Agencies,United Kingdom,Travel Agencies,568.55,HRG UK       ,
FCOGPC130600903,10/06/2013,Travel Agencies,New Zealand,Travel Agencies,3602.77,MAHER TRAVEL,
FCOGPC130600904,10/06/2013,Travel Agencies,Jamaica,Travel Agencies,741.25,TOTAL TRAVEL SERVICES,
FCOGPC130600905,11/06/2013,Transportation Svcs - Default,Hong Kong,Travel Agencies,755.53,HI LEE (HK) TRANS. C L,
FCOGPC130600906,12/06/2013,Travel Agencies,Singapore,Travel Agencies,2591.19,AVESON TRAVEL-TANGLIN,
FCOGPC130600907,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,4032,ERNE TOURS LTD,
FCOGPC130600908,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,789.77,HRG UK       ,
FCOGPC130600909,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,895.64,HRG UK       ,
FCOGPC130600910,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,568.55,HRG UK       ,
FCOGPC130600911,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2950.89,HRG UK       ,
FCOGPC130600912,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3219.49,HRG UK       ,
FCOGPC130600913,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2950.89,HRG UK       ,
FCOGPC130600914,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1274.01,HRG UK       ,
FCOGPC130600915,12/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1600.96,HRG UK       ,
FCOGPC130600916,13/06/2013,Travel Agencies,Vietnam,Travel Agencies,2342.94,CN CTY TM&DV TH HAI VA,
FCOGPC130600917,13/06/2013,Travel Agencies,United Kingdom,Travel Agencies,602.38,HRG UK       ,
FCOGPC130600918,14/06/2013,Travel Agencies,Singapore,Travel Agencies,2591.62,AVESON TRAVEL-TANGLIN,
FCOGPC130600919,14/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1764.07,HRG UK       ,
FCOGPC130600920,14/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2715.8,HRG UK       ,
FCOGPC130600921,14/06/2013,Travel Agencies,Chile,Travel Agencies,656.15,MERIDIAN,
FCOGPC130600922,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2203.15,AIR CHINA ,
FCOGPC130600923,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600924,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600925,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600926,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600927,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600928,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600929,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600930,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600931,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2308.15,AIR CHINA ,
FCOGPC130600932,17/06/2013,Travel Agencies,United States,Travel Agencies,-713.6,EXPEDIA,
FCOGPC130600933,17/06/2013,Travel Agencies,Uruguay,Travel Agencies,751.7,GEANT TRAVEL COM,
FCOGPC130600934,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,734.33,HRG UK       ,
FCOGPC130600935,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3245.45,HRG UK       ,
FCOGPC130600936,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3069.01,HRG UK       ,
FCOGPC130600937,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2106.35,HRG UK       ,
FCOGPC130600938,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,4293.5,HRG UK       ,
FCOGPC130600939,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,743.53,HRG UK       ,
FCOGPC130600940,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,576.32,HRG UK       ,
FCOGPC130600941,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,680.36,HRG UK       ,
FCOGPC130600942,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,650.63,HRG UK       ,
FCOGPC130600943,17/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1093.78,HRG UK       ,
FCOGPC130600944,17/06/2013,Travel Agencies,Taiwan,Travel Agencies,1549.71,LION TRAVEL,
FCOGPC130600945,17/06/2013,Travel Agencies,New Zealand,Travel Agencies,3313.41,STA TRAVEL 04,
FCOGPC130600946,18/06/2013,Travel Agencies,Singapore,Travel Agencies,2595.41,AVESON TRAVEL-TANGLIN,
FCOGPC130600947,18/06/2013,Travel Agencies,Japan,Travel Agencies,506.7,EICHIAIESU,
FCOGPC130600948,18/06/2013,Travel Agencies,Australia,Travel Agencies,649.18,HOTELCLUB PTY LIMITED,
FCOGPC130600949,19/06/2013,Travel Agencies,Singapore,Travel Agencies,864.65,AVESON TRAVEL-TANGLIN,
FCOGPC130600950,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1358.05,HRG UK      ,
FCOGPC130600951,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1741.79,HRG UK      ,
FCOGPC130600952,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,688.08,HRG UK      ,
FCOGPC130600953,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,774.41,HRG UK      ,
FCOGPC130600954,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1763.87,HRG UK      ,
FCOGPC130600955,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1142.47,HRG UK      ,
FCOGPC130600956,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,5933.64,HRG UK      ,
FCOGPC130600957,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,874.61,HRG UK      ,
FCOGPC130600958,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2466.76,HRG UK      ,
FCOGPC130600959,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1526.9,HRG UK      ,
FCOGPC130600960,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1526.9,HRG UK      ,
FCOGPC130600961,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,898.22,HRG UK      ,
FCOGPC130600962,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,663.76,HRG UK      ,
FCOGPC130600963,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,833.86,HRG UK      ,
FCOGPC130600964,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2538.52,HRG UK      ,
FCOGPC130600965,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1545.86,HRG UK      ,
FCOGPC130600966,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,868.62,HRG UK      ,
FCOGPC130600967,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,5449.76,HRG UK      ,
FCOGPC130600968,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2107.25,HRG UK      ,
FCOGPC130600969,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2344.7,HRG UK      ,
FCOGPC130600970,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,765.2,HRG UK      ,
FCOGPC130600971,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2418.86,HRG UK      ,
FCOGPC130600972,19/06/2013,Travel Agencies,United Kingdom,Travel Agencies,873.56,HRG UK      ,
FCOGPC130600973,20/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1031.7,HRG UK      ,
FCOGPC130600974,20/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3153.14,HRG UK      ,
FCOGPC130600975,20/06/2013,Travel Agencies,United Kingdom,Travel Agencies,800.87,HRG UK      ,
FCOGPC130600976,20/06/2013,Travel Agencies,United Kingdom,Travel Agencies,658.57,HRG UK      ,
FCOGPC130600977,20/06/2013,Travel Agencies,United Kingdom,Travel Agencies,722.86,HRG UK      ,
FCOGPC130600978,20/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1425.04,HRG UK      ,
FCOGPC130600979,20/06/2013,Travel Agencies,Cambodia,Travel Agencies,806.15,INTRA CO. LTD,
FCOGPC130600980,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,-607.36,HRG UK       ,
FCOGPC130600981,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,-2050.5,HRG UK       ,
FCOGPC130600982,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1670.15,HRG UK       ,
FCOGPC130600983,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1051.11,HRG UK       ,
FCOGPC130600984,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2160.54,HRG UK       ,
FCOGPC130600985,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2874.95,HRG UK       ,
FCOGPC130600986,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,799.65,HRG UK       ,
FCOGPC130600987,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1053.89,HRG UK       ,
FCOGPC130600988,21/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2727.36,HRG UK       ,
FCOGPC130600989,21/06/2013,Travel Agencies,Hong Kong,Travel Agencies,876.93,JARDINE TRAVEL LIMITED,
FCOGPC130600990,21/06/2013,Travel Agencies,Hong Kong,Travel Agencies,866.64,JARDINE TRAVEL LIMITED,
FCOGPC130600991,21/06/2013,Travel Agencies,Thailand,Travel Agencies,685.5,VARIETY INTERNATIONAL,
FCOGPC130600992,21/06/2013,Travel Agencies,Thailand,Travel Agencies,708,VARIETY INTERNATIONAL,
FCOGPC130600993,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,680.61,HRG UK       ,
FCOGPC130600994,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3475.06,HRG UK       ,
FCOGPC130600995,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,663.76,HRG UK       ,
FCOGPC130600996,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1031.7,HRG UK       ,
FCOGPC130600997,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2286.83,HRG UK       ,
FCOGPC130600998,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,905.59,HRG UK       ,
FCOGPC130600999,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,905.59,HRG UK       ,
FCOGPC130601000,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2286.83,HRG UK       ,
FCOGPC130601001,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2286.83,HRG UK       ,
FCOGPC130601002,24/06/2013,Travel Agencies,United Kingdom,Travel Agencies,905.59,HRG UK       ,
FCOGPC130601003,24/06/2013,Travel Agencies,Indonesia,Travel Agencies,782.38,PT HOLIDAY TOUR & TRAV,
FCOGPC130601004,24/06/2013,Travel Agencies,Thailand,Travel Agencies,2637.73,VARIETY INTERNATIONAL,
FCOGPC130601005,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,730.91,HRG UK       ,
FCOGPC130601006,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2679.35,HRG UK       ,
FCOGPC130601007,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1845.31,HRG UK       ,
FCOGPC130601008,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2966.89,HRG UK       ,
FCOGPC130601009,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2966.89,HRG UK       ,
FCOGPC130601010,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,2966.89,HRG UK       ,
FCOGPC130601011,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3475.06,HRG UK       ,
FCOGPC130601012,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,746.96,HRG UK       ,
FCOGPC130601013,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,521.11,HRG UK       ,
FCOGPC130601014,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,580.48,HRG UK       ,
FCOGPC130601015,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,633.42,HRG UK       ,
FCOGPC130601016,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1613.93,HRG UK       ,
FCOGPC130601017,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1100.41,HRG UK       ,
FCOGPC130601018,25/06/2013,Travel Agencies,United Kingdom,Travel Agencies,5417.67,HRG UK       ,
FCOGPC130601019,25/06/2013,Travel Agencies,Cambodia,Travel Agencies,781.21,INTRA CO,
FCOGPC130601020,25/06/2013,Travel,Argentina,Travel Agencies,575.85,MAVERICK TRAVEL & BUSI,
FCOGPC130601021,26/06/2013,Travel Agencies,United Kingdom,Travel Agencies,-797.27,HRG UK       ,
FCOGPC130601022,26/06/2013,Travel Agencies,United Kingdom,Travel Agencies,-797.27,HRG UK       ,
FCOGPC130601023,26/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3666.65,HRG UK       ,
FCOGPC130601024,26/06/2013,Travel Agencies,United Kingdom,Travel Agencies,3554.54,HRG UK       ,
FCOGPC130601025,26/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1125.66,HRG UK       ,
FCOGPC130601026,26/06/2013,Travel Agencies,United Kingdom,Travel Agencies,789.3,HRG UK       ,
FCOGPC130601027,26/06/2013,Travel Agencies,Chile,Travel Agencies,1630.78,MERIDIAN,
FCOGPC130601028,27/06/2013,Travel Agencies,United Kingdom,Travel Agencies,893.92,HRG UK       ,
FCOGPC130601029,27/06/2013,Travel Agencies,United Kingdom,Travel Agencies,901.63,HRG UK       ,
FCOGPC130601030,27/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1733.1,HRG UK       ,
FCOGPC130601031,27/06/2013,Travel Agencies,United Kingdom,Travel Agencies,1068.17,HRG UK       ,
FCOGPC130601032,27/06/2013,Travel Agencies,United Kingdom,Travel Agencies,694.42,HRG UK       ,
FCOGPC130601033,27/06/2013,Travel Agencies,United Kingdom,Travel Agencies,838.6,HRG UK       ,
FCOGPC130601034,27/06/2013,Travel Agencies,Brunei Darussalam,Travel Agencies,639.06,MASSUGARA TRAVEL SERVI,
FCOGPC130601035,27/06/2013,Travel Agencies,Australia,Travel Agencies,630.93,WEBJET,
FCOGPC130601036,28/06/2013,Travel Agencies,United Kingdom,Travel Agencies,-1601.95,HRG UK       ,
FCOGPC130601037,28/06/2013,Travel Agencies,United Kingdom,Travel Agencies,533.88,HRG UK       ,
FCOGPC130601038,28/06/2013,Travel Agencies,Philippines,Travel Agencies,742.54,MARSMAN DRYSDALE  MTO,
FCOGPC130601039,28/06/2013,Travel Agencies,Cambodia,Travel Agencies,1192.81,PTM (PROMTOURIMEX CO.),
FCOGPC130601040,17/06/2013,Utilities/Elec/Gas/H2O/Sani,El Salvador,Utilities,1648.47,LA PRENSA GRAFICA,
FCOGPC130601041,17/06/2013,Utilities/Elec/Gas/H2O/Sani,El Salvador,Utilities,1648.47,LA PRENSA GRAFICA,
