Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000207806,1514.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000207842,318.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208350,24703.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208356,390.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208357,1860.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208358,7497.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208359,2879.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,WASTE MANAGEMENT-WSTE MNGT SER,HARGREAVES (UK) SERVICES,0000207994,10260.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208080,5906.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208156,4226.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208157,1348.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208158,1989.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2013,M/W TELECOMS & TELEMETRY,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000207024,3274.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,WYLESS PLC,0000207367,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207371,425.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207569,4.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207570,-1.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207571,-1.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207572,-1.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/06/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207573,4.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207574,-1.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207574,-1.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207574,-1.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207575,11.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207576,12.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207705,5.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/01/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000207706,-1.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000207856,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000207857,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000207858,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000208147,85.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/02/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,WYLESS PLC,0000208263,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000207761,2666.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,BUSINESS STREAM,0000207978,-1826.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,BUSINESS STREAM,0000207979,2415.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000207995,64.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2014,MEETINGS,ENVIRONMENT,TRAVEL&EVENTS-EVENT ORGNSTN,NATIONAL COAL MINING MUSE,0000207850,802.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,MEETINGS,ENVIRONMENT,NOT ANALYSED,207850-IRR VAT CLNT ENT,34002342,38.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2014,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000207797,42.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000208482,22.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000208496,18.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000208081,4128.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000207711,1335.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,MOTT MACDONALD LTD,0000207737,5033.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,MOTT MACDONALD LTD,0000207738,5029.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,MOTT MACDONALD LTD,0000207739,6869.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000207826,2658.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000207827,9003.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000207829,2763.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000207947,1335.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000208055,469.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000208143,1335.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,URS INFRASTRUCT & ENV UK,0000208192,6225.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,ATKINS LIMITED,0000208197,7099.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000208315,1335.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,PROFESSIONAL SUBSCRIPTIONS,ENVIRONMENT,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000208299,182.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER CNSLTNCY-TCHNL CNSLTY,WYG ENV PLANNING TRANSPOR,0000208056,875.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,PUMP OVERHAULS,ENVIRONMENT,LOGISTICS-WAREHOUSE&STORAGE,THE DERITEND GROUP LIMITE,0000207566,3540.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PUMP OVERHAULS,ENVIRONMENT,LOGISTICS-WAREHOUSE&STORAGE,THE DERITEND GROUP LIMITE,0000207757,6210.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PUMP OVERHAULS,ENVIRONMENT,LOGISTICS-WAREHOUSE&STORAGE,THE DERITEND GROUP LIMITE,0000207863,4537.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PUMP OVERHAULS,ENVIRONMENT,LOGISTICS-WAREHOUSE&STORAGE,THE DERITEND GROUP LIMITE,0000207864,4975.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000207819,2698.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208050,5542.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,CAULMERT LIMITED,0000208123,1282.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208408,39.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208417,9.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208418,9.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208419,19.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208420,39.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,RECEIPTED MEALS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,COMPANY BARCLAYCARD,0000208221,25.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000207797,50.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208207,78.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208213,33.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208220,25.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208221,2.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208223,47.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208238,39.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208297,45.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208390,20.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000208482,2.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000208489,15.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000208496,21.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2014,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,PCS LTD,0000207818,805.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,PCS LTD,0000207951,105.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,PCS LTD,0000207961,105.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,PCS LTD,0000208074,105.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,WATER SAMPLING - DEVELOPMENT,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000207722,2507.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/01/2014,WATER SAMPLING - DEVELOPMENT,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,NRM LIMITED,0000207799,210.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000207718,169.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000207719,103.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000207720,206.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000207721,5310.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208409,54.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208410,100.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208411,118.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208413,90.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208414,100.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208425,112.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,BUILDING SECURITY - STAFF,FACILITIES MANAGEMENT,FACILITIES - SECURITY,NORLAND MANAGED SERVICES,0000207809,5483.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/01/2014,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,ALLSCREENS NATIONWIDE LTD,0000207676,40.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2014,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,ALLSCREENS NATIONWIDE LTD,0000207950,40.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,AUTO SMART VALETING LTD,0000208124,339.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2013,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-LEASE,ALPHABET (UK) FLEET MAN L,0000208142,5.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-LEASE,COMPANY BARCLAYCARD,0000208224,20.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,CONTRACT HIRE VEHICLES,FACILITIES MANAGEMENT,VEHICLES-VEHICLE MAINTENANCE,COMPANY BARCLAYCARD,0000208237,247.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,COURIER SERVICES,FACILITIES MANAGEMENT,FACILITIES - SECURITY,SECURITY PLUS LIMITED,0000207675,-5.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2014,COURIER SERVICES,FACILITIES MANAGEMENT,FACILITIES - SECURITY,SECURITY PLUS LIMITED,0000207747,46.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,ELECTRICITY,FACILITIES MANAGEMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000208106,12285.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,FARES - PUBLIC TRANSPORT,FACILITIES MANAGEMENT,TRAVEL&EVENTS-TAXI,ACE OF MANSFIELD LTD,0000207804,187.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,FARES - RAIL,FACILITIES MANAGEMENT,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000207976,-146.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000207883,96.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000207884,27.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000207885,186.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ALLSTAR BUSINESS SOLUTION,0000207886,62.47
