Department Family,Entity,Date,Expense Type,Expense Area,Supplier,SME,Transaction Number,Amount,Description,Expenditure Type
Land Registry,Land Registry,09/04/2015,Pest Control,Gloucester Office,Carillion Services Ltd,Large,1104496,46.00,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Governance & Policy,Carillion Services Ltd,Large,1104496,141.88,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Hull Office,Carillion Services Ltd,Large,1104496,49.28,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Leicester Office,Carillion Services Ltd,Large,1104496,38.99,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Nottingham Office,Carillion Services Ltd,Large,1104496,133.15,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Peterborough Office,Carillion Services Ltd,Large,1104496,40.55,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,RFS4 - Coventry,Carillion Services Ltd,Large,1104496,52.57,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Telford Office,Carillion Services Ltd,Large,1104496,44.27,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Wales Office,Carillion Services Ltd,Large,1104496,58.45,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Pest Control,Weymouth Office,Carillion Services Ltd,Large,1104496,41.24,Pest Control,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Birkenhead Office,Carillion Services Ltd,Large,1104496,"5,940.57",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Coventry Office,Carillion Services Ltd,Large,1104496,"13,027.27",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Croydon Office,Carillion Services Ltd,Large,1104496,"8,811.72",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Dir: HR,Carillion Services Ltd,Large,1104496,"1,633.68",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Durham Office,Carillion Services Ltd,Large,1104496,"7,013.39",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Fylde Office,Carillion Services Ltd,Large,1104496,"4,431.10",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Gloucester Computer Centre,Carillion Services Ltd,Large,1104496,"8,638.67",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Gloucester Office,Carillion Services Ltd,Large,1104496,"3,946.81",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Governance & Policy,Carillion Services Ltd,Large,1104496,"19,393.01",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Hull Office,Carillion Services Ltd,Large,1104496,"7,146.98",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Leicester Office,Carillion Services Ltd,Large,1104496,"10,272.14",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Nottingham Office,Carillion Services Ltd,Large,1104496,"6,757.45",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Peterborough Office,Carillion Services Ltd,Large,1104496,"3,850.97",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Plymouth Office,Carillion Services Ltd,Large,1104496,-282.34,Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,RFS4 - Coventry,Carillion Services Ltd,Large,1104496,23.78,Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Telford Office,Carillion Services Ltd,Large,1104496,"6,607.07",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Wales Office,Carillion Services Ltd,Large,1104496,"5,830.57",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Weymouth Office,Carillion Services Ltd,Large,1104496,"2,635.60",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Birkenhead Office,Carillion Services Ltd,Large,1104604,"15,004.93",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Coventry Office,Carillion Services Ltd,Large,1104604,"4,719.03",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Croydon Office,Carillion Services Ltd,Large,1104604,"34,213.25",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Durham Office,Carillion Services Ltd,Large,1104604,"153,020.69",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Fylde Office,Carillion Services Ltd,Large,1104604,"37,543.60",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Gloucester Computer Centre,Carillion Services Ltd,Large,1104604,"6,157.10",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Gloucester Office,Carillion Services Ltd,Large,1104604,"29,131.11",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Governance & Policy,Carillion Services Ltd,Large,1104604,"37,457.98",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Hull Office,Carillion Services Ltd,Large,1104604,"45,027.32",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Leicester Office,Carillion Services Ltd,Large,1104604,"4,730.54",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Nottingham Office,Carillion Services Ltd,Large,1104604,477.22,Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Telford Office,Carillion Services Ltd,Large,1104604,"1,311.82",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Wales Office,Carillion Services Ltd,Large,1104604,"10,151.94",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Maintenance,Weymouth Office,Carillion Services Ltd,Large,1104604,"1,091.61",Property Maintenance,Administration
Land Registry,Land Registry,09/04/2015,Property Management; Other Fees,Dir: HR,Carillion Services Ltd,Large,1104496,496.69,Property Management; Other Fees,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Birkenhead Office,Carillion Services Ltd,Large,1104496,"2,882.40",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Coventry Office,Carillion Services Ltd,Large,1104496,"6,796.88",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Croydon Office,Carillion Services Ltd,Large,1104496,"8,637.93",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Durham Office,Carillion Services Ltd,Large,1104496,"2,525.94",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Fylde Office,Carillion Services Ltd,Large,1104496,"2,287.91",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Gloucester Computer Centre,Carillion Services Ltd,Large,1104496,"7,306.34",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Gloucester Office,Carillion Services Ltd,Large,1104496,"9,300.77",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Governance & Policy,Carillion Services Ltd,Large,1104496,"18,893.71",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Hull Office,Carillion Services Ltd,Large,1104496,"2,860.45",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Leicester Office,Carillion Services Ltd,Large,1104496,"2,578.13",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Nottingham Office,Carillion Services Ltd,Large,1104496,"3,279.03",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Telford Office,Carillion Services Ltd,Large,1104496,"2,813.45",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Wales Office,Carillion Services Ltd,Large,1104496,"2,549.83",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Weymouth Office,Carillion Services Ltd,Large,1104496,"2,816.04",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Birkenhead Office,Carillion Services Ltd,Large,1104604,83.55,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Croydon Office,Carillion Services Ltd,Large,1104604,"2,642.17",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Dir: HR,Carillion Services Ltd,Large,1104604,443.84,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Durham Office,Carillion Services Ltd,Large,1104604,83.55,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Fylde Office,Carillion Services Ltd,Large,1104604,"6,515.07",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Gloucester Office,Carillion Services Ltd,Large,1104604,"1,580.66",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Governance & Policy,Carillion Services Ltd,Large,1104604,"6,341.73",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Hull Office,Carillion Services Ltd,Large,1104604,793.68,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Leicester Office,Carillion Services Ltd,Large,1104604,83.55,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Nottingham Office,Carillion Services Ltd,Large,1104604,198.42,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Peterborough Office,Carillion Services Ltd,Large,1104604,80.78,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Telford Office,Carillion Services Ltd,Large,1104604,"2,856.24",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Wales Office,Carillion Services Ltd,Large,1104604,"1,134.54",Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Security Expenses,Weymouth Office,Carillion Services Ltd,Large,1104604,90.22,Security Expenses,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Birkenhead Office,Carillion Services Ltd,Large,1104496,"1,127.46",Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Coventry Office,Carillion Services Ltd,Large,1104496,176.38,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Croydon Office,Carillion Services Ltd,Large,1104496,223.93,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Durham Office,Carillion Services Ltd,Large,1104496,44.09,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Fylde Office,Carillion Services Ltd,Large,1104496,157.35,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Gloucester Computer Centre,Carillion Services Ltd,Large,1104496,20.06,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Gloucester Office,Carillion Services Ltd,Large,1104496,144.21,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Governance & Policy,Carillion Services Ltd,Large,1104496,218.04,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Hull Office,Carillion Services Ltd,Large,1104496,346.87,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Leicester Office,Carillion Services Ltd,Large,1104496,116.03,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Nottingham Office,Carillion Services Ltd,Large,1104496,129.68,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Telford Office,Carillion Services Ltd,Large,1104496,198.08,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Wales Office,Carillion Services Ltd,Large,1104496,194.19,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Vending Machine Consumables & Repairs,Weymouth Office,Carillion Services Ltd,Large,1104496,112.40,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Birkenhead Office,Carillion Services Ltd,Large,1104496,289.64,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Coventry Office,Carillion Services Ltd,Large,1104496,242.08,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Croydon Office,Carillion Services Ltd,Large,1104496,212.07,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Dir: HR,Carillion Services Ltd,Large,1104496,69.69,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Durham Office,Carillion Services Ltd,Large,1104496,337.19,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Fylde Office,Carillion Services Ltd,Large,1104496,259.55,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Gloucester Computer Centre,Carillion Services Ltd,Large,1104496,46.09,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Gloucester Office,Carillion Services Ltd,Large,1104496,251.33,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Governance & Policy,Carillion Services Ltd,Large,1104496,663.35,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Hull Office,Carillion Services Ltd,Large,1104496,189.59,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Leicester Office,Carillion Services Ltd,Large,1104496,274.24,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Nottingham Office,Carillion Services Ltd,Large,1104496,337.19,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Telford Office,Carillion Services Ltd,Large,1104496,242.52,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Wales Office,Carillion Services Ltd,Large,1104496,209.06,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Weymouth Office,Carillion Services Ltd,Large,1104496,172.37,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Birkenhead Office,Carillion Services Ltd,Large,1104604,448.76,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Coventry Office,Carillion Services Ltd,Large,1104604,304.77,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Croydon Office,Carillion Services Ltd,Large,1104604,216.42,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Fylde Office,Carillion Services Ltd,Large,1104604,329.91,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Gloucester Computer Centre,Carillion Services Ltd,Large,1104604,"2,573.04",Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Gloucester Office,Carillion Services Ltd,Large,1104604,"2,985.62",Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Governance & Policy,Carillion Services Ltd,Large,1104604,373.86,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Hull Office,Carillion Services Ltd,Large,1104604,25.94,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Nottingham Office,Carillion Services Ltd,Large,1104604,62.25,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Peterborough Office,Carillion Services Ltd,Large,1104604,155.63,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Telford Office,Carillion Services Ltd,Large,1104604,205.30,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Waste Disposal,Weymouth Office,Carillion Services Ltd,Large,1104604,121.18,Waste Disposal,Administration
Land Registry,Land Registry,09/04/2015,Water,Coventry Office,Carillion Services Ltd,Large,1104606,"4,156.21",Water,Administration
Land Registry,Land Registry,09/04/2015,Water,Croydon Office,Carillion Services Ltd,Large,1104606,"3,466.55",Water,Administration
Land Registry,Land Registry,09/04/2015,Water,Dir: HR,Carillion Services Ltd,Large,1104606,691.79,Water,Administration
Land Registry,Land Registry,09/04/2015,Water,Durham Office,Carillion Services Ltd,Large,1104606,"3,352.36",Water,Administration
Land Registry,Land Registry,09/04/2015,Water,Governance & Policy,Carillion Services Ltd,Large,1104606,"8,246.10",Water,Administration
Land Registry,Land Registry,09/04/2015,Water,Leicester Office,Carillion Services Ltd,Large,1104606,"2,140.44",Water,Administration
Land Registry,Land Registry,09/04/2015,Water,RFS15 - Plymouth Drakes Hill Court,Carillion Services Ltd,Large,1104606,480.26,Water,Administration
Land Registry,Land Registry,09/04/2015,Water,Telford Office,Carillion Services Ltd,Large,1104606,"5,632.29",Water,Administration
Land Registry,Land Registry,21/04/2015,Computer Equipment Maintenance,IS Service Delivery,CGI IT UK Limited,Large,1105119,"69,500.00",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,08/04/2015,New Payroll Development,HR,CGI IT UK Limited,Large,1105118,"22,313.57",New Payroll Development,Administration
Land Registry,Land Registry,01/04/2015,Computer Equipment Hire,IS Service Delivery,CHG-MERIDIAN UK Limited,Large,1104966,"54,985.00",Computer Equipment Hire,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Wales Office,City & County of Swansea,Large,1103652,"17,593.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Dir: HR,City of York Council,Large,1102255,"17,748.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Coventry Office,Coventry City Council,Large,1103644,"40,180.00",Rates Payable,Administration
Land Registry,Land Registry,30/04/2015,Rates Payable,Croydon Office,Croydon Council,Large,1102254,"29,241.00",Rates Payable,Administration
Land Registry,Land Registry,02/04/2015,Rates Payable,Property Asset Management Group,Dtz Debenham Tie Leung Ltd,Large,1104672,"56,419.72",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Durham Office,Durham County Council,Large,1103047,"28,594.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Hays Document Exchange (DX),Central Facilities Management Team,DX Network Services Ltd,Large,1107798,"339,719.13",DX Postage,Administration
Land Registry,Land Registry,02/04/2015,"Property Management; Advice, Surveys & Inspections",Central Facilities Management Team,EC Harris LLP,Large,1104631,"31,870.00","Property Management; Advice, Surveys & Inspections",Administration
Land Registry,Land Registry,02/04/2015,"Property Management; Advice, Surveys & Inspections",Central Facilities Management Team,EC Harris LLP,Large,1104632,"44,395.00","Property Management; Advice, Surveys & Inspections",Administration
Land Registry,Land Registry,14/04/2015,Transport Fuel,Central Facilities Management Team,Enterprise Rent-A-Car (UK) Ltd,Large,1105907,"3,399.58",Transport Fuel,Administration
Land Registry,Land Registry,14/04/2015,Transport Hire of Cars and Vans,Central Facilities Management Team,Enterprise Rent-A-Car (UK) Ltd,Large,1105907,"28,670.43",Transport Hire of Cars and Vans,Administration
Land Registry,Land Registry,09/04/2015,Computer Equipment Maintenance,IS Service Delivery,Envitia Ltd,SME,1105308,"156,000.00",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Fylde Office,Fylde Borough Council,Large,1101943,"18,364.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Gloucester Office,Gloucester City Council,Large,1103041,"24,527.00",Rates Payable,Administration
Land Registry,Land Registry,10/04/2015,Computer Equipment Hire,IS Service Delivery,IBM United Kingdom Ltd,Large,1105574,"258,691.26",Computer Equipment Hire,Administration
Land Registry,Land Registry,20/04/2015,Computer Equipment Maintenance,IS Service Delivery,IBM United Kingdom Ltd,Large,1105712,"107,611.48",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,29/04/2015,Data Network Lines,IS Service Delivery,Interoute Vtesse Ltd,Large,1107670,"61,250.00",Data Network Lines,Administration
Land Registry,Land Registry,14/04/2015,Fixed Asset Interface Account,Balance Sheet,Involve Visual Collaboration Ltd,Large,1105572,"47,986.19",Computer Assets,Administration
Land Registry,Land Registry,10/04/2015,Rates Payable,Hull Office,Kingston Upon Hull City Council,Large,1103201,"13,060.00",Rates Payable,Administration
Land Registry,Land Registry,01/04/2015,Rent Payable,Hull Office,Kingston Upon Hull City Council,Large,1104851,650.00,Rent Payable,Administration
Land Registry,Land Registry,30/04/2015,Professional Services,Finance Director,Lane Clark & Peacock LLP,Large,1105720,"23,310.00",Professional Services,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Leicester Office,Leicester City Council,Large,1101944,"18,488.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Nottingham Office,Nottingham City Council,Large,1103651,"24,650.00",Rates Payable,Administration
Land Registry,Land Registry,20/04/2015,Computer Equipment Maintenance,IS Service Delivery,Oracle Corporation (UK) Ltd,Large,1106286,"85,559.12",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,28/04/2015,Computer Equipment Maintenance,IS Service Delivery,Oracle Corporation (UK) Ltd,Large,1107397,"406,175.17",Computer Equipment Maintenance,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Peterborough Office,Peterborough City Council,Large,1102471,"11,093.00",Rates Payable,Administration
Land Registry,Land Registry,27/04/2015,Rates Payable,Governance & Policy,Plymouth City Council,Large,1101940,"36,975.00",Rates Payable,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Business Continuity,Redfern Travel Ltd,SME,1107788,-7.19,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Business Development,Redfern Travel Ltd,SME,1107788,"1,021.39",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Business Planning Assurance and Risk Management,Redfern Travel Ltd,SME,1107788,-71.48,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Central Facilities Management Team,Redfern Travel Ltd,SME,1107788,918.54,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Central Operations Group,Redfern Travel Ltd,SME,1107788,"1,405.19",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Chief Executives Office,Redfern Travel Ltd,SME,1107788,340.14,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Commercial & Customer Strategy & Performance,Redfern Travel Ltd,SME,1107788,313.00,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Corp Procurement,Redfern Travel Ltd,SME,1107788,905.53,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Corporate Legal Services,Redfern Travel Ltd,SME,1107788,607.50,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Customer Services,Redfern Travel Ltd,SME,1107788,-172.88,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Dir: (Statutory) Commercial & Customer,Redfern Travel Ltd,SME,1107788,"4,923.17",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Director of Information Systems,Redfern Travel Ltd,SME,1107788,-5.12,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Director of Legal Services,Redfern Travel Ltd,SME,1107788,-32.75,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Director of Operations,Redfern Travel Ltd,SME,1107788,86.92,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Durham Office,Redfern Travel Ltd,SME,1107788,14.57,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Finance Group,Redfern Travel Ltd,SME,1107788,45.40,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,HR,Redfern Travel Ltd,SME,1107788,"2,192.06",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,HR Group,Redfern Travel Ltd,SME,1107788,"1,532.29",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Hull Office,Redfern Travel Ltd,SME,1107788,-87.18,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Independent Complaints Reviewer,Redfern Travel Ltd,SME,1107788,91.04,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Internal Audit,Redfern Travel Ltd,SME,1107788,351.98,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Internal Solutions Group,Redfern Travel Ltd,SME,1107788,930.14,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,International Unit,Redfern Travel Ltd,SME,1107788,"1,193.35",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,IS Service Delivery,Redfern Travel Ltd,SME,1107788,849.45,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Leicester Office,Redfern Travel Ltd,SME,1107788,482.82,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Local Lawyer Group,Redfern Travel Ltd,SME,1107788,-18.92,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,LR Connect Portfolio,Redfern Travel Ltd,SME,1107788,"1,116.90",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Marketing Services Team,Redfern Travel Ltd,SME,1107788,108.36,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Nottingham Office,Redfern Travel Ltd,SME,1107788,485.70,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Peterborough Office,Redfern Travel Ltd,SME,1107788,173.90,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Plymouth Office,Redfern Travel Ltd,SME,1107788,310.41,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Product Development & Management,Redfern Travel Ltd,SME,1107788,417.48,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Prog: Digital by Default,Redfern Travel Ltd,SME,1107788,"8,572.09",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Prog: e-Enablement,Redfern Travel Ltd,SME,1107788,657.27,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Prog: IT Foundations,Redfern Travel Ltd,SME,1107788,63.68,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Prog: People&Organisation,Redfern Travel Ltd,SME,1107788,130.18,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Property Asset Management Group,Redfern Travel Ltd,SME,1107788,45.18,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Registration Legal Services Group,Redfern Travel Ltd,SME,1107788,158.93,Travel & Subsistence General Duty,Administration
