Dept Group,Dept group alias,PESA dept group alias,Budget Boundary,Resource/Capital,Category,NAC,Economic category,Code,Code description,SBI,Activity,SBI Activity,Spending programme,April 2010 MTH,June 2010 MTH,May 2010 MTH
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33N213D,P33N213D CCWater - Consumer Council for Water (NDPB),SBI33,ACT0203,SBI33 ACT0203,SBI33 ACT02 Sustainable Water Use,247,236,247
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33N227D,P33N227D MMO - Marine Management Org (NDPB),SBI33,ACT0204,SBI33 ACT0204,SBI33 ACT02 Clean Healthy Oceans,715,724,715
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33N401D,P33N401D EA - Flood Management (NDPB),SBI33,ACT0401,SBI33 ACT0401,SBI33 ACT04 Flood Management,16386,16876,16385
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",AME,Resource,Prog,A1501,Pay,P33N501A,P33N501A AHDB - Agriculture & Horticulture Dev. Board (LFB),SBI33,ACT0502,SBI33 ACT0502,SBI33 ACT05 Competitive Farming,1463,1204,1462
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33N502D,P33N502D GLA - Gangmasters Licensing Authority (NDPB),SBI33,ACT0502,SBI33 ACT0502,SBI33 ACT05 Competitive Farming,184,246,183
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33N601D,P33N601D SDC - Sustainable Development Commission (NDPB),SBI33,ACT0601,SBI33 ACT0601,SBI33 ACT06 World Summit on Sustainable Development,201,221,196
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33N701D,P33N701D CRC - Commission for Rural Communities (NDPB),SBI33,ACT0702,SBI33 ACT0702,SBI33 ACT07 Rural Needs,283,283,284
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V120D,P33V120D Admin Climate Change Adaptation,SBI33,ACT1302,SBI33 ACT1302,SBI33 ACT13 Adapting to Climate Change Administration Costs,228,249,223
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V201D,P33V201D Admin Air Quality,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,126,136,125
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V202D,P33V202D Admin Marine (0402 - Fishing),SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,423,457,389
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V219D,"P33V219D FC - Policy, Regulation and Administration GB",SBI33,ACT1202,SBI33 ACT1202,SBI33 ACT12 Forestry Commission (GB Core),678,1034,677
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V221D,P33V221D FC - Research and Development GB,SBI33,ACT1202,SBI33 ACT1202,SBI33 ACT12 Forestry Commission (GB Core),532,806,533
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V223D,"P33V223D FC - Policy, Regulation & Admin Eng",SBI33,ACT1201,SBI33 ACT1201,SBI33 ACT12 Forestry Commission (England),670,746,670
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V236D,P33V236D Sustainable Water Use (DWI) (0603 - WS),SBI33,ACT0203,SBI33 ACT0203,SBI33 ACT02 Sustainable Water Use,170,170,168
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,NCA,A1501,Pay,P33V239D,"P33V239D CEFAS - Centre for Env., Fisheries & Aquaculture Science (NCA)",SBI33,ACT0204,SBI33 ACT0204,SBI33 ACT02 Clean Healthy Oceans,1700,1700,1700
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V240D,P33V240D Marine (0402 - Fishing),SBI33,ACT0204,SBI33 ACT0204,SBI33 ACT02 Clean Healthy Oceans,33,57,51
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V247D,P33V247D Admin Biodiversity,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,400,466,526
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V248D,P33V248D Admin Sustainable Water Use,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,267,350,269
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V250D,P33V250D Admin Sustainable Land and Soils,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,107,135,85
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V251D,P33V251D Admin Natural Environment Enjoyment,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,212,244,208
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V252D,P33V252D Admin Local Environment Quality,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,38,40,38
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V253D,P33V253D Admin Sustainable Living Landscapes,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,76,77,70
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V301D,P33V301D Admin Better Products,SBI33,ACT0303,SBI33 ACT0303,SBI33 ACT03 Sustainable Consumption and Production Administration Costs,62,85,57
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V306D,P33V306D Admin Waste Reduction,SBI33,ACT0303,SBI33 ACT0303,SBI33 ACT03 Sustainable Consumption and Production Administration Costs,553,604,595
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V401D,P33V401D Admin Environmental Risk Protection (0402 - Agriculture),SBI33,ACT0405,SBI33 ACT0405,SBI33 ACT04 Addressing Environmental Risk and Emergencies Administration Costs,67,77,68
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V402D,P33V402D Admin Flood Management,SBI33,ACT0405,SBI33 ACT0405,SBI33 ACT04 Addressing Environmental Risk and Emergencies Administration Costs,184,257,232
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V410D,P33V410D AH - Animal Health,SBI33,ACT0404,SBI33 ACT0404,SBI33 ACT04 Animal Disease Protection,4892,0,4892
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,NCA,A1501,Pay,P33V413D,P33V413D VLA - Veterinary Laboratories Agency (NCA),SBI33,ACT0404,SBI33 ACT0404,SBI33 ACT04 Animal Disease Protection,3453,3483,3453
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V415D,P33V415D Admin Environmental Risk Protection (0503 - PA),SBI33,ACT0405,SBI33 ACT0405,SBI33 ACT04 Addressing Environmental Risk and Emergencies Administration Costs,27,27,27
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V418D,P33V418D Admin Animal Diseases,SBI33,ACT0405,SBI33 ACT0405,SBI33 ACT04 Addressing Environmental Risk and Emergencies Administration Costs,1078,1062,915
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V501D,P33V501D Admin Environmental Impact of Farming,SBI33,ACT0506,SBI33 ACT0506,SBI33 ACT05 A Thriving Farming and Food Sector Administration Costs,293,299,285
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,NCA,A1501,Pay,P33V513D,P33V513D VMD - Veterinary Medicines Directorate (NCA),SBI33,ACT0504,SBI33 ACT0504,SBI33 ACT05 Animal Welfare,576,530,575
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V519D,P33V519D UK Co-ordinating Body (UKCB),SBI33,ACT0905,SBI33 ACT0905,SBI33 ACT09 Rural Payments Agency Front Line Administration Costs,37,38,37
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V522D,P33V522D RPA - Front Line Administration Costs,SBI33,ACT0905,SBI33 ACT0905,SBI33 ACT09 Rural Payments Agency Front Line Administration Costs,7282,7277,7281
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V526D,P33V526D Admin Competitive Farming,SBI33,ACT0506,SBI33 ACT0506,SBI33 ACT05 A Thriving Farming and Food Sector Administration Costs,656,661,629
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V527D,P33V527D Admin CAP Reform,SBI33,ACT0506,SBI33 ACT0506,SBI33 ACT05 A Thriving Farming and Food Sector Administration Costs,254,257,229
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V528D,P33V528D Admin Animal Welfare,SBI33,ACT0506,SBI33 ACT0506,SBI33 ACT05 A Thriving Farming and Food Sector Administration Costs,135,120,127
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V601D,P33V601D Admin Championing Sustainable Development,SBI33,ACT0603,SBI33 ACT0603,SBI33 ACT06 Championing Sustainable Development Administration Costs,138,132,169
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V603D,P33V603D Championing Sustainable Development,SBI33,ACT0601,SBI33 ACT0601,SBI33 ACT06 World Summit on Sustainable Development,6,6,6
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V701D,P33V701D Admin Rural Economy,SBI33,ACT0703,SBI33 ACT0703,SBI33 ACT07 Strong Rural Communities Administration Costs,3,4,4
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V708D,P33V708D Admin Rural Needs,SBI33,ACT0703,SBI33 ACT0703,SBI33 ACT07 Strong Rural Communities Administration Costs,139,134,173
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V801D,P33V801D Admin Effective Delivery (Skills),SBI33,ACT0806,SBI33 ACT0806,SBI33 ACT08 A Respected Department Administration Costs,3449,3882,3524
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,A1501,Pay,P33V807D,P33V807D Effective Delivery (Policy) (0402 - Agriculture),SBI33,ACT0803,SBI33 ACT0803,SBI33 ACT08 Effective Delivery (Policy),41,47,40
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V814D,P33V814D Admin Effective Delivery (Partners),SBI33,ACT0806,SBI33 ACT0806,SBI33 ACT08 A Respected Department Administration Costs,247,258,247
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V815D,P33V815D Admin Effective Delivery (Policy),SBI33,ACT0806,SBI33 ACT0806,SBI33 ACT08 A Respected Department Administration Costs,241,206,94
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V816D,P33V816D Admin Communications,SBI33,ACT0806,SBI33 ACT0806,SBI33 ACT08 A Respected Department Administration Costs,441,480,447
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,NCA,A1501,Pay,P33V818D,P33V818D FERA - Food and Environment Research Agency (NCA),SBI33,ACT0803,SBI33 ACT0803,SBI33 ACT08 Effective Delivery (Policy),2598,2657,2597
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,A1501,Pay,P33V902D,P33V902D Admin Reduce Impact of Food Production,SBI33,ACT1402,SBI33 ACT1402,"SBI33 ACT14 A Sustainable, Secure and Healthy Food Supply Administration Costs",135,155,135
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",AME,Resource,Prog,B9001,Depreciation ,P33N201A,P33N201A SFIA - Sea Fish Industry Authority (LFB),SBI33,ACT0204,SBI33 ACT0204,SBI33 ACT02 Clean Healthy Oceans,10,10,10
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N202D,P33N202D NE - Natural England (NDPB),SBI33,ACT0202,SBI33 ACT0202,SBI33 ACT02 Biodiversity,0,0,0
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N203D,P33N203D EA - Environmental Protection (NDPB),SBI33,ACT0207,SBI33 ACT0207,SBI33 ACT02 Improved Local Environment,3194,3498,3194
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N204D,P33N204D NFC - National Forest Company (NDPB),SBI33,ACT0208,SBI33 ACT0208,SBI33 ACT02 Sustainable Living Landscapes,1,0,2
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N207D,"P33N207D RBGKew - Royal Botanical Gardens, Kew (NDPB)",SBI33,ACT0202,SBI33 ACT0202,SBI33 ACT02 Biodiversity,220,210,220
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N208D,P33N208D JNCC - Joint Nature Conservation Committee (NDPB),SBI33,ACT0202,SBI33 ACT0202,SBI33 ACT02 Biodiversity,3,3,4
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N213D,P33N213D CCWater - Consumer Council for Water (NDPB),SBI33,ACT0203,SBI33 ACT0203,SBI33 ACT02 Sustainable Water Use,5,2,5
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N227D,P33N227D MMO - Marine Management Org (NDPB),SBI33,ACT0204,SBI33 ACT0204,SBI33 ACT02 Clean Healthy Oceans,28,-25,28
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N401D,P33N401D EA - Flood Management (NDPB),SBI33,ACT0401,SBI33 ACT0401,SBI33 ACT04 Flood Management,4906,6881,4906
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",AME,Resource,Prog,B9001,Depreciation ,P33N501A,P33N501A AHDB - Agriculture & Horticulture Dev. Board (LFB),SBI33,ACT0502,SBI33 ACT0502,SBI33 ACT05 Competitive Farming,63,-19,62
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N502D,P33N502D GLA - Gangmasters Licensing Authority (NDPB),SBI33,ACT0502,SBI33 ACT0502,SBI33 ACT05 Competitive Farming,15,14,15
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N601D,P33N601D SDC - Sustainable Development Commission (NDPB),SBI33,ACT0601,SBI33 ACT0601,SBI33 ACT06 World Summit on Sustainable Development,1,1,1
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33N701D,P33N701D CRC - Commission for Rural Communities (NDPB),SBI33,ACT0702,SBI33 ACT0702,SBI33 ACT07 Rural Needs,2,2,2
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,B9001,Depreciation ,P33V201D,P33V201D Admin Air Quality,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,47,47,47
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33V219D,"P33V219D FC - Policy, Regulation and Administration GB",SBI33,ACT1202,SBI33 ACT1202,SBI33 ACT12 Forestry Commission (GB Core),54,54,54
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,NCA,B9001,Depreciation ,P33V239D,"P33V239D CEFAS - Centre for Env., Fisheries & Aquaculture Science (NCA)",SBI33,ACT0204,SBI33 ACT0204,SBI33 ACT02 Clean Healthy Oceans,300,300,300
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,B9001,Depreciation ,P33V251D,P33V251D Admin Natural Environment Enjoyment,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,0,0,0
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,B9001,Depreciation ,P33V252D,P33V252D Admin Local Environment Quality,SBI33,ACT0209,SBI33 ACT0209,SBI33 ACT02 A Healthy Natural Environment Administration Costs,137,137,137
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,B9001,Depreciation ,P33V301D,P33V301D Admin Better Products,SBI33,ACT0303,SBI33 ACT0303,SBI33 ACT03 Sustainable Consumption and Production Administration Costs,49,49,49
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,B9001,Depreciation ,P33V306D,P33V306D Admin Waste Reduction,SBI33,ACT0303,SBI33 ACT0303,SBI33 ACT03 Sustainable Consumption and Production Administration Costs,14,14,14
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33V410D,P33V410D AH - Animal Health,SBI33,ACT0404,SBI33 ACT0404,SBI33 ACT04 Animal Disease Protection,702,0,701
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,NCA,B9001,Depreciation ,P33V413D,P33V413D VLA - Veterinary Laboratories Agency (NCA),SBI33,ACT0404,SBI33 ACT0404,SBI33 ACT04 Animal Disease Protection,1111,60,1112
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,GCA,B9001,Depreciation ,P33V418D,P33V418D Admin Animal Diseases,SBI33,ACT0405,SBI33 ACT0405,SBI33 ACT04 Addressing Environmental Risk and Emergencies Administration Costs,270,256,256
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,NCA,B9001,Depreciation ,P33V513D,P33V513D VMD - Veterinary Medicines Directorate (NCA),SBI33,ACT0504,SBI33 ACT0504,SBI33 ACT05 Animal Welfare,24,24,24
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33V522D,P33V522D RPA - Front Line Administration Costs,SBI33,ACT0905,SBI33 ACT0905,SBI33 ACT09 Rural Payments Agency Front Line Administration Costs,1982,2160,1982
Dept003,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",DEL,Resource,Prog,B9001,Depreciation ,P33V702D,P33V702D Rural Economy,SBI33,ACT0701,SBI33 ACT0701,SBI33 ACT07 Rural Economy,676,676,676
