Dept Group,Dept group alias,PESA dept group alias,Budget Boundary,Resource/Capital,Category,NAC,Economic category,Code,Code description,SBI,Activity,SBI Activity,Spending programme,April 2010 MTH,June 2010 MTH,May 2010 MTH
Dept004,Transport,Transport,DEL,Resource,Prog,B9001,Depreciation ,P0711604,P07Estates Expenditure (DEL AA101 CG Eng),SBI07,ACT0121,SBI07 ACT0121,SBI07 ACT01 Central Administration,17,17,17
Dept004,Transport,Transport,DEL,Resource,Prog,B9001,Depreciation ,P0711623,P07LCR (Restructure) (DEL Prog CG AA141 UK),SBI07,ACT0313,SBI07 ACT0313,SBI07 ACT03 Railways,3,3,3
Dept004,Transport,Transport,DEL,Resource,Prog,B9001,Depreciation ,P0711635,P07Smartcard Competition 3rd Parties (DEL Prog CG AA101 ENG),SBI07,ACT0425,SBI07 ACT0425,SBI07 ACT04 Other transport grants (resource),0,105,0
Dept004,Transport,Transport,DEL,Resource,Prog,B9001,Depreciation ,P0711635,P07Smartcard Competition 3rd Parties (DEL Prog CG AA101 ENG),SBI07,ACT0425,SBI07 ACT0425,SBI07 ACT04 Other transport grants (resource),0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B9501,Depreciation ,P0710103,P07MARITIME & COASTGUARD AGENCY DEL Prog CG (AA101) (UK),SBI07,ACT0102,SBI07 ACT0102,SBI07 ACT01 Maritime & Coastguard Agency,0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B9501,Depreciation ,P0711303,P07HA-Associated Costs of Investment DEL Prog CG (AA101) (ENG),SBI07,ACT0312,SBI07 ACT0312,SBI07 ACT03 Highways Agency,142,1000,1000
Dept004,Transport,Transport,AME,Resource,Prog,B9501,Depreciation ,P0711302,P07HA-Associated Costs of Investment AME Prog (AA101) (ENG),SBI07,ACT0112,SBI07 ACT0112,SBI07 ACT01 Highways Agency.,63766,104865,104865
Dept004,Transport,Transport,AME,Resource,Prog,B9507,Depreciation ,P0711199,P07 MCA Revaluation Losses AME Prog CG (AA101) (GB),SBI07,ACT0102,SBI07 ACT0102,SBI07 ACT01 Maritime & Coastguard Agency,0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,E2001,Gross current procurement,P0711296,P07HA-Maintenance DEL Prog CG (AA101) (ENG),SBI07,ACT0112,SBI07 ACT0112,SBI07 ACT01 Highways Agency.,5867,11885,11157
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710042,P07Freight grants DEL Prog CG (AA101) (GB),SBI07,ACT0315,SBI07 ACT0315,SBI07 ACT03 Freight grants,2,0,63
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710068,P07RTP-Research Funding DEL Programme CG (AA101) (GB),SBI07,ACT0313,SBI07 ACT0313,SBI07 ACT03 Railways,-23,360,81
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710076,P07British Transport Police DEL Prog CG (AA141) (E&W),SBI07,ACT0313,SBI07 ACT0313,SBI07 ACT03 Railways,0,100,355
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710092,P07Shipping services DEL Prog CG (AA101) (UK),SBI07,ACT0101,SBI07 ACT0101,SBI07 ACT01 Ports & shipping services,0,8,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710108,P07Marine Accident Investigation Branch DEL Prog CG (AA101) (ENG),SBI07,ACT0304,SBI07 ACT0304,SBI07 ACT03 Accident Investigation Branches,-3,3,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710135,P07Civil aviation services DEL Prog CG (AA101) (UK),SBI07,ACT0503,SBI07 ACT0503,"SBI07 ACT05 Aviation services, transport security & royal travel",-14,84,83
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710140,P07International aviation services DEL Prog CG (AA101) (UK),SBI07,ACT0103,SBI07 ACT0103,"SBI07 ACT01 Aviation services, transport security & royal travel",0,91,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710155,P07Compensation on Private tolled undertakings DEL Prog CG (AA101) (ENG),SBI07,ACT0422,SBI07 ACT0422,"SBI07 ACT04 Resrch, stats, publicity & other services for roads & lcl trnsprt",0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710183,P07Vehicle Certification Agency DEL Prog CG (AA101) (GB),SBI07,ACT0320,SBI07 ACT0320,SBI07 ACT03 Vehicle Certification Agency.,8,8,8
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710189,P07Transport security DEL Prog CG (AA101) (UK),SBI07,ACT0503,SBI07 ACT0503,"SBI07 ACT05 Aviation services, transport security & royal travel",38,12,354
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710190,P07Publicity (road safety) DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",0,2,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710206,P07Trans Commission on Integrated Transport DEL Prog CG (AA101) (UK),SBI07,ACT0411,SBI07 ACT0411,SBI07 ACT04 Commission for Integrated Transport & Transport Direct,14,18,31
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710207,P07Airport white paper study DEL Prog CG (AA101) (UK),SBI07,ACT0103,SBI07 ACT0103,"SBI07 ACT01 Aviation services, transport security & royal travel",12,24,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710217,P07Powershift and cleaner vehicles programmes DEL Prog CG (AA101) (ENG),SBI07,ACT0206,SBI07 ACT0206,SBI07 ACT02 Cleaner Fuels and Vehicles,0,87,-76
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710218,P07Road Strategy & Performance Research DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",59,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710231,P07Transport research - sustainable development DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",36,139,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710233,P07Transport Research Local Innovative Projects (DEL Prog CG AA101 ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",3,0,2
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710234,P07Transport Statistics Roads DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",58,41,190
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710237,P07Statistics Personal Travel (DEL Prog CG AA101 ENG),SBI07,ACT0222,SBI07 ACT0222,"SBI07 ACT02 Resrch, stats, publicity & other services for roads & lcl trnsprt",0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710240,P07Road Safety & Standards Research DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",0,0,-26
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710244,P07Road Safety Grnts & Prog Exp. DEL Prog LA (AA101 ENG),SBI07,ACT0323,SBI07 ACT0323,SBI07 ACT03 Area Based Grants,-46,2,3
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710245,P07Accessibility & Equalities (DEL Prog CG AA101 ENG),SBI07,ACT0409,SBI07 ACT0409,SBI07 ACT04 Accessibilty & Equalities,13,2,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710250,P07Vehicle Certification Agency Enforcement DEL Prog CG (AA101) (ENG),SBI07,ACT0320,SBI07 ACT0320,SBI07 ACT03 Vehicle Certification Agency.,0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710264,P07Transport Direct DEL Prog CG (AA101) (ENG),SBI07,ACT0116,SBI07 ACT0116,"SBI07 ACT01 Transformation, Licensing, Logistics  & Sponsorship",121,76,93
Dept004,Transport,Transport,DEL,Resource,GCA,B3501,Gross current procurement,P0710268,P07Central Admin DEL GCA CG (AA101) (ENG),SBI07,ACT0121,SBI07 ACT0121,SBI07 ACT01 Central Administration,-457,1992,1011
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710285,P07Transport Analysis and Economics Research DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",30,14,21
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710288,P07Strategic Transport Studies DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",-329,2,480
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710291,P07Rail Accident Investigation Branch DEL Prog CG (AA101) (UK),SBI07,ACT0304,SBI07 ACT0304,SBI07 ACT03 Accident Investigation Branches,0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710299,P07Transport Consultancies Roads DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",6,0,-7
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710329,P07DVLA Trading Fund DEL Prog CG (AA141) (UK),SBI07,ACT0316,SBI07 ACT0316,"SBI07 ACT03 Transformation, Licensing, Logistics & Sponsorship",0,326,221
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710334,P07DVO Strategy and Resources DEL Prog CG (AA101) (GB),SBI07,ACT0316,SBI07 ACT0316,"SBI07 ACT03 Transformation, Licensing, Logistics & Sponsorship",0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710350,P07Ports & Shipping - Civil Defence DEL Prog CG (AA101) (ENG),SBI07,ACT0303,SBI07 ACT0303,"SBI07 ACT03 Aviation services, transport security & royal travel",-8,0,8
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710351,P07Ports & Shipping - Civil Defence DEL Prog CG (AA101) (UK),SBI07,ACT0303,SBI07 ACT0303,"SBI07 ACT03 Aviation services, transport security & royal travel",-19,1,19
Dept004,Transport,Transport,DEL,Resource,GCA,B3501,Gross current procurement,P0710957,P07Rail Group Central Admin DEL GCA CG (AA101) (ENG),SBI07,ACT0121,SBI07 ACT0121,SBI07 ACT01 Central Administration,621,624,12
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711068,P07RPROJ-CTRL-Running Costs DEL Programme CG (AA101) (ENG),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,182,0,-347
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711140,P07Cycling England (DEL Prog LA AA101 ENG),SBI07,ACT0225,SBI07 ACT0225,SBI07 ACT02 Other transport grants (resource),42,226,5
Dept004,Transport,Transport,DEL,Resource,GCA,B3501,Gross current procurement,P0711170,P07 Government Car and Despatch Agency DEL GCA Admin CG AA101 UK,SBI07,ACT0314,SBI07 ACT0314,SBI07 ACT03 Government Car & Despatch Agency,15,15,15
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711174,P07Congestion Performance Reward Fund (DEL Prog LA AA101 ENG),SBI07,ACT0125,SBI07 ACT0125,SBI07 ACT01 Other transport grants (resource),0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711200,P07 RPROJ - CAPITAL RAIL PROJECTS DEL PROGRAMME CG (AA101) (GB),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,-2581,1907,1884
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711202,P07 RSD - RAIL FRANCHISING - SPRS DEL PROGRAMME CG (AA101) (GB),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,0,-3000,3000
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711209,P07 RSSR - CTRL - EUROTUNNEL EXPENDITURE DEL PROGRAMME CG (AA101) (ENG),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,23,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711600,P07DPTAC (DEL Prog CG AA101 UK),SBI07,ACT0309,SBI07 ACT0309,SBI07 ACT03 Accessibility & Equalities,1,1,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711623,P07LCR (Restructure) (DEL Prog CG AA141 UK),SBI07,ACT0313,SBI07 ACT0313,SBI07 ACT03 Railways,878,1316,921
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711625,P07Cycling England (DEL Prog CG AA101 ENG),SBI07,ACT0222,SBI07 ACT0222,"SBI07 ACT02 Resrch, stats, publicity & other services for roads & lcl trnsprt",25,47,75
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711626,P07Concessionary Travel Preparation Grants (DEL Prog LA AA101 ENG),SBI07,ACT0125,SBI07 ACT0125,SBI07 ACT01 Other transport grants (resource),0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711627,P07Concessionary Travel Support (DEL Prog CG AA101 ENG),SBI07,ACT0222,SBI07 ACT0222,"SBI07 ACT02 Resrch, stats, publicity & other services for roads & lcl trnsprt",481,148,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711659,P07HS2 NDPB DEL CG (AA141) UK,SBI07,ACT0101,SBI07 ACT0101,SBI07 ACT01 Ports & shipping services,0,298,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711661,P07ITSO grant to TFL DEL LA (AA 101) UK,SBI07,ACT0101,SBI07 ACT0101,SBI07 ACT01 Ports & shipping services,13,7,10
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711733,P07Cycling England Capital (DEL Prog CG AA101 ENG),SBI07,ACT0222,SBI07 ACT0222,"SBI07 ACT02 Resrch, stats, publicity & other services for roads & lcl trnsprt",9,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711737,P07-DPTAC (DEL PROG CG AA101 E&W),SBI07,ACT0309,SBI07 ACT0309,SBI07 ACT03 Accessibility & Equalities,0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710040,P07Bus Service Operator Grant (DEL Prog CG AA101 GB),SBI07,ACT0207,SBI07 ACT0207,SBI07 ACT02 Bus Service Operators Grant,0,10,10
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710042,P07Freight grants DEL Prog CG (AA101) (GB),SBI07,ACT0315,SBI07 ACT0315,SBI07 ACT03 Freight grants,-99,16,217
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710068,P07RTP-Research Funding DEL Programme CG (AA101) (GB),SBI07,ACT0313,SBI07 ACT0313,SBI07 ACT03 Railways,-14,193,18
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710076,P07British Transport Police DEL Prog CG (AA141) (E&W),SBI07,ACT0313,SBI07 ACT0313,SBI07 ACT03 Railways,0,3000,4295
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710092,P07Shipping services DEL Prog CG (AA101) (UK),SBI07,ACT0101,SBI07 ACT0101,SBI07 ACT01 Ports & shipping services,991,14,-988
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710103,P07MARITIME & COASTGUARD AGENCY DEL Prog CG (AA101) (UK),SBI07,ACT0102,SBI07 ACT0102,SBI07 ACT01 Maritime & Coastguard Agency,0,6304,14560
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710108,P07Marine Accident Investigation Branch DEL Prog CG (AA101) (ENG),SBI07,ACT0304,SBI07 ACT0304,SBI07 ACT03 Accident Investigation Branches,69,55,48
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710135,P07Civil aviation services DEL Prog CG (AA101) (UK),SBI07,ACT0503,SBI07 ACT0503,"SBI07 ACT05 Aviation services, transport security & royal travel",212,140,108
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710140,P07International aviation services DEL Prog CG (AA101) (UK),SBI07,ACT0103,SBI07 ACT0103,"SBI07 ACT01 Aviation services, transport security & royal travel",48,262,3
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710154,P07Air Accident Investigation Branch DEL Prog CG (AA101) (UK),SBI07,ACT0304,SBI07 ACT0304,SBI07 ACT03 Accident Investigation Branches,154,106,102
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710183,P07Vehicle Certification Agency DEL Prog CG (AA101) (GB),SBI07,ACT0320,SBI07 ACT0320,SBI07 ACT03 Vehicle Certification Agency.,500,834,500
Dept004,Transport,Transport,DEL,Resource,GCA,B3501,Gross current procurement,P0710185,P07Highway Agency Adminstration DEL GCA CG (AA101) (ENG),SBI07,ACT0112,SBI07 ACT0112,SBI07 ACT01 Highways Agency.,1878,1877,1874
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710189,P07Transport security DEL Prog CG (AA101) (UK),SBI07,ACT0503,SBI07 ACT0503,"SBI07 ACT05 Aviation services, transport security & royal travel",-92,305,699
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710190,P07Publicity (road safety) DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",-72,600,51
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710206,P07Trans Commission on Integrated Transport DEL Prog CG (AA101) (UK),SBI07,ACT0411,SBI07 ACT0411,SBI07 ACT04 Commission for Integrated Transport & Transport Direct,-17,0,1
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710207,P07Airport white paper study DEL Prog CG (AA101) (UK),SBI07,ACT0103,SBI07 ACT0103,"SBI07 ACT01 Aviation services, transport security & royal travel",46,-10,-62
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710209,P07Promoting Sustainable Travel Initiatives (DEL Prog CG AA101 ENG),SBI07,ACT0222,SBI07 ACT0222,"SBI07 ACT02 Resrch, stats, publicity & other services for roads & lcl trnsprt",1,3,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710212,P07DaSTS Research and Consultancies (DEL Prog CG AA101 GB),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,-1,162,61
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710217,P07Powershift and cleaner vehicles programmes DEL Prog CG (AA101) (ENG),SBI07,ACT0206,SBI07 ACT0206,SBI07 ACT02 Cleaner Fuels and Vehicles,-12,107,253
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710218,P07Road Strategy & Performance Research DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",6,357,223
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710223,P07International Subscriptions - OECD DEL Prog CG (AA101) (UK),SBI07,ACT0213,SBI07 ACT0213,SBI07 ACT02 Railways,636,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710231,P07Transport research - sustainable development DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",30,136,36
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710233,P07Transport Research Local Innovative Projects (DEL Prog CG AA101 ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",-106,112,107
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710234,P07Transport Statistics Roads DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",-34,443,494
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710237,P07Statistics Personal Travel (DEL Prog CG AA101 ENG),SBI07,ACT0222,SBI07 ACT0222,"SBI07 ACT02 Resrch, stats, publicity & other services for roads & lcl trnsprt",-54,181,464
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710238,P07Transport statistics - freight DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",1,38,1
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710240,P07Road Safety & Standards Research DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",-69,252,84
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710242,P07Government Office Statutory Advertising (DEL Prog CG AA101 ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",-167,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710245,P07Accessibility & Equalities (DEL Prog CG AA101 ENG),SBI07,ACT0409,SBI07 ACT0409,SBI07 ACT04 Accessibilty & Equalities,-22,1,8
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710264,P07Transport Direct DEL Prog CG (AA101) (ENG),SBI07,ACT0116,SBI07 ACT0116,"SBI07 ACT01 Transformation, Licensing, Logistics  & Sponsorship",713,452,489
Dept004,Transport,Transport,DEL,Resource,GCA,B3501,Gross current procurement,P0710268,P07Central Admin DEL GCA CG (AA101) (ENG),SBI07,ACT0121,SBI07 ACT0121,SBI07 ACT01 Central Administration,-762,3664,4338
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710283,P07Trans Technology Standards Research Development DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710285,P07Transport Analysis and Economics Research DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",-912,64,56
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710288,P07Strategic Transport Studies DEL Prog CG (AA101) (ENG),SBI07,ACT0122,SBI07 ACT0122,"SBI07 ACT01 Resrch, stats, publicity & other services for roads & lcl trnsprt",265,-52,-353
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710291,P07Rail Accident Investigation Branch DEL Prog CG (AA101) (UK),SBI07,ACT0304,SBI07 ACT0304,SBI07 ACT03 Accident Investigation Branches,43,17,84
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710299,P07Transport Consultancies Roads DEL Prog CG (AA101) (ENG),SBI07,ACT0322,SBI07 ACT0322,"SBI07 ACT03 Resrch, stats, publicity & other services for roads & lcl trnsprt",1,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710303,P07Haulage Efficiency And Modernisation Projects DEL Prog CG (AA101) (ENG),SBI07,ACT0316,SBI07 ACT0316,"SBI07 ACT03 Transformation, Licensing, Logistics & Sponsorship",147,15,-147
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710322,P07DVO - LRI DEL Prog CG (AA101) (GB),SBI07,ACT0316,SBI07 ACT0316,"SBI07 ACT03 Transformation, Licensing, Logistics & Sponsorship",215,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710329,P07DVLA Trading Fund DEL Prog CG (AA141) (UK),SBI07,ACT0316,SBI07 ACT0316,"SBI07 ACT03 Transformation, Licensing, Logistics & Sponsorship",0,36081,54545
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710350,P07Ports & Shipping - Civil Defence DEL Prog CG (AA101) (ENG),SBI07,ACT0303,SBI07 ACT0303,"SBI07 ACT03 Aviation services, transport security & royal travel",-1,3,4
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710925,P07RSSR-Community Rail DEL Programme CG (AA101) (GB),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,0,0,0
Dept004,Transport,Transport,DEL,Resource,GCA,B3501,Gross current procurement,P0710957,P07Rail Group Central Admin DEL GCA CG (AA101) (ENG),SBI07,ACT0121,SBI07 ACT0121,SBI07 ACT01 Central Administration,-54,-22,188
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0710971,P07RPC New DEL Prog wkbook CG (AA141) (UK),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,0,272,379
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711140,P07Cycling England (DEL Prog LA AA101 ENG),SBI07,ACT0225,SBI07 ACT0225,SBI07 ACT02 Other transport grants (resource),44,-72,0
Dept004,Transport,Transport,DEL,Resource,GCA,B3501,Gross current procurement,P0711170,P07 Government Car and Despatch Agency DEL GCA Admin CG AA101 UK,SBI07,ACT0314,SBI07 ACT0314,SBI07 ACT03 Government Car & Despatch Agency,818,679,678
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711174,P07Congestion Performance Reward Fund (DEL Prog LA AA101 ENG),SBI07,ACT0125,SBI07 ACT0125,SBI07 ACT01 Other transport grants (resource),30,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711175,P07 Congestion Performance Reward Fund DEL LA (AA101),SBI07,ACT0125,SBI07 ACT0125,SBI07 ACT01 Other transport grants (resource),0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711176,P07 NATS Dividend DEL PROG CG (AA101) (GB),SBI07,ACT0103,SBI07 ACT0103,"SBI07 ACT01 Aviation services, transport security & royal travel",0,0,0
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711200,P07 RPROJ - CAPITAL RAIL PROJECTS DEL PROGRAMME CG (AA101) (GB),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,322,-232,-101
Dept004,Transport,Transport,DEL,Resource,Prog,B3501,Gross current procurement,P0711203,P07 RSSR - NATIONAL PASSENGER SURVEY DEL PROGRAMME CG (AA101) (GB),SBI07,ACT0113,SBI07 ACT0113,SBI07 ACT01 Railways.,175,20,3
