Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22716,64,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",22717,30.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Stationery-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,BANNER BUSINESS SERVICES LTD,22721,76.87,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Catering and Hospitality Expenditure-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,KIZMETT LTD T/A BUTTIES,22722,66,,GU1 1QD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Catering and Hospitality Expenditure-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,KIZMETT LTD T/A BUTTIES,22723,70.2,,GU1 1QD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Catering Services-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,KIZMETT LTD T/A BUTTIES,22723,1.8,,GU1 1QD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Telecoms-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,BRITISH TELECOMMUNICATIONS plc (BT),22725,32.16,,DH98 1BT,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Static Line Rental-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,BRITISH TELECOMMUNICATIONS plc (BT),22725,20.46,,DH98 1BT,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Accommodation & Building Management-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,22730,230.78,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Accommodation & Building Management-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,22732,294.49,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,22779,881.16,,SL1 1DB,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,12/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,CAPITA RESOURCING LTD,22794,3498,,DL1 9HN,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",22874,10,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",22874,30.15,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",22874,176.85,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Professional Subscriptions-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,"Personal Expense, Name Witheld",22880,247,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23033,22.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23033,4.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23033,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23033,279.65,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23033,50,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23033,4.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23034,40,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23034,4.59,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23034,9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23035,126.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23035,89,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23035,1.99,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23035,4.05,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23035,7.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23035,4.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23036,59.29,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23036,30,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23036,32.86,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23036,11.01,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23037,29.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23037,46,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23037,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23037,6.1,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Entertaining UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23037,4.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23038,19.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23038,61,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23038,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23038,6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23038,76.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",23039,7.45,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",23039,22.45,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",23039,2.99,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",23040,41.03,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23041,4.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23041,81,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23041,9.49,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23041,24,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23041,9.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,13/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,BROOK STREET (UK) LTD,23076,257.33,,AL1 4JB,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,21787,546.15,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,21787,89.4,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,21787,9.05,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,Trade Development - Trade Development Operations,"Personal Expense, Name Witheld",23199,432.48,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Trade Development - Trade Development Operations,"Personal Expense, Name Witheld",23199,65.72,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23208,280.8,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CITY INN LTD T/A DOUBLETREE BY HILTON WESTMINSTER,23242,196,,SW18 4DD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Stationery-UKTI (BIS) Devolved Admin,Chief Executive's Office - Chief Executive's Office,JONES YARRELL LEADENHALL,23243,14.41,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CITY INN LTD T/A DOUBLETREE BY HILTON WESTMINSTER,23244,196,,SW18 4DD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hotel & Accommodation-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CITY INN LTD T/A DOUBLETREE BY HILTON WESTMINSTER,23245,196,,SW18 4DD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Stationery-UKTI (BIS) Devolved Admin,Chief Executive's Office - Chief Executive's Office,JONES YARRELL LEADENHALL,23246,21.25,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Conference and Exhibition Services-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23253,128.41,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23254,78.9,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23254,20,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23254,27.63,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23292,41.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,17.83,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,615.23,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,3,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,50,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,64.12,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,6.91,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,100,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23293,39.48,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23294,10,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23294,20.77,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23294,9.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23294,6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23294,15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23295,17.15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23295,16,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23296,8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Air Travel Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23297,104.99,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23297,19.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23297,528,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23297,20,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23297,42.12,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23297,13.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hospitality - UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23298,6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23298,7.83,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23298,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23298,5.49,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Hospitality - Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,20.49,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Rail Travel Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,93.82,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,42.04,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,26.77,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,50,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,3.05,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,61.06,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,21.63,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23299,5.84,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23300,31.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23300,9.3,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23300,12,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",23301,16.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",23301,10.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",23303,0,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",23303,14,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",23303,4.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,14/02/2014,Accounts Repayable DM Control-Default,Defence and Security Organisation - Head DSO Office,MINISTRY OF DEFENCE,23406,295040.76,,L2 3YL,WGA ONLY,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MORGAN HUNT UK LTD,21698,2112,,EC4M 7EG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MORGAN HUNT UK LTD,22045,2112,,EC4M 7EG,VENDOR,,,Administration
