Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",21220,7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",21221,80,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-Default,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21222,110.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-Default,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21222,6.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21223,158.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21223,14.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21224,16,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21224,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21224,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21224,19.69,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21224,338.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21224,6.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21224,73.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21225,294.3,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21225,18,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",21226,45.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",21226,4.75,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",21227,15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",21227,5.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Hotel & Accommodation UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",21227,83,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",21227,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Emerging Markets, China & Southern Asia","Personal Expense, Name Witheld",21227,14.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,"Personal Expense, Name Witheld",21228,10,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21229,9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Hotel & Accommodation UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21229,316.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Hotel & Accommodation UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21229,154,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21229,20,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21229,72,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21231,373.05,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21231,5.34,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21231,8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21232,12,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21233,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21233,114.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21234,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21234,358.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21234,20.3,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21234,21.05,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",21235,8.1,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",21235,128.6,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",21235,48.53,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",21235,6,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Telecoms-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21261,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",VODAFONE LTD,21265,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,21272,-3.19,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,21284,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21291,-1.29,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21291,-0.51,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21293,-0.01,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21296,-5.56,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,21298,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,21300,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",VODAFONE LTD,21304,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21313,-3.72,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,04/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,21315,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,ADAM PHONES LTD,20391,142.6,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,ADAM PHONES LTD,20391,155.14,,W4 2ST,VENDOR,,,Administration
