Supplier,Payment Date,Amount
HSBC INVOICE FINANCE (UK) LTD,22/03/2012,2802.67
HSBC INVOICE FINANCE (UK) LTD,28/03/2012,4806.30
HSBC INVOICE FINANCE (UK) LTD,29/03/2012,1510.63
HSBC INVOICE FINANCE (UK) LTD,29/03/2012,1645.94
HSBC INVOICE FINANCE (UK) LTD,29/03/2012,2970.00
HUDGELL & PARTNERS SOLICITORS,29/03/2012,3000.00
HYDE HOUSING ASSOCIATION LTD,01/03/2012,1754.11
HYDE HOUSING ASSOCIATION LTD,19/03/2012,1279.71
HYDER CONSULTING (UK) LTD,12/03/2012,2280.00
HYDER CONSULTING (UK) LTD,22/03/2012,19555.31
HYDER CONSULTING (UK) LTD,29/03/2012,39140.56
HYDROTECH SERVICES LTD,26/03/2012,6800.53
HYTYME LTD,29/03/2012,1216.80
I CAN CHARITY,30/03/2012,5625.00
I.E.INFORMAL EDUCATION LTD,29/03/2012,1365.00
IBM UNITED KINGDOM LIMITED,19/03/2012,19123.20
IBM UNITED KINGDOM LIMITED,19/03/2012,15289.21
IBM UNITED KINGDOM LIMITED,19/03/2012,254471.84
IBM UNITED KINGDOM LIMITED,20/03/2012,4405.86
IBM UNITED KINGDOM LIMITED,20/03/2012,2937.24
IBM UNITED KINGDOM LIMITED,20/03/2012,595.39
IBM UNITED KINGDOM LIMITED,21/03/2012,2541.60
ICI CONTRACT DIRECT,15/03/2012,1027.98
ICI DULUX DECORATOR CENTRES,16/03/2012,15054.29
IDOX  SOFTWARE LIMITED,20/03/2012,1140.00
IDOX  SOFTWARE LIMITED,26/03/2012,850.55
IDOX  SOFTWARE LIMITED,26/03/2012,1435.79
IDOX  SOFTWARE LIMITED,30/03/2012,1140.00
IDOX INFORMATION SOLUTIONS LTD,30/03/2012,17280.00
IDOX INFORMATION SOLUTIONS LTD,30/03/2012,29301.55
IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,01/03/2012,17752.23
IN ASSOCIATION,30/03/2012,2029.20
INDEPENDANT REVIEWS LTD,16/03/2012,1605.15
INDEPENDANT REVIEWS LTD,28/03/2012,1455.00
INGLETON WOOD,22/03/2012,1810.11
INITIAL WASHROOM SOLUTIONS,02/03/2012,799.72
INITIAL WASHROOM SOLUTIONS,05/03/2012,693.84
INITIAL WASHROOM SOLUTIONS,30/03/2012,591.79
INSIGHT MANAGEMENT SOLUTIONS LTD,29/03/2012,5400.00
INSIGHT MANAGEMENT SOLUTIONS LTD,30/03/2012,2940.00
INSIGHT MEDIA INTERNET LTD,29/03/2012,1060.80
INTECHNOLOGY PLC,27/03/2012,2684.35
INTECHNOLOGY PLC,29/03/2012,2706.10
IRONMONGERY DIRECT,29/03/2012,1440.42
J B INDUSTRIAL DOORS LIMITED,14/03/2012,2592.00
J B INDUSTRIAL DOORS LIMITED,15/03/2012,1296.00
J B INDUSTRIAL DOORS LIMITED,23/03/2012,1512.00
J B RINEY & CO LTD,06/03/2012,353797.75
J B RINEY & CO LTD,05/03/2012,50154.44
J B RINEY & CO LTD,22/03/2012,118052.36
J B RINEY & CO LTD,22/03/2012,49067.93
J BROWNE CONSTRUCTION CO LTD,06/03/2012,19096.24
J C DECAUX UK LTD,21/03/2012,7150.42
J N HANDLEY & SONS,01/03/2012,1200.00
J N HANDLEY & SONS,01/03/2012,660.00
J N HANDLEY & SONS,08/03/2012,600.00
J N HANDLEY & SONS,08/03/2012,720.00
J N HANDLEY & SONS,08/03/2012,540.00
J N HANDLEY & SONS,08/03/2012,540.00
J N HANDLEY & SONS,08/03/2012,540.00
J N HANDLEY & SONS,08/03/2012,780.00
J N HANDLEY & SONS,13/03/2012,540.00
J N HANDLEY & SONS,15/03/2012,600.00
J N HANDLEY & SONS,15/03/2012,720.00
J N HANDLEY & SONS,15/03/2012,720.00
J N HANDLEY & SONS,15/03/2012,720.00
J N HANDLEY & SONS,15/03/2012,504.00
JAMES REMOVALS LTD,01/03/2012,660.00
JAMES REMOVALS LTD,01/03/2012,672.00
JAMES REMOVALS LTD,06/03/2012,648.00
JAMES REMOVALS LTD,06/03/2012,1176.00
JAMES REMOVALS LTD,06/03/2012,780.00
JAMES REMOVALS LTD,12/03/2012,888.00
JAMES REMOVALS LTD,13/03/2012,768.00
JANET LEE TRAINING & CONSULTANCY LTD,22/03/2012,1560.00
JANET LEE TRAINING & CONSULTANCY LTD,30/03/2012,780.00
JANET LEE TRAINING & CONSULTANCY LTD,30/03/2012,780.00
JKR SERVICES LTD T/A SOUNDCRAFT,05/03/2012,40151.50
JMW SOLICITORS,14/03/2012,16750.00
JONES LANG LA SALLE,20/03/2012,262778.10
JRFB LIMITED,27/03/2012,600.00
JUDGE & PRIESTLEY,16/03/2012,753.96
K & T HEATING SERVICES LTD,05/03/2012,152973.11
K & T HEATING SERVICES LTD,07/03/2012,111146.17
KARSONS PROPERTIES LTD,30/03/2012,2118.00
KENT COUNTY COUNCIL,14/03/2012,14501.79
KENT COUNTY COUNCIL (KCS),14/03/2012,218608.87
KENT COUNTY COUNCIL (KCS),14/03/2012,747252.13
KENT COUNTY COUNCIL (KCS),14/03/2012,3424.97
KENT COUNTY COUNCIL (KCS),14/03/2012,1990.19
KENT COUNTY COUNCIL (KCS),15/03/2012,622.36
KENT COUNTY COUNCIL (KCS),29/03/2012,600.96
KENT COUNTY COUNCIL (KCS),29/03/2012,1257.02
KENT COUNTY COUNCIL (KCS),30/03/2012,756.92
KENT HEATING SERVICES LIMITED,05/03/2012,87752.04
KENT HEATING SERVICES LIMITED,26/03/2012,71797.12
KENTEC TRAINING LTD,21/03/2012,840.24
KEYRING LIVING SUPPORT NETWORKS,01/03/2012,3604.77
KEYRING LIVING SUPPORT NETWORKS,01/03/2012,3604.77
KEYRING LIVING SUPPORT NETWORKS,01/03/2012,3604.77
KIER BUILDING MAINTENANCE,19/03/2012,47056.30
KIER BUILDING MAINTENANCE,19/03/2012,447730.70
KILLGERM CHEMICALS LTD,21/03/2012,2369.68
KPS CPMPOSTING SERVICES,21/03/2012,1320.00
KPS CPMPOSTING SERVICES,21/03/2012,720.00
L W BURT (T/A L W BURT & SON),12/03/2012,3560.65
LAKEHOUSE CONTRACTS LTD,01/03/2012,83071.09
LAKEHOUSE CONTRACTS LTD,01/03/2012,98287.20
LAKEHOUSE CONTRACTS LTD,05/03/2012,12638.11
LAKEHOUSE CONTRACTS LTD,20/03/2012,215570.58
LAKEHOUSE CONTRACTS LTD,20/03/2012,775.70
LAKEHOUSE CONTRACTS LTD,20/03/2012,12402.00
LAKEHOUSE CONTRACTS LTD,22/03/2012,161231.34
LAKEHOUSE CONTRACTS LTD,22/03/2012,295144.86
LAKEHOUSE CONTRACTS LTD,29/03/2012,30488.60
LAKEHOUSE CONTRACTS LTD,29/03/2012,259398.00
LANCASHIRE COUNTY COUNCIL,29/03/2012,1000.00
LANGLEY PARK SCHOOL FOR BOYS,30/03/2012,696.00
LANGUAGE LINE SERVICES,20/03/2012,628.99
LAWSON LETS LTD,15/03/2012,9786.00
LAWSON LETS LTD,29/03/2012,9106.25
LAWSON VILLAS LTD,15/03/2012,978.75
LAWSON VILLAS LTD,29/03/2012,969.50
LDC LIMITED,30/03/2012,13573.16
LEAPFROG VOUCHERS,05/03/2012,1733.89
LEAPFROG VOUCHERS,27/03/2012,1757.65
LEARNING PLUS UK,26/03/2012,7304.52
LEASEDRIVE,12/03/2012,976.58
LEE VALLEY REGIONAL PARK AUTHORITY,14/03/2012,19610.87
LEE VALLEY REGIONAL PARK AUTHORITY,24/03/2012,19610.87
LEIGHAM LODGE LTD,26/03/2012,5898.86
LEWISHAM PARK HOUSING ASSOCIATION LTD,29/03/2012,714.60
LIBERATA UK LTD,29/03/2012,2439.60
LIBRA CONSTRUCTION SERVICES LTD,07/03/2012,23971.91
LIDOKA ESTATES LTD,07/03/2012,23750.00
LIFE AND DEAF ASSOCIATION,16/03/2012,1521.62
LIFE STYLE CARE (2011) PLC,16/03/2012,2057.14
LIFE STYLE CARE (2011) PLC,16/03/2012,2057.14
LIFE STYLE CARE (2011) PLC,16/03/2012,2485.71
LIFE STYLE CARE (2011) PLC,16/03/2012,514.29
LIFE STYLE CARE (2011) PLC,16/03/2012,1885.71
LIFE STYLE CARE (2011) PLC,16/03/2012,4800.00
LIFE STYLE CARE (2011) PLC,16/03/2012,4142.86
LIFE STYLE CARE (2011) PLC,26/03/2012,1950.79
LIFE STYLE CARE (2011) PLC,26/03/2012,4428.57
LIFE STYLE CARE (2011) PLC,26/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,26/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,26/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,26/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,26/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,26/03/2012,5314.29
LIFE STYLE CARE (2011) PLC,26/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,26/03/2012,2769.05
LIFE STYLE CARE (2011) PLC,26/03/2012,2539.39
LIFE STYLE CARE (2011) PLC,26/03/2012,2769.05
LIFE STYLE CARE (2011) PLC,26/03/2012,3988.33
LIFE STYLE CARE (2011) PLC,26/03/2012,2539.39
LIFE STYLE CARE (2011) PLC,26/03/2012,2769.05
LIFE STYLE CARE (2011) PLC,26/03/2012,2539.39
LIFE STYLE CARE (2011) PLC,26/03/2012,4472.86
LIFE STYLE CARE (2011) PLC,26/03/2012,5018.55
LIFE STYLE CARE (2011) PLC,26/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,26/03/2012,2769.05
LIFE STYLE CARE (2011) PLC,26/03/2012,2769.05
LIFE STYLE CARE (2011) PLC,29/03/2012,857.14
LIFE STYLE CARE (2011) PLC,29/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,29/03/2012,4971.43
LIFE STYLE CARE (2011) PLC,29/03/2012,4971.43
LIFE STYLE CARE (2011) PLC,30/03/2012,2571.43
LIFE STYLE CARE (2011) PLC,30/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,30/03/2012,2657.14
LIFE STYLE CARE (2011) PLC,30/03/2012,2485.71
LIFE STYLE CARE (2011) PLC,30/03/2012,2657.14
LINBROOK SERVICES,12/03/2012,646.10
LINBROOK SERVICES,12/03/2012,2549.40
LINBROOK SERVICES,15/03/2012,5354.40
LINDA ROBINSON ASSOCIATES LIMITED,20/03/2012,1500.00
LINDA ROBINSON ASSOCIATES LIMITED,20/03/2012,750.00
LISTER WILDER LTD,21/03/2012,706.13
LITTLE COURT NURSING HOME,30/03/2012,561.49
LITTLE HERBERTS  NUSERY LTD,05/03/2012,3971.00
LLOYDS TSB COMMERCIAL FINANCE LTD,01/03/2012,575.52
LLOYDS TSB COMMERCIAL FINANCE LTD,01/03/2012,671.52
LLOYDS TSB COMMERCIAL FINANCE LTD,01/03/2012,575.52
LLOYDS TSB COMMERCIAL FINANCE LTD,12/03/2012,600.00
LLOYDS TSB COMMERCIAL FINANCE LTD,13/03/2012,1500.00
LLOYDS TSB COMMERCIAL FINANCE LTD,13/03/2012,1888.80
LLOYDS TSB COMMERCIAL FINANCE LTD,15/03/2012,3211.51
LLOYDS TSB COMMERCIAL FINANCE LTD,22/03/2012,656.37
LLOYDS TSB COMMERCIAL FINANCE LTD,27/03/2012,575.52
LLOYDS TSB COMMERCIAL FINANCE LTD,27/03/2012,575.52
LLOYDS TSB COMMERCIAL FINANCE LTD,27/03/2012,671.52
LLOYDS TSB COMMERCIAL FINANCE LTD,29/03/2012,3799.45
LLOYDS TSB COMMERCIAL FINANCE LTD,30/03/2012,3000.00
LOGICALIS UK LIMITED,15/03/2012,840.00
LOGICALIS UK LIMITED,20/03/2012,5287.64
LOGICALIS UK LIMITED,23/03/2012,765.00
LOGICALIS UK LIMITED,26/03/2012,7140.00
LONDON BOROUGH OF BEXLEY,14/03/2012,9375.00
LONDON BOROUGH OF BROMLEY,02/03/2012,18720.00
LONDON BOROUGH OF BROMLEY,27/03/2012,2592.00
LONDON BOROUGH OF LEWISHAM,26/03/2012,13275.00
LONDON GRID FOR LEARNING,30/03/2012,16035.00
LONDON PENSION FUND AUTHORITY,14/03/2012,116427.80
LONDON PENSION FUND AUTHORITY,20/03/2012,116427.80
LONDON PENSION FUND AUTHORITY,20/03/2012,16677.49
LONDON RIVERS SERVICES LIMITED,20/03/2012,29757.59
LONDON YOUTH GAMES LTD,05/03/2012,4680.00
LOOK AHEAD,02/03/2012,26649.19
LOOK AHEAD,08/03/2012,15147.69
LOOK AHEAD,08/03/2012,15147.69
LOOK AHEAD,08/03/2012,15147.69
LOOK AHEAD,08/03/2012,15147.69
LOOK AHEAD,29/03/2012,26649.19
LORNA EDWARDS LIMITED,30/03/2012,1880.00
LOTSA CIC,05/03/2012,1800.00
LUSEPH LTD,08/03/2012,1848.00
MAGNET LIMITED,22/03/2012,753.55
MAGNET LIMITED,22/03/2012,802.75
MAGNET LIMITED,22/03/2012,752.95
MAGNET LIMITED,22/03/2012,657.97
MAGNET LIMITED,22/03/2012,1099.87
MALLARD CONSULTANCY LTD,08/03/2012,967.20
MALLARD CONSULTANCY LTD,08/03/2012,2400.00
MANON HOUSE,12/03/2012,5385.71
MANON HOUSE,26/03/2012,5757.14
MANPOWER UK LTD,13/03/2012,308646.53
MANPOWER UK LTD,13/03/2012,293382.91
MANPOWER UK LTD,13/03/2012,12804.80
MANPOWER UK LTD,21/03/2012,296169.64
MANPOWER UK LTD,28/03/2012,308646.53
MANSE MASTERDOR LTD,12/03/2012,709.80
MANSE MASTERDOR LTD,22/03/2012,892.80
MANSE MASTERDOR LTD,22/03/2012,709.38
MANSE MASTERDOR LTD,22/03/2012,843.60
MANSE MASTERDOR LTD,22/03/2012,1033.80
MANSE MASTERDOR LTD,22/03/2012,860.40
MANSE MASTERDOR LTD,22/03/2012,870.78
MANSE MASTERDOR LTD,22/03/2012,867.18
MANSE MASTERDOR LTD,22/03/2012,860.40
MANSE MASTERDOR LTD,23/03/2012,768.18
MANSELL CONSTRUCTION SERVICES LIMITED,23/03/2012,313493.14
MARQUEE MAGIC,19/03/2012,3840.00
MARTIN DAWES SOLUTIONS LTD,26/03/2012,2946.00
MARTIN VITERA LTD,12/03/2012,545.52
MAYOR`S OFFICE FOR POLICING AND CRIME,20/03/2012,65916.00
MAYOR`S OFFICE FOR POLICING AND CRIME,19/03/2012,683.74
MAYOR`S OFFICE FOR POLICING AND CRIME,20/03/2012,40731.00
MAYOR`S OFFICE FOR POLICING AND CRIME,28/03/2012,9996.00
MCF,14/03/2012,3600.00
MCQUAY,14/03/2012,786.00
MDP COMMUNICATION SERVICES,12/03/2012,23109.48
MDP COMMUNICATION SERVICES,14/03/2012,1004.89
MDP COMMUNICATION SERVICES,14/03/2012,1485.90
MDP COMMUNICATION SERVICES,19/03/2012,25993.97
MDP COMMUNICATION SERVICES,23/03/2012,27545.56
MDP COMMUNICATION SERVICES,30/03/2012,23029.68
MEARS LTD,02/03/2012,91366.28
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,27/03/2012,1850.75
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,28/03/2012,200919.36
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,27/03/2012,3070.97
MEDIA STERLING,29/03/2012,10977.42
METHODIST HOMES,09/03/2012,1573.52
METRIC GROUP LIMITED,20/03/2012,16704.00
MICHAEL FARADAY PRIMARY SCHOOL,28/03/2012,696.00
MIDCOUNTIES CO-OPERATIVE SOCIETY LTD,14/03/2012,1560.00
MIDCOUNTIES CO-OPERATIVE SOCIETY LTD,29/03/2012,702.00
MIDCOUNTIES CO-OPERATIVE SOCIETY LTD,29/03/2012,1776.00
MIDCOUNTIES CO-OPERATIVE SOCIETY LTD,30/03/2012,2100.00
MIDDLE PARK COMMUNITY CENTRE,23/03/2012,822.30
MIDDLE PARK COMMUNITY CENTRE,30/03/2012,834.00
MIDDLEMARCH ENVIROMENTAL LTD,15/03/2012,3750.00
MIDOS MANAGEMENT CO LTD,26/03/2012,550.00
MIDOS MANAGEMENT CO LTD,30/03/2012,2118.00
MIDWAY MODERNISATION LTD,30/03/2012,2550.00
MILESTONE ACADEMY,30/03/2012,522.00
MIME CONSULTING LTD,30/03/2012,5040.00
MISCO,08/03/2012,691.94
MISCO,16/03/2012,3979.20
MISCO,20/03/2012,1116.00
MITIE TECHNICAL FACILITIES MANAGEMENT,05/03/2012,52172.78
MITIE TECHNICAL FACILITIES MANAGEMENT,30/03/2012,71579.66
MOOREHOUSE SOLICITORS,27/03/2012,1200.00
MORGAN AND COMPANY (STROOD) LIMITED,22/03/2012,3022.46
MORGAN AND COMPANY (STROOD) LIMITED,29/03/2012,4450.91
MORGAN LAW,22/03/2012,1200.00
MORGAN LAW,23/03/2012,1200.00
MORGAN LAW,23/03/2012,1220.04
MORGAN LAW,23/03/2012,1200.00
MORGAN LAW,26/03/2012,1200.00
MR B G WICKENS TA POSH PROPERTIES,05/03/2012,515.00
MS ONLINE LTD,20/03/2012,1860.00
MTA SOLICITORS LLP,16/03/2012,7250.00
MUSIC ROOM SOLUTIONS LTD,07/03/2012,5580.00
MUSIC ROOM SOLUTIONS LTD,14/03/2012,1206.00
MUSIC ROOM SOLUTIONS LTD,14/03/2012,2868.00
MUSIC ROOM SOLUTIONS LTD,14/03/2012,10020.00
MUSIC ROOM SOLUTIONS LTD,14/03/2012,6228.00
NACRO,02/03/2012,2749.34
NACRO COMMUNITY ENTERPRISES LTD,09/03/2012,33802.52
NANS CONSULTANCY LTD,09/03/2012,1800.00
NATIONAL ASSOCIATION FOR THE TEACHING OF ENGLISH,14/03/2012,591.60
NATIONAL COUNCIL FOR VOLUNTARY ORGANISATIONS,20/03/2012,804.00
NATIONAL DEVELOPMENT TEAM FOR INCLUSION,05/03/2012,64320.00
NATIONAL MARITIME MUSEUM,06/03/2012,1630.92
NATIONAL SHOWER SPARES,29/03/2012,1073.16
NAVIGANT CONSULTING (EUROPE) LTD,30/03/2012,11972.16
NCI SERVICES LTD,02/03/2012,1167.60
NCI SERVICES LTD,02/03/2012,1140.96
NCI SERVICES LTD,12/03/2012,578.42
NCI SERVICES LTD,22/03/2012,740.16
NCI SERVICES LTD,22/03/2012,1223.64
NCI SERVICES LTD,22/03/2012,533.52
NCMA,30/03/2012,1990.00
NCMA,30/03/2012,1108.00
NCMA,30/03/2012,1368.96
NEATH PORT TALBOT COUNTY BOROUGH COUNCIL,13/03/2012,1530.64
NEIL ALLEN ASSOCIATES LTD,12/03/2012,1800.00
NEOPOST FINANCE LTD,05/03/2012,2480.76
NETWORK VENTURES LTD,19/03/2012,960.00
NETWORK VENTURES LTD,30/03/2012,1440.00
NETWORK VENTURES LTD,30/03/2012,1440.00
NETWORK VENTURES LTD,30/03/2012,960.00
NETWORK VENTURES LTD,30/03/2012,1440.00
NEW CENTURY CARE (WESTBANK CARE HOME),26/03/2012,2109.42
NEW RICOH UK,07/03/2012,687.33
NEW RICOH UK,21/03/2012,938.37
NEW RICOH UK,21/03/2012,1003.84
NEW RICOH UK,23/03/2012,803.75
NEW RICOH UK,27/03/2012,553.15
NEW RICOH UK,27/03/2012,845.41
NEW RICOH UK,27/03/2012,564.92
NEW RICOH UK,27/03/2012,953.24
NEW RICOH UK,27/03/2012,541.86
NEW RICOH UK,27/03/2012,986.54
NEW RICOH UK,27/03/2012,944.80
NEW RICOH UK,27/03/2012,2843.18
NEW RICOH UK,27/03/2012,1105.36
NEW RICOH UK,27/03/2012,683.04
NEW RICOH UK,27/03/2012,697.60
NEW RICOH UK,27/03/2012,742.00
NEW RICOH UK,27/03/2012,677.66
NEW RICOH UK,27/03/2012,678.90
NEW RICOH UK,27/03/2012,990.51
NEW RICOH UK,29/03/2012,548.89
NEW RICOH UK,30/03/2012,751.60
NEW RICOH UK,30/03/2012,785.05
NEW RICOH UK,30/03/2012,586.05
NEW RICOH UK,30/03/2012,540.43
NEW WORLD HOUSING ASSOCIATION LTD,14/03/2012,1434.53
NEW WORLD HOUSING ASSOCIATION LTD,14/03/2012,1434.53
NEW WORLD HOUSING ASSOCIATION LTD,14/03/2012,1434.53
NEW WORLD HOUSING ASSOCIATION LTD,19/03/2012,1434.53
NEWCOM (UK) LTD,16/03/2012,864.97
NFER TRADING LTD,26/03/2012,29621.28
NFER TRADING LTD,29/03/2012,27414.24
NICO OFFICE LTD,12/03/2012,557.82
NICO OFFICE LTD,12/03/2012,544.72
NICO OFFICE LTD,12/03/2012,588.00
NICO OFFICE LTD,12/03/2012,557.48
NICO OFFICE LTD,12/03/2012,513.58
NIKKOLA DANIEL ASSOCIATES,12/03/2012,1350.00
NOMIX ENVIRO,23/03/2012,3699.00
NORSEAL LTD,29/03/2012,789.60
NORTHGATE INFORMATION SOLUTIONS UK LTD,01/03/2012,113173.03
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/03/2012,1578.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/03/2012,5400.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/03/2012,3500.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/03/2012,1264.80
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/03/2012,1343.22
NORTHGATE INFORMATION SOLUTIONS UK LTD,15/03/2012,10706.68
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,948.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,790.20
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,1106.70
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,1106.70
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,10706.68
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,11496.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,16/03/2012,1440.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,19/03/2012,4512.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,20/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,20/03/2012,3500.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,29/03/2012,5400.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,23/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,29/03/2012,948.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,29/03/2012,1416.00
NORTHGATE INFORMATION SOLUTIONS UK LTD,30/03/2012,632.40
NORTHGATE INFORMATION SOLUTIONS UK LTD,30/03/2012,1020.00
NOWMEDICAL,08/03/2012,660.00
NOWMEDICAL,28/03/2012,906.00
NPOWER LTD,06/03/2012,149191.58
NPOWER LTD,06/03/2012,162119.12
NPOWER LTD,06/03/2012,178063.26
NPOWER LTD,20/03/2012,670.17
NPOWER LTD,20/03/2012,1036.93
NPOWER LTD,20/03/2012,1038.44
NPOWER LTD,21/03/2012,146264.91
NPOWER LTD,21/03/2012,158938.52
NPOWER LTD,30/03/2012,1619.02
NUAIRE LTD FANS DIRECT,08/03/2012,535.50
NUTTEN STOVEN RESIDENTIAL HOME,26/03/2012,1992.60
OAKHURST COURT LTD,26/03/2012,2397.19
OCE FINANCE,13/03/2012,9465.88
OCOBASE LTD,29/03/2012,712.50
OCR,28/03/2012,806.20
OFFICE DEPOT (INTL) LTD T/A VIKING DIRECT,29/03/2012,890.81
OFFICE DEPOT (INTL) LTD T/A VIKING DIRECT,30/03/2012,724.78
OFFICE DEPOT UK LIMITED,07/03/2012,1507.50
OFFICE DEPOT UK LIMITED,08/03/2012,772.86
OFFICE DEPOT UK LIMITED,12/03/2012,584.59
OFFICE DEPOT UK LIMITED,13/03/2012,557.47
OFFICE DEPOT UK LIMITED,15/03/2012,1096.80
OFFICE DEPOT UK LIMITED,21/03/2012,1090.44
OFFICE DEPOT UK LIMITED,16/03/2012,1809.00
OFFICE DEPOT UK LIMITED,16/03/2012,1809.00
OFFICE DEPOT UK LIMITED,20/03/2012,4290.00
OFFICE DEPOT UK LIMITED,20/03/2012,900.38
OFFICE DEPOT UK LIMITED,21/03/2012,7622.40
OFFICE DEPOT UK LIMITED,22/03/2012,1219.20
OFFICE DEPOT UK LIMITED,23/03/2012,1457.16
OFFICE DEPOT UK LIMITED,23/03/2012,616.80
OFFICE DEPOT UK LIMITED,28/03/2012,1428.00
OFFICE DEPOT UK LIMITED,27/03/2012,904.50
OFFICE DEPOT UK LIMITED,29/03/2012,1447.20
OFFICE DEPOT UK LIMITED,29/03/2012,2187.00
OFFICE DEPOT UK LIMITED,29/03/2012,662.40
OFFICE DEPOT UK LIMITED,30/03/2012,557.47
OFFICE REALITY LTD,22/03/2012,946.80
OFSTED,29/03/2012,2421.00
OFSTED,29/03/2012,1586.55
OFSTED,29/03/2012,1549.00
OLYMPIAD SIGNS LTD,14/03/2012,4620.00
OLYMPIAD SIGNS LTD,14/03/2012,2274.00
ONLINEINSET NET LIMITED,12/03/2012,6781.20
ORANGE,13/03/2012,17654.78
ORANGE,13/03/2012,2862.50
ORANGE,13/03/2012,2812.92
ORANGE,13/03/2012,2812.92
ORANGE,14/03/2012,17929.46
ORANGE,14/03/2012,17023.63
ORANGE PCS,12/03/2012,1092.00
ORANGE PCS,14/03/2012,1722.00
ORCHARD FENCING,22/03/2012,1008.00
OVERDRIVE INC,24/03/2012,3700.29
OVERDRIVE INC,24/03/2012,3765.17
OVERDRIVE INC,24/03/2012,1854.44
OVERDRIVE INC,24/03/2012,525.73
OVERDRIVE INC,24/03/2012,819.15
OXFORD COMPUTER CONSULTANTS LTD,12/03/2012,1920.00
OXFORD COMPUTER CONSULTANTS LTD,12/03/2012,1072.86
OXFORD UNIVERSITY PRESS,13/03/2012,5870.40
OXLEAS NHS FOUNDATION TRUST,07/03/2012,3876.55
OXLEAS NHS FOUNDATION TRUST,07/03/2012,20991.00
OXLEAS NHS FOUNDATION TRUST,15/03/2012,737.00
OXLEAS NHS FOUNDATION TRUST,21/03/2012,5811.00
OXLEAS NHS FOUNDATION TRUST,26/03/2012,1241.28
OXLEAS NHS FOUNDATION TRUST,26/03/2012,1655.04
OXLEAS NHS FOUNDATION TRUST,30/03/2012,298467.00
OXLEAS NHS FOUNDATION TRUST,30/03/2012,59944.00
OXLEAS NHS FOUNDATION TRUST,30/03/2012,122099.00
OXLEAS NHS FOUNDATION TRUST,30/03/2012,6411.00
OXLEAS NHS FOUNDATION TRUST,30/03/2012,2068.80
OYAB LIMITED SERVICES INC,08/03/2012,780.00
P & R INSTALLATION CO LTD,05/03/2012,24266.24
PACE FUELCARE LTD,28/03/2012,10778.04
PARKVIEW PROPERTY SERVICES,29/03/2012,1330.00
PARKVIEW PROPERTY SERVICES,29/03/2012,500.00
PARKWOOD HEALTHCARE LIMITED,21/03/2012,7479.98
PARKWOOD HEALTHCARE LIMITED,21/03/2012,8419.88
PAST PLEASURES LTD,08/03/2012,12000.00
PATTMAN BUILDING & MAINTENANCE LTD,29/03/2012,3405.60
PATTMAN BUILDING & MAINTENANCE LTD,29/03/2012,2786.40
PATTMAN BUILDING & MAINTENANCE LTD,29/03/2012,1857.60
PATTMAN BUILDING & MAINTENANCE LTD,29/03/2012,1857.60
PEARSON EDUCATION LTD,15/03/2012,860.82
PEARSON EDUCATION LTD,15/03/2012,998.38
PEARSON EDUCATION LTD,29/03/2012,860.82
PELLING LIMITED,05/03/2012,1797.84
PELLING LIMITED,15/03/2012,31286.40
PELLING LIMITED,15/03/2012,1260.00
