DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ControlDate,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_kg,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation,NotAcceptable2,ReasonForRefusal,DecsionControlDate,NumberOfConsignments
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25180,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,7123900,Other,51,890.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,10063092,Round grain,51,890.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,11029050,Rice flour,51,890.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,12081000,Of soya beans,51,890.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,19041030,Obtained from rice,51,890.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,23024002,With a starch content not exceeding 35|% by weight,51,890.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,21039010,Mango chutney liquid,55,245,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,JP,Southampton P,JP,Japan,GB,GB,21039090,Other,55,245,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,1720,10320,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,IN,Manchester,IN,India,GB,GB,13023290,Of guar seeds,12,300,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,4680,14976,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,475,9500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,microbiological,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Bristol P,TR,Turkey,GB,GB,8062030,Sultanas,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Bristol P,TR,Turkey,GB,GB,8062090,Other,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Bristol P,TR,Turkey,GB,GB,8062030,Sultanas,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Bristol P,TR,Turkey,GB,GB,8062090,Other,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,CN,Felixstowe P,CN,China,GB,GB,12024100,In shell,1640,18598,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,1440,18000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,CN,London Gateway,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.MYCOTOXINS,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25040,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,CN,London Gateway,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,CN,London Gateway,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-08,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25100,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),7,328,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),1,30,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),903,1806,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,705,2315,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),12,85.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),57,1962,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),600,900,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,165,660,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,414,905,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,1800,16200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,FR,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),99,594,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,CN,London Gateway,CN,China,NL,GB,12024200,Shelled whether or not broken,740,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,CN,London Gateway,CN,China,NL,GB,12024100,In shell,600,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24780,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24860,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,LK,Felixstowe P,LK,Sri Lanka,GB,GB,9042190,Other,185,950,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,LK,Felixstowe P,LK,Sri Lanka,GB,GB,9042200,Crushed or ground,185,950,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,LK,Felixstowe P,LK,Sri Lanka,GB,GB,9042190,Other,220,1630,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,700,7000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,21,21600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,AE,Southampton P,CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,713,1878.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,TR,Southampton P,TR,Turkey,GB,GB,8042090,Dried,1000,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,720,9000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,1400,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2496,13728,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,EG,London Gateway,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-27,2017,Q3,Jul,27,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,2260,22600,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),10,472,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,300,680,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,DO,Gatwick,DO,Dominican Republic,GB,GB,7082000,Beans (Vigna spp. Phaseolus spp.),100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8022200,Shelled,220,5500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,20081919,Other,220,5500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),5,150,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),600,1200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),355,1430,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,3200,40000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,3200,40000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),1570,2355,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9109190,Crushed or ground,200,240,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,180,720,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,430,1490,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),300,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,1300,16250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,250,2500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,2,4.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,JP,Heathrow,JP,Japan,GB,GB,7099990,Other,2,4.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,CN,London Gateway,CN,China,NL,GB,12024200,Shelled whether or not broken,740,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,JP,Heathrow,JP,Japan,GB,GB,19053299,Other,2,4.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-08,,SD,Felixstowe P,SD,Sudan,GB,GB,12024200,Shelled whether or not broken,720,18000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-08,,SD,Felixstowe P,SD,Sudan,GB,GB,12024200,Shelled whether or not broken,720,18000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-08,,SD,Felixstowe P,SD,Sudan,GB,GB,12024200,Shelled whether or not broken,720,18000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-08,,CN,Felixstowe P,CN,China,GB,GB,9022000,Other green tea (not fermented),240,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-28,2017,Q3,Jul,28,2017-08,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2808,19656,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
