Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,WELBECK ESTATES COMPANY L,0000208828,3.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE PAYMENT OU,0000209321,654.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNULA LICENCE PAYMENT OU,0000209322,625.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT FLASH HOUSE,0000209366,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT NORTH BITCHBU,0000209367,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT B/H AT CROOKS,0000209368,1000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE FEE OUTFLO,0000209370,625.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ADDITIONAL RENT AFTER REV,0000209518,19.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2014,M/W RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,EDWIN THOMPSON LLP BRANCE,0000209538,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOUCHEL LTD,0000208549,7005.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000208720,4690.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000208721,5819.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208941,3051.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ENVIRONMENT AGENCY,0000208999,2568.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000209161,1995.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,URS INFRASTRUCT & ENV UK,0000209282,10000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOUCHEL LTD,0000209313,1823.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/03/2014,M/W SCOPING/FEASIBILITY/CONCEP,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000209636,5546.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208613,1395.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,WASTE MANAGEMENT-WSTE MNGT SER,HARGREAVES (UK) SERVICES,0000208831,7808.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208987,3949.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208991,18022.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209003,3864.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209301,140863.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209303,23272.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209387,7692.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209554,40508.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209577,11206.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209579,13286.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209617,2310.13
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,M/W SLUDGE DISPOSAL,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209617,2067.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000208354,453.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/03/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000208832,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/03/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000208833,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/03/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000208834,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000209375,372.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,WYLESS PLC,0000209542,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/03/2014,M/W TELECOMS & TELEMETRY,ENVIRONMENT,ICT-TELECOMS,INTEGRATED WATER SERVICES,0000209627,4802.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NEATH PORT TALBOT COUNTY,0000208427,48.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NATIONAL COAL MINING MUSE,0000208644,1964.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/02/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000208837,9.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/03/2014,M/W WATER CHARGES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NORTHUMBRIAN WATER LIMITE,0000208856,47.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,MEETINGS,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209295,109.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,MEETINGS,ENVIRONMENT,TRAVEL&EVENTS-EVENT ORGNSTN,COMPANY BARCLAYCARD,0000209295,166.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2014,MEETINGS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000209379,510.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/03/2014,MEETINGS,ENVIRONMENT,TRAVEL&EVENTS-EVENT ORGNSTN,209295-IRRECOVERABLE VAT,34002599,12.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2014,MILEAGE PAYMENTS,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000209126,101.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000209453,90.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000209470,54.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000209495,27.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000208620,1808.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2014,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,PROF SER-ENVIRONMENTAL SRVICES,CAMBERTRONICS LIMITED,0000208934,9769.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2014,MONITORING & FLOW MEASUREMENT,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000209248,1769.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000207828,10689.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000207830,7956.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,ATKINS LIMITED,0000208547,3982.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000208577,456.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000208577,1374.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,URS INFRASTRUCT & ENV UK,0000208643,8345.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,MOTT MACDONALD LTD,0000208723,5726.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,MOTT MACDONALD LTD,0000208725,5934.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,MOTT MACDONALD LTD,0000208732,3017.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000208816,1374.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000208816,462.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000208884,5000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000208885,7100.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000208886,12201.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000208887,7481.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,AQUA CONSULTANTS,0000208888,4359.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,ATKINS LIMITED,0000208942,5520.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000209111,462.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000209111,1374.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,MOTT MACDONALD LTD,0000209255,1142.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000209429,462.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000209429,1237.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000209690,462.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,KEY PERSONNEL SOLUTIONS L,0000209690,1374.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,PROFESSIONAL SUBSCRIPTIONS,ENVIRONMENT,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000209320,291.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000208742,434.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2014,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER CNSLTNCY-TCHNL CNSLTY,WYG ENV PLANNING TRANSPOR,0000208907,105.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2014,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000208926,2627.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2014,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000209033,258.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2014,PUMP OVERHAULS,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208471,1889.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/02/2014,PUMP OVERHAULS,ENVIRONMENT,LOGISTICS-WAREHOUSE&STORAGE,THE DERITEND GROUP LIMITE,0000208575,3540.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PUMP OVERHAULS,ENVIRONMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",THE DERITEND GROUP LIMITE,0000208767,3094.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208633,4868.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOUCHEL LTD,0000208844,1289.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208940,7442.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208966,34.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,INTEGRATED WATER SERVICES,0000208989,3102.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209109,96.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000209162,1998.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000209284,545.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,INTEGRATED WATER SERVICES,0000209304,11164.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ECONOMICS FOR ENV CONS LT,0000209548,18733.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209604,135.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209605,256.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,R&D-EXTERNAL COSTS,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209677,48.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209342,16.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209376,33.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000209453,129.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209583,22.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/02/2014,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,NEWCASTLE UNIVERSITY,0000208524,9046.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,TRAINING AND EDUCATION,ENVIRONMENT,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000209151,285.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,WATER SAMPLING - DEVELOPMENT,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208631,5473.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - DEVELOPMENT,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209684,3170.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208632,5795.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208857,106.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000209535,3209.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - OPERATIONAL,ENVIRONMENT,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209685,6317.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/02/2014,BUILDING SECURITY - STAFF,FACILITIES MANAGEMENT,FACILITIES - SECURITY,NORLAND MANAGED SERVICES,0000208810,5483.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/02/2014,BUILDING SECURITY - STAFF,FACILITIES MANAGEMENT,FACILITIES - SECURITY,NORLAND MANAGED SERVICES,0000208811,5483.33
