ID,LSOA11CD,POPULATION,TIMEPERIOD,RT1000POP,NO_INCID
217,E01025156,1139,SEP-2014 to AUG-2015,30,34
224,E01025157,1167,SEP-2014 to AUG-2015,35,41
229,E01025158,1400,SEP-2014 to AUG-2015,21,29
236,E01025159,1432,SEP-2014 to AUG-2015,22,31
238,E01025160,1263,SEP-2014 to AUG-2015,22,28
243,E01025161,1106,SEP-2014 to AUG-2015,28,31
252,E01025162,1358,SEP-2014 to AUG-2015,24,32
259,E01025163,1375,SEP-2014 to AUG-2015,15,21
264,E01025164,1397,SEP-2014 to AUG-2015,47,65
268,E01025165,1498,SEP-2014 to AUG-2015,20,30
272,E01025166,1159,SEP-2014 to AUG-2015,25,29
273,E01025167,1224,SEP-2014 to AUG-2015,11,13
276,E01025168,1091,SEP-2014 to AUG-2015,17,19
279,E01025169,1246,SEP-2014 to AUG-2015,26,33
284,E01025170,1664,SEP-2014 to AUG-2015,23,38
285,E01025171,1715,SEP-2014 to AUG-2015,45,77
289,E01025172,1520,SEP-2014 to AUG-2015,27,41
294,E01025173,1649,SEP-2014 to AUG-2015,33,54
296,E01025174,1463,SEP-2014 to AUG-2015,12,17
301,E01025175,1557,SEP-2014 to AUG-2015,15,23
304,E01025176,2023,SEP-2014 to AUG-2015,14,29
308,E01025177,1778,SEP-2014 to AUG-2015,7,12
313,E01025178,1802,SEP-2014 to AUG-2015,10,18
317,E01025179,1571,SEP-2014 to AUG-2015,17,26
320,E01025180,1917,SEP-2014 to AUG-2015,9,18
325,E01025181,1582,SEP-2014 to AUG-2015,35,56
329,E01025182,1625,SEP-2014 to AUG-2015,54,87
334,E01025183,1647,SEP-2014 to AUG-2015,35,57
343,E01025184,1665,SEP-2014 to AUG-2015,27,45
344,E01025185,2015,SEP-2014 to AUG-2015,29,58
351,E01025186,1460,SEP-2014 to AUG-2015,16,24
354,E01025187,1433,SEP-2014 to AUG-2015,17,25
362,E01025188,2000,SEP-2014 to AUG-2015,23,46
369,E01025189,1704,SEP-2014 to AUG-2015,10,17
376,E01025190,1691,SEP-2014 to AUG-2015,22,38
378,E01025191,1256,SEP-2014 to AUG-2015,10,12
382,E01025192,1427,SEP-2014 to AUG-2015,17,24
389,E01025193,1330,SEP-2014 to AUG-2015,15,20
401,E01025194,1405,SEP-2014 to AUG-2015,18,25
408,E01025195,1246,SEP-2014 to AUG-2015,10,12
416,E01025196,1631,SEP-2014 to AUG-2015,21,34
427,E01025197,1348,SEP-2014 to AUG-2015,16,22
433,E01025198,1405,SEP-2014 to AUG-2015,24,34
442,E01025199,1668,SEP-2014 to AUG-2015,11,19
451,E01025200,1552,SEP-2014 to AUG-2015,18,28
455,E01025201,1577,SEP-2014 to AUG-2015,18,28
215,E01025202,1415,SEP-2014 to AUG-2015,10,14
218,E01025203,1672,SEP-2014 to AUG-2015,16,27
223,E01025204,1638,SEP-2014 to AUG-2015,5,8
228,E01025205,1400,SEP-2014 to AUG-2015,9,13
234,E01025206,1157,SEP-2014 to AUG-2015,13,15
241,E01025207,1239,SEP-2014 to AUG-2015,38,47
246,E01025208,1206,SEP-2014 to AUG-2015,48,58
250,E01025209,1674,SEP-2014 to AUG-2015,26,44
312,E01025210,1816,SEP-2014 to AUG-2015,23,41
332,E01025211,1433,SEP-2014 to AUG-2015,15,21
335,E01025212,1404,SEP-2014 to AUG-2015,13,18
353,E01025213,1130,SEP-2014 to AUG-2015,17,19
356,E01025214,1380,SEP-2014 to AUG-2015,9,13
364,E01025215,1417,SEP-2014 to AUG-2015,16,23
371,E01025216,2136,SEP-2014 to AUG-2015,18,39
380,E01025217,1484,SEP-2014 to AUG-2015,38,57
388,E01025218,1269,SEP-2014 to AUG-2015,29,37
396,E01025219,1192,SEP-2014 to AUG-2015,15,18
406,E01025220,1607,SEP-2014 to AUG-2015,20,32
413,E01025221,1349,SEP-2014 to AUG-2015,20,27
419,E01025222,1495,SEP-2014 to AUG-2015,8,12
424,E01025223,1457,SEP-2014 to AUG-2015,28,41
431,E01025224,2203,SEP-2014 to AUG-2015,22,49
436,E01025225,1666,SEP-2014 to AUG-2015,17,29
445,E01025226,1545,SEP-2014 to AUG-2015,36,55
452,E01025227,1989,SEP-2014 to AUG-2015,32,63
459,E01025228,1557,SEP-2014 to AUG-2015,24,38
465,E01025229,2252,SEP-2014 to AUG-2015,15,34
477,E01025230,1653,SEP-2014 to AUG-2015,44,72
479,E01025231,1442,SEP-2014 to AUG-2015,25,36
482,E01025232,1599,SEP-2014 to AUG-2015,18,28
487,E01025233,1411,SEP-2014 to AUG-2015,18,26
490,E01025234,1459,SEP-2014 to AUG-2015,15,22
494,E01025235,1663,SEP-2014 to AUG-2015,16,26
496,E01025236,1463,SEP-2014 to AUG-2015,14,21
504,E01025237,1462,SEP-2014 to AUG-2015,13,19
507,E01025238,1560,SEP-2014 to AUG-2015,20,31
513,E01025239,1390,SEP-2014 to AUG-2015,22,30
517,E01025240,1592,SEP-2014 to AUG-2015,11,17
524,E01025241,1590,SEP-2014 to AUG-2015,22,35
534,E01025242,1614,SEP-2014 to AUG-2015,34,55
544,E01025243,1968,SEP-2014 to AUG-2015,17,34
552,E01025244,1685,SEP-2014 to AUG-2015,15,25
557,E01025245,2629,SEP-2014 to AUG-2015,17,44
560,E01025246,1726,SEP-2014 to AUG-2015,23,40
572,E01025247,1712,SEP-2014 to AUG-2015,14,24
581,E01025248,1363,SEP-2014 to AUG-2015,20,27
586,E01025249,1033,SEP-2014 to AUG-2015,18,19
591,E01025250,1729,SEP-2014 to AUG-2015,19,32
594,E01025251,1484,SEP-2014 to AUG-2015,21,31
599,E01025252,1454,SEP-2014 to AUG-2015,21,31
601,E01025253,1774,SEP-2014 to AUG-2015,7,12
604,E01025254,1196,SEP-2014 to AUG-2015,26,31
607,E01025255,1613,SEP-2014 to AUG-2015,9,15
612,E01025256,1527,SEP-2014 to AUG-2015,14,21
617,E01025257,1341,SEP-2014 to AUG-2015,7,10
623,E01025258,1490,SEP-2014 to AUG-2015,12,18
653,E01025259,2054,SEP-2014 to AUG-2015,12,25
657,E01025260,1495,SEP-2014 to AUG-2015,27,41
664,E01025261,1400,SEP-2014 to AUG-2015,19,27
678,E01025262,1514,SEP-2014 to AUG-2015,30,45
685,E01025263,1537,SEP-2014 to AUG-2015,36,55
690,E01025264,1472,SEP-2014 to AUG-2015,12,17
706,E01025265,1471,SEP-2014 to AUG-2015,14,21
712,E01025266,1259,SEP-2014 to AUG-2015,8,10
717,E01025267,1446,SEP-2014 to AUG-2015,17,24
755,E01025268,1697,SEP-2014 to AUG-2015,28,47
770,E01025269,1689,SEP-2014 to AUG-2015,16,27
781,E01025270,1603,SEP-2014 to AUG-2015,9,15
792,E01025271,1578,SEP-2014 to AUG-2015,15,23
808,E01025272,1556,SEP-2014 to AUG-2015,9,14
818,E01025273,1418,SEP-2014 to AUG-2015,7,10
836,E01025274,1903,SEP-2014 to AUG-2015,21,40
839,E01025275,1626,SEP-2014 to AUG-2015,36,59
840,E01025276,1744,SEP-2014 to AUG-2015,17,30
847,E01025277,1731,SEP-2014 to AUG-2015,31,53
857,E01025278,2533,SEP-2014 to AUG-2015,15,37
899,E01025279,1938,SEP-2014 to AUG-2015,12,24
903,E01025280,1792,SEP-2014 to AUG-2015,11,20
907,E01025281,1513,SEP-2014 to AUG-2015,13,19
910,E01025282,1398,SEP-2014 to AUG-2015,21,30
916,E01025283,1723,SEP-2014 to AUG-2015,17,30
919,E01025284,1798,SEP-2014 to AUG-2015,28,50
920,E01025285,1427,SEP-2014 to AUG-2015,11,16
921,E01025286,1795,SEP-2014 to AUG-2015,21,37
922,E01025287,1966,SEP-2014 to AUG-2015,25,49
923,E01025288,1600,SEP-2014 to AUG-2015,29,47
924,E01025289,1618,SEP-2014 to AUG-2015,23,37
925,E01025290,1636,SEP-2014 to AUG-2015,21,35
926,E01025291,1317,SEP-2014 to AUG-2015,15,20
927,E01025292,3059,SEP-2014 to AUG-2015,24,74
928,E01025293,2038,SEP-2014 to AUG-2015,32,66
929,E01025294,1873,SEP-2014 to AUG-2015,15,28
930,E01025295,2610,SEP-2014 to AUG-2015,27,71
931,E01025296,1928,SEP-2014 to AUG-2015,25,48
932,E01025297,2020,SEP-2014 to AUG-2015,14,28
933,E01025298,1639,SEP-2014 to AUG-2015,18,29
934,E01025299,1457,SEP-2014 to AUG-2015,21,31
935,E01025300,1099,SEP-2014 to AUG-2015,169,186
936,E01025301,1137,SEP-2014 to AUG-2015,6,7
937,E01025302,1247,SEP-2014 to AUG-2015,22,28
938,E01025303,1331,SEP-2014 to AUG-2015,9,12
939,E01025304,1864,SEP-2014 to AUG-2015,14,26
940,E01025305,1658,SEP-2014 to AUG-2015,25,42
941,E01025306,1854,SEP-2014 to AUG-2015,65,121
333,E01025308,1703,SEP-2014 to AUG-2015,9,16
338,E01025309,1166,SEP-2014 to AUG-2015,21,24
342,E01025310,1555,SEP-2014 to AUG-2015,14,22
347,E01025311,1333,SEP-2014 to AUG-2015,20,26
363,E01025312,1664,SEP-2014 to AUG-2015,12,20
366,E01025313,1890,SEP-2014 to AUG-2015,36,68
377,E01025314,2588,SEP-2014 to AUG-2015,22,57
384,E01025315,1749,SEP-2014 to AUG-2015,7,12
390,E01025316,1481,SEP-2014 to AUG-2015,7,10
399,E01025317,1187,SEP-2014 to AUG-2015,32,38
405,E01025318,1068,SEP-2014 to AUG-2015,9,10
412,E01025319,2138,SEP-2014 to AUG-2015,8,18
421,E01025320,1293,SEP-2014 to AUG-2015,16,21
430,E01025321,1313,SEP-2014 to AUG-2015,18,24
437,E01025322,1379,SEP-2014 to AUG-2015,13,18
444,E01025323,1118,SEP-2014 to AUG-2015,17,19
447,E01025324,1476,SEP-2014 to AUG-2015,12,18
453,E01025325,1562,SEP-2014 to AUG-2015,33,51
462,E01025326,1476,SEP-2014 to AUG-2015,16,23
466,E01025327,1361,SEP-2014 to AUG-2015,12,16
470,E01025328,1242,SEP-2014 to AUG-2015,15,19
471,E01025329,1437,SEP-2014 to AUG-2015,20,29
472,E01025330,1354,SEP-2014 to AUG-2015,24,33
473,E01025331,1420,SEP-2014 to AUG-2015,11,15
476,E01025332,1039,SEP-2014 to AUG-2015,15,16
478,E01025333,1252,SEP-2014 to AUG-2015,22,28
480,E01025334,1533,SEP-2014 to AUG-2015,22,34
481,E01025335,1399,SEP-2014 to AUG-2015,26,37
485,E01025336,1121,SEP-2014 to AUG-2015,20,22
486,E01025337,1581,SEP-2014 to AUG-2015,11,18
491,E01025338,1621,SEP-2014 to AUG-2015,18,29
492,E01025339,1540,SEP-2014 to AUG-2015,12,19
493,E01025340,1418,SEP-2014 to AUG-2015,11,15
495,E01025341,1175,SEP-2014 to AUG-2015,9,11
499,E01025342,1595,SEP-2014 to AUG-2015,7,11
502,E01025343,1412,SEP-2014 to AUG-2015,16,23
506,E01025344,1372,SEP-2014 to AUG-2015,45,62
508,E01025345,1477,SEP-2014 to AUG-2015,18,27
512,E01025346,1512,SEP-2014 to AUG-2015,17,25
516,E01025347,1644,SEP-2014 to AUG-2015,24,40
526,E01025348,1512,SEP-2014 to AUG-2015,13,19
529,E01025349,1416,SEP-2014 to AUG-2015,12,17
532,E01025350,1268,SEP-2014 to AUG-2015,20,25
535,E01025351,2677,SEP-2014 to AUG-2015,19,50
538,E01025352,1495,SEP-2014 to AUG-2015,10,15
541,E01025353,1097,SEP-2014 to AUG-2015,10,11
545,E01025354,1386,SEP-2014 to AUG-2015,17,24
548,E01025355,2278,SEP-2014 to AUG-2015,10,23
550,E01025356,1534,SEP-2014 to AUG-2015,26,40
554,E01025357,1349,SEP-2014 to AUG-2015,19,25
558,E01025358,2231,SEP-2014 to AUG-2015,16,36
562,E01025359,1611,SEP-2014 to AUG-2015,13,21
565,E01025360,1975,SEP-2014 to AUG-2015,25,50
568,E01025361,2098,SEP-2014 to AUG-2015,12,26
575,E01025362,1997,SEP-2014 to AUG-2015,12,24
576,E01025363,1339,SEP-2014 to AUG-2015,29,39
582,E01025364,1261,SEP-2014 to AUG-2015,13,17
584,E01025365,1478,SEP-2014 to AUG-2015,16,23
590,E01025366,1606,SEP-2014 to AUG-2015,17,27
605,E01025367,1773,SEP-2014 to AUG-2015,7,12
613,E01025368,1542,SEP-2014 to AUG-2015,22,34
620,E01025369,1190,SEP-2014 to AUG-2015,40,48
626,E01025370,1205,SEP-2014 to AUG-2015,30,36
631,E01025371,1400,SEP-2014 to AUG-2015,14,20
634,E01025373,1585,SEP-2014 to AUG-2015,37,58
639,E01025374,1448,SEP-2014 to AUG-2015,23,33
642,E01025375,1707,SEP-2014 to AUG-2015,15,25
644,E01025376,2239,SEP-2014 to AUG-2015,20,44
649,E01025377,1439,SEP-2014 to AUG-2015,8,12
659,E01025378,1516,SEP-2014 to AUG-2015,8,12
665,E01025379,1407,SEP-2014 to AUG-2015,42,59
675,E01025380,1455,SEP-2014 to AUG-2015,14,21
680,E01025381,1473,SEP-2014 to AUG-2015,16,24
683,E01025382,1757,SEP-2014 to AUG-2015,20,35
687,E01025383,2387,SEP-2014 to AUG-2015,9,22
693,E01025384,1233,SEP-2014 to AUG-2015,21,26
701,E01025385,1258,SEP-2014 to AUG-2015,10,13
710,E01025387,1297,SEP-2014 to AUG-2015,12,16
718,E01025388,1511,SEP-2014 to AUG-2015,23,35
729,E01025389,1244,SEP-2014 to AUG-2015,22,27
734,E01025390,1109,SEP-2014 to AUG-2015,25,28
739,E01025391,1495,SEP-2014 to AUG-2015,25,37
744,E01025392,1212,SEP-2014 to AUG-2015,29,35
749,E01025393,1432,SEP-2014 to AUG-2015,19,27
782,E01025394,1544,SEP-2014 to AUG-2015,13,20
786,E01025395,1547,SEP-2014 to AUG-2015,18,28
791,E01025396,1393,SEP-2014 to AUG-2015,34,48
812,E01025397,1745,SEP-2014 to AUG-2015,22,38
824,E01025398,1434,SEP-2014 to AUG-2015,16,23
828,E01025399,1553,SEP-2014 to AUG-2015,17,26
833,E01025400,1878,SEP-2014 to AUG-2015,22,42
837,E01025401,1512,SEP-2014 to AUG-2015,18,27
842,E01025402,1434,SEP-2014 to AUG-2015,22,31
844,E01025403,2066,SEP-2014 to AUG-2015,9,18
849,E01025404,1190,SEP-2014 to AUG-2015,13,15
851,E01025405,1192,SEP-2014 to AUG-2015,51,61
858,E01025406,1238,SEP-2014 to AUG-2015,17,21
862,E01025407,1996,SEP-2014 to AUG-2015,27,54
868,E01025408,1454,SEP-2014 to AUG-2015,18,26
878,E01025409,1340,SEP-2014 to AUG-2015,7,9
882,E01025410,1378,SEP-2014 to AUG-2015,12,16
883,E01025411,2025,SEP-2014 to AUG-2015,15,30
887,E01025412,1478,SEP-2014 to AUG-2015,16,24
890,E01025413,1780,SEP-2014 to AUG-2015,16,29
894,E01025414,1565,SEP-2014 to AUG-2015,6,9
359,E01025415,2044,SEP-2014 to AUG-2015,20,41
368,E01025416,1524,SEP-2014 to AUG-2015,18,27
375,E01025417,1432,SEP-2014 to AUG-2015,20,28
381,E01025418,1434,SEP-2014 to AUG-2015,11,16
392,E01025419,1589,SEP-2014 to AUG-2015,16,26
403,E01025420,2731,SEP-2014 to AUG-2015,12,33
411,E01025421,2421,SEP-2014 to AUG-2015,12,28
415,E01025422,1338,SEP-2014 to AUG-2015,41,55
429,E01025423,1374,SEP-2014 to AUG-2015,17,23
438,E01025424,1296,SEP-2014 to AUG-2015,12,16
443,E01025425,1370,SEP-2014 to AUG-2015,22,30
450,E01025426,1241,SEP-2014 to AUG-2015,19,24
458,E01025427,1354,SEP-2014 to AUG-2015,18,25
464,E01025428,1581,SEP-2014 to AUG-2015,30,47
469,E01025429,1377,SEP-2014 to AUG-2015,21,29
475,E01025430,1958,SEP-2014 to AUG-2015,12,24
483,E01025431,1753,SEP-2014 to AUG-2015,18,31
489,E01025433,1795,SEP-2014 to AUG-2015,13,24
497,E01025434,1929,SEP-2014 to AUG-2015,8,15
500,E01025435,1518,SEP-2014 to AUG-2015,36,55
505,E01025436,2216,SEP-2014 to AUG-2015,14,32
509,E01025437,1788,SEP-2014 to AUG-2015,16,29
514,E01025438,1310,SEP-2014 to AUG-2015,18,24
518,E01025439,1412,SEP-2014 to AUG-2015,16,22
520,E01025440,1411,SEP-2014 to AUG-2015,31,44
522,E01025441,1377,SEP-2014 to AUG-2015,15,21
525,E01025442,1081,SEP-2014 to AUG-2015,18,19
528,E01025443,1341,SEP-2014 to AUG-2015,20,27
531,E01025444,1303,SEP-2014 to AUG-2015,12,15
533,E01025445,1438,SEP-2014 to AUG-2015,17,24
536,E01025446,1475,SEP-2014 to AUG-2015,26,39
540,E01025447,1159,SEP-2014 to AUG-2015,21,24
542,E01025448,1596,SEP-2014 to AUG-2015,11,18
546,E01025449,982,SEP-2014 to AUG-2015,18,18
549,E01025450,1001,SEP-2014 to AUG-2015,19,19
551,E01025451,1945,SEP-2014 to AUG-2015,6,12
556,E01025452,1726,SEP-2014 to AUG-2015,16,28
561,E01025453,1674,SEP-2014 to AUG-2015,23,39
564,E01025454,1294,SEP-2014 to AUG-2015,19,24
569,E01025455,1446,SEP-2014 to AUG-2015,8,11
571,E01025456,1207,SEP-2014 to AUG-2015,25,30
574,E01025457,1420,SEP-2014 to AUG-2015,20,29
578,E01025458,1472,SEP-2014 to AUG-2015,14,20
580,E01025459,1704,SEP-2014 to AUG-2015,23,39
585,E01025460,2055,SEP-2014 to AUG-2015,20,42
588,E01025461,1924,SEP-2014 to AUG-2015,10,20
592,E01025462,1731,SEP-2014 to AUG-2015,10,18
596,E01025463,1393,SEP-2014 to AUG-2015,15,21
598,E01025464,1274,SEP-2014 to AUG-2015,15,19
603,E01025465,1111,SEP-2014 to AUG-2015,20,22
609,E01025466,1482,SEP-2014 to AUG-2015,16,24
619,E01025467,1997,SEP-2014 to AUG-2015,14,28
621,E01025468,1711,SEP-2014 to AUG-2015,8,13
629,E01025469,1545,SEP-2014 to AUG-2015,28,44
635,E01025470,1486,SEP-2014 to AUG-2015,7,11
643,E01025471,1517,SEP-2014 to AUG-2015,15,22
651,E01025472,1417,SEP-2014 to AUG-2015,13,19
656,E01025473,1423,SEP-2014 to AUG-2015,20,28
662,E01025474,1159,SEP-2014 to AUG-2015,10,12
668,E01025475,1451,SEP-2014 to AUG-2015,9,13
696,E01025476,1354,SEP-2014 to AUG-2015,16,22
700,E01025477,1221,SEP-2014 to AUG-2015,8,10
703,E01025478,1174,SEP-2014 to AUG-2015,6,7
707,E01025479,1965,SEP-2014 to AUG-2015,12,23
715,E01025480,1404,SEP-2014 to AUG-2015,16,23
724,E01025481,1469,SEP-2014 to AUG-2015,33,49
728,E01025482,1438,SEP-2014 to AUG-2015,54,77
733,E01025483,2220,SEP-2014 to AUG-2015,20,44
738,E01025484,2003,SEP-2014 to AUG-2015,16,33
742,E01025485,1698,SEP-2014 to AUG-2015,14,23
748,E01025486,1626,SEP-2014 to AUG-2015,12,20
752,E01025487,1670,SEP-2014 to AUG-2015,15,25
756,E01025488,2245,SEP-2014 to AUG-2015,97,218
760,E01025489,1351,SEP-2014 to AUG-2015,19,26
763,E01025490,1696,SEP-2014 to AUG-2015,41,69
766,E01025491,1798,SEP-2014 to AUG-2015,8,14
769,E01025492,1281,SEP-2014 to AUG-2015,12,15
774,E01025493,1642,SEP-2014 to AUG-2015,19,31
776,E01025494,1532,SEP-2014 to AUG-2015,25,38
798,E01025495,2069,SEP-2014 to AUG-2015,13,27
802,E01025496,1217,SEP-2014 to AUG-2015,12,14
804,E01025497,1538,SEP-2014 to AUG-2015,4,6
809,E01025498,1294,SEP-2014 to AUG-2015,10,13
820,E01025499,1376,SEP-2014 to AUG-2015,15,20
822,E01025500,1540,SEP-2014 to AUG-2015,42,65
854,E01025501,1115,SEP-2014 to AUG-2015,9,10
861,E01025502,1615,SEP-2014 to AUG-2015,14,23
867,E01025503,1359,SEP-2014 to AUG-2015,15,21
869,E01025504,1121,SEP-2014 to AUG-2015,22,25
881,E01025505,1409,SEP-2014 to AUG-2015,16,23
885,E01025506,1950,SEP-2014 to AUG-2015,8,16
889,E01025507,1496,SEP-2014 to AUG-2015,13,19
891,E01025508,1328,SEP-2014 to AUG-2015,30,40
892,E01025509,1201,SEP-2014 to AUG-2015,13,16
896,E01025510,1364,SEP-2014 to AUG-2015,18,24
898,E01025511,1139,SEP-2014 to AUG-2015,12,14
900,E01025512,1264,SEP-2014 to AUG-2015,18,23
902,E01025513,2024,SEP-2014 to AUG-2015,16,32
904,E01025514,2266,SEP-2014 to AUG-2015,15,33
906,E01025515,1605,SEP-2014 to AUG-2015,19,30
909,E01025516,1492,SEP-2014 to AUG-2015,9,13
912,E01025517,1555,SEP-2014 to AUG-2015,16,25
914,E01025518,1420,SEP-2014 to AUG-2015,35,50
917,E01025519,1251,SEP-2014 to AUG-2015,25,31
918,E01025520,1196,SEP-2014 to AUG-2015,18,21
225,E01025521,1689,SEP-2014 to AUG-2015,20,34
230,E01025522,1131,SEP-2014 to AUG-2015,27,30
237,E01025523,1685,SEP-2014 to AUG-2015,20,34
245,E01025524,1460,SEP-2014 to AUG-2015,16,24
249,E01025525,1634,SEP-2014 to AUG-2015,13,21
255,E01025526,1679,SEP-2014 to AUG-2015,20,34
262,E01025527,1422,SEP-2014 to AUG-2015,17,24
266,E01025528,1822,SEP-2014 to AUG-2015,9,17
283,E01025529,1859,SEP-2014 to AUG-2015,26,49
290,E01025530,1404,SEP-2014 to AUG-2015,16,22
307,E01025531,1159,SEP-2014 to AUG-2015,20,23
310,E01025532,1512,SEP-2014 to AUG-2015,12,18
314,E01025533,1584,SEP-2014 to AUG-2015,14,22
321,E01025534,1735,SEP-2014 to AUG-2015,10,17
327,E01025535,1393,SEP-2014 to AUG-2015,24,33
328,E01025536,1538,SEP-2014 to AUG-2015,19,29
339,E01025537,1471,SEP-2014 to AUG-2015,11,16
349,E01025538,1524,SEP-2014 to AUG-2015,29,44
355,E01025539,1354,SEP-2014 to AUG-2015,20,27
365,E01025540,1170,SEP-2014 to AUG-2015,22,26
374,E01025541,1722,SEP-2014 to AUG-2015,14,24
387,E01025542,1605,SEP-2014 to AUG-2015,22,35
394,E01025543,1765,SEP-2014 to AUG-2015,18,32
400,E01025544,1545,SEP-2014 to AUG-2015,19,30
410,E01025545,1892,SEP-2014 to AUG-2015,23,43
418,E01025546,1519,SEP-2014 to AUG-2015,20,30
426,E01025547,1980,SEP-2014 to AUG-2015,20,39
435,E01025548,1536,SEP-2014 to AUG-2015,33,50
440,E01025549,2181,SEP-2014 to AUG-2015,15,32
448,E01025550,1506,SEP-2014 to AUG-2015,13,19
457,E01025551,1310,SEP-2014 to AUG-2015,8,10
460,E01025552,1265,SEP-2014 to AUG-2015,9,11
608,E01025553,2611,SEP-2014 to AUG-2015,12,32
611,E01025554,1515,SEP-2014 to AUG-2015,28,43
618,E01025555,1349,SEP-2014 to AUG-2015,15,20
624,E01025556,1525,SEP-2014 to AUG-2015,24,36
627,E01025557,1561,SEP-2014 to AUG-2015,12,19
632,E01025558,1684,SEP-2014 to AUG-2015,26,43
636,E01025559,1855,SEP-2014 to AUG-2015,34,63
640,E01025560,1326,SEP-2014 to AUG-2015,19,25
646,E01025561,1495,SEP-2014 to AUG-2015,9,14
652,E01025562,2101,SEP-2014 to AUG-2015,21,45
660,E01025563,1091,SEP-2014 to AUG-2015,21,23
666,E01025564,1621,SEP-2014 to AUG-2015,15,25
669,E01025565,1521,SEP-2014 to AUG-2015,22,33
671,E01025566,1999,SEP-2014 to AUG-2015,14,28
673,E01025567,1524,SEP-2014 to AUG-2015,18,27
676,E01025568,1710,SEP-2014 to AUG-2015,15,26
679,E01025569,1855,SEP-2014 to AUG-2015,10,19
681,E01025570,1189,SEP-2014 to AUG-2015,80,95
684,E01025571,1414,SEP-2014 to AUG-2015,17,24
688,E01025572,1403,SEP-2014 to AUG-2015,19,27
691,E01025573,1383,SEP-2014 to AUG-2015,18,25
694,E01025574,1510,SEP-2014 to AUG-2015,29,44
697,E01025575,1156,SEP-2014 to AUG-2015,54,63
704,E01025576,2332,SEP-2014 to AUG-2015,32,75
708,E01025577,1416,SEP-2014 to AUG-2015,13,18
713,E01025578,1488,SEP-2014 to AUG-2015,17,25
719,E01025579,1405,SEP-2014 to AUG-2015,18,25
721,E01025580,1303,SEP-2014 to AUG-2015,22,29
725,E01025581,1366,SEP-2014 to AUG-2015,23,32
732,E01025582,1288,SEP-2014 to AUG-2015,107,138
736,E01025583,1262,SEP-2014 to AUG-2015,26,33
743,E01025584,1394,SEP-2014 to AUG-2015,67,93
746,E01025585,2333,SEP-2014 to AUG-2015,14,32
751,E01025586,1554,SEP-2014 to AUG-2015,16,25
757,E01025587,1544,SEP-2014 to AUG-2015,19,29
759,E01025588,1340,SEP-2014 to AUG-2015,19,25
761,E01025589,1237,SEP-2014 to AUG-2015,11,14
764,E01025590,1561,SEP-2014 to AUG-2015,30,47
768,E01025591,1531,SEP-2014 to AUG-2015,25,39
771,E01025592,1528,SEP-2014 to AUG-2015,20,30
775,E01025593,1773,SEP-2014 to AUG-2015,26,46
778,E01025594,1482,SEP-2014 to AUG-2015,28,41
780,E01025595,1431,SEP-2014 to AUG-2015,12,17
784,E01025596,2073,SEP-2014 to AUG-2015,5,11
788,E01025597,1079,SEP-2014 to AUG-2015,12,13
790,E01025598,1462,SEP-2014 to AUG-2015,27,40
793,E01025599,1005,SEP-2014 to AUG-2015,17,17
795,E01025600,1551,SEP-2014 to AUG-2015,11,17
799,E01025601,1396,SEP-2014 to AUG-2015,13,18
801,E01025602,1583,SEP-2014 to AUG-2015,20,32
805,E01025603,1488,SEP-2014 to AUG-2015,19,28
806,E01025604,1503,SEP-2014 to AUG-2015,21,31
810,E01025605,1405,SEP-2014 to AUG-2015,22,31
814,E01025606,1254,SEP-2014 to AUG-2015,34,43
815,E01025607,1578,SEP-2014 to AUG-2015,16,26
817,E01025608,1626,SEP-2014 to AUG-2015,18,30
821,E01025609,2094,SEP-2014 to AUG-2015,14,29
823,E01032485,1757,SEP-2014 to AUG-2015,7,13
826,E01032486,1438,SEP-2014 to AUG-2015,17,25
830,E01032928,2017,SEP-2014 to AUG-2015,10,21
832,E01032929,1071,SEP-2014 to AUG-2015,15,16
835,E01033071,1300,SEP-2014 to AUG-2015,142,185
841,E01033072,2417,SEP-2014 to AUG-2015,31,74
846,E01033073,1796,SEP-2014 to AUG-2015,80,144
848,E01033223,1445,SEP-2014 to AUG-2015,140,202
852,E01033224,1023,SEP-2014 to AUG-2015,69,71
856,E01033226,1143,SEP-2014 to AUG-2015,23,26
860,E01033231,2883,SEP-2014 to AUG-2015,22,62
864,E01033281,2632,SEP-2014 to AUG-2015,17,44
