List,Year,Order,Level,Award,Name,Citation,County
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kevan BAKER ,Chairman of WheelPower.  For voluntary service to Disability Sports.,West Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gerald Barnard BALDING ,For services to Horse Racing.,Hampshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert BALMER ,For services to Maritime Heritage in the North East.,Northumberland
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Vernon Ian BARKER ,"Managing Director, First TransPennine Express.  For services to the Rail Industry.",Cheshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth BARTON ,"Grade B1, Ministry of Defence.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Ann BATES ,"Deputy Chair and Rail Group Chair, Disabled Person's Transport Advisory Committee.  For services to Disabled People.",East Sussex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Ian BEEFORTH ,"Director, Cumbria Community Foundation.  For services to the Voluntary Sector.",Cumbria
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Graham Clark BELL QC,For services to the Legal Profession in Scotland.,Edinburgh
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Marion BENNATHAN ,"Founder, Nuture Group Network. For services to Children and Young People with Special Needs.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Dinah BENNETT ,For services to Women's Entrepreneurship in the North East.,Durham
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Laurence BENSTED ,"Lately London Director, British Waterways.  For services to the Marine Industry.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Margaret Louise BERRY ,"Director of Quality and Executive Nurse, NHS Luton Primary Care Trust.  For services to Healthcare.",Cambridgeshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Sheila Macdonald BIRD ,"Senior Scientist, Medical Research Council, Institute of Public Health, Cambridge.  For services to Social Science.",Northamptonshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Janice BLACKBURN ,Philanthropist.  For services to the Arts.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jenny BODY ,"Lately Head of Research and Technology, Airbus UK.  For services to the Aerospace Industry and to Engineering.",Gloucestershire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Patricia BOLTON ,"Vice-Chair, Victim Support Scotland.  For services to the community",Glasgow
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard John BOOT ,For services to Business in the West Midlands.,Worcestershire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard John BOTTOMLEY ,"Senior Partner, KPMG.  For services to the Accountancy Profession and to Business in the North East.",West Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Hugh Robert BOURN ,For charitable services and for services to the community in Lincolnshire.,Lincolnshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert BOWMAN ,Philanthropist.  For services to Music and to the Arts.,Cumbria
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Ann Nuala BRICE ,Lately Tribunals Judge.  For services to the Administration of Justice.,Buckinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Ian BRICK ,For services to the community in Northern Ireland.,USA
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard William Arthur BROUGH ,"Managing Director, Jenkins Shipping Ports Services Ltd.  For services to Learning and Skills in the Humber Region.",East Riding of Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Ronald BROWNRIGG ,"Director-General, Chamber of Shipping.   For services to the Maritime Industry.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alexander Edward BUCHAN ,"Lately Chief Executive Officer, Refugee Action. For services to Refugees.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Lisa BUCKINGHAM ,"Editor, Financial Mail on Sunday.  For services to Journalism and to Women's Issues.",Hertfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Caroline BURDEN ,"Lately Head of Planning, Government Office for the North East, Department for Communities and Local Government.",Tyne and Wear
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Dorothy Faith BUTT ,"Director of Lifelong Learning, University of Bath.  For services to local and national Higher Education.",Somerset
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Joseph Patrick BYRNE ,"Head, Royal School for the Blind, Liverpool. For services to Education.",Merseyside
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Muffy CALDER ,"Professor of Formal Methods, University of Glasgow.  For services to Computer Science.",Glasgow
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jacqueline Elizabeth CALLCUT ,"First Secretary, Defence Supply, New Dehli, India, Department for Business, Innovation and Skills.",Middlesex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Ian Allan CAMPBELL ,"Lately Consultant Respiratory Physician, Cardiff and Vale NHS Trust.  For services to Medicine.",South Glamorgan
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Fiona CANNON ,"Director of Diversity and Inclusion, Lloyds Banking Group.  For services to Equal Opportunities.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Joseph CAREY ,"Lately Improving Child Case Management Manager, Pension Disability and Carers' Service, Department for Work and Pensions.",Lancashire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Colin CARMICHAEL ,"Chief Executive, Canterbury Council.  For services to Local Government.",Kent
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John CARR ,For services to Dairy Exports and to Business in the North West.,Lancashire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jonathan Mark CARRUTHERS ,"Chairman, Lyric Theatre, Belfast.  For services to Drama in Northern Ireland.",Belfast
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth Audrey CARTWRIGHT ,"Chair, Regional Housing Board, Hampshire Alliance for Rural Affordable Housing.  For services to Local Government.",Hampshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael John CATT MBE,For services to Rugby.,Surrey
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Alice CHAPMAN ,"Director, Youth Conference Service, Youth Justice Agency, Department of Justice, Northern Ireland Executive.",Belfast
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Susan Jardine CLARKE ,"Strategic Manager for Achievement Collaboration, Devon County Council. For services to Education.",Devon
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Adrian COLES ,"Director-General, Building Societies Association.  For services to the Financial Services Industry.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Patrick Chamberlain COLLINS ,For services to the Tourism and Visitor Attractions Industries.,Gloucestershire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John William COLLINSON ,"Lately Director, King's College Hospital Charity and Executive Vice Chairman, Association of NHS Charities. For services to the NHS.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret Joan CONSTANTINE ,"Co-Founder, Lush Cosmetics.  For services to the Beauty Industry.",Dorset
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark CONSTANTINE ,"Co-Founder, Lush Cosmetics.  For services to the Beauty Industry.",Dorset
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Orla CORR ,"Director, McAvoy Group Ltd.  For services to the Building Industry.",Tyrone
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Amanda Arianwen Cecilia COTTRELL ,For services to the community in Kent.,Kent
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Lesley Ruth COWLEY ,"Chief Executive, Nominet.  For services to the Internet and e.Commerce.",Wiltshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Susan Jean COX ,"Dean, Lancaster University Management School.  For services to Social Science.",Nottinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth Ann CRICHTON ,"Manager, the Chai Centre, Burnley.  For services to Families.",Lancashire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr George CROOKS ,"Medical Director, NHS 24 and the Scottish Ambulance Service.  For services to Healthcare.",Stirling and Falkirk
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Marie CROSSIN ,"Chief Executive, CAUSE. For services to Carers in Northern Ireland.",Belfast
