List,Year,Order,Level,Award,Name,Citation,County
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Marie Hazel CLARK ,For services to the community in Hendon and in the East End of Sunderland.,Tyne and Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Angela CLARKE ,"For services to the community in Hammersmith, West London.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David CLARKE ,"Chief Executive, British Computer Society.  For services to the IT Industry.",Berkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosemary CLARKE ,"Director, Bookstart Gifting Programmes. For services to Education.",Worcestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Andrew COGGINS ,For services to Contemporary Dance and to Disadvantaged People.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jane Elizabeth COLCLOUGH ,"Lead Custodian, Rhuddlan Castle, Welsh Assembly Government.",Denbighshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Marie Eleanor COLLINS ,"For voluntary service to Sport in Milton Keynes, Buckinghamshire.",Buckinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Stephanie COLLIS ,"Community Outreach Officer, Sparrow Farm Infant/Nursery School, Feltham.  For services to Education in the London Borough of Hounslow.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Alison COMLEY ,"Service Director, Safer Bristol, Bristol City Council.  For services to Local Government.",Bristol
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Vivien CONSALVEY ,"Personal Assistant, Commercial Directorate, Manchester, HM Revenue and Customs.",Greater Manchester
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Susan CONSTANTINIDES ,For services to Cypriot People.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gordon Francis COOK ,For voluntary service to the RAF Association in Surrey.,Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Margaret COOKE ,For services to the community in Merseyside.,Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine Susan COOKMAN ,"For services to the community in Stillington, North Yorkshire.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lynne COOPER ,For  services to the Voluntary Sector.,Dorset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Leonard Stephen CORBY ,For services to the British Trust for Conservation Volunteers.,Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elinor CORDINER ,For services to the Drinking Water Inspectorate.,Worcestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David COURTNEY ,"Foster Carer, Kent County Council.  For services to Families.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia COURTNEY ,"Foster Carer, Kent County Council. For services to Families.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Damian COX ,"For services to Community Arts in Rhayader, Powys.",Powys
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Howard CRABB ,"Production Manager, Marshall Aerospace.  For services to the Defence Industry.",Cambridgeshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Evelyn Ann CRABTREE ,"For services to the community in Hinckley, Leicestershire.",Leicestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Daphne Susan CREED ,"For services to the community in Hardington Mandeville, Somerset.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher Andrew CREEVY ,For services to the community in London.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lindsay Jane CROSS ,For services to the West End Refugee Service  in Newcastle-upon-Tyne.,Tyne and Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Jeremy CROUCHLEY ,"Chief Engineer, Goodrich Corporation.  For services to the Aerospace Industry.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Gillian Margaret CRUDDAS ,"Chief Executive, Visit York.  For services to the Tourist Industry.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Eleanor Beryl CRYER ,"For services to People with Learning Disabilities in Slough, Berkshire.",Berkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Stephanie Ella Maureen CURRIE ,For services to the City of London Corporation and to Charity.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Group Capt John Phillip DACRE DL,For voluntary service to SSAFA Forces Help in Grampian.,Moray
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Russell DACRE ,"Lately Director, Open Youth Trust, Norwich.  For services to Young People.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean Margaret Miller DAGNALL ,"For services to the Clevedon and District Archaeological Society, Somerset.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Malcolm DANBY ,For voluntary service to School Football in Teesside.,Durham
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Wendie DARLINGTON ,"Director of Fundraising, Claire House Hospice.  For charitable services in the North West.",Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Allan DAVID ,"For services to the community in Tatsfield, Surrey.",Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Lt Cdr (retd) Donald William Wallace DAVIES ,For voluntary service to the Sea Cadet Corps.,Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Andrew DAVIES ,For services to Wheelchair Rugby.,Caerphilly
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen John DAYMAN ,"Chief Executive, Meningitis UK.  For services to Healthcare.",Bristol
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr George Frederick DENFORD BEM,"For services to the communities in Hartcliffe and Withywood, Bristol.",Bristol
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr (Douglas) Blair DENWETTE ,For voluntary service to the community in Fife.,Fife
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Sarup Singh DHANDIA ,Indian Artist.  For services to Art in Leicester.,Leicestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Carolyn DHANRAJ JP,For services to the Public and Voluntary Sectors.,Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Surinder Kaur DHILLON ,"Director, Southwark Race Equality Council. For services to Community Relations.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Alderman Ronald Gardiner DICKIE ,For services to the community in Durham.,Durham
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jim DICKSON ,"For services to the community in Portadown, Northern Ireland.",Armagh
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Olwyn DITCHBURN ,"Programme Director, Leamington and Warwick West Children's Centres, Warwickshire. For services to Families.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond Frederick Harry DIXON ,"Clinical Nurse Specialist, Ministry of Defence.",Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Shauna Mary DIXON TD DL,"Deputy Chief Executive, NHS Oldham.  For services to Healthcare.",Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Shaw DONALDSON ,"Lately Head of Immigration and Emergency Services, Glasgow City Council. For services to Local Government.",Renfrewshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lesley DOOLEY ,"Senior Officer, Charity, Assets and Residence, Liverpool, HM Revenue and Customs.",Merseyside
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret DOUGLAS ,"For voluntary service to the Riding Group for the Disabled, South Hams.",Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Elizabeth Christine DUDLEY-SMITH ,"For services to the Riding for Disabled Association and to the community in Thorganby, North Yorkshire.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John DUMBLETON ,Lately Honorary Company Secretary and Solicitor for the BLISS Charity.  For services to Healthcare.,Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Leonard William DUNBAR ,"Senior Officer, HM Prison Whitemoor, Cambridgeshire, HM Prison Service, Ministry of Justice.",Cambridgeshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Angela Joy DUPONT DL,"Chair, Yeovil District Hospital NHS Foundation Trust.  For services to Healthcare.",Dorset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Selwyn Dafydd EAGLE ,"Lately Fish Culture Officer, Environment Agency Wales.  For services to Conservation.",Powys
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Isabella  McNair EDGAR ,For voluntary service to Highland and Scottish Country Dancing.,Argyll and Bute
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jill EDGINGTON ,"Leader, International Wives' Group.  For voluntary service to International Students.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bryan Kelsey EDGLEY ,For services to the Agricultural Industry and to the community in Buckinghamshire.,Buckinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Madeline EDMONDS JP,"For services to the Arts and to the community in the Test Valley, Hampshire.",Hampshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Ann EDMUNDS ,"Lately Area Manager, Road Haulage Association, Northern Region.  For services to the Road Haulage Industry.",East Riding of Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Carolyn Tracy EDWARDS ,"Grade C1, Ministry of Defence.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean Margot EDWARDS ,For services to the Voluntary Sector.,Dorset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond Sydney EDWARDS ,"Chief Executive Officer, Limbless Association. For services to Disabled People.",Berkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Suzanne EDWARDS ,For services to the community in South Staffordshire.,Staffordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Caroline Margaret ELLIOTT ,"For voluntary service to the Trinity Theatre in Royal Tunbridge Wells, Kent.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian Frederick ELTON ,"Lately Deputy Head, National Dog and Technical Support Group, HM Prison Service, Ministry of Justice.",Nottinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Betty Cynthia EMMERSON ,"For services to the community in Wells-next-the-Sea, Norfolk.",Norfolk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bernard Charles ENGEL ,For services to the community in Hertfordshire.,Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Andrew ENTWISTLE ,"Member, Universities/Users Teaching and Research Action Partnership.  For services to Higher Education.",Warwickshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Teresa ESAN ,"Director of Employability and Employer Engagement, City and Islington College, London.  For services to Further Education.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Bronwen EVANS ,"For services to the Minsterley and District Eisteddfod and to the community in Minsterley, Shropshire.",Shropshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Maria Therese EVANS ,For services to Animal Health and to Wildlife Conservation in Pembrokeshire.,Pembrokeshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Valerie Teresa EVERITT ,For services to the Women's Royal Voluntary Service.,Dorset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gary John FAGG ,"For services to the community in New Romney, Kent.",Kent
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Dorothy FAIRBURN ,"Regional Director, Country Land and Business Association.  For services to Rural Affairs in the Yorkshire and Humber Region.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roy FAIRHEAD ,"For voluntary service to Ash Citizens' Advice Bureau, Surrey.",Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Terence FARLEY ,For services to Football Referees.,Durham
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Mary Anne FEAKES ,"For services to the community in Garboldisham, Norfolk.",Norfolk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Peter Harold FENTEM ,For services to Stroke Medicine.,Essex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Martin FERRIS ,"Head, Clinical Audit and Effectiveness, NHS Sheffield.  For services to the NHS.",East Riding of Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Charlotte FIELDER ,"Higher Officer, Heathrow Detection, UK Border Agency, Home Office.",Berkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Carlene FIRMIN ,"Senior Policy Officer, Race on the Agenda and Chief Executive Officer, the Gag Project.  For services to Girls' and Women's Issues.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr John FISH ,For services to the Fishing Industry and to the Marine Environment.,Ceredigion
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Terence Philip FLANAGAN ,Landscape Artist.  For services to Art internationally.,Belfast
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Gillian Margaret FLETCHER ,"Tutor, National Childbirth Trust. For services to Healthcare.",West Sussex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,The Reverend Margaret FLETCHER ,"For services to the community in Thurstaston and in Irby, Wirral.",Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Jean Forbes FLOODGATE ,For services to Continuing Professional Development.,West Sussex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Carol FLOWER ,"Occupational Therapy Assistant, North Somerset Primary Care Trust. For services to Healthcare.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor David William FOLKES ,"For services to the community in Broadway, Worcestershire.",Worcestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Ann FORDHAM ,"Chair, Phoenix Community Housing. For services to the community in the London Borough of Lewisham.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian FORSYTH ,For voluntary service to the Royal British Legion Scotland.,South Lanarkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Constance Winifred FOSTER ,For services to the community in the London Borough of Barking and Dagenham.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John FOSTER ,"Chairman, Barnsley Work and Skills Board.  For services to Unemployed People in South Yorkshire.",South Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pauline Winifred FOSTER ,"For services to the community in Thixendale, North Yorkshire.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Albert FRANCIS ,For charitable services in South Wales.,Carmarthenshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lesley Meriel FRANKLIN ,"Leader, Stonehouse Gang Youth Group.  For services to Young People in Weoley Castle, Birmingham.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond James FRENCH ,For services to Rugby League.,Merseyside
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Brian GARDNER ,"Head of Education Resources, North Ayrshire Council.  For services to Education.",Renfrewshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Neville GENTRY ,"Lately Safety Manager, Faculty of Science, Imperial College London.  For services to Science.",Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert William GETTINGS ,"For services to the community in Leeds, Yorkshire.",West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helen Louise GILL-THWAITES ,"Occupational Therapist, Royal Hospital for Neuro-disability.  For services to Healthcare.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Kristina GLENN ,For services to the community in the London Borough of Islington.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Margaret GOLDSMITH ,For services to the community in Hertford.,Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Joyce GOODMAN ,"Professor and Dean of Education, Health and Social Care, University of Winchester.  For services to Higher Education.",Wiltshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lynn GOOSSENS ,"Higher Executive Officer, Child Support Agency, Child Maintenance and Enforcement Commission, Department for Work and Pensions.",Tyne and Wear
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony David GORHAM ,For services to Disabled People in Surrey.,Surrey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Elizabeth Anne GOSLING ,"Lately Operational Manager, Looked After Children's Planning, London Borough of Islington. For services to Local Government.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Iain GRAFTON ,"Superintendent, Devon and Cornwall Constabulary.  For services to the Police.",Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alny Mary GRAHAM ,For services to the Children's Hearings System in Scotland.,East Lothian
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Ruth Ann GRAHAM ,"Grade E1, Ministry of Defence.",Tyrone
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Lewis George GRANT ,"Veterinary Manager, Food Standards Agency.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Amanda Jane GRAY ,"Director, Eccleshall Biomass Ltd.  For services to the Bioenergy Industry.",Staffordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Fenella Zoe GRAY ,"For services to the community in Bampton, Oxfordshire.",Oxfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher Michael GREEN ,"Founder, Active Training and Education Trust.  For voluntary service to Education.",Worcestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Lindsay Neil GREEN ,"Administrative Director, Medical Research Council Clinical Sciences Centre.  For services to Science.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Catherine GREENLEES ,For services to Christian Aid.,Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Frederick Donald Patrick GREENSLADE ,For services to Local Government in Cornwall.,Cornwall
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan GREGSON ,For services to the community in the London Borough of Barnet.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pamela Jean GRETHE ,For services to the community in Hertford.,Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sylvia GRICE ,"For services to Swimming and to the community in Ripon, North Yorkshire.",North Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Henry Morgan GRIFFITHS ,"Leader, St Edmundsbury Borough Council.  For services to Local Government in Suffolk.",Suffolk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Frederick James GROUNDS DL,For voluntary service to the East Anglia Reserve Forces and Cadets Association.,Cambridgeshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Gillian Mary Ellen HABBIN ,"For services to the community in Ringwood, Hampshire.",Hampshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Brenda York HACKETT ,"Marketing Director, Lindisfarne Ltd.  For services to the Drinks Industry.",Northumberland
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ann HADFIELD ,For services to the community in Bedford.,Bedfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jane HALESTRAP ,"Senior Executive Officer, Eco Towns Programme Team, Department for Communities and Local Government.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Elizabeth HALL ,"For services to Healthcare and to the community in Colchester, Essex.",Essex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Eleanor Yvonne HALL ,For services to the community in Northern Ireland.,Antrim
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth Anne HAMILTON ,For voluntary service to the Victoria and Albert Museum.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Tony HARDIMAN ,"Chairman, National Insulation Association.  For services to the Energy Industry.",Merseyside
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James William HARKNESS ,"Managing Director,  North Lancashire Training Group Ltd.  For services to Business and to Vocational Training.",Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Phillip HARRISON ,For services to the British Sub Aqua Club.,Denbighshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jeanette HART ,For services to the community in North Birmingham.,West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Morag Mary HART JP DL,For voluntary service to Girlguiding in Scotland.,Glasgow
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Martyn HASTINGS ,For services to the Duke of Edinburgh Award Scheme in Dorset and Kenya.,Dorset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Harry Collins HATRICK ,For services to Heritage in Northern Ireland.,Belfast
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Brian Michael HAZELL ,For charitable services overseas through the Suzy Fund.,West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Donna Charmaine HENRY ,For services to the community in the London Borough of Lambeth.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Barbara Mary HERDMAN ,"Secretary, League of Friends of the Berwick Hospitals.  For voluntary service to Healthcare.",Northumberland
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter HERDMAN ,"Chairman, League of Friends of the Berwick Hospitals.  For voluntary service to Healthcare.",Northumberland
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alison Deborah Moira HEWITT ,"Lately Non-Executive Director, Office of Government Commerce.  For services to Business and to the Public Sector.",Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony William HIGGS ,"Senior Executive Officer, Jobcentre Plus, Department for Work and Pensions.",Worcestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Graham HIGH ,For voluntary service to the Royal British Legion in Somerset.,Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Brian William HILL ,"Head, School Engineering and Science, Northern Regional College.  For services to Further Education and Training in Northern Ireland.",Antrim
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Sheila HILL ,For services to Women's Cricket.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Hermann HIRSCHBERGER ,For services to the Jewish community and the Kindertransport Evacuees.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David HITCH ,For services to Cumbria Constabulary.,Cumbria
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Brett HOCKNEY ,For voluntary service to ABF The Soldiers' Charity.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony John HODGKISS ,"Deputy Chairman, Pensions Advisory Service.  For public service.",Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Paula Audrey HOLDEN ,"For services to the community in Wellington, Shropshire.",Shropshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth Anne HOLLINS ,"School Crossing Warden, Warwickshire Council.  For services to Education.",Warwickshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Lakshmi HOLMSTROM ,Writer and Translator.  For services to Literature.,Norfolk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pauline Jean HOMESHAW ,"For services to the community in Wiveliscombe, Somerset.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Brian Royston HOOD ,"Councillor, Monmouthshire County Council. For services to Local Government.",Monmouthshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Howard HORAN ,For voluntary service to the Army Cadet Force in Surrey.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roger Malcolm HOSKING ,"For services to Young People in HighFields Happy Hens Care Farm, Derbyshire.",Derbyshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor David William HOUSEMAN ,For services to Local Government in Leicestershire.,Leicestershire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alasdair HOUSTON ,"Executive Chairman, Gretna Green Group.  For services to the Tourist Industry in Dumfriesshire.",Dumfries
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Glenda HOWELLS ,For services to the Salvation Army and to the community in Maesteg and Port Talbot.,Bridgend
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet  Mary HOWITT ,For services to People with Visual Impairment and to the community in Devon.,Devon
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Denis Colin HOYES ,For services to the community in Lincolnshire.,Lincolnshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Derek Reginald Spencer HUGGETT ,"Grade B2, Ministry of Defence.",Somerset
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Mair HUGHES ,"For services to the community in Morriston, Swansea.",Swansea
