ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,PublicConsultationEndDate,ResponsesFor,ResponsesAgainst
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/10/66620,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14282,02/02/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),Erection of a concrete batching plant,"Bardon Aggregates, Tower Industrial, Eastleigh Hampshire SO50 6NZ",31/03/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,18/06/2010,,,,,,2687,,Aggregate Industries,,08/03/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00087/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14283,02/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"The development is mixed activity use with activity spaces, short stay residential rooms, educational provision and ancillary services including camping and external activities equipment","Runways End Scout Activity Centre, Forge Lane, Aldershot, Hampshire GU11 2RE",31/03/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,04/05/2010,,,,,,31420,,Property Business and Regulatory Services,,31/08/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00385/HCC3S,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14286,05/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"The demolition of the retaining wall at Abbey Water, and new retaining wall built in its place","Abbey Water, Romsey, Hampshire SO51 8EJ",13/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/04/2010,,,,,,408,,Environment Department,,11/08/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/71997,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14287,05/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of new footpath through the school grounds to the highway,"Old Basing Infant School, Milkingpen Lane, Old Basing, Basingstoke RG24 7DL",06/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,24/03/2010,,,,,,36,,"Property, Business & Regulatory Service",,23/03/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00383/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14290,12/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"Proposed two storey pitched roof extension children's centre, extending building in north-easterly direction, to match as closely as possible existing building. Reinstatement of existing entrance footpath to match existing.","Oakwood Infant School, Church Lane, Hartley Wintney, Basingstoke, Hampshire RG27 8DZ",08/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,02/09/2010,,,,,,697,,"Property, Business & Regulatory Services",,31/03/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00363/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14291,12/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"A new single storey extension, including associated external works,  to the existing school buildings, extension will be used as a childrens centre and preschool","Kingsworthy Primary School, Church Lane, Kings Worthy, Winchester SO23 7QS",08/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,31/03/2010,,,,,,1361,,"Property, Business & Regulatory Services",,28/09/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72055,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14294,12/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of an unheated covered sports pitch,"Dove House School, Sutton Road, Basingstoke Hampshire RG21 5SU",09/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/03/2010,,,,,,3178,,Property Business and Regulatory Services,,27/10/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72071,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14297,15/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"Restoration/ conversion of existing former agricultural building into children's centre, removal of existing concrete floor/ trough/ new floor construction to coordinate existing roof structure to be retained, re-roof of existing building using existing plain red tiles to south elevation and replacing existing concrete tiles with natural slates to north elevation to coord lower roof pitch, insertion new full height oak windows and doors into existing/ proposed openings, new internal drylining/ existing single-skin brickwalls to be retained, new underpinning to existing brick walls to coordinate new floor level","The Lychpit Centre, Great Binfields Road, Lychpit, Basingstoke RG24 8TF",13/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,11/05/2010,,,,,,1194,,"Property, Business and Regulatory Services",,22/11/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/10/66700,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14299,17/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of two fixed canopies for an outside dining area,"The Toynbee School, Bodycoats Road, Chandler's Ford, Eastleigh SO53 2PL",13/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/04/2010,,,,,,511,,"design services,",,24/03/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/53510/006,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14301,17/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"To construct two synthetic turf pitches (101.5 x 63m) with fourteen 15m high floodlighting columns, 1.2m, 3m, 4.5m and 6m high green weldmesh ball stop fencing, spectator viewing areas, and associated drainage","Warblington School, Southleigh Road, Havant, Hampshire PO9 2RR",14/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,07/01/2011,,,,,,26188,,"Design Services, Hampshire County Council",,18/03/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,52482,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14307,25/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,The construction of a new single storey extension comprising 3 community rooms and associated ancillary accommodation,"Wootey Infant School, Wooteys Way, Alton Hampshire GU34 2JA",21/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,21/04/2010,,,,,,242,,"Property, Business and Regulatory Services",,02/11/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00637/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14310,02/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Continued use of existing waste recycling facility for the recycling of metal, paper, cardboard and plastics which will handle a maximum throughput of 15,000 tonnes per annum of commercial waste with slight variation to operating hours","T J Waste and Recycling Ltd, Barfield Close, Bar End, Winchester, Hampshire S023 9SQ",27/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,16/06/2010,,,,,,2897,,SLR Consulting Ltd,,02/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72250,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14312,05/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Change of use from waste paper recycling to Biomass Plant (sui generis) for the importation of wood waste (biomass)  for the purpose of providing electricity (750kw) to the national grid,"Former SCA Building and Yard, Armstrong Road, Basingstoke Hampshire RG24 8NU",13/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,06/07/2010,,,,,,4063,,Bell Cornwell,,27/04/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00529/HCC3N,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14313,05/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new 420 place primary school with associated car parking and external works,"Land to the North East of East Anton Manor Farm, East Anton, Andover SP11 6AB",29/04/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,01/07/2010,,,,,,46890,,Property Business & Regulatory Services,,06/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00551/CMAS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14317,11/02/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Restoration/infilling of disused chalk pit,"Autumn Glen, Doctors Hill, Sherfield English, Hants SO51 6JX",06/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,07/05/2010,,,,,,4755,,Mr Kevin Heard,,12/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/10/0278/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14318,12/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,The proposals for the area is to create a new pedestrian access into the school site linking from Rookery Avenue to the an existing path located to the side of the existing playcourt.,"Whiteley County Primary School, Gull Coppice, Whiteley, Fareham PO15 7LA",07/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,28/05/2010,,,,,,274,,Property Business and Regulatory,,19/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,K5322/11,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14319,12/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new stand alone  48 place Private Pre-School together with associated car parking and external works,"Grange Infant School, Franklin Road, Rowner, Gosport, Hampshire  PO13 9TS",14/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,26/05/2010,,,,,,1593,,"Property, Business and Regulatory Services",,21/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00730/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14320,12/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Erection of one double temporary modular building  to provide extra teaching space,"St Bede C of E Primary School, Gordon Road, Winchester Hampshire SO23 7DD",07/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/05/2010,,,,,,85,,"Property, Business and Regulatory Services",,14/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72247,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14322,16/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey stand alone Private Pre School together with associated external works,"Oakridge County Infant School, Oakridge Road, Basingstoke Hampshire RG21 5RR",14/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,14/05/2010,,,,,,673,,"Property, Business and Regulatory Services",,01/07/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72245,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14323,16/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey stand alone 26 place private Pre School together with associated  external works.,"Burghclere County Primary School, Church Lane, Burghclere Newbury RG20 9HT",14/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,01/07/2010,,,,,,761,,"Property, Business and Regulatory  Services",,21/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/10/0258/MW,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14326,16/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Tyre recycling facility,"Units 1 & 2, Pinks Sawmill, Wickham Road, Fareham Hampshire PO17 5BT",12/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,21/04/2010,,,,,,2782,,Oaktree Environmental Ltd,,15/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00738/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14327,17/03/2010,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,,,Extension of Time for Condition 3 of Planning Approval 05/03019/HCS W08495/15 for continued use as a car park for one year until 31 March 2011,"Former Depot, Bar End Road, Winchester Hampshire",12/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,27/04/2010,,,,,,5864,,Mrs Tina Carnell,,15/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72265,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14328,18/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),GRP Kiosk and steel vent pipe sited within residential garden to reduce sewerage flooding risk.,"Bourne Meadow, 3 Bourne Meadow, St Mary Bourne, SP11 6BE",14/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/05/2010,,,,,,2091,,c/o MWH (4Delivery),,26/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72269,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14329,18/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Electrical switch gear kiosk and air pressure equalisation vent in support of local flood protection sewerage pumping station,"The White House, Stoke Nr Andover Hampshire SP11 0LU",14/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/05/2010,,,,,,691,,4Delivery c/o MWH,,20/12/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00762/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14330,22/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"Construction of a new single storey 26 place PVI (Private, Voluntary and Independant) Pre School together with associated car parking and external works","Newlands County Primary School, Dungells Lane, Yateley, Hampshire GU46 6EY",14/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,19/05/2010,,,,,,1304,,"Property, Business & Regulatory Services",,26/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72278,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14331,22/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Continued use of land for recycling and storage of inert excavation materials,"Tile Barn Farm, Upton Grey, Basingstoke RG25 2RS",19/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,23/03/2011,,,,,,8151,,Bell Cornwell LLP,,26/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/72267,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14332,19/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Glass Reinforced plastic kiosk and steel vent pipe sited within residential garden to reduce local sewer flooding risk,"Holdway Cottages, St Mary Bourne, Hants SP11 6BD",17/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/05/2010,,,,,,717,,4Delivery (c/o MWH),,26/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/74150/000,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14334,22/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Proposed amalgamation of the existing Barncroft Infant & Junior Schools to form a two form entry Primary School on the Junior School site.,"Barncroft Junior School, Park Lane, Bedhampton, Havant PO9 3HN",17/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,28/05/2010,,,,,,20045,,Property Business & Regulatory Services,,10/02/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/10/66946,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14336,24/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey stand alone 26 place Private Pre School together with associated car parking and external works.,"Berrywood Primary School, Maunsel Way, Hedge End, Southampton SO30 2TL",18/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,18/05/2010,,,,,,1775,,"Property, Business & Regulatory Services",,13/12/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,K17799,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14337,24/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a single storey Inclusion Unit and Associated Parking and External Works,"Bedenham Primary School, Bridgemary Avenue, Gosport Hampshire PO13 0XT",19/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,20/05/2010,,,,,,1384,,"Property, Business & Regulatory Property Services",,01/07/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/10/0004,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14338,24/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,"Construction of a new 300 sq m building adjacent to the existing sports hall, to provide 3 seminar rooms, a cyber cafe, a consultation room for visiting NHS staff and ancillary WC, kitchen and plant accommodation","Park Community School, Middle Park Way, Havant  PO9 4BU",18/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/06/2010,,,,,,1152,,"Property, Business & Regulatory Services",,28/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00869/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14340,25/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Proposed  new agricultural type barn to hold approximately 6000t of rock salt for winter service operations,"County Highways Laboratory, Micheldever, Winchester SO21 3BB",19/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,12/07/2010,,,,,,546,,Hampshire Highways,,29/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00871/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14342,26/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey stand alone 26 place Private Pre-School and external works,"Swanmore C of E School, Church Road, Swanmore Southampton SO32 2PA",20/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,09/07/2010,,,,,,2848,,"Property, Business & Regulatory  Services",,23/09/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00745/CMAS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14344,30/03/2010,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,,,Variation of condition 5 of Planning Permission 09/00450/CMAS (remove requirement for bund on site boundary),"RFSF Recycling Ltd, Bunny Lane, Timsbury, Romsey, SO51 0PG",24/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,22/06/2010,,,,,,711,,Land & Mineral Management Ltd,,29/04/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00212/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14345,30/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a double temporary classroom adjacent to the existing permanent school building,"The Samuel Cody School, Lynchford Road, Farnborough, Hampshire, GU14 6BJ",24/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,28/04/2010,,,,,,67,,"Property, Business and Regulatory Services",,05/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00744/CMAS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14346,30/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Change of use to vehicle, plant and container parking of an area to the south of the existing waste recycling facility","R F Salvidge Recycling, Bunny Lane, Timsbury, Romsey, SO51 0PG",24/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,08/10/2010,,,,,,3545,,Land & Mineral Management Ltd,,11/11/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/10/0310/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14347,30/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey stand alone 26 place Private Pre School  and external works,"Red Barn CP School, Linden Lea, Fareham, Hampshire, PO16 8HJ",21/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,14/05/2010,,,,,,1219,,"Property, Business & Regulatory Services",,05/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,51471/002,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14348,30/03/2010,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Retention of Waste Recycling Centre for construction & demolition waste to include a light weight structure, landscaped bund, parking and associated plant and machinery.","Former Sewage Works, Waterbrook Road, Alton, Hampshire, GU34",26/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,11/04/2011,,,,,,22593,,Gregory Gray Associates,,06/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/00213/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14351,31/03/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey 26 place stand alone Private Pre School together with external works,"Fernhill School & Language College, Neville Duke Road, Farnborough, Hampshire, GU14 9BY",25/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,23/04/2010,,,,,,1140,,"Property, Business & Regulatory Services",,24/05/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/10/00029,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14353,01/04/2010,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of pedestrian gate and adjacent fencing,"Bosmere Junior School, South Street, Havant Hampshire PO9 1DA",26/05/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/05/2010,,,,,,2,,"Property, Business & Regulatory Services",,05/05/2010,,
