ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,PublicConsultationEndDate,ResponsesFor,ResponsesAgainst
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/09/65374,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14069,16/06/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new community sports pavilion,"Hamble Community Sports College, Satchell Lane, Hamble-le-Rice,  SO31 4NE",11/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/08/2009,,,,,,3562,,"Property, Business & Regulatory Services",,17/07/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/010205/CMAS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14070,17/06/2009,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),Variation of condition 1 of PP 05/01028/CMAS  (extension of time to complete the infilling and restoration),"Hunts Farm Quarry, Rudd Lane, Timsbury",12/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/10/2009,,,,,,77889,,Stephen Bowley Planning Consultancy,,22/12/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/70904,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14071,18/06/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Construction of a new single storey flat roof extension to the rear of the school buildings,"Preston Candover Primary School, Preston Candover, near Basingstoke RG25 2EE",12/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,26/08/2009,,,,,,70,,"Property, Business & Regulatory Services",,17/07/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/00356/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14072,18/06/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Construct new brick and timber frame parents shelter,"Marlborough County Infant School, Redvers Buller Road, ALDERSHOT, Hampshire GU11 2HR",12/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,11/08/2009,,,,,,17,,"Property, Business & Regulatory Services",,22/07/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/01233/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14073,19/06/2009,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Variation of condition to allow two food waste compactor units to be sited outside the Waste Transfer Building,"Transfer Plant, Poles Lane, Otterbourne, WINCHESTER SO21 2EA",13/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,08/09/2009,,,,,,17315,,Veolia Environmental Services,,21/07/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/94313,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14077,23/06/2009,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6026,Q43 County other (CPS 50),Replacement of existing recycling facilities with new tomra automated recycling centre,"Tesco Stores Ltd, Caird Avenue, NEW MILTON, Hampshire BH25 6BP",31/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,24/09/2009,,,,,,261,,Wills Gee Ltd,,04/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/01484/CMA,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14078,23/06/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Installation of 2 no. external canopies,"Heatherside County Junior & Infant School, Reading Road South, FLEET Hampshire GU52 7TH",14/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/08/2009,,,,,,132,,"Property, Business & Regulatory Services",,24/07/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/71071,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14082,30/06/2009,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Extension to area of existing windrow composting operation and erection of starscreener,"Southley Composting Site, Southley Farm, Overton, Basingstoke, Hampshire RG25 3DR",10/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,15/12/2009,,,,,,39840,,Laverstoke Park Produce,,20/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/01292/HCC3N,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14083,29/06/2009,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Permanent facility for recycling construction and demolition waste and extension of existing site including construction of screening bund, erection of recycling building and waste recycling plant, importation of aggregates for re-sale including erection of storage bays","The A303 Recycling Facility, Drayton Road, Barton Stacey",24/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,09/10/2009,,,,,,42248,,Steven Bowley Planning Consultancy,,01/06/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/01331/HCC3N,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14085,30/06/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Staffroom/toilet single storey extension,"Longparish School, Longparish, Andover SP11 6PB",28/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,22/09/2009,,,,,,28,,"Property, Business & Regulatory Services",,10/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/09/65443,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14089,30/06/2009,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Proposed extension of time for a further period of two years as a variation of condition 1 of Planning Permission S/06/58145,"Fair Oak Landfill, Mortimer Lane, East Horton, Eastleigh",25/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,15/04/2010,,,,,,129810,,Alliance Planning,,31/07/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/01340/CMAS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14090,02/07/2009,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Refurbishment of existing wastewater treatment plant and provision of generator system,"Council Houses, Green Pond Lane, Ampfield, ROMSEY SO51 9BS",28/08/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,02/10/2009,,,,,,227,,Patterson Reeves & Partners,,25/03/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/01592/CMA,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14091,02/07/2009,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Proposed blending of organic products and minerals to create high quality topsoils,"Eversley Quarry, Fox Lane, Eversley Hampshire",01/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,13/11/2009,,,,,,3517,,PT-CE Ltd,,03/02/2010,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/09/0603/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14093,08/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,The proposed works include an extension to an existing car park which also incorporates the relocation of an existing bin compound and garage.,"Neville Lovett Community School, St Annes Grove, FAREHAM Hampshire PO14 1JJ",02/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,28/08/2009,,,,,,371,,Property Services,,10/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/09/65549,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14104,13/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting of one single and two double temporary modular buildings on site,"Crescent Primary School, Toynbee Road, Eastleigh SO50 9DH",07/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,22/09/2009,,,,,,274,,"Property, Business & Regulatory Property Services",,12/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,30364/018,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14105,13/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for single temporary modular building on site,"Petersfield County Infant School, St Peters Road, PETERSFIELD Hampshire GU32 3HX",07/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/10/2009,,,,,,65,,"Property, Business & Regulatory Property Services",,12/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/09/65548,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14106,13/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for double temporary modular building on site for a further four years.,"Hiltingbury County Junior School, Hiltingbury Road, Chandler's Ford, EASTLEIGH SO53 5NP",07/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/10/2009,,,,,,130,,"Property, Business & Regulatory Property Services",,12/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/71044,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14107,13/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for one single and one double temporary modular building,"Dove House School, Sutton Road, Basingstoke RG21 5SU",11/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,24/09/2009,,,,,,177,,"Property, Business & Regulatory Property Services",,17/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,09/01415/HCC3S,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14108,13/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting of one single temporary modular building on site,"Rownhams St Johns C of E Primary School, Bakers Drove, Rownhams, SOUTHAMPTON SO16 8AD",07/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/10/2009,,,,,,49,,"Property, Business & Regulatory Property Services",,12/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/71018,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14109,13/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for single temporary modular building on site,"Kings Furlong Infant School & Nursery, Upper Chestnut Drive, BASINGSTOKE, Hampshire RG21 8YJ",07/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/10/2009,,,,,,68,,"Property, Business & Regulatory Property Services",,12/08/2009,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/09/65540,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14110,13/07/2009,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting of two single temporary modular buildings on site,"Netley Abbey Infant & Junior School, Westwood Road, Netley Abbey, SOUTHAMPTON SO31 5EL",11/09/2009,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/09/2009,,,,,,42,,"Property, Business & Regulatory Property Services",,17/08/2009,,
