ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked
North Bridge,Body Cond. 6.00-7.00pm,05-Jul-17,18:00:00,60,18
North Bridge,Body Cond. 6.00-7.00pm,12-Jul-17,18:00:00,60,22
North Bridge,Body Cond. 6.00-7.00pm,19-Jul-17,18:00:00,60,21
North Bridge,Body Cond. 6.00-7.00pm,26-Jul-17,18:00:00,60,16
North Bridge,Body Cond. 6.00-7.00pm,02-Aug-17,18:00:00,60,23
North Bridge,Body Cond. 6.00-7.00pm,09-Aug-17,18:00:00,60,13
North Bridge,Body Pump  5.45-6.45pm,03-Jul-17,17:45:00,60,44
North Bridge,Body Pump  5.45-6.45pm,10-Jul-17,17:45:00,60,52
North Bridge,Body Pump  5.45-6.45pm,17-Jul-17,17:45:00,60,43
North Bridge,Body Pump  5.45-6.45pm,24-Jul-17,17:45:00,60,40
North Bridge,Body Pump  5.45-6.45pm,31-Jul-17,17:45:00,60,47
North Bridge,Body Pump  5.45-6.45pm,07-Aug-17,17:45:00,60,52
North Bridge,Body Pump  5.45-6.45pm,14-Aug-17,17:45:00,60,44
North Bridge,Body Pump  5.45-6.45pm,21-Aug-17,17:45:00,60,40
North Bridge,Body Pump  5.45-6.45pm,28-Aug-17,17:45:00,60,30
North Bridge,Body Pump  5.45-6.45pm,04-Sep-17,17:45:00,60,38
North Bridge,Body Pump  5.45-6.45pm,11-Sep-17,17:45:00,60,48
North Bridge,Body Pump  5.45-6.45pm,18-Sep-17,17:45:00,60,50
North Bridge,Body Pump  5.45-6.45pm,25-Sep-17,17:45:00,60,38
North Bridge,Body Pump 7.00-8.00pm,05-Jul-17,19:00:00,60,21
North Bridge,Body Pump 7.00-8.00pm,12-Jul-17,19:00:00,60,22
North Bridge,Body Pump 7.00-8.00pm,19-Jul-17,19:00:00,60,21
North Bridge,Body Pump 7.00-8.00pm,26-Jul-17,19:00:00,60,26
North Bridge,Body Pump 7.00-8.00pm,02-Aug-17,19:00:00,60,32
North Bridge,Body Pump 7.00-8.00pm,09-Aug-17,19:00:00,60,18
North Bridge,Body Pump 7.00-8.00pm,16-Aug-17,19:00:00,60,23
North Bridge,Body Pump 7.00-8.00pm,23-Aug-17,19:00:00,60,30
North Bridge,Body Pump 7.00-8.00pm,30-Aug-17,19:00:00,60,13
North Bridge,Body Pump 7.00-8.00pm,06-Sep-17,19:00:00,60,26
North Bridge,Body Pump 7.00-8.00pm,13-Sep-17,19:00:00,60,29
North Bridge,Body Pump 7.00-8.00pm,20-Sep-17,19:00:00,60,29
North Bridge,Body Pump 7.00-8.00pm,27-Sep-17,19:00:00,60,17
North Bridge,Body Pump 7.30-8.30pm,28-Jul-17,19:30:00,60,12
North Bridge,Body Pump 7.30-8.30pm,04-Aug-17,19:30:00,60,6
North Bridge,Body Pump 7.30-8.30pm,11-Aug-17,19:30:00,60,10
North Bridge,Body Pump 8.00-9.00pm,06-Jul-17,20:00:00,60,23
North Bridge,Body Pump 8.00-9.00pm,13-Jul-17,20:00:00,60,17
North Bridge,Body Pump 8.00-9.00pm,20-Jul-17,20:00:00,60,25
North Bridge,Body Pump 8.00-9.00pm,27-Jul-17,20:00:00,60,19
North Bridge,Body Pump 8.00-9.00pm,03-Aug-17,20:00:00,60,7
North Bridge,Body Pump 8.00-9.00pm,10-Aug-17,20:00:00,60,22
North Bridge,Body Pump 8.00-9.00pm,17-Aug-17,20:00:00,60,14
North Bridge,Body Pump 8.00-9.00pm,24-Aug-17,20:00:00,60,11
North Bridge,Body Pump 8.00-9.00pm,31-Aug-17,20:00:00,60,29
North Bridge,Body Pump 8.00-9.00pm,07-Sep-17,20:00:00,60,24
North Bridge,Body Pump 8.00-9.00pm,14-Sep-17,20:00:00,60,30
North Bridge,Body Pump 8.00-9.00pm,21-Sep-17,20:00:00,60,22
North Bridge,Body Pump 8.00-9.00pm,28-Sep-17,20:00:00,60,27
North Bridge,Body Pump 9.00-10.00am,01-Jul-17,09:00:00,60,31
North Bridge,Body Pump 9.00-10.00am,08-Jul-17,09:00:00,60,34
North Bridge,Body Pump 9.00-10.00am,15-Jul-17,09:00:00,60,34
North Bridge,Body Pump 9.00-10.00am,22-Jul-17,09:00:00,60,25
North Bridge,Body Pump 9.00-10.00am,29-Jul-17,09:00:00,60,25
North Bridge,Body Pump 9.00-10.00am,05-Aug-17,09:00:00,60,34
North Bridge,Body Pump 9.00-10.00am,12-Aug-17,09:00:00,60,22
North Bridge,Body Pump 9.00-10.00am,19-Aug-17,09:00:00,60,32
North Bridge,Body Pump 9.00-10.00am,26-Aug-17,09:00:00,60,32
North Bridge,Body Pump 9.00-10.00am,02-Sep-17,09:00:00,60,32
North Bridge,Body Pump 9.00-10.00am,09-Sep-17,09:00:00,60,30
North Bridge,Body Pump 9.00-10.00am,16-Sep-17,09:00:00,60,37
North Bridge,Body Pump 9.00-10.00am,23-Sep-17,09:00:00,60,33
North Bridge,Body Pump 9.00-10.00am,30-Sep-17,09:00:00,60,32
North Bridge,Body Pump 12.30-1.30pm,06-Jul-17,12:30:00,60,10
North Bridge,Body Pump 12.30-1.30pm,13-Jul-17,12:30:00,60,10
North Bridge,Body Pump 12.30-1.30pm,20-Jul-17,12:30:00,60,8
North Bridge,Body Pump 12.30-1.30pm,27-Jul-17,12:30:00,60,8
North Bridge,Body Pump 12.30-1.30pm,03-Aug-17,12:30:00,60,9
North Bridge,Body Pump 12.30-1.30pm,10-Aug-17,12:30:00,60,8
North Bridge,Body Pump 12.30-1.30pm,17-Aug-17,12:30:00,60,9
North Bridge,Body Pump 12.30-1.30pm,24-Aug-17,12:30:00,60,5
North Bridge,Body Pump 12.30-1.30pm,31-Aug-17,12:30:00,60,8
North Bridge,Body Pump 12.30-1.30pm,07-Sep-17,12:30:00,60,5
North Bridge,Body Pump 12.30-1.30pm,14-Sep-17,12:30:00,60,7
North Bridge,Body Pump 12.30-1.30pm,21-Sep-17,12:30:00,60,9
North Bridge,Body Pump 12.30-1.30pm,28-Sep-17,12:30:00,60,11
North Bridge,Chair Based Exercise,24-Aug-17,13:00:00,50,6
North Bridge,Chair Based Exercise,31-Aug-17,13:00:00,50,10
North Bridge,Chair Based Exercise,07-Sep-17,13:00:00,50,8
North Bridge,Chair Based Exercise,14-Sep-17,13:00:00,50,6
North Bridge,Chair Based Exercise,21-Sep-17,13:00:00,50,3
North Bridge,Chair Based Exercise,28-Sep-17,13:00:00,50,10
North Bridge,Circuits 8.00-9.00pm Edit,03-Jul-17,20:00:00,60,6
North Bridge,Circuits 8.00-9.00pm Edit,10-Jul-17,20:00:00,60,16
North Bridge,Circuits 8.00-9.00pm Edit,17-Jul-17,20:00:00,60,7
North Bridge,Circuits 8.00-9.00pm Edit,24-Jul-17,20:00:00,60,8
North Bridge,Circuits 8.00-9.00pm Edit,31-Jul-17,20:00:00,60,10
North Bridge,Circuits 8.00-9.00pm Edit,07-Aug-17,20:00:00,60,4
North Bridge,Circuits 8.00-9.00pm Edit,14-Aug-17,20:00:00,60,8
North Bridge,Circuits 8.00-9.00pm Edit,21-Aug-17,20:00:00,60,5
North Bridge,Circuits 8.00-9.00pm Edit,04-Sep-17,20:00:00,60,1
North Bridge,Circuits 8.00-9.00pm Edit,11-Sep-17,20:00:00,60,7
North Bridge,Circuits 8.00-9.00pm Edit,18-Sep-17,20:00:00,60,12
North Bridge,Circuits 8.00-9.00pm Edit,25-Sep-17,20:00:00,60,8
North Bridge,Familty Fitness 4-5pm,26-Jul-17,16:00:00,60,4
North Bridge,Familty Fitness 4-5pm,02-Aug-17,16:00:00,60,4
North Bridge,Familty Fitness 4-5pm,09-Aug-17,16:00:00,60,1
North Bridge,Familty Fitness 4-5pm,16-Aug-17,16:00:00,60,4
North Bridge,Fusion 5.30-6.40pm,06-Jul-17,17:30:00,60,10
North Bridge,Fusion 5.30-6.40pm,13-Jul-17,17:30:00,60,16
North Bridge,Fusion 5.30-6.40pm,20-Jul-17,17:30:00,60,10
North Bridge,Fusion 5.30-6.40pm,27-Jul-17,17:30:00,60,8
North Bridge,Fusion 5.30-6.40pm,03-Aug-17,17:30:00,60,5
North Bridge,Fusion 5.30-6.40pm,10-Aug-17,17:30:00,60,10
North Bridge,Fusion 5.30-6.40pm,17-Aug-17,17:30:00,60,4
North Bridge,Fusion 5.30-6.40pm,24-Aug-17,17:30:00,60,5
North Bridge,Fusion 5.30-6.40pm,31-Aug-17,17:30:00,60,6
North Bridge,Fusion 5.30-6.40pm,07-Sep-17,17:30:00,60,8
North Bridge,Fusion 5.30-6.40pm,14-Sep-17,17:30:00,60,7
North Bridge,Fusion 5.30-6.40pm,21-Sep-17,17:30:00,60,9
North Bridge,Fusion 5.30-6.40pm,28-Sep-17,17:30:00,60,9
North Bridge,Gentle Keep Fit 11-12pm,03-Jul-17,11:00:00,60,22
North Bridge,Gentle Keep Fit 11-12pm,10-Jul-17,11:00:00,60,10
North Bridge,Gentle Keep Fit 11-12pm,17-Jul-17,11:00:00,60,22
North Bridge,Gentle Keep Fit 11-12pm,24-Jul-17,11:00:00,60,18
North Bridge,Gentle Keep Fit 11-12pm,31-Jul-17,11:00:00,60,19
North Bridge,Gentle Keep Fit 11-12pm,07-Aug-17,11:00:00,60,13
North Bridge,Gentle Keep Fit 11-12pm,14-Aug-17,11:00:00,60,20
North Bridge,Gentle Keep Fit 11-12pm,21-Aug-17,11:00:00,60,21
North Bridge,Gentle Keep Fit 11-12pm,04-Sep-17,11:00:00,60,32
North Bridge,Gentle Keep Fit 11-12pm,11-Sep-17,11:00:00,60,35
North Bridge,Gentle Keep Fit 11-12pm,18-Sep-17,11:00:00,60,33
North Bridge,Gentle Keep Fit 11-12pm,25-Sep-17,11:00:00,60,13
North Bridge,Gentlekeepfit 10.30-11.30,06-Jul-17,10:30:00,60,16
North Bridge,Gentlekeepfit 10.30-11.30,13-Jul-17,10:30:00,60,16
North Bridge,Gentlekeepfit 10.30-11.30,20-Jul-17,10:30:00,60,17
North Bridge,Gentlekeepfit 10.30-11.30,27-Jul-17,10:30:00,60,20
North Bridge,Gentlekeepfit 10.30-11.30,03-Aug-17,10:30:00,60,6
North Bridge,Gentlekeepfit 10.30-11.30,10-Aug-17,10:30:00,60,15
North Bridge,Gentlekeepfit 10.30-11.30,17-Aug-17,10:30:00,60,12
North Bridge,Gentlekeepfit 10.30-11.30,24-Aug-17,10:30:00,60,7
North Bridge,Gentlekeepfit 10.30-11.30,31-Aug-17,10:30:00,60,22
North Bridge,Gentlekeepfit 10.30-11.30,07-Sep-17,10:30:00,60,16
North Bridge,Gentlekeepfit 10.30-11.30,14-Sep-17,10:30:00,60,14
North Bridge,Gentlekeepfit 10.30-11.30,21-Sep-17,10:30:00,60,8
North Bridge,Gentlekeepfit 10.30-11.30,28-Sep-17,10:30:00,60,13
North Bridge,Jnr Gym Ind 3.30-5.00pm,06-Jul-17,15:30:00,2,1
North Bridge,Jnr Gym Ind 3.30-5.00pm,14-Jul-17,15:30:00,2,2
North Bridge,Jnr Gym Ind 3.30-5.00pm,01-Aug-17,15:30:00,2,1
North Bridge,Jnr Gym Ind 3.30-5.00pm,08-Aug-17,15:30:00,2,1
North Bridge,Jnr Gym Ind 3.30-5.00pm,18-Aug-17,15:30:00,2,1
North Bridge,Jnr Gym Ind 3.30-5.00pm,04-Sep-17,15:30:00,2,2
North Bridge,Jnr Gym Ind 3.30-5.00pm,05-Sep-17,15:30:00,2,1
North Bridge,Junior Gym 3.30-5.00pm,25-Aug-17,15:30:00,2,1
North Bridge,Junior Gym 3.30-5.00pm,06-Sep-17,15:30:00,2,2
North Bridge,Junior Gym 11-12 Noon,10-Sep-17,11:00:00,2,2
North Bridge,Line Danc Prac 12-12.45pm,07-Jul-17,12:00:00,48,4
North Bridge,Line Danc Prac 12-12.45pm,14-Jul-17,12:00:00,48,3
North Bridge,Line Danc Prac 12-12.45pm,21-Jul-17,12:00:00,48,2
North Bridge,Line Danc Prac 12-12.45pm,28-Jul-17,12:00:00,48,10
North Bridge,Line Danc Prac 12-12.45pm,04-Aug-17,12:00:00,48,1
North Bridge,Line Danc Prac 12-12.45pm,11-Aug-17,12:00:00,48,9
North Bridge,Line Danc Prac 12-12.45pm,18-Aug-17,12:00:00,48,8
North Bridge,Line Danc Prac 12-12.45pm,25-Aug-17,12:00:00,48,2
North Bridge,Line Danc Prac 12-12.45pm,01-Sep-17,12:00:00,48,1
North Bridge,Line Danc Prac 12-12.45pm,08-Sep-17,12:00:00,48,4
North Bridge,Line Danc Prac 12-12.45pm,15-Sep-17,12:00:00,48,7
North Bridge,Line Danc Prac 12-12.45pm,22-Sep-17,12:00:00,48,5
North Bridge,Line Danc Prac 12-12.45pm,29-Sep-17,12:00:00,48,9
North Bridge,Line Dance 10.45-11.45am,04-Jul-17,10:45:00,48,24
North Bridge,Line Dance 10.45-11.45am,11-Jul-17,10:45:00,48,36
North Bridge,Line Dance 10.45-11.45am,18-Jul-17,10:45:00,48,24
North Bridge,Line Dance 10.45-11.45am,25-Jul-17,10:45:00,48,22
North Bridge,Line Dance 10.45-11.45am,01-Aug-17,10:45:00,48,29
North Bridge,Line Dance 10.45-11.45am,08-Aug-17,10:45:00,48,21
North Bridge,Line Dance 10.45-11.45am,15-Aug-17,10:45:00,48,31
North Bridge,Line Dance 10.45-11.45am,22-Aug-17,10:45:00,48,41
North Bridge,Line Dance 10.45-11.45am,29-Aug-17,10:45:00,48,36
North Bridge,Line Dance 10.45-11.45am,05-Sep-17,10:45:00,48,42
North Bridge,Line Dance 10.45-11.45am,12-Sep-17,10:45:00,48,46
North Bridge,Line Dance 10.45-11.45am,19-Sep-17,10:45:00,48,44
North Bridge,Line Dance 10.45-11.45am,26-Sep-17,10:45:00,48,47
North Bridge,Line Dance 11.45-12.45pm,04-Jul-17,11:45:00,48,9
North Bridge,Line Dance 11.45-12.45pm,11-Jul-17,11:45:00,48,13
North Bridge,Line Dance 11.45-12.45pm,18-Jul-17,11:45:00,48,6
North Bridge,Line Dance 11.45-12.45pm,25-Jul-17,11:45:00,48,4
North Bridge,Line Dance 11.45-12.45pm,01-Aug-17,11:45:00,48,1
North Bridge,Line Dance 11.45-12.45pm,08-Aug-17,11:45:00,48,2
North Bridge,Line Dance 11.45-12.45pm,15-Aug-17,11:45:00,48,3
North Bridge,Line Dance 11.45-12.45pm,22-Aug-17,11:45:00,48,14
North Bridge,Line Dance 11.45-12.45pm,29-Aug-17,11:45:00,48,22
North Bridge,Line Dance 11.45-12.45pm,05-Sep-17,11:45:00,48,29
North Bridge,Line Dance 11.45-12.45pm,12-Sep-17,11:45:00,48,32
North Bridge,Line Dance 11.45-12.45pm,19-Sep-17,11:45:00,48,37
North Bridge,Line Dance 11.45-12.45pm,26-Sep-17,11:45:00,48,38
North Bridge,Line Dancing 11-12 Noon,07-Jul-17,11:00:00,48,12
North Bridge,Line Dancing 11-12 Noon,14-Jul-17,11:00:00,48,14
North Bridge,Line Dancing 11-12 Noon,21-Jul-17,11:00:00,48,12
North Bridge,Line Dancing 11-12 Noon,28-Jul-17,11:00:00,48,8
North Bridge,Line Dancing 11-12 Noon,04-Aug-17,11:00:00,48,11
North Bridge,Line Dancing 11-12 Noon,11-Aug-17,11:00:00,48,15
North Bridge,Line Dancing 11-12 Noon,18-Aug-17,11:00:00,48,10
North Bridge,Line Dancing 11-12 Noon,25-Aug-17,11:00:00,48,6
North Bridge,Line Dancing 11-12 Noon,01-Sep-17,11:00:00,48,10
North Bridge,Line Dancing 11-12 Noon,08-Sep-17,11:00:00,48,14
North Bridge,Line Dancing 11-12 Noon,15-Sep-17,11:00:00,48,12
North Bridge,Line Dancing 11-12 Noon,22-Sep-17,11:00:00,48,13
North Bridge,Line Dancing 11-12 Noon,29-Sep-17,11:00:00,48,19
North Bridge,Nice & Easy 9.15-10.15am,05-Jul-17,09:15:00,60,14
North Bridge,Nice & Easy 9.15-10.15am,12-Jul-17,09:15:00,60,15
North Bridge,Nice & Easy 9.15-10.15am,19-Jul-17,09:15:00,60,14
North Bridge,Nice & Easy 9.15-10.15am,26-Jul-17,09:15:00,60,19
North Bridge,Nice & Easy 9.15-10.15am,02-Aug-17,09:15:00,60,12
North Bridge,Nice & Easy 9.15-10.15am,09-Aug-17,09:15:00,60,14
North Bridge,Nice & Easy 9.15-10.15am,16-Aug-17,09:15:00,60,12
North Bridge,Nice & Easy 9.15-10.15am,23-Aug-17,09:15:00,60,19
North Bridge,Nice & Easy 9.15-10.15am,30-Aug-17,09:15:00,60,20
North Bridge,Nice & Easy 9.15-10.15am,06-Sep-17,09:15:00,60,16
North Bridge,Nice & Easy 9.15-10.15am,13-Sep-17,09:15:00,60,17
North Bridge,Nice & Easy 9.15-10.15am,20-Sep-17,09:15:00,60,16
North Bridge,Nice & Easy 9.15-10.15am,27-Sep-17,09:15:00,60,17
North Bridge,Nice & Easy 10.00-10.45am,04-Jul-17,10:00:00,40,12
North Bridge,Nice & Easy 10.00-10.45am,11-Jul-17,10:00:00,40,11
North Bridge,Nice & Easy 10.00-10.45am,18-Jul-17,10:00:00,40,8
North Bridge,Nice & Easy 10.00-10.45am,25-Jul-17,10:00:00,40,12
North Bridge,Nice & Easy 10.00-10.45am,01-Aug-17,10:00:00,40,12
North Bridge,Nice & Easy 10.00-10.45am,08-Aug-17,10:00:00,40,8
North Bridge,Nice & Easy 10.00-10.45am,15-Aug-17,10:00:00,40,7
North Bridge,Nice & Easy 10.00-10.45am,22-Aug-17,10:00:00,40,18
North Bridge,Nice & Easy 10.00-10.45am,29-Aug-17,10:00:00,40,13
North Bridge,Nice & Easy 10.00-10.45am,05-Sep-17,10:00:00,40,22
North Bridge,Nice & Easy 10.00-10.45am,12-Sep-17,10:00:00,40,22
North Bridge,Nice & Easy 10.00-10.45am,19-Sep-17,10:00:00,40,18
North Bridge,Nice & Easy 10.00-10.45am,26-Sep-17,10:00:00,40,21
North Bridge,Nice & Easy 11.00-12.00pm,06-Jul-17,11:00:00,25,13
North Bridge,Nice & Easy 11.00-12.00pm,13-Jul-17,11:00:00,25,12
North Bridge,Nice & Easy 11.00-12.00pm,20-Jul-17,11:00:00,25,10
North Bridge,Nice & Easy 11.00-12.00pm,27-Jul-17,11:00:00,25,8
North Bridge,Nice & Easy 11.00-12.00pm,03-Aug-17,11:00:00,25,10
North Bridge,Nice & Easy 11.00-12.00pm,10-Aug-17,11:00:00,25,6
North Bridge,Nice & Easy 11.00-12.00pm,17-Aug-17,11:00:00,25,14
North Bridge,Nice & Easy 11.00-12.00pm,24-Aug-17,11:00:00,25,7
North Bridge,Nice & Easy 11.00-12.00pm,31-Aug-17,11:00:00,25,14
North Bridge,Nice & Easy 11.00-12.00pm,07-Sep-17,11:00:00,25,12
North Bridge,Nice & Easy 11.00-12.00pm,14-Sep-17,11:00:00,25,14
North Bridge,Nice & Easy 11.00-12.00pm,21-Sep-17,11:00:00,25,18
North Bridge,Nice & Easy 11.00-12.00pm,28-Sep-17,11:00:00,25,11
North Bridge,Pilates 1.45-2.45pm,04-Jul-17,13:45:00,60,16
North Bridge,Pilates 1.45-2.45pm,11-Jul-17,13:45:00,60,31
North Bridge,Pilates 1.45-2.45pm,18-Jul-17,13:45:00,60,17
North Bridge,Pilates 1.45-2.45pm,25-Jul-17,13:45:00,60,11
North Bridge,Pilates 1.45-2.45pm,01-Aug-17,13:45:00,60,13
North Bridge,Pilates 1.45-2.45pm,08-Aug-17,13:45:00,60,12
North Bridge,Pilates 1.45-2.45pm,15-Aug-17,13:45:00,60,26
North Bridge,Pilates 1.45-2.45pm,22-Aug-17,13:45:00,60,5
North Bridge,Pilates 1.45-2.45pm,29-Aug-17,13:45:00,60,16
North Bridge,Pilates 1.45-2.45pm,05-Sep-17,13:45:00,60,28
North Bridge,Pilates 1.45-2.45pm,12-Sep-17,13:45:00,60,29
North Bridge,Pilates 1.45-2.45pm,19-Sep-17,13:45:00,60,39
North Bridge,Pilates 1.45-2.45pm,26-Sep-17,13:45:00,60,34
North Bridge,Pilates 5.00-5.50pm,05-Jul-17,17:00:00,60,13
North Bridge,Pilates 5.00-5.50pm,12-Jul-17,17:00:00,60,16
North Bridge,Pilates 5.00-5.50pm,19-Jul-17,17:00:00,60,18
North Bridge,Pilates 5.00-5.50pm,26-Jul-17,17:00:00,60,20
North Bridge,Pilates 5.00-5.50pm,02-Aug-17,17:00:00,60,13
North Bridge,Pilates 5.00-5.50pm,09-Aug-17,17:00:00,60,25
North Bridge,Pilates 5.00-5.50pm,16-Aug-17,17:00:00,60,34
North Bridge,Pilates 5.00-5.50pm,23-Aug-17,17:00:00,60,28
North Bridge,Pilates 5.00-5.50pm,30-Aug-17,17:00:00,60,29
North Bridge,Pilates 5.00-5.50pm,06-Sep-17,17:00:00,60,29
North Bridge,Pilates 5.00-5.50pm,13-Sep-17,17:00:00,60,26
North Bridge,Pilates 5.00-5.50pm,20-Sep-17,17:00:00,60,25
North Bridge,Pilates 5.00-5.50pm,27-Sep-17,17:00:00,60,29
North Bridge,Pilates 6.45-7.45pm,06-Jul-17,18:45:00,60,24
North Bridge,Pilates 6.45-7.45pm,13-Jul-17,18:45:00,60,26
North Bridge,Pilates 6.45-7.45pm,20-Jul-17,18:45:00,60,22
North Bridge,Pilates 6.45-7.45pm,27-Jul-17,18:45:00,60,20
North Bridge,Pilates 6.45-7.45pm,03-Aug-17,18:45:00,60,12
North Bridge,Pilates 6.45-7.45pm,10-Aug-17,18:45:00,60,31
North Bridge,Pilates 6.45-7.45pm,17-Aug-17,18:45:00,60,20
North Bridge,Pilates 6.45-7.45pm,24-Aug-17,18:45:00,60,15
North Bridge,Pilates 6.45-7.45pm,31-Aug-17,18:45:00,60,18
North Bridge,Pilates 6.45-7.45pm,07-Sep-17,18:45:00,60,22
North Bridge,Pilates 6.45-7.45pm,14-Sep-17,18:45:00,60,18
North Bridge,Pilates 6.45-7.45pm,21-Sep-17,18:45:00,60,12
North Bridge,Pilates 6.45-7.45pm,28-Sep-17,18:45:00,60,8
North Bridge,Pilates 10.00-11.00am,07-Jul-17,10:00:00,60,20
North Bridge,Pilates 10.00-11.00am,14-Jul-17,10:00:00,60,22
North Bridge,Pilates 10.00-11.00am,21-Jul-17,10:00:00,60,15
North Bridge,Pilates 10.00-11.00am,28-Jul-17,10:00:00,60,19
North Bridge,Pilates 10.00-11.00am,04-Aug-17,10:00:00,60,12
North Bridge,Pilates 10.00-11.00am,11-Aug-17,10:00:00,60,20
North Bridge,Pilates 10.00-11.00am,18-Aug-17,10:00:00,60,17
North Bridge,Pilates 10.00-11.00am,08-Sep-17,10:00:00,60,7
North Bridge,Pilates 10.00-11.00am,15-Sep-17,10:00:00,60,10
North Bridge,Pilates 10.00-11.00am,22-Sep-17,10:00:00,60,13
North Bridge,Pilates 10.00-11.00am,29-Sep-17,10:00:00,60,12
North Bridge,Pilates 14:45- 15:45,07-Sep-17,14:45:00,60,9
North Bridge,Pilates 14:45- 15:45,14-Sep-17,14:45:00,60,8
North Bridge,Pilates 14:45- 15:45,21-Sep-17,14:45:00,60,11
North Bridge,Pilates 14:45- 15:45,28-Sep-17,14:45:00,60,10
North Bridge,Power Yoga 10.00-11.00am,03-Jul-17,10:00:00,70,11
North Bridge,Power Yoga 10.00-11.00am,10-Jul-17,10:00:00,70,16
North Bridge,Power Yoga 10.00-11.00am,17-Jul-17,10:00:00,70,27
North Bridge,Power Yoga 10.00-11.00am,24-Jul-17,10:00:00,70,22
North Bridge,Power Yoga 10.00-11.00am,31-Jul-17,10:00:00,70,20
North Bridge,Power Yoga 10.00-11.00am,07-Aug-17,10:00:00,70,17
North Bridge,Power Yoga 10.00-11.00am,14-Aug-17,10:00:00,70,22
North Bridge,Power Yoga 10.00-11.00am,21-Aug-17,10:00:00,70,21
North Bridge,Power Yoga 10.00-11.00am,04-Sep-17,10:00:00,70,32
North Bridge,Power Yoga 10.00-11.00am,11-Sep-17,10:00:00,70,34
North Bridge,Power Yoga 10.00-11.00am,18-Sep-17,10:00:00,70,37
North Bridge,Power Yoga 10.00-11.00am,25-Sep-17,10:00:00,70,17
North Bridge,Power Yoga 10.15-11.15am,05-Jul-17,10:15:00,60,18
North Bridge,Power Yoga 10.15-11.15am,12-Jul-17,10:15:00,60,11
North Bridge,Power Yoga 10.15-11.15am,19-Jul-17,10:15:00,60,23
North Bridge,Power Yoga 10.15-11.15am,26-Jul-17,10:15:00,60,16
North Bridge,Power Yoga 10.15-11.15am,02-Aug-17,10:15:00,60,8
North Bridge,Power Yoga 10.15-11.15am,09-Aug-17,10:15:00,60,16
North Bridge,Power Yoga 10.15-11.15am,16-Aug-17,10:15:00,60,20
North Bridge,Power Yoga 10.15-11.15am,23-Aug-17,10:15:00,60,23
North Bridge,Power Yoga 10.15-11.15am,30-Aug-17,10:15:00,60,27
North Bridge,Power Yoga 10.15-11.15am,06-Sep-17,10:15:00,60,39
North Bridge,Power Yoga 10.15-11.15am,13-Sep-17,10:15:00,60,25
North Bridge,Power Yoga 10.15-11.15am,20-Sep-17,10:15:00,60,23
North Bridge,Power Yoga 10.15-11.15am,27-Sep-17,10:15:00,60,20
North Bridge,Pump  8.15-9.15pm,25-Jul-17,20:15:00,60,18
North Bridge,Pump  8.15-9.15pm,01-Aug-17,20:15:00,60,23
North Bridge,Pump  8.15-9.15pm,08-Aug-17,20:15:00,60,18
North Bridge,Pump  8.15-9.15pm,15-Aug-17,20:15:00,60,20
North Bridge,Pump  8.15-9.15pm,22-Aug-17,20:15:00,60,10
North Bridge,Pump  8.15-9.15pm,29-Aug-17,20:15:00,60,10
North Bridge,Pump  8.15-9.15pm,05-Sep-17,20:15:00,60,15
North Bridge,Pump  8.15-9.15pm,12-Sep-17,20:15:00,60,17
North Bridge,Pump  8.15-9.15pm,19-Sep-17,20:15:00,60,25
North Bridge,Pump  8.15-9.15pm,26-Sep-17,20:15:00,60,34
North Bridge,Pure Stretch 2.00-3.00pm,07-Jul-17,14:00:00,60,12
North Bridge,Pure Stretch 2.00-3.00pm,14-Jul-17,14:00:00,60,17
North Bridge,Pure Stretch 2.00-3.00pm,21-Jul-17,14:00:00,60,10
North Bridge,Pure Stretch 2.00-3.00pm,28-Jul-17,14:00:00,60,7
North Bridge,Pure Stretch 2.00-3.00pm,04-Aug-17,14:00:00,60,7
North Bridge,Pure Stretch 2.00-3.00pm,11-Aug-17,14:00:00,60,9
North Bridge,Pure Stretch 2.00-3.00pm,18-Aug-17,14:00:00,60,10
North Bridge,Pure Stretch 2.00-3.00pm,25-Aug-17,14:00:00,60,6
North Bridge,Pure Stretch 2.00-3.00pm,01-Sep-17,14:00:00,60,7
North Bridge,Pure Stretch 2.00-3.00pm,08-Sep-17,14:00:00,60,8
North Bridge,Pure Stretch 2.00-3.00pm,15-Sep-17,14:00:00,60,8
North Bridge,Pure Stretch 2.00-3.00pm,22-Sep-17,14:00:00,60,7
North Bridge,Pure Stretch 2.00-3.00pm,29-Sep-17,14:00:00,60,4
North Bridge,Sh`Bam   6.30-7.30pm,18-Aug-17,18:30:00,70,21
North Bridge,Sh`Bam   6.30-7.30pm,25-Aug-17,18:30:00,70,21
North Bridge,Sh`Bam   6.30-7.30pm,01-Sep-17,18:30:00,70,27
North Bridge,Sh`Bam   6.30-7.30pm,08-Sep-17,18:30:00,70,30
North Bridge,Sh`Bam   6.30-7.30pm,15-Sep-17,18:30:00,70,20
North Bridge,Sh`Bam   6.30-7.30pm,22-Sep-17,18:30:00,70,20
North Bridge,Sh`Bam   6.30-7.30pm,29-Sep-17,18:30:00,70,22
North Bridge,Sh`Bam  7.30-8.15pm,25-Jul-17,19:30:00,70,32
North Bridge,Sh`Bam  7.30-8.15pm,01-Aug-17,19:30:00,70,52
