Newcastle City Council Invoices over £500 paid in May 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Childrens Services,Int Childhood Services     ,11/05/10,KIDS & US,4658954,Revenue,21875.00
Childrens Services,Int Childhood Services     ,18/05/10,KIDS & US,4667668,Revenue,8125.00
Childrens Services,Int Childhood Services     ,25/05/10,LINDLEY CATERING LIMITED,4676159,Revenue,2492.61
Childrens Services,Int Childhood Services     ,10/05/10,LITTLE ANGELS,4655390,Revenue,2250.00
Childrens Services,Int Childhood Services     ,25/05/10,MACMILLAN DISTRIBUTION LTD,4676434,Revenue,4726.05
Childrens Services,Int Childhood Services     ,11/05/10,MANOR OUT OF SCHOOL CLUB,4620047,Revenue,1500.00
Childrens Services,Int Childhood Services     ,19/05/10,MAPLE LODGE NURSERY,4669187,Revenue,1500.00
Childrens Services,Int Childhood Services     ,18/05/10,MILLERS DENE DAY CARE,4667675,Revenue,1750.00
Childrens Services,Int Childhood Services     ,10/05/10,MONKCHESTER NURSERY FAMILY CENTRE,4655393,Revenue,3000.00
Childrens Services,Int Childhood Services     ,06/05/10,MOUNTFIELD PLAYGROUP,4650160,Revenue,3000.00
Childrens Services,Int Childhood Services     ,13/05/10,NEWCASTLE PROPS,4662001,Revenue,8736.75
Childrens Services,Int Childhood Services     ,11/05/10,NEWCASTLE SCHOOL FOR BOYS,4620046,Revenue,1500.00
Childrens Services,Int Childhood Services     ,25/05/10,NORTHERN CONSTRUCTION SOLUTIONS LTD,4672482,Revenue,5877.57
Childrens Services,Int Childhood Services     ,11/05/10,PF BURRIDGE & SONS LTD,4658948,Capital,22057.60
Childrens Services,Int Childhood Services     ,11/05/10,PF BURRIDGE & SONS LTD,4658949,Capital,1085.00
Childrens Services,Int Childhood Services     ,05/05/10,PLACES FOR CHILDREN,4650158,Revenue,1500.00
Childrens Services,Int Childhood Services     ,10/05/10,RIVERVIEW COMMUNITY NURSERY AND PRE SCHO,4655391,Revenue,3000.00
Childrens Services,Int Childhood Services     ,18/05/10,SCOTSWOOD VILLAGE NURSERY,4667669,Revenue,3000.00
Childrens Services,Int Childhood Services     ,11/05/10,SLR CONSULTING LTD,4658950,Capital,1000.00
Childrens Services,Int Childhood Services     ,10/05/10,ST GABRIEL'S NURSERY,4655392,Revenue,1500.00
Childrens Services,Int Childhood Services     ,04/05/10,UNIVERSITY OF NORTHUMBRIA,4650149,Revenue,593.75
Childrens Services,Int Childhood Services     ,04/05/10,UNIVERSITY OF NORTHUMBRIA,4650150,Revenue,593.75
Childrens Services,Int Childhood Services     ,04/05/10,UNIVERSITY OF NORTHUMBRIA,4650151,Revenue,593.75
Childrens Services,Int Childhood Services     ,04/05/10,UNIVERSITY OF NORTHUMBRIA,4650152,Revenue,593.75
Childrens Services,Int Childhood Services     ,04/05/10,UNIVERSITY OF NORTHUMBRIA,4650153,Revenue,593.75
Childrens Services,Int Childhood Services     ,04/05/10,UNIVERSITY OF NORTHUMBRIA,4650154,Revenue,593.75
Childrens Services,Int Childhood Services     ,27/05/10,UNIVERSITY OF NORTHUMBRIA,4669185,Revenue,593.75
Childrens Services,Int Childhood Services     ,27/05/10,UNIVERSITY OF NORTHUMBRIA,4679225,Revenue,593.75
Childrens Services,Int Childhood Services     ,11/05/10,WESTERHOPE VILLAGE NURSERY,4645235,Revenue,3000.00
Childrens Services,Int Childhood Services     ,10/05/10,YORKSHIRE PURCHASING ORGANISATION,4655404,Revenue,605.00
Childrens Services,Int Childhood Services     ,18/05/10,YORKSHIRE PURCHASING ORGANISATION,4643944,Revenue,1079.70
Childrens Services,ISS                        ,19/05/10,CHOOSE 2 LEARN,4669195,Revenue,737.00
Childrens Services,Participation Unit         ,26/05/10,SODEXO PRESTIGE,4677504,Revenue,1388.56
Childrens Services,Participation Unit         ,09/05/10,STATE 8 PROMOTIONS,4654200,Revenue,1630.00
Childrens Services,Participation Unit         ,09/05/10,UK YOUTH PARLIAMENT,4654197,Revenue,650.00
Childrens Services,Play Service            ,13/05/10,N POWER NORTHERN LTD,4637716,Revenue,869.13
Childrens Services,Play Service            ,13/05/10,N POWER NORTHERN LTD,4637717,Revenue,742.99
Childrens Services,Play Service               ,26/05/10,GO OUTDOORS,4677667,Revenue,790.46
Childrens Services,Play Service               ,04/05/10,JESMOND DENE HOUSE LTD,4650218,Revenue,1514.00
Childrens Services,Play Service               ,11/05/10,MURRAY HOUSE COMMUNITY RECREATION CENTRE,4658410,Revenue,525.00
Childrens Services,Play Service               ,25/05/10,MURRAY HOUSE COMMUNITY RECREATION CENTRE,4674371,Revenue,525.00
Childrens Services,Play Service               ,19/05/10,ROMPA LTD,4666039,Revenue,2465.00
Childrens Services,Raising Stnds              ,18/05/10,ACTIVE KIDS,4666527,Revenue,1000.00
Childrens Services,Raising Stnds              ,19/05/10,ADDACUS LTD,4669173,Revenue,1270.00
Childrens Services,Raising Stnds              ,19/05/10,CAMPBELLS MINI BUS HIRE,4665809,Revenue,1440.00
Childrens Services,Raising Stnds              ,26/05/10,CITY OF SUNDERLAND,4666508,Revenue,828.00
Childrens Services,Raising Stnds              ,11/05/10,CLEAPSS,4658897,Revenue,3573.16
Childrens Services,Raising Stnds              ,12/05/10,EXCELSIOR ACADEMY,4660657,Revenue,25000.00
Childrens Services,Raising Stnds              ,16/05/10,JG WINDOWS LTD,4625171,Revenue,1108.60
Childrens Services,Raising Stnds              ,06/05/10,LEARNING WITHOUT FRONTIERS LTD,4652705,Revenue,601.50
Childrens Services,Raising Stnds              ,06/05/10,LIZ BAILEY EDUCATION,4652706,Revenue,1350.00
Childrens Services,Raising Stnds              ,26/05/10,NEWCASTLE FALCONS,4677977,Revenue,534.00
Childrens Services,Raising Stnds              ,06/05/10,NEWCASTLE UXL,4652823,Revenue,3650.00
Childrens Services,Raising Stnds              ,19/05/10,NEWCASTLE UXL,4669397,Revenue,700.00
Childrens Services,Raising Stnds              ,17/05/10,NORTHERN EDUCATION ASSOCIATES,4665850,Revenue,5370.00
Childrens Services,Raising Stnds              ,26/05/10,NORTHERN LEARNING TRUST,4677512,Revenue,62170.00
Childrens Services,Raising Stnds              ,11/05/10,NOVOTEL NEWCASTLE,4659011,Revenue,2051.06
Childrens Services,Raising Stnds              ,06/05/10,PCS BUSINESS SERVICES,4652829,Revenue,1888.02
Childrens Services,Raising Stnds              ,12/05/10,RATHBONE,4660656,Revenue,15000.00
Childrens Services,Raising Stnds              ,13/05/10,SODEXO PRESTIGE,4662091,Revenue,638.90
Childrens Services,Raising Stnds              ,05/05/10,ST MARTINS BYKER PCC,4635050,Revenue,5900.00
Childrens Services,Raising Stnds              ,10/05/10,TRIBAL EDUCATION LIMITED,4652704,Revenue,650.00
Childrens Services,Raising Stnds              ,09/05/10,ZIP THEATRE,4654217,Revenue,865.00
Childrens Services,Social Services                        ,06/05/10,IONA PLACE,4652426,Revenue,516.51
Childrens Services,Social Services                        ,13/05/10,SLATYFORD LANE FAMILY GROUP HOME,4661734,Revenue,780.52
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655608,Revenue,1610.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655671,Revenue,2508.70
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655672,Revenue,817.87
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655630,Revenue,2114.76
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655838,Revenue,774.20
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655615,Revenue,1517.30
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655648,Revenue,1620.36
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655650,Revenue,4007.56
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655651,Revenue,2003.78
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655824,Revenue,562.42
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655954,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655617,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655618,Revenue,1756.58
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655634,Revenue,1406.95
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655620,Revenue,2816.79
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655673,Revenue,1187.88
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655621,Revenue,1242.38
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655652,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655653,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655963,Revenue,1892.80
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655624,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655629,Revenue,1391.29
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655622,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655635,Revenue,805.42
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655674,Revenue,806.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655654,Revenue,2930.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655623,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655831,Revenue,548.78
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655656,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655675,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655975,Revenue,725.35
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655676,Revenue,1790.78
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655978,Revenue,923.36
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655677,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655610,Revenue,702.03
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655626,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655627,Revenue,747.13
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655611,Revenue,544.32
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655658,Revenue,1217.82
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655628,Revenue,796.54
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655986,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655678,Revenue,1187.88
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655631,Revenue,1756.58
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655810,Revenue,2336.06
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655661,Revenue,1467.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655987,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655605,Revenue,1857.08
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655662,Revenue,1628.28
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655679,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655616,Revenue,2621.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655805,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655663,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655664,Revenue,923.36
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655665,Revenue,1680.68
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655637,Revenue,604.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655638,Revenue,746.90
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655843,Revenue,549.90
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655612,Revenue,1180.47
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655639,Revenue,957.52
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655667,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655640,Revenue,1509.38
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655641,Revenue,2404.70
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655645,Revenue,3450.70
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655668,Revenue,2433.70
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655606,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655607,Revenue,2046.21
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655682,Revenue,920.76
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655800,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655803,Revenue,948.14
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4656008,Revenue,1881.36
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4656016,Revenue,923.36
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655818,Revenue,1011.06
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655869,Revenue,580.31
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655819,Revenue,779.00
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655649,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655859,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655895,Revenue,576.96
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655871,Revenue,1187.88
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655647,Revenue,1510.34
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655885,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655870,Revenue,2114.76
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655882,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655881,Revenue,1187.88
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655913,Revenue,1099.28
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655888,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655892,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655897,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4656006,Revenue,625.88
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655896,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655989,Revenue,678.26
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655904,Revenue,972.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655974,Revenue,877.32
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655929,Revenue,609.72
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655999,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655973,Revenue,806.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655916,Revenue,1781.82
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655981,Revenue,1306.23
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4656007,Revenue,1279.16
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655763,Revenue,678.52
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655804,Revenue,1906.10
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655776,Revenue,9349.03
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655923,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655793,Revenue,515.56
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655767,Revenue,558.22
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655697,Revenue,804.82
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655691,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655707,Revenue,631.26
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655795,Revenue,2783.00
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655876,Revenue,2025.57
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655603,Revenue,1051.66
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655687,Revenue,583.58
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655959,Revenue,1756.58
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655686,Revenue,621.20
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655797,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655928,Revenue,1931.53
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655694,Revenue,978.20
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655695,Revenue,1645.60
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655792,Revenue,715.86
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655685,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655798,Revenue,2114.76
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655905,Revenue,725.40
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655992,Revenue,2104.28
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655796,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655701,Revenue,1162.64
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655688,Revenue,915.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655705,Revenue,1119.18
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655715,Revenue,1012.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655794,Revenue,1509.38
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655704,Revenue,1051.66
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655799,Revenue,1822.90
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655702,Revenue,1958.18
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655931,Revenue,780.98
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655950,Revenue,831.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655926,Revenue,2416.26
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655791,Revenue,519.26
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655754,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655700,Revenue,1259.32
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655779,Revenue,1880.38
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655717,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655714,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4656009,Revenue,590.44
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655723,Revenue,1548.96
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655731,Revenue,1967.10
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655719,Revenue,1187.88
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655722,Revenue,1781.82
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655739,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655706,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655698,Revenue,750.00
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655710,Revenue,1187.88
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655735,Revenue,722.35
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655684,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655875,Revenue,1501.46
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655747,Revenue,515.56
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655745,Revenue,764.60
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655922,Revenue,1733.98
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655932,Revenue,2137.53
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655737,Revenue,805.42
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655736,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655726,Revenue,733.68
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655760,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655765,Revenue,704.92
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655711,Revenue,1279.27
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655925,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655744,Revenue,593.94
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655750,Revenue,1866.68
Childrens Services,Social Services - Carepay              ,10/05/10,Redacted Personal Data,4655863,Revenue,3879.46
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673823,Revenue,1610.84
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673885,Revenue,2508.70
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673845,Revenue,2114.76
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674060,Revenue,643.42
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673830,Revenue,1517.30
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673862,Revenue,1620.36
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673864,Revenue,4007.56
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673865,Revenue,2128.04
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674046,Revenue,562.42
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674178,Revenue,704.92
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673832,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673848,Revenue,1406.95
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673835,Revenue,3830.13
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673888,Revenue,1187.88
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673836,Revenue,915.44
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673866,Revenue,726.71
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673867,Revenue,704.92
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674187,Revenue,1892.80
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673839,Revenue,915.44
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673844,Revenue,937.24
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673837,Revenue,593.94
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673849,Revenue,748.18
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673889,Revenue,806.84
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673868,Revenue,2930.92
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673838,Revenue,1409.84
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674053,Revenue,548.78
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673870,Revenue,704.92
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673890,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674197,Revenue,745.97
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674200,Revenue,923.36
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673825,Revenue,702.03
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673841,Revenue,915.44
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673858,Revenue,512.22
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673842,Revenue,1875.29
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673826,Revenue,544.32
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673872,Revenue,1217.82
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673843,Revenue,796.54
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674208,Revenue,915.44
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673846,Revenue,1756.58
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674030,Revenue,1162.64
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673875,Revenue,1467.92
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674209,Revenue,1702.75
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673820,Revenue,1857.08
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673876,Revenue,1628.28
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673831,Revenue,2424.82
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4674024,Revenue,2611.73
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673877,Revenue,1298.86
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673878,Revenue,923.36
Childrens Services,Social Services - Carepay              ,24/05/10,Redacted Personal Data,4673879,Revenue,1298.86
