Newcastle City Council Invoices over £500 paid in May 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Adult and Culture,Social Services - Social Care Payments ,20/05/10,CAREWATCH (NEWCASTLE UPON TYNE),4670815,Revenue,516.49
Adult and Culture,Social Services - Social Care Payments ,20/05/10,CAREWATCH (NEWCASTLE UPON TYNE),4670816,Revenue,1238.69
Adult and Culture,Social Services - Social Care Payments ,03/05/10,CIC,4647839,Revenue,691.68
Adult and Culture,Social Services - Social Care Payments ,03/05/10,CIC,4647843,Revenue,1068.96
Adult and Culture,Social Services - Social Care Payments ,03/05/10,CIC,4647844,Revenue,786.00
Adult and Culture,Social Services - Social Care Payments ,03/05/10,CIC,4647845,Revenue,1540.56
Adult and Culture,Social Services - Social Care Payments ,03/05/10,CIC,4647847,Revenue,660.24
Adult and Culture,Social Services - Social Care Payments ,13/05/10,CIC,4661800,Revenue,628.80
Adult and Culture,Social Services - Social Care Payments ,13/05/10,CIC,4661801,Revenue,1634.88
Adult and Culture,Social Services - Social Care Payments ,13/05/10,CIC,4661802,Revenue,817.44
Adult and Culture,Social Services - Social Care Payments ,13/05/10,CIC,4661806,Revenue,660.24
Adult and Culture,Social Services - Social Care Payments ,13/05/10,CIC,4661808,Revenue,1037.52
Adult and Culture,Social Services - Social Care Payments ,12/05/10,COMENSURA LTD,4660402,Revenue,17730.65
Adult and Culture,Social Services - Social Care Payments ,12/05/10,COMENSURA LTD,4660403,Revenue,11629.38
Adult and Culture,Social Services - Social Care Payments ,25/05/10,COMFORT CALL LTD,4675768,Revenue,2026.64
Adult and Culture,Social Services - Social Care Payments ,12/05/10,COMMUNITY INTEGRATED CARE,4660411,Revenue,6934.57
Adult and Culture,Social Services - Social Care Payments ,12/05/10,COQUET TRUST,4659818,Revenue,502.36
Adult and Culture,Social Services - Social Care Payments ,20/05/10,DEMENTIA CARE PARTNERSHIP,4670823,Revenue,3544.29
Adult and Culture,Social Services - Social Care Payments ,25/05/10,DEMENTIA CARE PARTNERSHIP,4675748,Revenue,571.82
Adult and Culture,Social Services - Social Care Payments ,25/05/10,DEMENTIA CARE PARTNERSHIP,4675749,Revenue,2525.08
Adult and Culture,Social Services - Social Care Payments ,03/05/10,DIMENSIONS (UK) LTD,4648020,Revenue,1281.75
Adult and Culture,Social Services - Social Care Payments ,03/05/10,DIMENSIONS (UK) LTD,4648021,Revenue,1281.75
Adult and Culture,Social Services - Social Care Payments ,03/05/10,DIMENSIONS (UK) LTD,4648022,Revenue,7690.50
Adult and Culture,Social Services - Social Care Payments ,03/05/10,DIMENSIONS (UK) LTD,4648023,Revenue,1281.75
Adult and Culture,Social Services - Social Care Payments ,03/05/10,DIMENSIONS (UK) LTD,4648129,Revenue,4953.32
Adult and Culture,Social Services - Social Care Payments ,03/05/10,DIMENSIONS (UK) LTD,4648130,Revenue,580.50
Adult and Culture,Social Services - Social Care Payments ,05/05/10,DIMENSIONS (UK) LTD,4651163,Revenue,1281.75
Adult and Culture,Social Services - Social Care Payments ,05/05/10,DIMENSIONS (UK) LTD,4651164,Revenue,1281.75
Adult and Culture,Social Services - Social Care Payments ,05/05/10,DIMENSIONS (UK) LTD,4651165,Revenue,1281.74
Adult and Culture,Social Services - Social Care Payments ,05/05/10,DIMENSIONS (UK) LTD,4651166,Revenue,1281.74
Adult and Culture,Social Services - Social Care Payments ,05/05/10,DIMENSIONS (UK) LTD,4651167,Revenue,1281.75
Adult and Culture,Social Services - Social Care Payments ,05/05/10,DIMENSIONS (UK) LTD,4651168,Revenue,1281.75
Adult and Culture,Social Services - Social Care Payments ,12/05/10,DIMENSIONS (UK) LTD,4660410,Revenue,5832.84
Adult and Culture,Social Services - Social Care Payments ,03/05/10,DURHAM COUNTY COUNCIL,4647817,Revenue,16053.35
Adult and Culture,Social Services - Social Care Payments ,19/05/10,DUTY OF CARE LTD,4669153,Revenue,14000.00
Adult and Culture,Social Services - Social Care Payments ,27/05/10,DUTY OF CARE LTD,4678991,Revenue,14000.00
Adult and Culture,Social Services - Social Care Payments ,03/05/10,EDWARD LLOYD TRUST,4648024,Revenue,1167.36
Adult and Culture,Social Services - Social Care Payments ,25/05/10,EDWARD LLOYD TRUST,4675773,Revenue,1466.40
Adult and Culture,Social Services - Social Care Payments ,12/05/10,ESPA LTD - EUROPEAN SERVICES FOR,4652670,Revenue,14510.68
Adult and Culture,Social Services - Social Care Payments ,12/05/10,ESPA LTD - EUROPEAN SERVICES FOR,4652671,Revenue,5485.85
Adult and Culture,Social Services - Social Care Payments ,24/05/10,ESPA LTD - EUROPEAN SERVICES FOR,4673449,Revenue,5489.70
Adult and Culture,Social Services - Social Care Payments ,25/05/10,ESPA LTD - EUROPEAN SERVICES FOR,4673447,Revenue,14792.85
Adult and Culture,Social Services - Social Care Payments ,26/05/10,ESPA LTD - EUROPEAN SERVICES FOR,4677018,Revenue,14981.98
Adult and Culture,Social Services - Social Care Payments ,26/05/10,ESPA LTD - EUROPEAN SERVICES FOR,4677019,Revenue,14849.10
Adult and Culture,Social Services - Social Care Payments ,11/05/10,EVOLUTION CHILDREN SERVICES,4658661,Revenue,12000.00
Adult and Culture,Social Services - Social Care Payments ,11/05/10,EVOLUTION CHILDREN SERVICES,4658662,Revenue,25714.28
Adult and Culture,Social Services - Social Care Payments ,16/05/10,EVOLUTION CHILDREN SERVICES,4663687,Revenue,12000.00
Adult and Culture,Social Services - Social Care Payments ,18/05/10,EVOLUTION CHILDREN SERVICES,4667549,Revenue,12000.00
Adult and Culture,Social Services - Social Care Payments ,18/05/10,EVOLUTION CHILDREN SERVICES,4667550,Revenue,12000.00
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632717,Revenue,3862.50
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632718,Revenue,3991.25
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632720,Revenue,3862.50
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632722,Revenue,3991.25
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632723,Revenue,3862.50
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632724,Revenue,3991.25
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632726,Revenue,3862.50
Adult and Culture,Social Services - Social Care Payments ,11/05/10,FOSTER CARE ASSOCIATES,4632727,Revenue,3991.25
Adult and Culture,Social Services - Social Care Payments ,19/05/10,FOSTER CARE ASSOCIATES,4660404,Revenue,1616.20
Adult and Culture,Social Services - Social Care Payments ,19/05/10,FOSTER CARE ASSOCIATES,4660406,Revenue,625.00
Adult and Culture,Social Services - Social Care Payments ,19/05/10,FOSTER CARE ASSOCIATES,4668817,Revenue,733.93
Adult and Culture,Social Services - Social Care Payments ,18/05/10,FOSTER CARES LTD,4666972,Revenue,2380.00
Adult and Culture,Social Services - Social Care Payments ,03/05/10,FOUR SEASONS HEALTH CARE,4647822,Revenue,13494.60
Adult and Culture,Social Services - Social Care Payments ,19/05/10,FOXCARE LIMITED,4668828,Revenue,5047.05
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GORSE HOUSE,4673453,Revenue,7948.76
Adult and Culture,Social Services - Social Care Payments ,03/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4648025,Revenue,8958.95
Adult and Culture,Social Services - Social Care Payments ,06/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4652399,Revenue,1251.84
Adult and Culture,Social Services - Social Care Payments ,06/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4652402,Revenue,953.80
Adult and Culture,Social Services - Social Care Payments ,06/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4652403,Revenue,1381.76
Adult and Culture,Social Services - Social Care Payments ,17/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4665156,Revenue,4844.32
Adult and Culture,Social Services - Social Care Payments ,17/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4665157,Revenue,4632.69
Adult and Culture,Social Services - Social Care Payments ,17/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4665160,Revenue,8239.35
Adult and Culture,Social Services - Social Care Payments ,17/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4665163,Revenue,11162.00
Adult and Culture,Social Services - Social Care Payments ,17/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4665165,Revenue,4467.61
Adult and Culture,Social Services - Social Care Payments ,17/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4665167,Revenue,532.25
Adult and Culture,Social Services - Social Care Payments ,20/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4670810,Revenue,8807.21
Adult and Culture,Social Services - Social Care Payments ,20/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4670811,Revenue,5160.73
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4673623,Revenue,558.15
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4673624,Revenue,1294.70
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4673628,Revenue,764.00
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4673629,Revenue,1511.20
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4673630,Revenue,621.48
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4673631,Revenue,511.87
Adult and Culture,Social Services - Social Care Payments ,24/05/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4673632,Revenue,1277.75
Adult and Culture,Social Services - Social Care Payments ,19/05/10,HEATON BAPTIST CHURCH TODDLER GROUP,4669141,Revenue,694.23
Adult and Culture,Social Services - Social Care Payments ,03/05/10,HOWARD HOUSE CARE LTD,4647824,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments ,03/05/10,HOWARD HOUSE CARE LTD,4647825,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments ,13/05/10,HOWARD HOUSE CARE LTD,4661831,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments ,13/05/10,HOWARD HOUSE CARE LTD,4661832,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments ,13/05/10,HOWARD HOUSE CARE LTD,4661855,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments ,13/05/10,HOWARD HOUSE CARE LTD,4661856,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments ,12/05/10,JB SKILLCARE LTD,4659821,Revenue,1632.00
Adult and Culture,Social Services - Social Care Payments ,20/05/10,JB SKILLCARE LTD,4670820,Revenue,3829.16
Adult and Culture,Social Services - Social Care Payments ,20/05/10,JB SKILLCARE LTD,4670821,Revenue,3829.16
Adult and Culture,Social Services - Social Care Payments ,20/05/10,JB SKILLCARE LTD,4670822,Revenue,4139.49
Adult and Culture,Social Services - Social Care Payments ,20/05/10,JB SKILLCARE LTD,4670825,Revenue,4010.71
Adult and Culture,Social Services - Social Care Payments ,09/05/10,KEY ENTERPRISES (1983) LTD,4653989,Revenue,3933.75
Adult and Culture,Social Services - Social Care Payments ,24/05/10,KEY ENTERPRISES (1983) LTD,4673464,Revenue,1793.79
Adult and Culture,Social Services - Social Care Payments ,03/05/10,LEONARD CHESHIRE DISABILITY,4648132,Revenue,6828.00
Adult and Culture,Social Services - Social Care Payments ,03/05/10,LEONARD CHESHIRE DISABILITY,4648133,Revenue,6828.00
Adult and Culture,Social Services - Social Care Payments ,03/05/10,LIFEWAYS COMMUNITY CARE,4648026,Revenue,7035.38
Adult and Culture,Social Services - Social Care Payments ,17/05/10,LIFEWAYS COMMUNITY CARE,4665149,Revenue,1019.16
Adult and Culture,Social Services - Social Care Payments ,17/05/10,LIFEWAYS COMMUNITY CARE,4665151,Revenue,1072.80
Adult and Culture,Social Services - Social Care Payments ,17/05/10,LIFEWAYS COMMUNITY CARE,4665152,Revenue,12084.24
Adult and Culture,Social Services - Social Care Payments ,17/05/10,LIFEWAYS COMMUNITY CARE,4665153,Revenue,1609.20
Adult and Culture,Social Services - Social Care Payments ,17/05/10,LIFEWAYS COMMUNITY CARE,4665155,Revenue,7203.00
Adult and Culture,Social Services - Social Care Payments ,19/05/10,LIFEWAYS COMMUNITY CARE,4668646,Revenue,6452.04
Adult and Culture,Social Services - Social Care Payments ,19/05/10,LIFEWAYS COMMUNITY CARE,4668647,Revenue,3003.84
Adult and Culture,Social Services - Social Care Payments ,20/05/10,LIFEWAYS COMMUNITY CARE,4670818,Revenue,965.52
Adult and Culture,Social Services - Social Care Payments ,09/05/10,LS CARE LTD,4653976,Revenue,692.15
Adult and Culture,Social Services - Social Care Payments ,09/05/10,LS CARE LTD,4653977,Revenue,2684.14
Adult and Culture,Social Services - Social Care Payments ,09/05/10,LS CARE LTD,4653978,Revenue,2532.73
Adult and Culture,Social Services - Social Care Payments ,19/05/10,LS CARE LTD,4668648,Revenue,634.84
Adult and Culture,Social Services - Social Care Payments ,19/05/10,LS CARE LTD,4668649,Revenue,2553.97
Adult and Culture,Social Services - Social Care Payments ,20/05/10,LS CARE LTD,4670824,Revenue,767.67
Adult and Culture,Social Services - Social Care Payments ,24/05/10,LS CARE LTD,4673465,Revenue,2532.73
Adult and Culture,Social Services - Social Care Payments ,18/05/10,MERIT HOME CARE SERVICES,4666604,Revenue,1138.32
Adult and Culture,Social Services - Social Care Payments ,03/05/10,NECM,4648135,Revenue,535.50
Adult and Culture,Social Services - Social Care Payments ,03/05/10,NEURO PARTNERS LTD,4647993,Revenue,840.00
Adult and Culture,Social Services - Social Care Payments ,05/05/10,NEURO PARTNERS LTD,4651172,Revenue,841.00
Adult and Culture,Social Services - Social Care Payments ,06/05/10,NEURO PARTNERS LTD,4652386,Revenue,704.00
Adult and Culture,Social Services - Social Care Payments ,24/05/10,NEURO PARTNERS LTD,4673601,Revenue,620.00
Adult and Culture,Social Services - Social Care Payments ,24/05/10,NEURO PARTNERS LTD,4673603,Revenue,1008.68
Adult and Culture,Social Services - Social Care Payments ,24/05/10,NEURO PARTNERS LTD,4673605,Revenue,9587.50
Adult and Culture,Social Services - Social Care Payments ,24/05/10,NEURO PARTNERS LTD,4673606,Revenue,2125.00
Adult and Culture,Social Services - Social Care Payments ,13/05/10,NEW HORIZONS CHILDCARE LTD,4661816,Revenue,12400.00
Adult and Culture,Social Services - Social Care Payments ,13/05/10,NEW HORIZONS CHILDCARE LTD,4661817,Revenue,12178.66
Adult and Culture,Social Services - Social Care Payments ,13/05/10,NEW HORIZONS CHILDCARE LTD,4661818,Revenue,13822.59
Adult and Culture,Social Services - Social Care Payments ,13/05/10,NEW HORIZONS CHILDCARE LTD,4661819,Revenue,14614.33
Adult and Culture,Social Services - Social Care Payments ,13/05/10,NEW HORIZONS CHILDCARE LTD,4661820,Revenue,3040.00
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657843,Revenue,597.60
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657848,Revenue,1058.34
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657849,Revenue,1394.40
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657850,Revenue,871.50
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657855,Revenue,1103.76
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657857,Revenue,622.56
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657858,Revenue,1170.12
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657886,Revenue,747.00
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657887,Revenue,996.00
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657891,Revenue,996.00
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657893,Revenue,2166.30
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657894,Revenue,697.20
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657897,Revenue,1108.05
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657898,Revenue,2614.50
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657899,Revenue,796.80
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657900,Revenue,709.08
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657902,Revenue,597.60
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657903,Revenue,946.20
Adult and Culture,Social Services - Social Care Payments ,11/05/10,NEW PROSPECTS ASSOCIATION LTD,4657905,Revenue,597.60
Adult and Culture,Social Services - Social Care Payments ,04/05/10,NEWCASTLE PCT,4649955,Revenue,138895.00
Adult and Culture,Social Services - Social Care Payments ,25/05/10,NOMAD E5 HOUSING ASSOCIATION,4675775,Revenue,3302.54
Adult and Culture,Social Services - Social Care Payments ,05/05/10,NORTHUMBERLAND COUNTY COUNCIL,4651174,Revenue,4575.42
Adult and Culture,Social Services - Social Care Payments ,13/05/10,NORTHUMBERLAND COUNTY COUNCIL,4661849,Revenue,27428.40
Adult and Culture,Social Services - Social Care Payments ,13/05/10,NORTHUMBERLAND COUNTY COUNCIL,4661850,Revenue,23675.10
Adult and Culture,Social Services - Social Care Payments ,25/05/10,NORTHUMBERLAND TYNE & WEAR NHS TRUST,4675754,Revenue,3430.00
