Department,Entity,Date of Payment,Expense Type,Project,Expense Area,Supplier,Transaction Number,Amount,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23151,FUSION,CROMWELL LTD,5100311484,282.10,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23151,FUSION,CROMWELL LTD,5100311630,48.59,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,23151,FUSION,CROMWELL LTD,5100311632,63.03,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23151,FUSION,CROMWELL LTD,5100311633,57.42,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23152,FUSION,CROMWELL LTD,5100312398,408.74,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23161,FUSION,CROMWELL LTD,5100311485,118.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23161,FUSION,CROMWELL LTD,5100311628,70.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23161,FUSION,CROMWELL LTD,5100311635,280.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,23161,FUSION,CROMWELL LTD,5100311636,166.21,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23161,FUSION,CROMWELL LTD,5100312391,20.94,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23161,FUSION,CROMWELL LTD,5100312393,403.44,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23161,FUSION,CROMWELL LTD,5100312395,11.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23621,FUSION,CROMWELL LTD,5100312407,79.62,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,25103,FUSION,CROMWELL LTD,5100311479,9.68,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,25103,FUSION,CROMWELL LTD,5100311486,741.17,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,25103,FUSION,CROMWELL LTD,5100312400,206.37,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,25702,FUSION,CROMWELL LTD,5100311634,548.20,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,25836,FUSION,CROMWELL LTD,5100311483,459.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,25702,FUSION,CROSSMAN ENGINEERING,5100312216,530.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,21033,SUPPORT SERVICES,CSC COMPUTER SERVICES,5100311403,12297.73,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PROFESSIONAL SERVICES,21033,SUPPORT SERVICES,CSS WORKSAFE,5100310836,795.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,PLANT SPARES,29030,FUSION,CUTWEL LTD,5100311867,484.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT SPARES,29030,FUSION,CUTWEL LTD,5100312140,19.99,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT SPARES,29030,FUSION,CUTWEL LTD,5100312142,484.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,MATERIALS & SPARES,28030,PROPERTY,CYFAS SYSTEMS LTD,5100311619,3665.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,BUILDING REPAIRS,23161,FUSION,D CLOUGH LTD,5100311935,5445.94,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,OTHER EFDA COST,23900,FUSION,VISITORS EXPENSES,1900060488,3294.68,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,25704,FUSION,DIGIKEY CORPORATION,5100312159,57.96,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PROFESSIONAL SERVICES,21033,SUPPORT SERVICES,DISCLOSURE SCOTLAND,5100311892,250.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PROFESSIONAL SERVICES,21033,SUPPORT SERVICES,DISCLOSURE SCOTLAND,5100312784,200.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23123,FUSION,DONALDSON FILTRATION (GB) LIMITED,5100311903,1476.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,MATERIALS & SPARES,23125,FUSION,DRAEGER SAFETY,5100311884,380.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23102,FUSION,DURBIN METAL INDUSTRIES LTD,5100312012,163.55,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,23131,FUSION,DURBIN METAL INDUSTRIES LTD,5100312139,112.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,MATERIALS & SPARES,23621,FUSION,DURBIN METAL INDUSTRIES LTD,5100312603,53.75,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311266,32.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311310,44.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311317,12.70,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311319,60.30,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311321,44.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311489,59.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311761,264.70,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311905,209.70,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311906,55.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100311907,69.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100312011,41.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100312138,38.95,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100312752,47.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,MATERIALS & SPARES,29030,FUSION,DURBIN METAL INDUSTRIES LTD,5100312755,29.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,MATERIALS & SPARES,25103,FUSION,DynAmp LLC,5100310307,7622.66,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,ELECTRICITY,23101,FUSION,E.ON (UK) Ltd,5100311766,333684.47,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,UTILITIES/ELECTRICITY,23101,FUSION,EDF ENERGY,5100312303,117317.63,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,UTILITIES/ELECTRICITY,23101,FUSION,EDF ENERGY,5100312551,88643.02,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312103,2455.75,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312104,20537.16,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312105,1782.69,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312107,2522.91,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312110,823.28,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312162,26616.63,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312163,27610.73,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,UTILITIES/ELECTRICITY,28050,PROPERTY,EDF ENERGY,5100312164,235.74,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PROFESSIONAL SERVICES,25103,FUSION,EDM PRECISION TECHNOLOGIES,5100311609,1996.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PROFESSIONAL SERVICES,29030,FUSION,EDM PRECISION TECHNOLOGIES,5100312155,1560.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23105,FUSION,EDMUNDSON ELECTRICALS LTD,5100312067,158.44,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100311132,809.48,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100311133,294.46,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100311171,546.64,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100311437,86.53,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100312264,2184.03,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100312266,2650.19,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100312304,47.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100312622,129.44,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100312623,22.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100312765,15.49,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23128,FUSION,EDMUNDSON ELECTRICALS LTD,5100312777,24.83,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311347,1471.45,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311439,790.28,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311538,6.90,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311543,122.64,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311548,151.20,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311549,38.61,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311621,462.88,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311622,37.83,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,05/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311937,64.42,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100311938,325.56,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100312071,266.76,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100312073,87.94,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100312227,234.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100312306,75.07,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PLANT & EQUIPMENT,23150,FUSION,EDMUNDSON ELECTRICALS LTD,5100312771,3.35,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311173,103.24,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311280,214.40,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311281,66.52,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311346,80.66,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311348,326.83,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311350,72.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311438,5582.72,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311539,56.80,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311545,79.24,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311546,33.12,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100311716,109.86,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312065,5.68,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312068,88.33,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312069,16.87,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312075,191.64,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312225,479.52,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312305,74.74,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312307,410.77,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312415,419.84,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312766,66.85,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PLANT & EQUIPMENT,23161,FUSION,EDMUNDSON ELECTRICALS LTD,5100312775,41.01,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100311537,92.05,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100311551,1311.48,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100311620,277.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100311739,833.89,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100311740,678.18,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100311741,40.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312066,65.36,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312226,16.70,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312267,117.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,12/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312309,78.95,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312413,19.99,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312768,167.16,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312770,592.11,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PLANT & EQUIPMENT,25103,FUSION,EDMUNDSON ELECTRICALS LTD,5100312774,43.22,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,25702,FUSION,EDMUNDSON ELECTRICALS LTD,5100311550,637.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,25704,FUSION,EDMUNDSON ELECTRICALS LTD,5100311278,549.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,25704,FUSION,EDMUNDSON ELECTRICALS LTD,5100311279,187.12,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,25704,FUSION,EDMUNDSON ELECTRICALS LTD,5100311440,42.25,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,25704,FUSION,EDMUNDSON ELECTRICALS LTD,5100311542,242.55,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,25704,FUSION,EDMUNDSON ELECTRICALS LTD,5100311717,608.65,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,29/10/2014,PLANT & EQUIPMENT,29200,FUSION,EDMUNDSON ELECTRICALS LTD,5100311535,110.41,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,PLANT & EQUIPMENT,29200,FUSION,EDMUNDSON ELECTRICALS LTD,5100311547,397.95,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,10/11/2014,PLANT & EQUIPMENT,23152,FUSION,EDWARDS LIMITED,5100312154,317.16,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,PLANT & EQUIPMENT,29030,FUSION,EDWARDS LIMITED,5100311757,266.07,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,F&F,21033,SUPPORT SERVICES,EFG MATTHEWS OFFICE FURNITURE LTD,5100311528,1.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,F&F,21033,SUPPORT SERVICES,EFG MATTHEWS OFFICE FURNITURE LTD,5100311919,396.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,F&F,21033,SUPPORT SERVICES,EFG MATTHEWS OFFICE FURNITURE LTD,5100312427,332.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,03/11/2014,F&F,23108,FUSION,EFG MATTHEWS OFFICE FURNITURE LTD,5100311918,142.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,F&F,23109,FUSION,EFG MATTHEWS OFFICE FURNITURE LTD,5100312424,282.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/10/2014,F&F,23128,FUSION,EFG MATTHEWS OFFICE FURNITURE LTD,5100311529,87.20,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,F&F,25402,FUSION,EFG MATTHEWS OFFICE FURNITURE LTD,5100312426,217.00,,CUL13926
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,17/11/2014,MATERIALS & SPARES,23128,FUSION,ELECTRICAL OIL SERVICES LTD,5100312587,2714.64,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,19/11/2014,PUBLICATIONS,21033,SUPPORT SERVICES,ELSEVIER SCIENCE B.V,5100312579,19558.38,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,08/11/2014,MILEAGE ALLOWANCE,21032,SUPPORT SERVICES,EMPLOYEE EXPENSES,100743129,123.30,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,08/11/2014,PROFESSIONAL SUBSCRIPTION,21032,SUPPORT SERVICES,EMPLOYEE EXPENSES,100743138,170.34,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,31/10/2014,ROAD TRAVEL,21033,SUPPORT SERVICES,EMPLOYEE EXPENSES,100742955,6.00,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,31/10/2014,MILEAGE ALLOWANCE,21033,SUPPORT SERVICES,EMPLOYEE EXPENSES,100742956,34.56,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,31/10/2014,MILEAGE ALLOWANCE,21033,SUPPORT SERVICES,EMPLOYEE EXPENSES,100742982,64.20,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,31/10/2014,MILEAGE ALLOWANCE,21033,SUPPORT SERVICES,EMPLOYEE EXPENSES,100742985,57.60,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/11/2014,MILEAGE ALLOWANCE,21033,SUPPORT SERVICES,EMPLOYEE EXPENSES,100743071,13.50,,
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,08/11/2014,MILEAGE ALLOWANCE,21033,SUPPORT SERVICES,EMPLOYEE EXPENSES,100743159,79.20,,
