Date of Payment,Expense type,Expense Area,Supplier,Transaction number,Amount,Department and Entity,Department and Entity
14/10/2013,HIRED STAFF,FUSION,BLACK DIAMOND UMBRELLA LTD,5100294520,4503.97,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,LAUNDRY,FUSION,BLUEBELL LAUNDRY,5100294458,117.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PRINTING & GRAPHICS,FUSION,BLUEPRINT IMAGING LTD,5100295035,775.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PRINTING & GRAPHICS,FUSION,BLUEPRINT IMAGING LTD,5100295034,798.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,BNS NUCLEAR SERVICES,5100294323,59957.72,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294039,3.90,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100293981,4.72,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,GASES,FUSION,BOC LTD,5100295156,7.80,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100293459,18.24,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294595,18.24,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,GASES,FUSION,BOC LTD,5100293983,31.20,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,GASES,FUSION,BOC LTD,5100294882,31.20,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,GASES,FUSION,BOC LTD,5100295153,46.80,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294597,54.72,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,GASES,FUSION,BOC LTD,5100293987,72.70,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294580,75.03,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,PROPERTY,BOC LTD,5100294583,76.84,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,GASES,PROPERTY,BOC LTD,5100294888,82.20,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,PROPERTY,BOC LTD,5100294579,82.20,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294598,111.70,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,GASES,FUSION,BOC LTD,5100294875,119.58,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,GASES,FUSION,BOC LTD,5100294590,153.71,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294602,198.14,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294592,215.33,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294594,231.19,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100293460,236.88,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294839,243.05,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294601,246.58,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,GASES,FUSION,BOC LTD,5100294582,247.08,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294588,416.53,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294607,1060.44,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,GASES,FUSION,BOC LTD,5100293985,1548.75,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,GASES,FUSION,BOC LTD,5100293988,2494.42,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,GASES,SUPPORT SERVICES,BOC LTD,5100293980,4120.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,GASES,FUSION,BOC LTD,5100294581,5850.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,GASES,FUSION,BOC LTD,5100294589,20794.80,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,GASES,FUSION,BOC LTD,5100294637,40997.27,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,GASES,FUSION,BOC LTD,5100293559,49921.95,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,BODYCOTE HEAT TREATMENTS LTD,5100294356,1101.39,United Kingdom Energy Authority,United Kingdom Energy Authority
18/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,Boyes Turner LLP,1900059029,2252.10,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,Boyes Turner LLP,1900058944,3500.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,Boyes Turner LLP,1900058943,43521.94,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT SPARES,FUSION,BRITE PRECISION,5100294167,8265.96,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT SPARES,FUSION,BRITE PRECISION,5100294469,8265.96,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294430,-140.84,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294428,-108.48,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294421,-71.31,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294423,-69.98,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294417,-68.37,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294419,-68.10,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294902,21.42,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294896,95.64,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294906,219.04,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294908,277.81,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294899,421.80,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294903,483.37,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294900,507.86,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294901,667.11,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100294433,1229.34,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,REPAIRS & MAINTENANCE,FUSION,BSA MACHINE TOOLS LTD,5100294154,389.50,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,PROPERTY,BSP CONSULTING,5100294394,2265.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,BSS OXFORD,5100294962,6.53,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,BSS OXFORD,5100294482,11.97,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,MATERIALS & SPARES,FUSION,BSS OXFORD,5100294786,21.70,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,BSS OXFORD,5100295138,66.46,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,BSS OXFORD,5100295137,254.86,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,BSS OXFORD,5100294118,396.81,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,BSS OXFORD,5100294783,960.30,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PERSONAL PROTECTIVE EQUIPMENT,FUSION,BUCK & HICKMAN LTD,5100294361,21.49,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PERSONAL PROTECTIVE EQUIPMENT,FUSION,BUCK & HICKMAN LTD,5100293147,22.18,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PERSONAL PROTECTIVE EQUIPMENT,FUSION,BUCK & HICKMAN LTD,5100294134,427.67,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100294878,29.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,PROPERTY,BUDGET FORKTRUCKS LTD,5100294683,232.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,PROPERTY,BUDGET FORKTRUCKS LTD,5100294001,268.67,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100294003,312.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100294004,342.33,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100294000,390.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100294811,402.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,PROPERTY,BUDGET FORKTRUCKS LTD,5100294002,1092.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100294685,1590.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT SPARES,FUSION,BURCKHARDT COMPRESSION UK LTD,5100295217,1950.28,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,CATERING SUPPLIES,SUPPORT SERVICES,BWT UK LTD,5100294626,180.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CATERING SUPPLIES,SUPPORT SERVICES,BWT UK LTD,5100294629,763.25,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PRINTING & GRAPHICS,FUSION,Calver Ltd,1900058995,529.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,TRAINING COURSE FEES,SUPPORT SERVICES,CANON FIRE PROTECTION,5100293993,540.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,TRAVEL,SUPPORT SERVICES,CAPITA BUSINESS TRAVEL,5100294534,33746.99,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100295161,12.90,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100294105,17.35,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100294381,22.57,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100295171,31.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100295193,31.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100295192,37.64,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100294486,38.59,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100294382,107.97,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100294485,160.28,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100295164,182.61,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,LEGAL FEES,SUPPORT SERVICES,CATER LEYDON MILLARD LTD,5100294500,140.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,LEGAL FEES,SUPPORT SERVICES,CATER LEYDON MILLARD LTD,5100294501,507.50,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,LEGAL FEES,SUPPORT SERVICES,CATER LEYDON MILLARD LTD,5100294502,3815.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,CBL ELECTRIC VEHICLES LTD,5100294643,113.96,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,CBL ELECTRIC VEHICLES LTD,5100294644,139.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,CBL ELECTRIC VEHICLES LTD,5100295075,192.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,CD measurements Ltd,5100295145,220.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,CD measurements Ltd,5100295144,606.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSUMABLES,FUSION,CENTRAL METAL & ALLOYS LTD,5100295125,113.50,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,CHANNEL SAFETY SERVICES LTD,5100294035,1500.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS: HAZARDOUS,FUSION,CHEMTECH WASTE MANAGEMENT,5100294731,990.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS: HAZARDOUS,FUSION,CHEMTECH WASTE MANAGEMENT,5100294014,7123.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,CITY ENGINEERING LTD,5100292293,1414.89,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,LAUNDRY,FUSION,CLEAN LINEN SERVICES LTD,5100294484,64.72,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,CATERING,PROPERTY,CLEANSING SERVICE GROUP LTD,5100294126,54.60,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,CATERING,PROPERTY,CLEANSING SERVICE GROUP LTD,5100295160,54.60,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,CATERING,PROPERTY,CLEANSING SERVICE GROUP LTD,5100294125,74.30,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,CATERING,PROPERTY,CLEANSING SERVICE GROUP LTD,5100295158,74.30,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/GAS,PROPERTY,COFELY LTD,5100295057,189.73,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/GAS,PROPERTY,COFELY LTD,5100294729,240.72,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,UTILITIES/GAS,PROPERTY,COFELY LTD,5100295054,3123.89,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/GAS,PROPERTY,COFELY LTD,5100294728,3963.38,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/GAS,PROPERTY,COFELY LTD,5100294403,20044.73,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UTILITIES/GAS,PROPERTY,COFELY LTD,5100294404,26582.50,United Kingdom Energy Authority,United Kingdom Energy Authority
10/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,DWF LLP,1900058979,4926.75,United Kingdom Energy Authority,United Kingdom Energy Authority
10/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,DWF LLP,1900058978,7533.55,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,COMPLETE PCB SERVICES LTD,5100294038,72.66,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,COMPLETE PCB SERVICES LTD,5100294633,137.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,COMPLETE PCB SERVICES LTD,5100294037,1912.50,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT SPARES,FUSION,CONDEC INDUSTRIAL MAINTENANCE,5100293994,195.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT SPARES,FUSION,CONDEC INDUSTRIAL MAINTENANCE,5100293992,245.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT SPARES,FUSION,CONDEC INDUSTRIAL MAINTENANCE,5100294711,695.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT SPARES,FUSION,CONDEC INDUSTRIAL MAINTENANCE,5100294712,770.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,REPAIRS & MAINTENANCE,FUSION,CRANE CARE LTD,5100294510,600.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,REPAIRS & MAINTENANCE,FUSION,CRANE CARE LTD,5100294511,3900.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UNIVERSITY PLACEMENT,FUSION,CRANFIELD UNIVERSITY,5100294658,1700.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100295080,22.78,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100294720,22.79,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100295079,62.10,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100295076,71.49,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100294719,90.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100295078,90.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100294721,92.77,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100294481,105.43,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100294113,106.40,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100293550,107.72,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100295077,131.99,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100294115,172.65,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100294723,172.99,United Kingdom Energy Authority,United Kingdom Energy Authority
